Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1995,,448,0.0,5354,3222,1655,10679,0.0,4338,11037.0,-6699.0,4705,9043,19722,,1229,3891,5943,11063,123,7102,7225,18288,0.0,0.0,1406,28,1434,19722,
03/31/1996,,174,0.0,4789,3957,1763,10683,0.0,4516,11127.0,-6611.0,4748,9264,19947,,1671,3914,7388,12973,132,7405,7537,20510,0.0,0.0,-522,-41,-563,19947,
06/30/1996,,2151,0.0,4707,3964,1699,12521,0.0,4563,11104.0,-6541.0,4848,9411,21932,,1473,2450,6268,10191,1594,7736,9330,19521,0.0,0.0,2444,-33,2411,21932,
09/30/1996,,2241,0.0,4914,3793,1833,12781,0.0,4687,11020.0,-6333.0,5158,9845,22626,,1900,2363,6450,10713,1634,7593,9227,19940,0.0,0.0,2601,85,2686,22626,
12/31/1996,,3177,0.0,5885,2952,1956,13970,0.0,4687,11014.0,-6327.0,5392,10079,24049,,1577,2336,7187,11100,1651,7780,9431,20531,0.0,0.0,2628,890,3518,24049,
03/31/1997,,2013,0.0,4785,3363,2109,12270,0.0,4760,11069.0,-6309.0,5456,10216,22486,,1278,2274,5793,9345,1678,7875,9553,18898,0.0,0.0,2704,884,3588,22486,
06/30/1997,,1467,0.0,5011,3833,2051,12362,0.0,4885,11303.0,-6418.0,5626,10511,22873,,1387,1758,6120,9265,1682,8083,9765,19030,0.0,0.0,2802,1041,3843,22873,
09/30/1997,,1350,0.0,5373,3972,1806,12501,0.0,5147,11554.0,-6407.0,6163,11310,23811,,1931,2538,6269,10738,1665,8021,9686,20424,0.0,0.0,3053,334,3387,23811,
12/31/1997,,1225,0.0,6295,3818,1918,13256,0.0,4729,10850.0,-6121.0,6767,11496,24752,,1496,1757,6709,9962,1945,8174,10119,20081,0.0,0.0,3723,948,4671,24752,
03/31/1998,,969,0.0,5576,4206,1958,12709,0.0,4805,10937.0,-6132.0,7150,11955,24664,,1659,1898,5861,9418,1918,8292,10210,19628,0.0,0.0,4089,947,5036,24664,
06/30/1998,,1099,0.0,5792,4378,2036,13305,0.0,4957,11210.0,-6253.0,7017,11974,25279,,1727,2423,6046,10196,1899,8262,10161,20357,0.0,0.0,4264,658,4922,25279,
09/30/1998,,1154,0.0,7405,4538,2687,15784,0.0,5693,12331.0,-6638.0,7886,13579,29363,,2157,2231,6497,10885,2409,8360,10769,21654,0.0,0.0,6619,1090,7709,29363,
12/31/1998,,940,,9185,4838,2388,17351,,5645,12531.0,-6886.0,8645,14290,31641,,2468,3763,6210,12441,2404,8359,10763,23204,,,4741,3696,8437,31641,
03/31/1999,,792,,8752,5438,2792,17774,,5751,12686.0,-6935.0,9315,15066,32840,,2410,3185,5967,11562,3716,8511,12227,23789,,,5023,4028,9051,32840,
06/30/1999,,1495,,9486,6517,3312,20810,,6257,13531.0,-7274.0,10089,16346,37156,,2705,3080,6171,11956,3712,9085,12797,24753,,,7369,5034,12403,37156,
09/30/1999,,1686,0.0,8799,5342,3413,19240,0.0,6219,12989.0,-6770.0,9913,16132,35372,,2537,1705,4908,9150,4162,8124,12286,21436,0.0,0.0,8025,5911,13936,35372,
12/31/1999,,2219,0.0,10143,6544,2672,21578,0.0,6986,14679.0,-7693.0,10070,17056,38634,,2162,2672,5083,9917,3832,8806,12638,22555,0.0,0.0,9064,7015,16079,38634,
03/31/2000,,1467,0.0,8782,5100,5191,20540,0.0,5046,9510.0,-4464.0,21926,26972,47512,,2583,3468,4109,10160,3030,8150,11180,21340,0.0,0.0,20424,5748,26172,47512,
