Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/30/1989,,95.750999,28.497,189.591003,224.147003,17.219,555.205017,269.747009,527.468018,-257.721008,68.565002,338.312012,893.517029,,54.887001,1.897,68.400002,125.183998,20.134001,121.533997,141.667997,266.851995,0,0,59.369999,567.294983,626.664982,893.516977,
02/28/1990,,78.110001,28.497,188.748993,227.593994,22.531,545.481018,277.591003,543.570007,-265.979004,67.260002,344.851006,890.33197,,53.422001,1.906,63.396,118.723999,20.018999,114.295998,134.314997,253.038996,0,0,59.308998,577.984009,637.293007,890.332003,
05/31/1990,,92.424004,21.046,184.585007,237.291,18.825001,554.171021,289.450989,562.812988,-273.362,82.928001,372.37899,926.549988,,53.578999,2.519,69.561996,125.660004,27.490999,113.972,141.462999,267.123003,0,0,65.774002,593.653015,659.427017,926.55002,
08/30/1990,,123.957001,1.25,202.207001,229.395996,19.650999,576.460999,300.878998,580.950012,-280.071014,84.795998,385.674996,962.135986,,66.265999,2.253,73.849998,142.369003,27.465,116.858002,144.323002,286.692005,0,0,65.635002,609.809021,675.444023,962.136028,
11/30/1990,,102.829002,1.25,187.317001,235.326004,10.41,537.132019,313.042999,601.585022,-288.541992,110.362,423.404999,960.536987,,56.993999,1.862,68.774002,127.629997,26.775,117.571999,144.346998,271.976995,0,0,65.697998,622.862,688.559998,960.536993,
02/28/1991,,76.190002,1.25,186.375,236.052002,20.725,520.59198,332.322998,628.104004,-295.781006,115.066002,447.389,967.981018,,53.323002,2.941,67.018997,123.282997,32.533001,120.597,153.130001,276.412998,0,0,65.681999,625.885986,691.567986,967.980984,
05/31/1991,,78.348,9.121,188.617996,240.455994,42.063999,558.606995,332.703003,633.55603,-300.852997,113.103996,445.806999,1004.414001,,59.098,2.937,131.617996,193.653,32.019001,122.123001,154.142002,347.795002,0,0,65.656998,590.961975,656.618973,1004.413975,
08/30/1991,,73.519997,14.063,199.039993,227.393005,35.279999,549.296021,342.343994,649.30603,-306.962006,120.360001,462.703995,1012.0,,63.486,3.254,130.996994,197.737,31.372999,122.322998,153.695997,351.432997,0,0,65.550003,595.017029,660.567032,1012.000029,
11/30/1991,,72.351997,16.232,198.138,224.218994,45.362999,556.304016,343.937012,659.619019,-315.682007,122.870003,466.807014,1023.111023,,62.002998,3.072,139.100006,204.175003,30.927,121.477997,152.404997,356.58,0,0,65.327003,601.203979,666.530983,1023.110983,
02/29/1992,,65.989998,15.706,194.817001,225.399002,49.952999,551.86499,344.781006,669.763977,-324.983002,121.541,466.322006,1018.187012,,61.578999,3.384,132.578995,197.542007,30.139999,121.098999,151.238998,348.781006,0,0,65.612999,603.79303,669.406029,1018.187035,
05/31/1992,,85.556999,14.186,196.792007,225.005005,44.645,566.184998,339.739014,672.61499,-332.876007,122.185997,461.925011,1028.109985,,60.271999,2.511,139.384003,202.167007,29.816,120.054001,149.870001,352.037008,0,0,65.501999,610.570984,676.072983,1028.109991,
08/31/1992,,101.137001,8.512,203.964996,212.856995,41.056,567.526978,340.350006,679.536987,-339.187012,134.535004,474.88501,1042.411987,,77.748001,1.434,130.585999,209.768005,28.358999,121.331001,149.690001,359.458006,0,0,64.232002,618.721985,682.953987,1042.411993,
11/30/1992,,43.458,8.643,223.009995,229.158005,42.124001,546.393005,374.838989,728.72699,-353.888,171.496994,546.335983,1092.729004,,65.811996,38.029999,151.281006,255.123001,30.622,118.292999,148.914999,404.038,0,0,65.116997,623.573975,688.690971,1092.728971,
02/28/1993,,15.814,9.404,221.744003,236.531006,51.638,535.130981,370.132996,723.711975,-353.57901,171.934006,542.067001,1077.197998,,71.315002,24.99,140.781006,237.085999,30.58,119.141998,149.721998,386.807997,0,0,65.176003,625.213989,690.389992,1077.197989,
05/31/1993,,20.844,6.174,232.089005,246.229996,48.122002,553.458984,365.656006,725.314026,-359.65799,169.468002,535.124008,1088.583008,,73.453003,14.615,154.835999,242.904007,28.712999,119.513,148.226,391.130007,0,0,65.162003,632.291016,697.453018,1088.583025,
08/31/1993,,15.853,4.776,249.957993,171.544998,114.783997,556.916016,365.184998,724.038025,-358.852997,165.412003,530.597,1087.512939,,85.504997,6.196,151.972,243.673004,28.417999,111.399002,139.817001,383.490005,0,0,65.218002,638.804993,704.022995,1087.513,
11/30/1993,,24.945999,3.597,244.115997,173.167999,109.396004,555.223022,362.640015,725.682983,-363.042999,164.253998,526.894012,1082.116943,,74.514999,5.271,154.104996,233.891006,28.221001,109.653999,137.875,371.766006,0,0,65.274002,645.077026,710.351028,1082.117035,
02/28/1994,,20.841999,2.923,228.401001,178.319,122.496002,552.981018,360.638,734.239014,-373.601013,159.278,519.916,1072.896973,,69.891998,41.902,110.223,222.016998,28.073999,108.183998,136.257998,358.274996,0,0,65.523003,649.098999,714.622002,1072.896997,
05/31/1994,,46.189999,2.371,234.584,183.145004,114.364998,580.655029,357.197998,741.778992,-384.580994,162.712997,519.910995,1100.56604,,74.282997,5.687,162.218994,242.188995,27.197001,106.302002,133.499002,375.687998,0,0,65.523003,659.35498,724.877983,1100.565981,
08/31/1994,,58.618999,2.579,256.050995,178.589996,106.947998,602.786987,348.312012,726.573975,-378.261993,150.162003,498.474015,1101.260986,,81.969002,5.765,101.939003,189.673004,26.863001,157.339996,184.202997,373.876001,0,0,65.602997,661.781982,727.384979,1101.26098,
11/30/1994,,82.43,2.24,245.973999,188.768997,103.565002,622.978027,347.207001,733.47699,-386.269989,144.729996,491.936996,1114.915039,,77.239998,5.726,169.104996,252.070999,26.818001,100.807999,127.625999,379.696999,0,0,65.740997,669.47699,735.217987,1114.914986,
02/28/1995,,52.091999,5.179,242.041,191.126007,108.874001,599.312012,341.226013,704.419983,-363.194,143.110001,484.336014,1083.647949,,75.206001,6.658,91.134003,172.998001,26.802,161.281998,188.083998,361.081999,0,0,65.794998,656.770996,722.565994,1083.647993,
05/31/1995,,58.818001,9.386,254.447998,198.548004,100.468002,621.66803,346.694,723.737,-377.042999,142.574997,489.268997,1110.937012,,85.773003,6.608,107.774002,200.154999,26.806999,156.074005,182.881004,383.036003,0,0,65.870003,662.031006,727.901009,1110.937012,
08/31/1995,,79.402,3.598,266.056,185.789001,105.565002,640.409973,349.903992,726.906982,-377.002991,141.031998,490.93599,1131.345947,,81.524002,6.486,114.559998,202.570007,26.775999,157.595993,184.371992,386.941999,0,0,65.984001,678.419983,744.403984,1131.345983,
11/30/1995,,92.569,2.55,255.371994,188.580994,111.776001,650.848022,352.100006,738.408997,-386.30899,136.848999,488.949005,1139.796997,,75.121002,6.675,118.072998,199.869003,26.745001,156.610992,183.355993,383.224997,0,0,67.297997,689.273987,756.571983,1139.79698,
02/29/1996,,73.431,2.55,252.097,182.427994,117.452003,627.958008,352.283997,746.903992,-394.619995,131.104996,483.388992,1111.347046,,74.982002,6.702,95.111,176.794998,26.740999,150.341003,177.082003,353.877001,0,0,67.973,689.497009,757.470009,1111.34701,
05/31/1996,,79.306999,2.551,255.563995,177.503006,110.974998,625.900024,355.981995,759.85498,-403.872986,129.229004,485.210999,1111.110962,,69.801003,6.583,103.210999,179.595001,26.737,156.022995,182.759995,362.354996,0,0,68.749001,680.007019,748.75602,1111.111015,
08/31/1996,,58.661999,0.551,269.971008,169.813004,107.384003,606.380981,357.395996,765.336975,-407.94101,130.869003,488.264999,1094.645996,,79.850998,6.742,110.833,197.425995,24.92,154.292007,179.212007,376.638002,0,0,68.940002,649.067993,718.007995,1094.645997,
