Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/30/1996,,50.849998,0.551,268.328003,171.662003,112.458,603.848999,353.527008,754.228027,-400.700989,128.350006,481.877014,1085.725952,,77.158997,6.521,126.901001,210.580994,24.889,153.940994,178.829994,389.410988,0,0,69.599998,626.715027,696.315025,1085.726013,
02/28/1997,,30.648001,0.551,239.789001,261.292999,21.348,553.629028,344.386993,735.406982,-391.019989,121.271004,465.657997,1019.286987,,85.522003,11.223,88.115997,184.860992,26.261999,145.294998,171.556997,356.41799,0,0,69.894997,592.973999,662.868996,1019.286985,
05/31/1997,,39.431,0.553,261.98999,166.722,111.190002,579.885986,350.563995,752.294006,-401.730011,139.251999,489.815994,1069.702026,,88.015999,11.564,92.910004,192.490005,26.236,147.636993,173.872993,366.362999,0,0,70.565002,632.773987,703.338989,1069.701988,
08/31/1997,,57.123001,205.302002,258.688995,179.046005,80.598,780.757996,236.729996,593.038025,-356.308014,88.863998,325.593994,1106.352051,,101.512001,5.889,174.598999,282.0,26.197001,126.342003,152.539004,434.539004,0,0,83.440002,588.372986,671.812988,1106.351992,
11/30/1997,,8.001,152.085999,262.144012,198.283997,90.333,710.848022,241.158997,608.130005,-366.971008,92.073997,333.232994,1044.081055,,95.320999,7.279,150.192001,252.792007,26.441999,132.690002,159.132002,411.924009,0,0,83.362,548.794983,632.156982,1044.080992,
02/28/1998,,69.029999,0.058,268.988007,193.136002,91.223,622.434998,253.697998,628.114014,-374.415985,92.146004,345.844002,968.278992,,85.196999,6.627,112.038002,203.862,26.157,136.513,162.67,366.532,0,0,83.852997,517.893982,601.746979,968.278978,
05/31/1998,,28.929001,0.058,288.940002,200.968994,85.032997,603.929016,264.010986,647.015991,-383.005005,123.860001,387.870987,991.799988,,92.276001,56.811001,117.589996,266.677002,26.163,134.716003,160.879004,427.556005,0,0,86.156998,478.087006,564.244003,991.800009,
08/31/1998,,19.146,0.0,307.140015,197.949997,82.815002,607.051025,271.871002,657.046997,-385.175995,131.761993,403.632996,1010.684021,,95.217003,7.981,118.796997,221.994995,78.092003,131.695999,209.788002,431.782997,0,0,86.440002,492.460999,578.901001,1010.683998,
11/30/1998,,32.041,0.0,306.263,219.632996,85.068001,643.005005,276.079987,668.528992,-392.449005,153.048004,429.127991,1072.133057,,104.348999,8.357,134.645004,247.350998,106.073997,132.192001,238.265999,485.616997,0,0,86.872002,499.644012,586.516014,1072.133011,
02/28/1999,,62.425999,0.0,308.855988,215.177002,82.684998,669.143982,287.436005,688.710022,-401.273987,156.248993,443.684998,1112.828979,,90.908997,10.721,106.587997,208.218002,185.634995,137.429993,323.064987,531.28299,0,0,86.804001,494.742004,581.546005,1112.828995,
05/31/1999,,62.893002,0.0,333.235992,202.001999,77.539001,675.669983,292.976013,706.004028,-413.028015,170.740005,463.716019,1139.385986,,95.358002,11.326,121.372002,228.056,185.628006,140.509995,326.138,554.194,0,0,86.929001,498.263,585.192001,1139.386002,
08/31/1999,,2.254,0.0,382.187988,218.190994,77.779999,680.413025,382.312988,800.258972,-417.946014,633.062988,1015.375977,1695.78894,,128.121994,114.377998,181.384995,423.88501,435.199005,220.830994,656.029999,1079.915009,0,0,86.973999,528.900024,615.874023,1695.789032,
11/30/1999,,1.469,0.0,356.915009,234.908997,79.435997,672.729004,386.894012,818.786987,-431.893005,625.601013,1012.495026,1685.223999,,119.207001,132.399994,145.457993,397.065002,432.85199,221.201004,654.052994,1051.117996,0,0,88.346001,545.76001,634.10601,1685.224007,
02/29/2000,,1.483,0.0,377.44101,243.276001,83.469002,705.669006,396.744995,834.862,-438.117004,622.684021,1019.429016,1725.098022,,126.688004,183.848007,119.888,430.424011,434.006989,218.567001,652.57399,1082.998001,0,0,88.370003,553.72998,642.099983,1725.097984,
05/31/2000,,1.489,0.0,385.139008,264.416992,78.185997,729.231018,411.709015,862.585022,-450.876007,621.856018,1033.565033,1762.796021,,119.428001,211.682007,137.151993,468.261993,433.778015,212.990997,646.769012,1115.031006,0,0,88.001999,559.763,647.764999,1762.796005,
08/31/2000,,0.0,0.0,61.291,20.723,60.375999,142.389999,182.031006,330.989014,-148.957993,530.026001,712.057007,854.447021,,26.900999,1.276,48.527,76.704002,3.724,92.808998,96.532998,173.237,0,0,87.575996,593.633972,681.209969,854.446969,
11/30/2000,,3.148,0.0,388.299011,270.842987,95.814003,758.104004,420.638,802.426025,-381.787994,624.215027,1044.853027,1802.957031,,114.324997,265.748993,144.026001,524.099976,383.042999,222.472,605.514999,1129.614975,0,0,86.347,586.994995,673.341995,1802.95697,
02/28/2001,,5.732,0.0,369.631989,265.274994,94.362,735.000977,424.859009,822.908997,-398.049988,614.294983,1039.153992,1774.155029,,112.026001,277.867004,128.524002,518.416992,382.790009,195.072006,577.862015,1096.279007,0,0,87.778,590.098022,677.876022,1774.155029,
05/31/2001,,9.018,0.0,372.410004,254.447006,94.839996,730.715027,424.824005,835.004028,-410.179993,607.252014,1032.076019,1762.791016,,123.317001,259.343994,130.335999,512.997009,383.213013,186.690002,569.903015,1082.900024,0,0,87.581001,592.309998,679.890999,1762.791023,
08/31/2001,,0.0,0.0,60.405998,19.195,106.767998,186.369003,171.044998,328.552002,-157.507004,540.97998,712.024979,898.393982,,28.164,3.01,67.473999,98.648003,1.99,135.128006,137.118006,235.766009,0,0,87.339996,575.288025,662.628021,898.39403,
11/30/2001,,0.0,0.0,62.202,18.791,102.616997,183.610001,165.554001,327.338989,-161.785004,111.935997,277.489998,461.100006,,23.319,3.273,71.527,98.119003,1.723,126.453003,128.176003,226.295006,0,0,86.974998,147.830002,234.805,461.100007,
02/28/2002,,0.0,0.0,59.839001,17.451,99.170998,176.460999,165.251007,328.559998,-163.309006,108.511002,273.762009,450.222992,,18.415001,11.962,69.808998,100.185997,1.628,114.273003,115.901003,216.087,0,0,28.792,205.343994,234.135994,450.222994,
05/31/2002,,18.416,0.0,54.539001,17.351,95.379997,185.686005,153.257996,317.600006,-164.341995,117.181999,270.439995,456.126007,,15.281,1.07,69.378998,85.730003,1.266,133.235001,134.501001,220.231004,0,0,27.216999,208.677994,235.894993,456.125997,
08/31/2002,,20.695999,0.0,52.198002,16.037001,99.882004,188.813004,147.955994,315.312012,-167.356003,182.328995,330.284988,519.098022,,16.569,1.093,88.174004,105.835999,0.984,191.645004,192.629004,298.465003,0,0,26.049,194.584,220.632999,519.098002,
11/30/2002,,16.601999,0.0,49.653,16.902,104.982002,188.139008,144.065002,315.046997,-170.981995,170.945999,315.011002,503.149994,,16.535,1.116,86.985001,104.636002,0.696,179.098007,179.794007,284.430009,0,0,14.479,204.240997,218.719997,503.150006,
