Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,1070.800049,,-911.200012,,159.600037,,-103.199997,,,56.400002,-4.5,,10.6,,0.0,,-6.1,51.900001,-23.6,28.299999,0.0,,,28.300001,0.0,28.299999,-2.0,,26.299999,26.299999,,472.800018,0.055833,0.055833,,472.800018,0.055833,0.055833,0.055833,
03/31/1990,1084.400024,,-942.200012,,142.200012,,-108.400002,,,33.799999,-18.9,,12.8,,0.0,,6.1,14.899999,-6.8,8.1,0.0,,,8.099999,0.0,8.1,-2.1,,6.0,6.0,,472.800018,0.0125,0.0125,,472.800018,0.0125,0.0125,0.0125,
06/30/1990,1172.400024,,-1000.799988,,171.600037,,-106.699997,,,64.900002,-13.2,,13.9,,0.0,,-0.7,51.700002,-24.700001,27.0,0.0,,,27.000001,0.0,27.0,-2.1,,24.9,24.9,,474.0,0.0525,0.0525,,474.0,0.0525,0.0525,0.0525,
09/30/1990,1176.400024,,-988.299988,,188.100036,,-115.199997,,,72.900002,-18.6,,13.7,,0.0,,4.9,54.300002,-25.299999,29.0,0.0,,,29.000003,0.0,29.0,-2.0,0.0,27.0,27.0,,472.871976,0.056667,0.056667,0.056667,472.871976,0.056667,0.056667,0.056667,
12/31/1990,1148.300049,,-980.0,,168.300049,,-110.800003,,,57.5,-12.2,,14.6,,0.0,,-2.4,45.3,-20.799999,24.5,0.0,,,24.5,0.0,24.5,-2.1,,22.4,22.4,,474.0,0.0475,0.0475,,474.0,0.0475,0.0475,0.0475,
03/31/1991,1073.5,,-919.400024,,154.099976,,-120.5,,,33.599998,-15.0,,14.6,,0.0,,0.4,18.599998,-8.6,10.0,0.0,,,9.999998,0.0,10.0,-2.0,,8.0,8.0,,474.0,0.016667,0.016667,,474.0,0.016667,0.016667,0.016667,
06/30/1991,1137.800049,,-963.099976,,174.700073,,-114.099998,,,60.599998,-6.3,,13.7,,0.0,,-7.4,54.299999,-25.0,29.299999,0.0,,,29.299999,0.0,29.299999,-2.1,,27.199999,27.199999,,475.199982,0.0575,0.0575,,475.199982,0.0575,0.0575,0.0575,
09/30/1991,1199.400024,,-991.400024,,208.0,,-130.899994,,,77.099998,-19.3,,14.6,,0.0,,4.7,57.799998,-26.5,31.299999,0.0,,,31.299998,0.0,31.299999,-2.0,0.0,29.299999,29.299999,,474.42,0.060833,0.060833,0.060833,474.42,0.060833,0.060833,0.060833,
12/31/1991,1215.400024,,-1032.699951,,182.700073,,-119.5,,,63.200001,-10.5,,13.5,,0.0,,-3.0,52.700001,-24.299999,28.4,0.0,,,28.400002,0.0,28.4,-2.0,,26.4,26.4,,477.599991,0.055,0.055,,477.599991,0.055,0.055,0.055,
03/31/1992,1183.5,,-1022.299988,,161.200012,,-123.699997,,,37.5,-7.0,,11.4,,0.0,,-4.4,30.5,-14.0,16.5,0.0,,,16.5,0.0,16.5,-2.0,,14.5,14.5,,480.0,0.03,0.03,,480.0,0.03,0.03,0.03,
06/30/1992,1307.0,,-1101.599976,,205.400024,,-132.600006,,,72.800003,-5.5,,11.4,,0.0,,-5.9,67.300004,-30.9,36.400002,0.0,,,36.400004,0.0,36.400002,-2.1,,34.300002,34.300002,,483.599991,0.070833,0.070833,,483.599991,0.070833,0.070833,0.070833,
09/30/1992,1450.599976,,-1209.300049,,241.299927,,-149.300003,,,92.0,-14.8,,11.9,,0.0,,2.9,77.2,-35.5,41.700001,0.0,,,41.7,0.0,41.700001,-2.0,,39.700001,39.700001,,481.031988,0.0825,0.0825,0.0825,481.031988,0.0825,0.0825,0.0825,
