Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1998,,,181.862,1571.096,2089.991,-518.895,,,,,,1752.958,51.165,633.775,,950.339,,3388.237,,97.646,403.729,,403.729,1953.567,32.666,1920.901,,2454.942,0.0,2.462,788.893,141.94,933.295,3388.237,
06/30/1998,,0.0,0.0,945.542038,1185.44104,-239.899002,0.0,0.0,0.0,,0.0,945.541992,0.0,0.0,0.0,15.647,0.0,961.189026,,7.318,0.0,0.0,0.0,978.330017,,,14.957,1000.60498,0.0,0.0,156.585007,-196.001007,-39.416,961.189026,
09/30/1998,,0.0,0.0,941.759994,1192.390991,-250.630997,0.0,0.0,0.0,,0.0,941.76001,2.373,5.482,0.0,10.388,0.0,960.002991,,6.926,0.0,0.0,0.0,961.549,0.0,961.549,15.7,984.174988,0.0,0.0,158.479996,-182.651993,-24.171997,960.002991,
12/31/1998,,0.0,0.0,939.470978,1185.97998,-246.509003,0.0,0.0,0.0,,0.0,939.471008,0.338,10.994,0.0,8.903,0.0,959.705994,,2.526,35.062,0.0,35.062,931.127014,,,0.0,968.715027,0.0,0.0,158.505005,-167.514008,-9.009003,959.705994,
03/31/1999,,0.0,0.0,928.512,1185.965,-257.453,4.027,0.0,4.027,,0.0,932.539,58.497,0.0,0.0,8.462,0.0,999.498,,0.0,37.117,0.0,37.117,976.889,,976.889,0.0,1014.006,0.0,0.0,158.575,-173.083,-14.508,999.498,
06/30/1999,,0.0,0.0,917.568,1185.965,-268.397,4.078,0.0,4.078,,0.0,921.646,70.07,0.0,0.0,26.461,0.0,1018.177,,5.785,30.506,0.0,30.506,976.009,,976.009,0.0,1012.3,0.0,0.0,158.541,-152.664,5.877,1018.177,
09/30/1999,,0.0,0.0,906.624,1185.64,-279.016,3.732,0.0,3.732,,0.0,910.356,119.852,0.0,0.0,21.789,0.0,1051.997,,5.638,52.111,0.0,52.111,975.128,,975.128,0.0,1032.877,0.0,0.0,158.545,-139.425,19.12,1051.997,
12/31/1999,,0.0,0.0,894.790985,1182.546997,-287.756012,0.0,0.0,0.0,0.0,0.0,894.791016,139.593994,3.611,0.0,33.202999,0.0,1071.198975,,9.886,78.720703,0.0,78.720703,974.247009,,,0.0,1062.854004,0.0,0.0,158.125,-149.779999,8.345001,1071.198975,
03/31/2000,,0.0,0.0,884.157,1182.547,-298.39,3.629,0.0,3.629,,0.0,887.786,94.829,0.0,0.0,14.854,26.819,1024.288,,9.981,52.111,0.0,52.111,923.368,,923.368,26.819,1012.279,0.0,0.0,150.639,-138.63,12.009,1024.288,
06/30/2000,,0.0,0.0,873.632,1182.547,-308.915,3.47,0.0,3.47,,0.0,877.102,115.648,0.0,0.0,13.753,27.763,1034.266,,11.173,52.111,0.0,52.111,923.368,,923.368,27.763,1014.415,0.0,0.0,150.647,-130.796,19.851,1034.266,
09/30/2000,,0.0,0.0,863.109,1182.547,-319.438,3.386,0.0,3.386,,0.0,866.495,96.138,0.0,0.0,15.095,28.223,1005.951,,13.583,52.111,0.0,52.111,923.368,,923.368,30.573,1019.635,0.0,0.0,150.628,-164.312,-13.684,1005.951,
