Date,Returns,Return on Common Equity,Return on Assets,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
06/30/1989,,,,,,75.370066,21.504935,9.210527,,12.952303,12.952303,12.952303,12.952303,,0.0,0.0,,
09/30/1989,,,,,,70.865141,20.059372,6.955047,,9.838847,9.838847,9.838846,9.838846,,0.0,0.0,,
12/31/1989,,,,,,70.873786,35.855373,20.689654,,24.037495,22.397053,22.397055,22.397055,,6.824513,0.0,,
03/31/1990,,,,,,66.693944,28.614294,14.593562,,16.830333,15.957447,15.957447,15.957447,,5.186386,0.0,,
06/30/1990,,23.048241,15.706515,16.534544,,70.771266,31.347237,14.928832,38.539899,18.305198,16.285999,16.285999,16.285999,,11.030741,0.0,23.048241,
09/30/1990,,21.44678,14.85813,15.232735,,68.440826,16.875392,3.569192,,5.79211,4.60238,4.602379,4.602379,,20.54054,0.0,21.44678,
12/31/1990,,16.108393,10.885046,10.640263,,64.446952,18.905193,6.320542,,8.803612,7.731377,7.731377,7.731377,,12.179487,0.0,16.108393,
03/31/1991,,10.159725,7.044969,6.422289,,61.003099,14.51113,0.394477,-445.299145,2.423218,2.59228,2.59228,2.59228,,,0.0,10.159725,
06/30/1991,,7.106352,5.032921,4.192694,,68.63379,16.976556,6.224737,,8.030181,5.847481,5.84748,5.84748,,27.181207,0.0,7.106352,
09/30/1991,,8.581723,6.191553,5.813903,,69.155534,22.686069,11.593512,37.274553,12.9771,7.967558,7.967557,7.967557,,38.60294,0.0,8.581723,
12/31/1991,,11.190676,8.003991,8.626627,,73.487745,22.55524,15.801519,30.854037,16.504192,10.707152,10.707152,10.707152,,35.124656,0.0,11.190676,
04/01/1992,,15.018007,10.154881,9.559783,,66.340812,27.671236,1.809324,3.436317,3.689964,6.335114,10.915325,10.915325,,,0.0,15.018007,
06/30/1992,,15.941937,11.315715,11.324545,,69.475298,30.045959,12.696284,28.590333,14.075066,9.325928,8.023745,8.023745,,33.741497,0.0,15.941937,
09/30/1992,,16.469332,11.377635,11.789343,,69.960943,28.493803,13.092206,16.794344,14.756326,9.899814,9.916794,9.916794,,32.911393,0.0,16.469332,
12/31/1992,,16.051291,11.230888,13.594205,,75.624527,38.001514,22.982589,73.031604,23.863482,15.597017,10.940046,10.940046,,34.640648,0.0,16.051291,
03/31/1993,,0.983134,0.560314,6.951626,,66.427548,16.481348,-1.273314,-18.036803,-0.053802,-1.488522,-27.259683,-27.259683,,,,,
06/30/1993,,-1.076688,-0.720496,7.450402,,66.016033,9.698342,-0.324298,,0.305941,0.226397,0.226397,0.226397,,26.0,0.0,-1.076688,
09/30/1993,,0.393814,0.257986,9.326371,,66.274941,16.588321,7.118981,4.465565,7.29134,4.904419,4.31944,4.31944,,32.736388,0.0,0.393814,
12/31/1993,,-7.526606,-4.944994,3.765225,,67.765051,11.853157,0.328928,,-4.998532,-3.301028,-3.671072,-3.671072,,,,,
03/31/1994,,-83.394944,-31.009438,,,55.931348,-2.742723,-28.784564,,-78.512536,-79.763307,-79.763307,-79.763307,,,,,
06/30/1994,,-112.73721,-45.244115,,,66.013072,10.015898,2.520167,75.156322,2.626156,2.44362,2.44362,2.44362,,6.950672,0.0,-112.73721,
09/30/1994,,-106.044779,-44.73947,,,66.713674,13.222022,7.056634,-7.898452,7.485334,6.88741,6.887409,6.887409,,7.987942,0.0,-106.044779,
12/31/1994,,-85.170003,-36.141536,,,66.423003,11.857028,5.890889,65.822785,9.164203,8.406342,8.406343,8.406343,,8.269795,0.0,-85.170003,
03/31/1995,,50.379605,12.096764,24.444898,,63.59087,11.724455,4.044324,337.742303,8.200991,7.547363,7.547363,7.547363,,7.970112,0.0,50.379605,
06/30/1995,,19.62765,10.066366,,,70.822569,,3.000227,4.604486,3.399048,3.399048,3.399048,3.399048,,,,,
09/30/1995,,21.639175,11.789128,,,73.538386,,7.486065,8.597285,8.832743,8.832743,8.832743,8.832743,,,,,
12/31/1995,,-23.504853,-12.051331,,,73.139004,,-40.160322,,-39.621062,-39.621062,-39.621059,-39.621059,,,,,
03/31/1996,,-7.273757,-4.374341,,,72.089208,,42.956165,117.081701,14.610052,14.610052,14.610052,14.610052,,,,,
06/30/1996,,9.072995,6.084958,,,82.250297,18.262633,16.534173,24.277231,,,14.751287,14.751287,,,,,
09/30/1996,,23.46617,16.22662,,,82.632009,24.67206,18.095066,24.387656,21.020026,15.919901,15.919902,15.919902,,24.26317,0.0,23.46617,
12/31/1996,,-6.326261,-3.971495,,,82.129627,31.631326,14.86008,47.899525,-52.331543,-45.88853,-45.888529,-45.888529,,,,,
03/31/1997,,-23.809319,-17.022745,,,81.065468,,15.417131,,-38.582537,-45.470034,-45.470034,-45.470034,,,,,
06/30/1997,,-34.798496,-27.558231,,,76.89575,5.986575,2.90107,,,,7.752312,7.752312,,,,,
09/30/1997,,-78.680223,-50.390406,,,81.437413,0.104044,-7.505869,,-86.263469,-86.19544,-86.195445,-86.195445,,,,,
12/31/1997,,-31.569407,-19.948633,,,79.717153,20.624256,11.931086,,16.795859,12.596894,12.596895,12.596895,,25.000001,0.0,-31.569407,
03/31/1998,,-12.400432,-8.486771,,,80.318173,20.761507,13.90519,1.045865,17.783789,12.435815,12.435815,12.435815,,30.072183,0.0,-12.400432,
06/30/1998,,-14.159987,-10.285051,,,81.001797,16.099601,10.028805,38.055049,13.783129,9.647949,9.647949,9.647949,,30.001749,0.0,-14.159987,
09/30/1998,,17.047625,10.598699,12.867155,,84.261958,20.365324,14.995352,100.67556,18.411934,12.888776,12.888776,12.888776,,29.997705,0.0,17.047625,
12/31/1998,,19.071172,12.038565,15.088362,,85.834716,23.950593,19.540377,42.885897,23.502515,16.451486,16.451486,16.451486,,30.00117,0.0,19.071172,
03/31/1999,,20.376307,13.17873,16.966362,,86.6068,24.559398,21.495171,39.010265,24.092407,16.864445,16.864445,16.864445,,30.000994,0.0,20.376307,
06/30/1999,,23.521292,15.597475,20.089454,,84.991867,19.709087,15.178458,27.580405,17.379049,12.512881,12.512881,12.512881,,28.000197,0.0,23.521292,
09/30/1999,,27.736042,17.449788,24.262603,,85.178018,23.482183,19.035433,30.449188,20.943189,15.078691,15.078691,15.078691,,28.001937,0.0,27.736042,
12/31/1999,,27.15625,16.715592,23.258539,,84.971988,25.388715,21.790584,28.417986,24.182041,17.361325,17.361325,17.361325,,28.205708,0.0,27.15625,
03/31/2000,,22.729822,10.158049,12.370015,,84.305423,26.462843,20.836496,19.348657,23.571795,16.05374,14.36434,14.36434,,31.894283,0.0,22.729822,
06/30/2000,,22.053143,10.357652,11.9197,,85.517067,19.572277,13.420084,9.515074,16.963893,10.201002,11.368962,11.368962,,39.866386,0.0,22.053143,
09/30/2000,,21.391618,9.897363,10.504374,,84.59955,16.382312,10.267145,,15.358851,7.457026,10.500743,10.500743,,51.448018,0.0,21.391618,
12/31/2000,,18.710534,9.002635,8.489822,,84.795575,19.57003,13.307063,,17.655959,9.651113,12.314755,12.314755,,45.337925,0.0,18.710534,
03/31/2001,,11.80211,4.91595,3.909736,,85.209782,24.037985,9.732291,,7.222774,1.933548,2.714747,2.714747,,73.229836,0.0,11.80211,
06/30/2001,,4.526033,1.935164,0.842546,,83.739967,14.146183,-13.199046,,-19.421137,-14.112052,-14.112053,-14.112053,,,,,
09/30/2001,,-2.239059,-0.930334,,,81.280613,-11.10704,-19.473049,-215.151138,-16.629412,-13.210452,-13.210451,-13.210451,,,,,
12/31/2001,,-8.994833,-3.884448,,,81.54933,3.780171,-14.774524,-118.77014,-12.873271,-10.495383,-10.495383,-10.495383,,,,,
03/31/2002,,-10.817031,-4.728218,,,82.419956,8.250656,-9.125079,-64.906365,-7.247431,-6.469057,-6.469057,-6.469057,,,,,
