Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2003,,10923.61,9004.716,1000.976,0.0,456.44,0.0,461.473,958.197,5087.285,283.762,1393.681,5081.789,23728.324,,3512.809,3133.847,6235.14,3805.058,16686.854,0.0,2046.102,1970.384,392.876,21096.216,0.0,,0.0,2064.855,567.248,2632.103,23728.319,
03/31/2004,,11370.35,9289.239,1044.337,0.0,531.2,0.0,505.577,576.861,4964.752,284.294,1486.173,5021.844,23704.28,,3503.805,3170.594,6162.963,0.0,12837.36,0.0,1890.187,995.736,4431.538,20154.821,0.0,0.0,0.0,2791.863,757.594,3549.457,23704.278,
06/30/2004,,11000.38,8923.494,1064.76,,519.779,,492.35,608.87,4897.442,272.198,1492.176,5078.112,23349.178,,3534.289,3139.535,6248.735,3716.824,16639.383,,2001.227,995.774,358.593,19994.977,,,,2791.863,562.341,3354.204,23349.181,
09/30/2004,,11434.2,9271.663,1105.939,0.0,548.203,0.0,508.398,692.373,4884.471,270.922,1562.094,4794.231,23638.29,,3641.27,3221.977,6328.838,0.0,13192.08,0.0,1692.971,995.753,4202.43,20083.234,0.0,0.0,0.0,2791.863,763.188,3555.051,23638.285,
03/31/2005,,12397.518,9606.619,1105.408,,545.057,,1140.434,475.034,4752.806,278.691,1711.132,4706.793,24321.974,,3622.965,3381.896,6461.838,3472.17,16938.869,,2433.88,995.791,317.857,20686.397,,,,2793.599,841.978,3635.577,24321.974,
06/30/2005,,12558.876,9681.791,1169.068,,569.95,,1138.067,500.77,4610.596,273.642,1786.241,4726.638,24456.763,,3592.489,3493.567,6503.262,3467.215,17056.533,,2164.927,995.81,396.071,20613.341,,,,2840.522,1002.9,3843.422,24456.763,
09/30/2005,,11922.477,9475.71,1201.519,,696.146,,549.102,641.268,5410.119,275.149,1897.131,5266.3,25412.444,,4424.007,3661.575,6584.562,3504.017,18174.161,,2213.259,995.83,363.392,21746.642,,,,2854.446,811.356,3665.802,25412.444,
12/31/2005,,12515.823,9389.252,1273.049,,693.101,,1160.421,855.569,5034.617,267.72,2022.308,4669.416,25365.453,,3875.223,3851.614,6664.854,3472.435,17864.126,,2392.614,995.85,413.304,21665.894,,,,2881.755,817.804,3699.559,25365.453,
03/31/2006,,12248.935,9109.716,1294.229,,746.031,,1098.959,650.705,4722.231,268.242,2081.54,4709.031,24680.684,,3559.322,3906.705,6697.981,3498.093,17662.101,,2091.765,994.871,278.378,21027.115,,,,2882.282,771.287,3653.569,24680.684,
06/30/2006,,12295.91,9105.813,1311.761,,730.382,,1147.954,663.501,4619.739,274.67,2176.079,4502.517,24532.416,,3490.444,4049.636,6742.776,3253.839,17536.695,,2162.12,994.891,268.356,20962.062,,,,2886.509,683.845,3570.354,24532.416,
09/30/2006,,12781.369,9503.692,1319.815,,760.166,,1197.696,647.137,4660.415,271.696,2272.035,4390.798,25023.45,,3482.724,4215.615,6767.016,3212.685,17678.04,,2268.782,994.913,322.274,21264.009,,,,2893.823,865.618,3759.441,25023.45,
12/31/2006,,12429.145,9432.163,1324.891,,741.639,,930.452,987.672,4664.786,275.201,2397.906,4410.438,25165.148,,3328.739,4429.893,6754.474,3298.543,17811.649,,2219.9,993.934,307.068,21332.551,,,,2896.322,936.275,3832.597,25165.148,
03/31/2007,,13046.898,9808.606,1345.471,,751.798,,1141.023,759.835,4510.874,278.653,2506.55,4358.239,25461.049,,3394.539,4602.76,6767.405,3229.121,17993.825,,2246.182,993.956,305.825,21539.788,,,,2900.068,1021.193,3921.261,25461.049,
06/30/2007,,12850.73,9531.61,1414.829,,727.17,,1177.121,1010.071,4568.461,279.748,2634.497,4429.448,25772.955,,3403.06,4860.076,6818.728,3315.882,18397.746,,2329.846,993.978,236.993,21958.563,,,,2894.839,919.553,3814.392,25772.955,
09/30/2007,,13584.866,10210.582,1465.489,,707.204,,1201.591,815.147,4664.572,276.96,2746.099,4480.736,26568.38,,3418.07,5142.208,7164.149,3305.217,19029.644,,2360.628,992.991,262.052,22645.315,,,,2903.624,1019.441,3923.065,26568.38,
12/31/2007,,13747.151,10537.293,1490.733,,636.001,,1083.124,804.964,4659.904,275.779,2895.345,4367.173,26750.316,,3303.084,5410.709,7189.496,3143.288,19046.577,,2296.612,993.023,325.201,22661.413,,,,2906.408,1182.495,4088.903,26750.316,
03/31/2008,,13657.971,10344.834,1527.455,,728.473,,1057.209,1020.594,4672.154,272.333,2895.498,3927.865,26446.415,,3297.077,5412.023,7177.899,2720.297,18607.296,,2387.297,983.046,261.561,22239.2,,,,2914.331,1292.884,4207.215,26446.415,
06/30/2008,,13527.337,10161.956,1542.358,,717.549,,1105.474,956.603,4654.219,270.139,2917.852,3885.882,26212.032,,3311.611,5531.862,7205.884,2662.175,18711.532,,2067.885,983.069,202.066,21964.552,,,,2913.48,1334.0,4247.48,26212.032,
09/30/2008,,12608.717,9680.048,1559.561,,491.813,,877.295,1053.679,4717.756,266.281,2783.598,3924.284,25354.315,,3424.78,5579.16,7232.105,2252.388,18488.433,,1956.291,983.093,194.687,21622.504,,,,2922.733,809.078,3731.811,25354.315,
