Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,17.024,,-10.316,,6.708,,-3.012,,,3.696,0.609,,,,0.0,,-0.609,4.305,-1.651,2.654,0.0,,,2.654,0.0,2.654,0.0,,2.654,2.654,,190.655994,0.014167,0.014167,,190.655994,0.014167,0.014167,0.014167,
06/30/1990,19.392,,-11.671,,7.721001,,-3.152,,,4.569,0.294,,,,0.0,,-0.294,4.863,-1.862,3.001,0.0,,,3.001,0.0,3.001,0.0,,3.001,3.001,,190.631996,0.015833,0.015833,,190.631996,0.015833,0.015833,0.015833,
09/30/1990,21.67,,-13.462,,8.208,,-3.186,,,5.022,0.228,,,,0.0,,-0.228,5.25,-2.008,3.242,0.0,,,3.242,0.0,3.242,0.0,,3.242,3.242,,190.715996,0.016667,0.016667,,190.715996,0.016667,0.016667,0.016667,
12/31/1990,25.778999,,-16.225,,9.553999,,-3.826,,,5.728,0.124,,,,0.0,,-0.124,5.852,-2.094,3.758,0.0,,,3.758,0.0,3.758,0.0,,3.758,3.758,,190.715996,0.02,0.02,,190.715996,0.02,0.02,0.02,
03/31/1991,25.247,,-16.542,,8.705,,-3.981,,,4.724,0.078,,,,0.0,,-0.078,4.802,-1.827,2.975,0.0,,,2.975,0.0,2.975,0.0,,2.975,2.975,,190.691998,0.015833,0.015833,,190.691998,0.015833,0.015833,0.015833,
06/30/1991,27.468,,-17.358,,10.110001,,-4.213,,,5.897,-0.405,,,,0.0,,0.405,5.492,-2.034,3.458,0.0,,,3.458,0.0,3.458,0.0,,3.458,3.458,,190.691998,0.018333,0.018333,,190.691998,0.018333,0.018333,0.018333,
09/30/1991,28.947001,,-18.5,,10.447001,,-3.836,,,6.611,-0.42,,,,0.0,,0.42,6.191,-2.305,3.886,0.0,,,3.886,0.0,3.886,0.0,,3.886,3.886,,190.691998,0.02,0.02,,190.691998,0.02,0.02,0.02,
12/31/1991,30.698999,,-18.344999,,12.354,,-4.162,,,8.192,-0.404,,,,0.0,,0.404,7.788,-2.895,4.893,0.0,,,4.893,0.0,4.893,0.0,,4.893,4.893,,190.691998,0.025833,0.025833,,190.691998,0.025833,0.025833,0.025833,
03/31/1992,29.549999,,-19.864,,9.685999,,-3.917,,,5.769,-0.328,,,,0.0,,0.328,5.441,-2.026,3.415,0.0,,,3.415,0.0,3.415,0.0,,3.415,3.415,,191.040001,0.018333,0.018333,,191.040001,0.018333,0.018333,0.018333,
06/30/1992,30.782,,-20.225,,10.556999,,-3.886,,,6.671,-0.291,,,,0.0,,0.291,6.38,-2.384,3.996,0.0,,,3.996,0.0,3.996,0.0,,3.996,3.996,,191.483997,0.02,0.02,,191.483997,0.02,0.02,0.02,
