Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,127.360107,133.481998,133.481998,,1.50027,0.823452,0.216958,0.15,0.15,,0.15,0.15,0.15,0.045,-0.002457,,3.93361,4.389585,,
06/30/1990,126.687412,132.684002,132.684002,,1.546728,0.860247,0.199685,0.135,0.135,,0.135,0.135,0.135,0.05,0.337931,,3.98435,4.47567,,
09/30/1990,125.703953,131.399998,131.399998,,1.606735,0.902192,0.208828,0.141667,0.141667,,0.141667,0.141667,0.141667,0.05,0.309574,,4.224617,4.570381,,
12/31/1990,125.21981,125.461876,125.461876,,1.727019,0.990851,0.210104,0.113333,0.113333,,0.113333,0.113333,0.113333,0.05,0.458992,,6.02455,4.637325,,
03/31/1991,125.634293,130.631996,130.631996,,1.57231,0.925363,0.254279,0.196667,0.196667,,0.196667,0.196667,0.196667,0.05,0.148823,,4.155935,4.767878,,
06/30/1991,126.139629,132.029995,132.029995,,1.577717,0.964258,0.264069,0.176667,0.176667,,0.176667,0.176667,0.176667,0.055,0.162342,,4.621561,4.892071,,
09/30/1991,126.520592,132.863995,132.863995,,1.580406,0.985782,0.280678,0.193333,0.193333,,0.193333,0.193333,0.193333,0.055,0.319342,,6.007749,5.036192,,
12/31/1991,126.982738,126.751659,126.751659,,1.631198,1.044405,0.284872,0.183333,0.183333,,0.183333,0.183333,0.183333,0.055,0.277259,,6.881392,5.169766,,
03/31/1992,127.369549,134.388004,134.388004,,1.47822,1.010537,0.311568,0.155,0.205,,0.155,0.205,0.205,0.055,0.11699,,6.741297,5.270679,,
06/30/1992,127.612141,134.695999,134.695999,,1.469895,1.037514,0.321754,0.215,0.215,,0.215,0.215,0.215,0.061667,0.106068,,4.951715,5.430416,,
