Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/1989,468.653992,,-306.479004,,162.174988,,-127.427002,,,34.748001,-93.150999,,98.307999,,0.0,-5.157,-58.402997,16.952,-41.451,-9.851,,,-31.599998,0.0,-31.6,-15.462,,-47.062,-47.062,,5.785998,-8.120002,-9.800003,,5.785998,-8.120002,-9.800003,-9.800003,
08/31/1989,430.197998,,-284.81601,,145.381989,,-112.546997,,,32.834999,34.199997,,75.271004,,0.0,-109.471001,67.034996,-25.584,41.451,-77.209999,,,118.660995,0.0,118.661003,-20.697001,,97.964003,97.964003,,5.759141,17.010006,3.570001,,5.759141,17.010006,3.570001,3.570001,
11/30/1989,376.923004,,-258.415985,,118.507019,,-91.649002,,,26.858,-68.594999,,66.751999,,0.0,1.843,-41.736999,8.74,-32.997002,-4.475,,,-28.521999,0.0,-28.521999,-21.527,,-50.049,-50.049,,5.719856,-8.750003,-9.520003,,5.719856,-8.750003,-9.520003,-9.520003,
02/24/1990,380.304,,-247.847,,132.457,,-93.623,,,38.834,-64.295,,62.792,,0.0,1.503,-25.461,7.583,-17.878,5.454,,,-23.332,0.0,-23.332,-26.152,,-49.484,-49.484,,4.78357,-10.360003,-9.240003,-9.240003,4.78357,-10.360003,-9.240003,-9.240003,
05/31/1990,357.898987,,-244.098999,,113.799988,,-95.509003,,,18.291,-68.109001,,69.720001,,0.0,-1.611,-49.818001,15.703,-34.115002,7.168,,,-41.283001,0.0,-41.283001,-23.923,,-65.206001,-65.206001,,5.682427,-11.480003,-10.220003,,5.682427,-11.480003,-10.220003,-10.220003,
08/31/1990,369.093994,,-251.975006,,117.118988,,-97.847,,,19.271999,-64.183,,64.639,,0.0,-0.456,-44.911001,14.443,-30.468,4.842,,,-35.310001,0.0,-35.310001,-23.664,,-58.974001,-58.974001,,5.530713,-10.710003,-9.800003,,5.530713,-10.710003,-9.800003,-9.800003,
11/30/1990,367.221985,,-248.292007,,118.929977,,-100.257004,,,18.673,-63.871002,,66.358002,,0.0,-2.487,-45.198001,14.174,-31.024,2.458,,,-33.482001,0.0,-33.481998,-24.393,,-57.874998,-57.874998,,5.531141,-10.430003,-10.010003,,5.531141,-10.430003,-10.010003,-10.010003,
02/23/1991,345.031006,,-247.843002,,97.188004,,-117.542,,,-20.354,-55.201,,58.778,,0.0,-3.577,-75.555,19.788,-55.766998,10.494,,,-66.261,0.0,-66.261002,-23.781,,-90.042002,-90.042002,,5.531427,-2.310001,-0.42,,5.531427,-2.310001,-0.42,-0.42,
03/31/1993,246.253006,,,,,,,,,70.521004,0.0,,,,0.0,,70.521004,,6.301,-8.097,,,,0.0,14.398,0.0,,14.398,14.398,,7.228569,1.960001,0.84,0.84,7.228569,1.960001,0.7,0.84,
06/30/1993,242.190994,,,,,,,,,68.244003,0.0,,,,0.0,,68.244003,,4.912,-3.989,,,,0.0,8.901,0.0,,8.901,8.901,,7.355141,1.19,0.7,0.7,7.355141,1.19,0.7,0.7,
09/30/1993,240.317001,,,,,,,,,66.794998,0.0,,,,0.0,,66.794998,,4.06,-5.134,,,,0.0,9.194,0.0,,9.194,9.194,,7.317855,1.26,0.56,0.56,7.317855,1.26,0.56,0.56,
12/31/1993,251.770996,,,,,,,,,69.763,0.0,,,,0.0,,69.763,,6.069,-6.806,,,,0.0,12.875,0.0,,12.875,12.875,,7.342426,1.750001,0.77,0.77,7.342426,1.750001,0.77,0.77,
03/31/1994,268.752991,,-188.501007,,80.251984,,-60.473,,,19.778999,-8.915,,9.282,,0.0,-0.367,10.864,-4.956,5.908,-9.769,,,15.677,0.0,15.677,0.0,,15.677,15.677,,7.398427,2.100001,0.77,,7.398427,2.100001,0.77,0.77,
06/30/1994,272.203003,,-190.636002,,81.567001,,-61.271,,,75.893997,-9.623,,9.811,,0.0,-0.188,66.270997,-4.81,5.863,-5.48,,,66.940997,0.0,11.343,0.0,,11.343,11.343,,7.367998,1.54,0.84,,7.367998,1.54,0.84,0.84,
09/30/1994,254.496002,,-177.630997,,76.865005,,-56.952,,,19.913,-9.514,,9.859,,0.0,-0.345,10.399,-5.033,5.366,-7.042,,,12.408,0.0,12.408,0.0,,12.408,12.408,,7.374283,1.68,0.7,,7.374283,1.68,0.7,0.7,
12/31/1994,277.244,,-195.76,,81.484,,-56.413,,,-30.527,-8.166,,8.934,,0.0,-0.768,-38.693,-6.109,10.796,11.952,,,-56.754,0.0,-1.156,0.0,,-1.156,-1.156,,7.284998,-0.14,1.47,1.47,7.284998,-0.14,1.47,1.47,
03/31/1995,285.903992,,-203.235001,,82.668991,,-61.388,,,21.281,-8.089,,8.763,,0.0,-0.674,13.192001,-5.449,7.743,0.0,,,7.743001,0.0,7.743,0.0,,7.743,7.743,,7.232283,1.05,1.05,1.05,7.232283,1.05,1.05,1.05,
06/30/1995,250.335999,,-176.895004,,73.440994,,-57.330002,,,16.111,-6.837,,8.434,,0.0,-1.597,9.274,-3.787,5.487,0.0,,,5.487,0.0,5.487,0.0,,5.487,5.487,,7.227855,0.77,0.77,0.77,7.227855,0.77,0.77,0.77,
09/30/1995,258.626007,,-182.348999,,76.277008,,-58.77,,,17.507,-7.131,,8.212,,0.0,-1.081,10.376,-4.18,6.196,0.0,,,6.196,0.0,6.196,0.0,,6.196,6.196,,7.343426,0.84,0.84,0.84,7.343426,0.84,0.84,0.84,
12/31/1995,279.023,,-197.914,,81.109,,-56.937,,,24.172,0.024,,8.436,,0.0,-8.46,24.196,-9.399,14.797,5.815,,,8.982,0.0,8.982,0.0,,8.982,8.982,,7.132998,1.26,2.100001,2.100001,7.132998,1.26,2.100001,2.100001,
03/31/1996,423.946991,,-308.882996,,115.063995,,-84.382004,,,30.681999,-12.968,,13.715,,0.0,-0.747,17.713999,-6.867,10.847,0.0,,,10.846999,0.0,10.847,0.0,,10.847,10.847,,7.747855,1.4,1.4,1.4,7.970569,1.33,1.33,1.33,
06/30/1996,420.742004,,-302.657013,,118.084991,,-88.447998,,,29.636999,-10.7,,11.365,,0.0,-0.665,18.936999,-7.316,11.621,0.0,,,11.620999,0.0,11.621,0.0,,11.621,11.621,,8.737569,1.33,1.33,1.33,9.100568,1.26,1.26,1.26,
09/30/1996,417.92099,,-301.666992,,116.253998,,-82.619003,,,33.634998,-10.026,,10.592,,0.0,-0.566,23.608998,-9.284,14.325,7.417,,,6.907998,0.0,6.908,0.0,,6.908,6.908,,8.971426,0.77,1.54,1.54,9.250568,0.77,1.54,1.54,
