Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
12/31/1996,,,,,,,,6.092776,,9.785368,8.608354,6.55435,6.55435,,12.028302,0.0,,
03/31/1997,,,,,,,,7.864909,,,,3.516077,3.516077,,,,,
06/30/1997,,,,,,,,12.570438,,,,6.545297,6.545297,,,,,
09/30/1997,,,,,,,,12.898428,,,,6.863578,6.863578,,,,,
12/31/1997,,16.57691,4.763517,,,,,8.368201,55.769231,8.368201,8.368201,4.580489,4.580489,,0.0,0.0,16.57691,
03/31/1998,,18.373691,5.396833,,,,17.727487,10.231023,,8.368694,8.368694,6.836398,6.836398,,,,,
06/30/1998,,19.451253,5.768149,,,,20.727918,13.626276,,12.13937,12.13937,9.076787,9.076787,,,,,
09/30/1998,,21.354582,6.156249,,,,20.908498,13.779613,,12.366877,12.366877,9.410998,9.410998,,,,,
12/31/1998,,20.350008,6.088689,,,,,7.259291,,,,3.955662,3.955662,,,,,
03/31/1999,,18.385441,5.432235,,,,10.573277,3.524426,,4.215927,2.453714,3.524426,3.524426,,41.798942,0.0,18.385441,
06/30/1999,,15.918648,4.580253,,,,17.182199,10.177609,,9.159848,5.567751,5.348234,5.348234,,39.215686,0.0,15.918648,
09/30/1999,,13.585541,3.810301,,,,16.776699,10.621359,,9.398058,5.669903,5.417476,5.417476,,39.669421,0.0,13.585541,
12/31/1999,,14.53231,4.220494,9.938231,6.973888,,8.424337,6.017384,-56.140351,5.549365,4.680187,6.24025,6.24025,,15.662651,0.0,14.53231,
03/31/2000,,14.891304,4.121363,9.694372,7.386701,,10.924186,4.631855,57.446809,3.430194,1.944505,2.883985,2.883985,,43.312102,0.0,14.891304,
06/30/2000,,15.319407,4.131961,9.669237,7.083925,,16.184394,10.317302,,10.417082,6.405907,6.405907,6.405907,,38.505747,0.0,15.319407,
09/30/2000,,15.392539,4.162107,9.547102,6.971652,,16.723744,10.882801,23.584906,9.988584,6.126332,5.955099,5.955099,,38.666667,0.0,15.392539,
12/31/2000,,11.586148,3.214265,7.246388,5.419023,,8.088084,1.646429,,1.70817,0.967277,0.967277,0.967277,,43.373494,0.0,11.586148,
03/31/2001,,9.344562,2.50944,6.300362,4.678983,,6.932773,0.357143,,-1.197479,-0.903361,-0.903361,-0.903361,,,,,
06/30/2001,,-2.811899,-0.697568,,,,4.96149,-1.343364,,-14.203833,-9.081139,-9.081139,-9.081139,,,,,
09/30/2001,,-13.764635,-3.176363,,,,-7.620432,-15.261628,-297.045455,-13.20598,-8.596346,-8.596346,-8.596346,,,,,
12/31/2001,,-28.081919,-5.96742,,,,-17.744479,-27.497371,-106.729858,-33.38591,-20.977918,-20.977918,-20.977918,,,,,
03/31/2002,,-37.882916,-7.711313,,,,-9.381044,-17.625725,-119.551282,-20.865571,-13.902321,-13.902321,-13.902321,,,,,
