Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,135.199997,32.0,41.099998,27.200001,,27.200001,34.900002,,,,34.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,17.799999,8.1,39.0,5.7,,5.7,-35.0,,,,-35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,-38.0,-15.3,40.0,-7.5,,-7.5,-55.200001,,,,-55.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,125.5,52.200001,41.299999,7.0,,7.0,25.0,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5,,,
03/31/1991,180.699997,42.799999,44.099998,10.7,,10.7,83.099998,,,,83.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,48.099998,14.0,42.200001,12.5,,12.5,-20.6,,,,-20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,33.099998,5.7,42.799999,5.9,,5.9,-21.299999,,,,-21.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,136.899994,47.5,43.299999,-14.5,,-14.5,60.599998,,,,60.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.899994,,,
03/31/1992,42.200001,39.5,46.0,-8.5,,-8.5,-34.799999,,,,-34.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,71.699997,16.1,47.0,6.6,,6.6,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,4.8,18.6,47.900002,-14.2,,-14.2,-47.5,,,,-47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,135.300003,64.0,43.200001,-32.599998,,-32.599998,60.700001,,,,60.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.300003,,,
03/31/1993,147.699997,125.599998,50.5,-76.599998,,-76.599998,48.200001,,,,48.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,100.599998,36.099998,52.700001,30.299999,,30.299999,-18.5,,,,-18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,-2.9,18.0,52.799999,43.200001,,43.200001,-116.900002,,,,-116.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,104.099998,52.099998,,58.100002,,58.100002,-6.1,,,,-6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.099998,,,
03/31/1994,123.099998,52.799999,36.200001,55.400002,,55.400002,-21.299999,,,,-21.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,143.300003,62.900002,35.299999,0.9,,0.9,44.200001,,,,44.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,243.300003,55.599998,53.0,283.5,,283.5,-148.800003,,,,-148.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,-159.300003,75.400002,,-183.3,,-183.3,-51.400002,,,,-51.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-159.300003,,,
03/31/1995,183.399994,1088.900024,83.5,-1027.900024,,-1027.900024,38.900002,,,,38.900002,,,-135.899994,,,,-135.899994,,,,,,,,,,135.899994,,,,,,,,,,,,,,,
