Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/1998,921.161987,,-722.379028,,198.782959,,-132.785995,,,,,,65.997002,-5.589,,5.589,,0.0,,0.0,60.408001,-20.389999,40.018002,0.0,,,40.018002,0.0,40.018002,0.0,,40.018002,40.018002,,214.049995,0.186667,0.186667,0.186667,222.599991,0.18,0.18,0.18,
08/30/1998,886.057,,-428.402,,457.655,0.0,-398.349,84.787,,,,313.562,59.306,-5.435,5.435,,,,,0.0,53.871,-18.692,35.179,,,,35.179,,35.179,,0.0,35.179,35.179,,209.55,0.166667,0.166667,0.166667,218.85,0.16,0.16,0.16,
11/29/1998,791.16803,,-644.057007,,147.111023,,-117.667999,,,,,,29.443001,-4.786,,4.786,,0.0,,0.0,24.657001,-8.738,15.919,0.0,,,15.919001,0.0,15.919,0.0,,15.919,15.919,,208.049995,0.073333,0.073333,0.073333,216.150009,0.073333,0.073333,0.073333,
02/28/1999,866.906982,,-684.396973,,182.51001,,-119.570999,,,,,,62.938999,-4.422,4.422,4.422,,0.0,,0.0,58.516999,-20.164,38.353001,0.0,,,38.353,0.0,38.353001,0.0,,38.353001,38.353001,,205.650009,0.186667,0.186667,0.186667,211.799995,0.18,0.18,0.18,
05/30/1999,913.975,,-705.511,,208.464,,-133.198,,,,,,75.266,3.564,4.897,4.897,-2.521,0.0,-29.395,23.455,78.83,-27.743,51.087,0.0,,,51.087,0.0,51.087,0.0,,51.087,51.087,,200.55,0.253333,0.253333,0.226667,207.6,0.246667,0.246667,0.22,
08/29/1999,929.390991,,-726.067993,,203.322998,,-125.519997,,,,,,77.803001,-4.576,4.576,4.576,,0.0,,0.0,73.227001,-25.914,47.313,0.0,,,47.313002,0.0,47.313,0.0,0.0,47.313,47.313,,198.299995,0.24,0.24,0.24,204.599991,0.233333,0.233333,0.233333,
11/28/1999,848.231,,-679.022,,169.209,,-125.979,,,,,,43.23,-5.265,5.265,5.265,,0.0,,0.0,37.965,-13.511,24.454,0.0,,,24.454,0.0,24.454,0.0,0.0,24.454,24.454,,196.2,0.126667,0.126667,0.126667,201.75,0.12,0.12,0.12,
02/27/2000,917.505005,,-714.219971,,203.285034,,-123.924004,,,,,,79.361,-6.646,,6.646,,0.0,,0.0,72.715,-25.823,46.891998,0.0,,,46.892,0.0,46.891998,0.0,0.0,46.891998,46.891998,,191.549995,0.246667,0.246667,0.246667,195.75,0.24,0.24,0.24,
05/28/2000,1006.129028,,-781.64801,,224.481018,,-134.511002,,,,,,89.970001,0.03,6.602,6.602,,0.0,,-6.632,90.000001,-31.954,58.046001,0.0,,,58.046,0.0,58.046001,0.0,0.0,58.046001,58.046001,,184.950005,0.313333,0.313333,0.293333,189.149998,0.306667,0.306667,0.286667,
08/27/2000,1018.205017,,-789.169983,,229.035034,,-134.923004,,,,,,94.112,-6.274,,6.274,,0.0,,0.0,87.837999,-30.917,56.921001,0.0,,,56.921,0.0,56.921001,0.0,0.0,56.921001,56.921001,,182.399998,0.313333,0.313333,0.313333,186.600002,0.306667,0.306667,0.306667,
11/26/2000,931.958,,-737.126,,194.832,,-141.744,,,,,,53.088,-7.777,7.777,7.777,,0.0,,0.0,45.311,-15.77,29.541,0.0,,,29.541,0.0,29.541,0.0,0.0,29.541,29.541,,179.7,0.166667,0.166667,0.166667,185.55,0.16,0.16,0.16,
02/25/2001,988.63501,,-769.06897,,219.56604,,-135.546997,,,,,,84.018997,-8.528,,8.528,,0.0,,0.0,75.490997,-25.964001,49.527,0.0,,,49.526997,0.0,49.527,0.0,0.0,49.527,49.527,,179.700005,0.273333,0.273333,0.273333,186.0,0.266667,0.266667,0.266667,
05/27/2001,1053.620972,,-829.067993,,224.552979,,-123.889999,,,,,,100.663002,-8.085,,8.946,,0.0,,-0.861,92.578002,-31.566999,61.011002,0.0,,,61.011002,0.0,61.011002,0.0,0.0,61.011002,61.011002,,176.850002,0.346667,0.346667,0.346667,183.899998,0.333333,0.333333,0.333333,
08/26/2001,1073.410034,,-828.288025,,245.122009,,-141.270996,,,,,,103.850998,-8.274,,8.274,,0.0,,0.0,95.576998,-33.421001,62.155998,0.0,,,62.155996,0.0,62.155998,0.0,0.0,62.155998,62.155998,,176.100002,0.353333,0.353333,0.353333,183.799496,0.34,0.34,0.34,
11/25/2001,1007.080017,,-800.758972,,206.321045,,-143.354004,,,,,,62.966999,-6.712,8.982,8.982,,0.0,,-2.27,56.254999,-19.792,36.463001,0.0,,,36.462999,0.0,36.463001,0.0,0.0,36.463001,36.463001,,175.099503,0.206667,0.206667,0.2,182.899498,0.2,0.2,0.193333,
02/24/2002,1124.472046,,-866.232971,,258.239075,,-146.347,,,,,,111.891998,-9.116,,9.116,,0.0,,0.0,102.775998,-36.556,66.220001,0.0,,,66.219998,0.0,66.220001,0.0,0.0,66.220001,66.220001,,175.0005,0.38,0.38,0.38,184.399498,0.36,0.36,0.36,
05/26/2002,1161.948975,,-888.327026,,273.621948,,-155.005997,,,,,,118.615997,-9.915,,11.468,,0.0,,-1.553,108.700997,-35.751999,72.948997,0.0,,,72.948998,0.0,72.948997,0.0,0.0,72.948997,72.948997,,172.699997,0.42,0.42,0.42,182.199997,0.4,0.4,0.4,
08/25/2002,1174.564941,,-904.10199,,270.462952,,-151.205002,,,,,,119.258003,-10.253,,10.253,,0.0,,0.0,109.005003,-37.118999,71.886002,0.0,,,71.886003,0.0,71.886002,0.0,0.0,71.886002,71.886002,,171.600006,0.42,0.42,0.42,180.0,0.4,0.4,0.4,
11/24/2002,1071.531006,,-855.455017,,216.075989,,-149.126999,,,,,,66.948997,-10.729,,10.729,,0.0,,0.0,56.219997,-18.742001,37.478001,0.0,,,37.477997,0.0,37.478001,0.0,0.0,37.478001,37.478001,,170.899994,0.22,0.22,0.22,178.699997,0.21,0.21,0.21,
02/23/2003,1181.383057,,-921.112,,260.271057,,-156.276993,,,,,,103.994003,-10.669,10.669,10.669,,0.0,,0.0,93.325004,-31.539,61.785999,0.0,,,61.786004,0.0,61.785999,0.0,0.0,61.785999,61.785999,,170.699997,0.36,0.36,0.36,177.5,0.35,0.35,0.35,
05/25/2003,1227.491943,,-956.276001,,271.215942,,-171.572998,,,,,,99.642998,-10.445,,12.445,,0.0,,-2.0,89.197998,-28.087999,61.110001,0.0,,,61.109999,0.0,61.110001,0.0,0.0,61.110001,61.110001,,168.0,0.36,0.36,0.37,173.399994,0.35,0.35,0.36,
08/24/2003,1259.688965,,-981.877014,,277.811951,,-165.194,,,,,,112.617996,-10.641,,10.641,,0.0,,0.0,101.976996,-34.625999,67.350998,0.0,,,67.350997,0.0,67.350998,0.0,0.0,67.350998,67.350998,,164.699997,0.41,0.41,0.41,170.5,0.4,0.4,0.4,
11/23/2003,1142.542969,,-914.762024,,227.780945,,-172.367996,,,,,,55.412998,-10.725,,10.725,,0.0,,0.0,44.687998,-14.635,30.052999,0.0,,,30.052998,0.0,30.052999,0.0,0.0,30.052999,30.052999,,164.899994,0.18,0.18,0.18,171.0,0.18,0.18,0.18,
02/22/2004,1241.952026,,-953.872986,,288.079041,,-165.731003,,,,,,122.348,-10.944,,10.944,,0.0,,0.0,111.403999,-34.316002,77.087997,0.0,,,77.087997,0.0,77.087997,0.0,0.0,77.087997,77.087997,,164.199997,0.47,0.47,0.47,170.100006,0.45,0.45,0.45,
05/30/2004,1359.171021,,-1052.427002,,306.744019,,-182.865005,,,,,,123.878998,-49.172002,,11.349,,0.0,,37.823002,74.706996,-22.025999,52.681,0.0,,,52.680997,0.0,52.681,0.0,0.0,52.681,52.681,,160.300003,0.33,0.33,0.47,166.899994,0.32,0.32,0.46,
08/29/2004,1278.644,,-990.451,,288.193,,-167.34,,,,,,120.853,-10.964,11.954,11.954,,0.0,,-0.99,109.889,-37.764,72.125,0.0,,,72.125,0.0,72.125,0.0,0.0,72.125,72.125,,157.6,0.46,0.45,0.45,163.2,0.44,0.44,0.44,
11/28/2004,1229.373047,,-971.036987,,258.33606,,-183.960999,,,,,,74.375,-11.007,11.007,11.007,,0.0,,0.0,63.368,-20.393,42.974998,0.0,,,42.975,0.0,42.974998,0.0,0.0,42.974998,42.974998,,156.800003,0.27,0.27,0.27,163.399994,0.26,0.26,0.26,
02/27/2005,1375.879028,,-1055.44104,,320.437988,,-179.209,,,,,,141.229004,-10.405,10.405,10.405,,0.0,,0.0,130.824004,-38.194,92.629997,0.0,,,92.630004,0.0,92.629997,0.0,0.0,92.629997,92.629997,,157.300003,0.59,0.59,0.6,164.5,0.56,0.56,0.57,
05/29/2005,1394.214,,-1077.096,,317.118,,-182.69,,,,,,134.43,-12.79,12.935,14.29,-1.355,0.0,,-0.145,121.64,-37.65,83.989,0.0,,,83.99,0.0,83.989,0.0,0.0,83.989,83.989,,155.1,0.53,0.54,0.55,162.5,0.52,0.52,0.53,
08/28/2005,1409.166992,,-1083.047974,,326.119019,,-187.173004,,,,,,138.945999,-10.948,10.948,10.948,,0.0,,0.0,127.997999,-42.484001,85.514,0.0,,,85.513998,0.0,85.514,0.0,0.0,85.514,85.514,,153.300003,0.56,0.56,0.56,160.399994,0.53,0.53,0.53,
11/27/2005,1325.093,,-1045.612,,279.481,,-186.942,,,,,,92.539,-11.67,12.285,13.617,-1.332,0.0,,-0.615,80.869,-25.812,55.057,0.0,,,55.057,0.0,55.057,0.0,0.0,55.057,55.057,,149.6,0.37,0.37,0.37,156.2,0.35,0.35,0.35,
02/26/2006,1474.181,,-903.733,,570.448,,-421.0,,,,,,149.448,-10.312,10.849,12.151,-1.302,0.0,,-0.537,139.136,-33.818,105.318,0.0,,,105.318,0.0,105.318,0.0,0.0,105.318,105.318,,149.4,0.7,0.7,0.7,156.9,0.67,0.67,0.67,
05/28/2006,1512.199,,-1169.185,,343.014,,-198.326,,,,,,144.688,-10.173,10.065,10.552,-0.487,0.0,,0.108,134.515,-42.21,92.305,0.0,,,92.305,0.0,92.305,0.0,0.0,92.305,92.305,,146.7,0.63,0.63,0.63,153.8,0.6,0.6,0.6,
08/27/2006,1359.6,,-1026.3,,333.3,,-183.6,133.7,,,,49.9,149.7,-10.3,10.3,,,,,0.0,139.4,-46.1,93.3,4.8,,,88.5,,88.5,0.0,,88.5,88.5,,144.9,0.61,0.64,0.64,150.3,0.59,0.62,0.62,
11/26/2006,1298.1,,-1008.0,,290.1,,0.0,133.4,,,,-133.4,,-10.3,10.2,10.3,-0.1,,,0.1,96.6,-29.0,67.6,5.9,,,61.7,,61.7,,,61.7,61.7,,145.3,0.42,0.46,0.46,150.7,0.41,0.45,0.45,
02/25/2007,1542.9,,-1181.6,,361.3,,-197.0,,,,,,164.3,-26.5,10.2,10.4,-0.2,0.0,,16.3,137.8,-31.4,106.4,0.0,,,106.4,0.0,106.4,0.0,0.0,106.4,106.4,,142.9,0.74,0.74,0.81,148.3,0.72,0.72,0.79,
05/27/2007,1459.8,,-1126.9,,332.9,,-186.0,135.1,,,,50.9,146.9,-9.6,12.357,12.573,-0.216,,,-2.757,137.3,-38.8,98.5,153.6,,,-55.1,,-55.1,,0.0,-55.1,-55.1,,140.3,-0.39,0.7,0.7,145.9,-0.39,0.67,0.67,
08/26/2007,1467.5,,-1112.3,,355.2,,-193.6,143.0,,,,50.6,161.6,-9.7,-0.1,,-0.1,,,9.8,151.9,-45.3,106.6,0.7,,,105.9,0.0,105.9,0.0,,105.9,105.9,,140.8,0.75,0.76,0.76,146.2,0.72,0.73,0.73,
11/25/2007,1522.0,,-1209.5,,312.5,,-230.7,170.4,,,,60.3,81.8,-22.6,22.3,22.6,-0.3,,,0.3,59.2,-15.1,44.1,0.6,,,43.5,0.0,43.5,0.0,,43.5,43.5,,142.0,0.31,0.31,0.31,146.9,0.3,0.3,0.3,
02/24/2008,1811.4,,-1398.2,,413.2,,-229.5,162.8,,,,66.7,183.7,-26.8,26.8,27.5,-0.7,,,0.0,156.9,-41.3,115.6,-10.4,,,126.0,,126.0,,0.0,126.0,126.0,,140.4,0.9,0.82,0.87,143.7,0.88,0.8,0.85,
05/25/2008,1825.5,,-1418.7,,406.8,,-233.6,165.5,,,,68.1,173.2,-26.6,26.6,,,,,0.0,146.6,-43.3,103.3,1.5,,,101.8,,101.8,0.0,0.0,101.8,101.8,,139.1,0.73,0.74,0.74,143.2,0.71,0.72,0.72,
08/24/2008,1774.2,1774.2,-1393.1,1393.1,381.1,0.0,-239.3,170.5,,,68.8,0.0,141.8,-27.4,27.4,29.1,-1.7,,,0.0,114.4,-32.0,82.4,0.3,0.3,0.0,82.1,0.0,82.1,0.0,0.0,82.1,82.725,0.325,139.0,0.59,0.59,0.595144,142.8,0.58,0.58,0.582276,
11/23/2008,1668.9,1668.9,-1341.3,1341.3,327.6,0.0,-217.3,146.7,,,70.6,0.0,110.3,-27.8,27.8,30.1,-2.3,,,0.0,82.5,-24.0,58.5,-1.2,-1.2,0.0,59.7,0.0,59.7,0.0,0.0,59.7,58.63,0.13,137.0,0.44,0.43,0.427956,139.4,0.43,0.42,0.420933,
02/22/2009,1798.9,1798.9,-1394.0,1394.0,404.9,0.0,-230.9,159.7,,,71.2,0.0,174.0,-25.5,25.5,28.5,-3.0,,,0.0,148.5,-40.4,108.1,0.6,0.6,0.0,107.5,0.0,107.5,0.0,0.0,107.5,108.295,0.195,136.1,0.79,0.79,0.795702,138.6,0.78,0.78,0.781407,
05/31/2009,1975.5,1975.5,-1508.5,1508.5,467.0,0.0,-273.2,193.3,,,72.6,7.3,193.8,-26.7,26.7,,,,,0.0,167.1,-44.3,122.8,-0.2,-0.2,0.0,123.0,0.0,123.0,0.0,0.0,123.0,127.545,4.745,137.7,0.89,0.89,0.926253,140.8,0.87,0.87,0.9037,
08/30/2009,1734.0,1734.0,-1335.7,1335.7,398.3,0.0,-244.3,171.4,,,72.9,0.0,154.0,-23.7,23.7,26.5,-2.8,,,0.0,130.3,-35.3,95.0,0.7,0.7,0.0,94.3,0.0,94.3,0.0,0.0,94.3,95.0,0.0,138.7,0.68,0.68,0.68,141.3,0.67,0.67,0.67,
11/29/2009,1641.3,1641.3,-1292.4,1292.4,348.9,0.0,-243.7,169.9,,,73.8,0.0,105.2,-24.5,24.5,24.8,-0.3,,,0.0,80.7,-19.5,61.2,0.9,0.9,0.0,60.3,0.0,60.3,0.0,0.0,60.3,61.2,0.0,139.0,0.43,0.44,0.44,141.7,0.43,0.43,0.43,
02/28/2010,1874.0,1874.0,-1430.2,1430.2,443.8,0.0,-247.6,169.5,,,78.1,0.0,196.2,-20.8,20.8,22.5,-1.7,,,0.0,175.4,-40.6,134.8,0.5,0.5,0.0,134.3,0.0,134.3,0.0,0.0,134.3,134.8,0.0,139.3,0.96,0.97,0.97,142.3,0.94,0.95,0.95,
05/30/2010,1863.8,1863.8,-1425.7,1425.7,438.1,0.0,-256.1,178.1,,,76.0,2.0,182.0,-24.8,24.8,,,,,0.0,157.2,-41.2,116.0,0.4,0.4,0.0,115.6,0.0,115.6,0.0,0.0,115.6,117.3,1.3,140.2,0.82,0.83,0.836662,144.0,0.8,0.81,0.819028,
08/29/2010,1806.7,1806.7,-1365.4,1365.4,441.3,0.0,-257.6,180.9,,,76.7,0.0,183.7,-24.6,24.6,,,,,0.0,159.1,-45.8,113.3,0.2,0.2,0.0,113.1,0.0,113.1,0.0,0.0,113.1,113.3,0.0,138.6,0.82,0.82,0.82,141.7,0.8,0.8,0.8,
11/28/2010,1726.2,1726.2,-1341.5,1341.5,384.7,0.0,-258.0,180.0,,,78.0,0.0,126.7,-23.5,23.5,,,,,0.0,103.2,-27.4,75.8,1.3,1.3,0.0,74.5,0.0,74.5,0.0,0.0,74.5,75.8,0.0,137.6,0.54,0.55,0.55,141.2,0.53,0.54,0.54,
02/27/2011,1976.8,1976.8,-1478.4,1478.4,498.4,0.0,-275.3,194.8,,,80.5,0.0,223.1,-24.0,24.0,,,,,0.0,199.1,-47.4,151.7,0.5,0.5,0.0,151.2,0.0,151.2,0.0,0.0,151.2,151.7,0.0,136.4,1.11,1.11,1.11,140.0,1.08,1.08,1.08,
05/29/2011,1990.4,1990.4,-1514.2,1514.2,476.2,0.0,-268.5,186.5,,,81.6,0.4,207.7,-21.5,21.5,,,,,0.0,186.2,-48.2,138.0,0.6,0.6,0.0,137.4,0.0,137.4,0.0,0.0,137.4,138.26,0.26,134.8,1.02,1.02,1.025668,138.3,0.99,1.0,1.00188,
08/28/2011,1942.0,1942.0,-1506.4,1506.4,435.6,0.0,-266.9,182.8,,,84.1,0.0,168.7,-21.7,21.7,,,,,0.0,147.0,-40.2,106.8,0.2,0.2,0.0,106.6,0.0,106.6,0.0,0.0,106.6,106.8,0.0,133.8,0.8,0.8,0.8,137.2,0.78,0.78,0.78,
11/27/2011,1831.5,1831.5,-1460.6,1460.6,370.9,0.0,-273.2,187.4,,,85.8,0.0,97.7,-25.2,25.2,,,,,0.0,72.5,-18.4,54.1,0.4,0.4,0.0,53.7,0.0,53.7,0.0,0.0,53.7,54.1,0.0,130.3,0.41,0.42,0.42,133.2,0.4,0.41,0.41,
02/26/2012,2159.7,2159.7,-1627.3,1627.3,532.4,0.0,-286.9,198.0,,,88.9,0.0,245.5,-27.7,27.7,,,,,0.0,217.8,-53.7,164.1,0.0,0.0,0.0,164.1,0.0,164.1,0.0,0.0,164.1,164.1,0.0,128.0,1.28,1.28,1.28,130.9,1.25,1.25,1.25,
05/27/2012,2065.6,2065.6,-1568.8,1568.8,496.8,0.0,-269.0,178.7,,,90.3,0.0,227.8,-27.1,27.1,,,,,0.0,200.7,-49.1,151.6,0.4,0.4,0.0,151.2,0.0,151.2,0.0,0.0,151.2,151.9,0.3,128.5,1.18,1.18,1.182101,131.6,1.15,1.15,1.15228,
08/26/2012,2034.8,2034.8,-1549.8,1549.8,485.0,0.0,-310.8,218.2,,,92.6,0.0,174.2,-27.9,27.9,,,,,0.0,146.3,-35.3,111.0,0.2,0.2,0.0,110.8,0.0,110.8,0.0,0.0,110.8,111.0,0.0,128.1,0.86,0.87,0.87,131.0,0.85,0.85,0.85,
11/25/2012,1960.0,1960.0,-1568.7,1568.7,391.3,0.0,-315.3,216.1,,,99.2,0.0,76.0,-32.9,32.9,34.0,-1.1,,,0.0,43.1,-9.4,33.7,0.1,0.1,0.0,33.6,0.0,33.6,0.0,0.0,33.6,40.265,6.565,128.8,0.26,0.26,0.312616,131.7,0.26,0.26,0.309848,
02/24/2013,2258.2,2258.2,-1752.3,1752.3,505.9,0.0,-300.8,199.8,,,101.0,0.0,205.1,-31.9,31.9,32.7,-0.8,,,0.0,173.2,-38.7,134.5,0.1,0.1,0.0,134.4,0.0,134.4,0.0,0.0,134.4,136.5,2.0,129.3,1.04,1.04,1.055684,131.5,1.02,1.02,1.035209,
05/26/2013,1592.4,1592.4,-1243.4,1243.4,349.0,0.0,-232.7,160.2,,,72.5,0.0,116.3,-33.2,33.2,,,,,0.0,83.1,-4.6,78.5,-54.7,-54.7,0.0,133.2,0.0,133.2,0.0,0.0,133.2,80.8,2.3,129.8,1.03,0.6,0.622496,132.2,1.01,0.59,0.607398,
08/25/2013,1531.5,1531.5,-1208.1,1208.1,323.4,0.0,-240.8,165.6,,,74.2,1.0,82.6,-32.8,32.8,33.8,-1.0,,,0.0,49.8,-7.6,42.2,-28.0,-28.0,0.0,70.2,0.0,70.2,0.0,0.0,70.2,43.305,1.105,130.2,0.54,0.32,0.332604,132.6,0.53,0.32,0.328333,
11/24/2013,1485.6,1485.6,-1200.5,1200.5,285.1,0.0,-250.4,174.7,,,75.5,0.2,34.7,-32.9,32.9,33.8,-0.9,,,0.0,1.8,4.2,6.0,-13.8,-13.8,0.0,19.8,0.0,19.8,0.0,0.0,19.8,6.1,0.1,130.6,0.15,0.05,0.046708,132.8,0.15,0.05,0.046708,
02/23/2014,1618.5,1618.5,-1265.8,1265.8,352.7,0.0,-230.5,154.2,,,76.3,0.0,122.2,-33.1,33.1,,,,,0.0,89.1,-2.5,86.6,-23.1,-23.1,0.0,109.7,0.0,109.7,0.0,0.0,109.7,85.495,-1.105,131.3,0.84,0.66,0.651142,133.4,0.82,0.65,0.641717,
05/25/2014,1650.1,1650.1,-1316.0,1316.0,334.1,0.0,-264.6,172.9,67.5,105.4,78.3,13.4,69.5,-35.6,35.6,,,,,0.0,33.9,14.5,48.4,-38.1,-38.1,0.0,86.5,0.0,86.5,0.0,0.0,86.5,71.146,22.746,131.9,0.66,0.37,0.539393,133.8,0.65,0.36,0.53,
08/24/2014,1595.8,1595.8,-1282.6,1282.6,313.2,0.0,-245.6,160.0,,,78.7,6.9,67.6,-111.3,111.3,111.5,-0.2,,,0.0,-43.7,24.4,-19.3,-522.5,-522.5,0.0,503.2,0.0,503.2,0.0,0.0,503.2,42.097,61.397,132.2,3.81,-0.14,0.318434,132.2,3.81,-0.14,0.318434,
11/23/2014,1559.0,1559.0,-1269.7,1269.7,289.3,0.0,-310.2,190.8,61.9,128.9,80.1,39.3,-20.9,-33.7,33.7,34.7,-1.0,,,0.0,-54.6,23.8,-30.8,2.0,2.0,0.0,-32.8,0.0,-32.8,0.0,0.0,-32.8,62.004,92.804,127.7,-0.26,-0.24,0.485544,127.7,-0.26,-0.24,0.485544,
02/22/2015,1730.9,1730.9,-1342.3,1342.3,388.6,0.0,-218.2,137.8,51.4,86.4,79.6,0.8,170.4,-23.3,23.3,,,,,0.0,147.1,-18.7,128.4,-5.4,-5.4,0.0,133.8,0.0,133.8,0.0,0.0,133.8,132.3,3.9,124.6,1.07,1.03,1.061798,126.9,1.05,1.01,1.040733,
05/31/2015,1878.3,1878.3,-1446.9,1446.9,431.4,0.0,-280.9,185.0,65.5,119.5,80.9,15.0,150.5,-24.0,24.0,,,,,0.0,126.5,-8.4,118.1,12.8,12.8,0.0,105.3,0.0,105.3,0.0,0.0,105.3,142.999,24.899,126.3,0.83,0.94,1.132217,128.4,0.82,0.92,1.113917,
08/30/2015,1687.0,1687.0,-1310.7,1310.7,376.3,0.0,-242.1,162.7,65.6,97.1,81.1,-1.7,134.2,-22.4,22.4,23.0,-0.6,,,0.0,111.8,-30.8,81.0,-5.4,-5.4,0.0,86.4,0.0,86.4,0.0,0.0,86.4,86.465,5.465,127.4,0.68,0.64,0.678689,129.3,0.67,0.63,0.672266,
