Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1995,611.495006,432.169999,782.393998,659.737,122.656998,-350.223999,179.325007,-1.454,,,,170.904007,9.875,-31.288,580.207006,-380.575012,0.0,380.575012,199.632004,0.0,0.0,199.632004,-54.768002,144.863998,0.0,,,144.864002,0.0,144.863998,0.0,,144.863998,144.863998,,226.298004,0.64,0.64,0.64,226.298004,0.64,0.64,0.64,
03/31/1996,636.873973,423.197975,780.52198,656.34198,124.18,-357.324005,213.675998,19.862,,,,181.503998,12.31,-25.028,611.845973,-401.015015,0.0,401.015015,210.830994,0.0,0.0,210.830994,-60.411999,150.419006,0.0,,,150.418995,0.0,150.419006,0.0,,150.419006,150.419006,,222.382004,0.68,0.68,0.68,225.388,0.66,0.66,0.66,
06/30/1996,644.332018,444.258026,798.516022,665.939026,132.576996,-354.257996,200.073992,0.931,,,,180.526993,18.615999,-26.194,618.138018,-393.378998,0.0,393.378998,224.759003,0.0,0.0,224.759003,-72.662003,152.097,0.0,,,152.097,0.0,152.097,0.0,,152.097,152.097,,221.141998,0.68,0.68,0.68,224.061005,0.68,0.68,0.68,
09/30/1996,651.686996,454.388992,820.357986,686.174988,134.182999,-365.968994,197.298003,3.0,,,,184.078003,10.22,-29.933001,621.753995,-389.643005,0.0,389.643005,232.110992,0.0,0.0,232.110992,-76.523003,155.587997,0.0,,,155.58799,0.0,155.587997,0.0,,155.587997,155.587997,,219.610001,0.71,0.71,0.71,222.682999,0.7,0.7,0.7,
12/31/1996,669.306005,462.365005,846.646011,712.002014,134.643997,-384.281006,206.941,3.675,,,,202.209,1.057,-34.761002,634.545003,-399.04599,0.0,399.04599,235.498993,0.0,0.0,235.498993,-76.987999,158.511002,0.0,,,158.510994,0.0,158.511002,0.0,,158.511002,158.511002,,218.352997,0.73,0.73,0.73,221.839996,0.72,0.72,0.72,
03/31/1997,1011.399987,685.5,1254.900024,1254.900024,,-569.400024,325.899987,10.3,,,,287.299988,28.299999,-55.900002,955.499986,-594.400024,0.0,594.400024,361.100006,0.0,0.0,361.100006,-128.5,232.600006,0.0,,,232.600006,0.0,232.600006,0.0,,232.600006,232.600006,,320.817993,0.72,0.72,0.72,325.342987,0.71,0.71,0.71,
06/30/1997,1029.599921,691.299927,1286.699951,1286.699951,,-595.400024,338.299994,5.4,,,,298.399994,34.5,-65.199997,964.399924,-595.299988,0.0,595.299988,369.100006,0.0,0.0,369.100006,-128.199997,240.899994,0.0,,,240.900009,0.0,240.899994,0.0,,240.899994,240.899994,,316.68399,0.76,0.76,0.76,320.709991,0.75,0.75,0.75,
09/30/1997,1027.499938,697.699951,1329.699951,1329.699951,,-632.0,329.799987,5.6,,,,309.299988,14.9,-48.099998,979.39994,-602.599976,0.0,602.599976,376.799988,0.0,0.0,376.799988,-129.0,247.800003,0.0,,,247.799988,0.0,247.800003,0.0,,247.800003,247.800003,,314.721008,0.79,0.79,0.79,319.256989,0.78,0.78,0.78,
12/31/1997,1071.900012,710.200012,1366.900024,1366.900024,,-656.700012,361.7,8.3,,,,327.5,25.9,-55.900002,1016.00001,-623.400024,0.0,623.400024,392.600006,0.0,0.0,392.600006,-138.0,254.600006,0.0,,,254.600006,0.0,254.600006,0.0,,254.600006,254.600006,,313.617004,0.81,0.81,0.81,318.480011,0.8,0.8,0.8,
03/31/1998,1118.445,719.786,1387.823,1178.214,209.609,-668.037,398.659,15.765,,,,337.689,45.205,-51.722,1066.723,-660.386,0.0,660.386,406.337,0.0,0.0,406.337,-141.403,264.934,0.0,,,264.934,0.0,264.934,0.0,,264.934,264.934,,315.678,0.84,0.84,0.84,320.386,0.83,0.83,0.83,
06/30/1998,1155.772,734.481,1425.538,1209.351,216.187,-691.057,421.291,16.879,,,,356.948,47.464,-55.24,1100.532,-688.096,0.0,688.096,412.436,0.0,0.0,412.436,-141.008,271.428,0.0,,,271.428,0.0,271.428,0.0,,271.428,271.428,,314.999,0.86,0.86,0.86,319.689,0.85,0.85,0.85,
09/30/1998,1181.531,721.426,1419.601,1205.635,213.966,-698.175,460.105,7.396,,,,393.16,59.549,-40.49,1141.041,-732.965,0.0,732.965,408.076,0.0,0.0,408.076,-131.316,276.76,0.0,,,276.76,0.0,276.76,0.0,,276.76,276.76,,313.572,0.88,0.88,0.88,317.92,0.87,0.87,0.87,
12/31/1998,1189.546028,753.42804,1442.938049,1157.144043,285.794006,-689.51001,436.117989,-31.833,,,,345.946991,122.003998,-47.150002,1142.396027,-731.52002,0.0,731.52002,410.876007,-161.919006,161.919006,248.957001,-91.061996,157.895004,0.0,,,157.895004,0.0,157.895004,0.0,,157.895004,157.895004,,315.403015,0.5,0.5,0.87,320.223999,0.49,0.49,0.86,
03/31/1999,1214.745,769.818,1441.97,1220.814,221.156,-672.152,444.927,9.857,,,,390.875,44.195,-41.995,1172.75,-727.054,0.0,727.054,445.696,-13.844,13.844,431.852,-150.115,281.737,0.0,,,281.737,0.0,281.737,0.0,,281.737,281.737,,318.090071,0.89,0.89,0.92,322.36387,0.87,0.87,0.9,
06/30/1999,1254.135,784.802,1452.536,1220.747,231.789,-667.734,469.333,15.316,,,,399.822,54.195,-48.822,1205.313,-734.758,0.0,734.758,470.555,-17.547,17.547,453.008,-159.345,293.663,0.0,,,293.663,0.0,293.663,0.0,,293.663,293.663,,318.315379,0.92,0.92,0.97,322.44849,0.91,0.91,0.96,
09/30/1999,1241.575,794.98,1506.442,1257.12,249.322,-711.462,446.595,8.715,,,,391.799,46.081,-46.517,1195.058,-685.195,,685.195,509.863,-7.116,7.116,502.747,-181.341,321.406,0.0,,,321.406,0.0,321.406,0.0,,321.406,321.406,,318.238977,1.01,1.01,1.02,322.222668,1.0,1.0,1.01,
12/31/1999,1111.422,795.856,1559.26,1132.784,426.476,-763.404,315.566,-142.964,,,,403.585,54.945,-33.104,1078.318,-763.177,0.0,763.177,315.141,-7.093,7.093,308.048,-80.904,227.144,-202.648,,,429.792,0.0,429.794,0.0,,429.794,429.794,,317.079,1.36,0.72,0.73,321.174,1.35,0.72,0.73,
03/31/2000,1219.445,782.593,1610.829,1331.223,279.606,-828.236,436.852,18.875,,,,387.978,29.999,-22.292,1197.153,-690.682,0.0,690.682,506.471,-13.633,13.633,492.838,-173.399,319.439,0.0,,,319.439,0.0,319.439,0.0,0.0,319.439,319.439,,303.461233,1.05,1.05,1.08,306.738634,1.04,1.04,1.07,
06/30/2000,1213.0,769.03,1672.049,1399.195,272.854,-903.019,443.97,0.089,,,,405.127,38.754,-27.693,1185.307,-701.601,0.0,701.601,483.706,-18.183,18.183,465.523,-148.054,317.469,0.0,,,317.469,0.0,317.469,0.0,0.0,317.469,317.469,,298.985834,1.06,1.06,1.1,302.140506,1.05,1.05,1.09,
09/30/2000,1218.683,771.45,1764.216,1489.507,274.709,-992.766,447.233,4.338,,,,409.309,33.586,-30.54,1188.143,-698.315,0.0,698.315,489.828,-8.255,8.255,481.573,-154.753,326.82,0.0,,,326.82,0.0,326.82,0.0,0.0,326.82,326.82,,295.574838,1.11,1.11,1.12,298.558479,1.1,1.1,1.11,
12/31/2000,1308.226,862.653,1875.616,1507.679,367.937,-1012.963,445.573,-16.686,,,,399.981,62.278,-53.449,1254.777,-695.475,0.0,695.475,482.011,-2.389,2.389,479.622,-149.25,330.372,0.0,,,330.372,0.0,330.372,0.0,0.0,330.372,330.372,,297.834,1.13,1.13,1.14,300.956,1.11,1.11,1.12,
03/31/2001,1330.776,804.857,1743.874,1466.573,277.301,-939.017,525.919,86.811,,,,402.791,36.317,-67.3,1263.476,-742.697,0.0,742.697,520.779,0.0,0.0,520.779,-183.254,337.525,0.0,,,337.525,0.0,337.525,0.0,0.0,337.525,337.525,,291.805,1.16,1.16,1.16,295.832,1.14,1.14,1.14,
06/30/2001,1345.715,823.903,1634.658,1297.214,337.444,-810.755,521.812,52.623,,,,434.822,34.367,-39.615,1306.1,-763.838,,763.838,542.262,,,542.262,-177.292,364.97,17.824,,,347.146,,347.146,0.0,0.0,347.146,347.146,,287.878,1.21,1.27,1.25,291.677,1.19,1.25,1.23,
09/30/2001,1354.231,803.829,1509.944,1196.383,313.561,-706.115,550.402,66.209,,,,443.01,41.183,-80.157,1274.074,-744.812,0.0,744.812,529.262,-32.0,32.0,497.262,-163.118,334.144,0.0,,,334.144,0.0,334.144,0.0,0.0,334.144,334.144,,285.57,1.17,1.17,1.24,289.601,1.15,1.15,1.22,
12/31/2001,1377.701,820.011,1391.098,1046.363,344.735,-571.087,557.69,-52.563,,,,465.951,144.302,-88.093,1289.608,-862.191,0.0,862.191,427.417,32.0,-32.0,459.417,-126.837,332.58,-24.142,,,356.722,0.0,356.722,0.0,0.0,356.722,356.722,,287.702,1.24,1.16,1.08,291.584,1.24,1.16,1.08,
03/31/2002,1388.639,798.106,1297.589,1070.831,226.758,-499.483,590.533,89.108,,,,458.61,42.815,-118.275,1270.364,-796.881,0.0,796.881,473.483,-61.298,61.298,412.185,-107.304,304.881,0.0,,,304.881,0.0,304.881,0.0,0.0,304.881,304.881,,284.055,1.07,1.07,1.21,287.375,1.06,1.06,1.2,
06/30/2002,1415.075,813.388,1291.952,1018.172,273.78,-478.564,601.687,79.97,,,,487.58,34.137,-111.018,1304.057,-793.982,0.0,793.982,510.075,0.0,0.0,510.075,-166.39,343.685,0.0,,,343.685,0.0,343.685,0.0,0.0,343.685,343.685,,283.293,1.22,1.22,1.22,287.288,1.2,1.2,1.2,
09/30/2002,1388.496,805.114,1270.717,1009.347,261.37,-465.603,583.382,69.366,,,,514.016,0.0,-98.699,1289.797,-808.139,0.0,808.139,479.146,0.0,0.0,479.146,-136.153,342.993,0.0,,,342.993,0.0,342.993,0.0,0.0,342.993,342.993,,282.31,1.21,1.21,1.21,285.991,1.2,1.2,1.2,
12/31/2002,1443.174,827.101,1274.939,916.596,358.343,-447.838,616.073,-33.897,,,,492.799,157.171,-141.8,1301.374,-927.268,0.0,927.268,376.618,,,376.618,-81.668,340.25,0.0,,,294.95,0.0,340.25,0.0,0.0,340.25,340.25,,282.495,1.21,1.21,1.21,286.052,1.2,1.2,1.2,
03/31/2003,1370.129,822.47,1218.121,1031.954,186.167,-395.651,547.659,72.832,,,,456.84,17.987,-80.803,1289.326,-818.229,0.0,818.229,471.097,0.0,0.0,471.097,-143.249,327.848,0.0,,,327.848,0.0,327.848,0.0,0.0,327.848,327.848,,278.631,1.18,1.18,1.18,281.33,1.17,1.17,1.17,
06/30/2003,1438.759,799.513,1174.04,908.868,265.172,-374.527,639.246,60.821,,,,578.425,0.0,-82.662,1356.097,-837.728,0.0,837.728,475.915,0.0,0.0,475.915,-145.556,330.359,0.0,,,330.359,0.0,330.359,0.0,0.0,330.359,330.359,,277.397,1.19,1.19,1.19,280.287,1.17,1.17,1.17,
09/30/2003,1414.796,832.8,1177.745,894.768,282.977,-344.945,581.996,57.92,,,,524.076,0.0,-79.799,1334.997,-859.865,0.0,859.865,467.614,0.0,0.0,467.614,-136.031,331.583,0.0,,,331.583,0.0,331.583,0.0,0.0,331.583,331.583,,278.296,1.19,1.19,1.19,281.567,1.18,1.18,1.18,
12/31/2003,1399.62,865.52,1198.936,790.788,408.148,-333.416,534.1,-67.697,,,,358.926,242.871,-70.286,1329.334,-884.794,0.0,884.794,494.512,,,494.512,-152.005,342.507,0.0,,,342.507,0.0,342.507,0.0,0.0,342.507,342.507,,278.295,1.23,1.23,1.23,281.434,1.21,1.21,1.21,
03/31/2004,1446.734,851.648,1173.864,889.685,284.179,-322.216,595.086,34.317,,,,514.428,46.341,-59.388,1387.346,-889.748,0.0,889.748,497.598,0.0,0.0,497.598,-139.121,358.477,0.0,,,358.477,0.0,358.477,0.0,0.0,358.477,358.477,,279.523,1.28,1.28,1.28,283.523,1.26,1.26,1.26,
06/30/2004,1504.142,872.429,1188.074,892.575,295.499,-315.645,631.713,0.0,,,,576.76,54.953,-38.751,1465.391,-928.449,0.0,928.449,527.894,0.0,0.0,527.894,-163.057,364.837,0.0,,,364.837,0.0,364.837,0.0,0.0,364.837,364.837,,279.84,1.31,1.31,1.31,283.116,1.29,1.29,1.29,
09/30/2004,1504.566,876.874,1252.177,965.767,286.41,-375.303,627.692,5.15,,,,537.966,84.576,-41.774,1462.792,-929.849,0.0,929.849,532.943,,,532.943,-164.177,368.766,,,,368.766,0.0,368.766,0.0,,368.766,368.766,,280.185,1.31,1.31,1.31,283.502,1.3,1.3,1.3,
12/31/2004,1843.207,1084.204,1084.204,725.554,358.65,,759.003,-19.377,,,,319.414,458.966,-37.099,1806.108,-1120.591,0.0,1120.591,685.517,-28.401,28.401,657.116,-201.387,455.729,0.0,,,455.729,0.0,455.729,0.0,0.0,455.729,455.729,,357.524,1.274681,1.274681,1.32,362.661,1.256625,1.256625,1.31,
03/31/2005,1845.5,1111.56,1716.022,1332.854,383.168,-604.462,733.94,38.387,,,,613.299,82.254,-10.556,1834.944,-1108.168,,1108.168,726.776,-5.864,5.864,720.912,-228.618,492.294,,,,492.294,,492.294,0.0,,492.294,492.294,,358.253,1.37,1.37,1.37,363.138,1.36,1.36,1.36,
06/30/2005,1894.618,1123.709,1843.273,1445.517,397.756,-719.564,770.909,31.792,,,,631.378,107.739,-47.811,1846.807,-1118.563,,1118.563,728.244,-54.262,54.262,673.982,-208.282,465.7,,,,465.7,,465.7,0.0,,465.7,465.7,,359.09,1.3,1.3,1.39,363.642,1.28,1.28,1.37,
09/30/2005,1985.551,1156.661,1996.674,1583.111,413.563,-840.013,828.89,39.768,,,,642.762,146.36,-70.393,1915.158,-1164.967,,1164.967,750.191,-8.596,8.596,741.595,-230.821,510.774,,,,510.774,,510.774,0.0,,510.774,510.774,,359.702,1.42,1.42,1.42,363.854,1.4,1.4,1.4,
12/31/2005,1984.959,1187.036,2175.34,1711.37,463.97,-988.304,797.923,28.018,,,,655.864,114.041,-48.126,1936.833,0.0,0.0,0.0,736.444,-6.538,6.538,729.906,-21.435,518.471,0.0,,,708.471,0.0,518.471,0.0,0.0,518.471,518.471,,359.203,1.44,1.44,1.45,363.175,1.43,1.43,1.44,
03/31/2006,2030.547,1179.041,2278.713,1808.306,470.407,-1099.672,851.506,36.979,,,,737.81,76.717,-33.403,1997.144,-1226.491,0.0,1226.491,770.653,0.0,0.0,770.653,-239.126,531.527,0.0,,,531.527,0.0,531.527,0.0,0.0,531.527,531.527,,359.934,1.48,1.48,1.48,363.437,1.46,1.46,1.46,
06/30/2006,2044.112,1168.743,2423.087,1954.904,468.183,-1254.344,875.369,52.04,,,,750.247,73.082,-51.759,1992.353,-1214.093,0.0,1214.093,778.26,0.0,0.0,778.26,-234.258,544.002,0.0,,,544.002,0.0,544.002,0.0,0.0,544.002,544.002,,361.267,1.51,1.51,1.51,364.391,1.49,1.49,1.49,
09/30/2006,1897.564,1151.392,2525.489,2040.637,484.852,-1374.097,746.172,-71.412,,,,735.801,81.783,-61.568,1835.996,-1205.499,0.0,1205.499,630.497,112.759,-112.759,743.256,-207.668,535.588,0.0,,,535.588,0.0,535.588,0.0,0.0,535.588,535.588,,361.805,1.48,1.48,1.44,365.121,1.47,1.47,1.43,
12/31/2006,2043.855,1161.289,2564.731,1945.166,619.565,-1403.442,847.189,9.586,9.586,,,740.13,97.473,-75.806,1968.049,-1233.777,0.0,1233.777,734.272,,,734.272,-202.906,531.366,0.0,,,531.366,0.0,531.366,-7.729,0.0,523.637,523.637,,354.677,1.48,1.48,1.5,358.292,1.46,1.46,1.48,
03/31/2007,2011.125,1164.559,2528.057,2006.511,521.546,-1363.498,846.566,90.221,,,,686.133,70.212,-56.441,1954.684,-1235.997,,1235.997,718.687,32.34,-32.34,751.027,-229.731,521.296,,,,521.296,0.0,521.296,-7.363,,513.933,513.933,,353.448,1.45,1.45,1.39,357.214,1.44,1.44,1.38,
06/30/2007,2115.1,1195.284,2543.87,1991.151,552.719,-1348.586,919.816,18.043,,,,792.035,109.738,-104.68,2010.42,-1251.194,,1251.194,759.226,234.806,-234.806,994.032,-312.601,681.431,,,,681.431,0.0,681.431,-7.519,,673.912,673.912,,351.987,1.91,1.91,1.5,356.008,1.89,1.89,1.48,
09/30/2007,2011.327,1192.188,2515.292,2028.45,486.842,-1323.104,819.139,-30.196,,,,769.205,80.13,-147.02,1864.307,-1236.445,,1236.445,627.862,-54.8,54.8,573.062,-152.898,420.164,,,,420.164,0.0,420.164,-7.526,,412.638,412.638,,346.15,1.19,1.19,1.29,349.592,1.18,1.18,1.28,
12/31/2007,1624.69,1167.513,2448.701,2003.309,445.392,-1281.188,457.177,-431.468,,,,798.818,89.827,-356.781,1267.909,-1378.411,,1378.411,-110.502,41.91,-41.91,-68.592,79.716,11.124,,,,11.124,0.0,11.124,-7.867,,3.257,3.257,,345.917,0.01,0.01,-0.07,348.072,0.01,0.01,-0.07,
03/31/2008,1984.635,1139.867,2258.332,1863.84,394.492,-1118.465,844.768,-32.368,,,,816.3,60.836,-560.022,1424.613,-1282.545,,1282.545,142.068,240.135,-240.135,382.203,-91.648,290.555,,,,290.555,0.0,290.555,-6.977,,283.578,283.578,,346.581,0.82,0.82,0.37,348.072,0.81,0.81,0.36,
