Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2001,156.005,,-68.382,,87.623,,-121.905,,,,,-34.282,-0.984,-2.603,2.625,-5.228,0.0,3.587,-35.266,-1.93,-37.196,0.0,,,-37.196,-0.225,-37.421,0.0,0.0,-37.421,-37.421,59.367,105.498,-0.355,-0.355,0.215,105.498,-0.355,-0.355,0.21,
12/31/2001,153.256,,-69.283,,83.973,,-184.905,,,,,-100.932,68.518,-0.99,3.302,-4.292,0.0,-67.528,-32.414,-3.101,-35.515,0.0,,,-35.515,-0.067,-35.582,0.0,0.0,-35.582,-35.582,60.61,105.876,-0.335,-0.335,0.195,107.344,-0.335,-0.335,0.19,
03/31/2002,159.889,,-67.936,,91.953,,-68.795,,,,,23.158,-1.437,-0.054,6.027,-6.081,0.0,1.491,21.721,-7.001,14.72,0.0,,,14.72,-0.202,14.518,0.0,0.0,14.518,14.518,10.602,106.046,0.135,0.135,0.23,106.978,0.135,0.135,0.23,
06/30/2002,164.29,,-67.594,,96.696,,-54.54,,,,,42.156,-30.484,-0.795,6.057,-6.852,0.0,31.279,11.672,-3.308,8.364,0.0,,,8.364,-0.301,8.063,0.0,0.0,8.063,8.063,18.053,106.208,0.075,0.075,0.245,106.802,0.075,0.075,0.245,
09/30/2002,162.588,,-67.432,,95.156,,-73.906,,,,,21.25,1.454,-1.217,6.039,-7.256,0.0,-0.237,22.704,-7.418,15.286,0.0,,,15.286,-0.351,14.935,0.0,0.0,14.935,14.935,9.621,106.302,0.14,0.14,0.235,106.896,0.14,0.14,0.23,
12/31/2002,161.83,,-66.936,,94.894,,-112.794,,,,,-17.9,32.979,-1.228,5.974,-7.202,0.0,-31.751,15.079,-4.48,10.599,0.0,,,10.599,-0.448,10.151,0.0,0.0,10.151,10.151,9.788,102.588,0.1,0.1,0.195,103.044,0.1,0.1,0.195,
03/31/2003,180.642,,-71.453,,109.189,,-82.964,,,,,26.225,-0.912,0.315,6.489,-6.174,0.0,0.597,25.313,-8.277,17.036,0.0,,,17.036,-0.124,16.912,0.0,0.0,16.912,16.912,10.253,99.996,0.17,0.17,0.27,100.486,0.17,0.17,0.26,
06/30/2003,192.387,,-71.854,,120.533,,-74.43,,,,,46.103,-20.3,0.353,6.213,-5.86,0.0,19.947,25.803,-8.387,17.416,0.0,,,17.416,-0.485,16.931,0.0,0.0,16.931,16.931,12.488,100.114,0.17,0.17,0.295,100.924,0.17,0.17,0.28,
09/30/2003,196.939,,-71.988,,124.951,,-76.204,,,,,48.747,-30.282,1.608,7.547,-5.939,0.0,28.674,18.465,-4.767,13.698,0.0,,,13.698,0.0,13.698,0.0,0.0,13.698,13.698,19.401,100.596,0.135,0.135,0.31,103.524,0.13,0.13,0.285,
12/31/2003,207.77,,-86.267,,121.503,,-103.702,,,,,17.801,-2.314,2.259,8.312,-6.053,0.0,0.055,15.487,-2.898,12.589,0.0,,,12.589,0.0,12.589,0.0,0.0,12.589,12.589,18.001,102.056,0.125,0.125,0.31,105.888,0.12,0.12,0.29,
03/31/2004,251.324,,-98.957,,152.367,,-116.174,,,,,36.193,-21.031,3.627,9.481,-5.854,0.0,17.404,15.162,-4.653,10.509,0.0,,,10.509,0.0,10.509,0.0,0.0,10.509,10.509,27.298,103.394,0.1,0.1,0.345,119.33,0.095,0.095,0.31,
06/30/2004,253.964,,-100.558,,153.406,,-115.617,,,,,37.789,-10.598,2.154,7.72,-5.566,0.0,8.444,27.191,-7.502,19.689,0.0,,,19.689,0.0,19.689,0.0,0.0,19.689,19.689,22.492,104.364,0.19,0.19,0.405,119.7,0.18,0.18,0.365,
09/30/2004,256.328,,-99.045,,157.283,,-92.147,,,,,65.136,-26.658,0.984,7.401,-6.417,0.0,25.674,38.478,-10.315,28.163,0.0,,,28.163,0.0,28.163,0.0,0.0,28.163,28.163,14.879,103.496,0.27,0.27,0.415,117.388,0.26,0.26,0.385,
12/31/2004,262.235,,-99.545,,162.69,,-95.882,,,,,66.808,-26.263,,7.601,-7.434,0.0,26.096,40.545,-10.081,30.464,0.0,,,30.464,0.0,30.464,0.0,0.0,30.464,30.464,,102.216,0.3,0.3,0.44,118.894,0.275,0.275,0.4,
03/31/2005,277.081,,-132.323,,144.758,,-99.725,,,,,45.033,23.091,1.382,7.258,-5.876,-2.2,-22.273,68.124,-21.05,47.074,0.0,,,47.074,0.0,47.074,0.0,0.0,47.074,47.074,2.565,102.91,0.455,0.455,0.04,120.458,0.41,0.41,0.03,
06/30/2005,306.456,,-158.276,,148.18,,-112.556,,,,,35.624,-15.079,2.702,7.776,-5.074,0.0,12.377,20.545,-5.639,14.906,0.0,,,14.906,0.0,14.906,0.0,0.0,14.906,14.906,23.384,104.152,0.145,0.145,0.345,111.352,0.135,0.135,0.3,
09/30/2005,289.639,,-146.024,,143.615,,-110.186,,,,,33.429,0.017,1.536,9.129,-7.593,0.0,-1.553,33.446,-9.579,23.867,0.0,,,23.867,0.0,23.867,0.0,0.0,23.867,23.867,-6.723,105.244,0.225,0.225,0.22,121.408,0.21,0.21,0.1875,
12/31/2005,325.276,,-143.883,,181.393,,-150.277,,,,,31.116,20.599,,10.038,-6.128,2.2,-26.709,51.715,-2.121,49.594,0.0,,,49.594,0.0,49.594,0.0,0.0,49.594,49.594,,105.594,0.47,0.47,0.48,117.322,0.435,0.435,0.45,
03/31/2006,280.041,,-128.187,,151.854,,-121.966,,,,,29.888,-3.588,1.839,8.329,-6.49,0.0,1.749,26.3,-7.995,18.305,-0.913,,,19.218,0.0,19.218,0.0,0.0,19.218,19.218,20.83236,106.0,0.18,0.175,0.365,109.644,0.175,0.17,0.36,
06/30/2006,285.354,,-131.684,,153.67,,-125.003,,,,,28.667,-2.125,0.323,8.049,-7.726,0.0,1.802,26.542,-7.54,19.002,-0.678,,,19.68,0.0,19.68,0.0,0.0,19.68,19.68,20.83236,106.452,0.185,0.18,0.37,109.648,0.18,0.175,0.365,
09/30/2006,284.197,,-139.937,,144.26,,-117.619,91.369,56.934,,26.25,26.641,-4.845,0.796,7.996,-7.2,0.0,4.049,21.796,-5.958,15.838,145.631,,,-129.793,0.0,-129.793,0.0,0.0,-129.793,-129.793,,102.542,-1.265,0.155,0.34,105.17,-1.265,0.15,0.335,
12/31/2006,301.583,,-115.887,,185.696,,-161.9,,,,,23.796,5.629,,7.782,-5.271,0.0,-8.14,29.425,-6.811,22.614,122.768,,,-100.154,0.0,-100.154,0.0,0.0,-100.154,-100.154,153.436,96.152,-1.04,0.235,0.475,98.438,-1.04,0.23,0.465,
03/31/2007,308.653,,-137.319,,171.334,,-125.181,,,,,46.153,-5.267,3.215,7.184,-3.969,0.0,2.052,40.886,-10.994,29.892,-0.374,,,30.266,0.0,30.266,0.0,0.0,30.266,30.266,25.447444,94.688,0.32,0.315,0.515,96.614,0.315,0.31,0.505,
06/30/2007,321.69,,-146.148,,175.542,,-135.831,,,,,39.711,0.613,-0.987,6.944,-7.931,0.0,0.374,40.324,-10.927,29.397,-11.481,,,40.878,0.0,40.878,0.0,0.0,40.878,40.878,20.9084,92.94,0.44,0.315,0.54,95.448,0.43,0.31,0.53,
09/30/2007,314.959,,-140.169,,174.79,,-132.865,,,,,41.925,0.029,-0.78,6.933,-7.713,0.0,0.751,41.954,-11.464,30.49,-0.506,,,30.996,0.0,30.996,0.0,0.0,30.996,30.996,,92.63,0.335,0.33,0.525,96.396,0.32,0.315,0.51,
12/31/2007,336.445,,-142.224,,194.221,,-138.055,106.842,68.542,,31.213,56.166,-0.684,-1.442,6.906,-8.348,0.0,2.126,55.482,-14.981,40.501,-0.55,,,41.051,0.0,41.051,0.0,0.0,41.051,41.051,,93.234,0.44,0.435,0.555,99.084,0.415,0.41,0.525,
03/31/2008,350.218,,-131.458,,218.76,0.0,-144.366,113.733,,,30.633,74.394,-6.908,8.201,17.125,-8.924,,-1.293,67.486,-15.367,52.119,-1.358,,,53.477,0.0,53.477,0.0,0.0,53.477,53.477,0.32565,185.736,0.285,0.28,0.28,195.728,0.27,0.265,0.265,
06/30/2008,367.791,,-142.684,,225.107,0.0,-148.699,115.526,,,33.173,76.408,-13.739,11.969,17.317,-5.348,,1.77,62.669,-15.795,46.874,0.0,,,46.874,0.0,46.874,0.0,0.0,46.874,46.874,0.9185,91.907,0.51,0.51,0.5254,97.129,0.48,0.48,0.4945,
09/30/2008,361.696,,-143.542,,218.154,0.0,-149.731,118.301,,,33.077,68.423,-44.891,11.185,17.448,-6.263,,33.706,23.532,-4.756,18.776,0.0,,,18.776,0.0,18.776,0.0,0.0,18.776,18.776,,92.298,0.2,0.2,0.66,96.995,0.19,0.19,0.63,
12/31/2008,540.618,,-261.888,,278.73,0.0,-199.02,151.75,,,47.27,79.71,-121.158,29.111,33.171,-4.06,,92.047,-41.448,-71.967,-113.381,,,,-113.415,0.0,-113.415,0.0,0.0,-113.415,-113.415,,119.842,-0.95,-0.95,-0.42,119.842,-0.95,-0.95,-0.42,
03/31/2009,775.737,775.737,-391.051,391.051,384.686,0.0,-348.813,241.095,,80.32,27.398,35.873,-46.514,46.72,48.136,-1.416,,-0.206,-10.641,26.245,15.604,0.0,0.0,0.0,15.604,0.0,15.604,0.0,0.0,15.604,34.15825,18.55425,173.713,0.09,0.09,0.196636,175.38,0.09,0.09,0.195795,
06/30/2009,832.763,832.763,-351.135,351.135,481.628,0.0,-363.703,253.014,,81.798,28.891,117.925,-49.677,49.034,49.7,-0.666,,0.643,68.248,-29.305,38.943,0.0,0.0,0.0,38.943,0.0,38.943,0.0,0.0,38.943,57.86125,18.91825,174.722,0.22,0.22,0.331162,178.951,0.22,0.22,0.325717,
09/30/2009,800.729,800.729,-337.944,337.944,462.785,0.0,-346.085,240.016,,82.724,23.345,116.7,-50.97,46.783,47.792,-1.009,,4.187,65.73,-24.594,41.136,0.0,0.0,0.0,41.136,0.0,41.136,0.0,0.0,41.136,60.56905,19.43305,176.387,0.23,0.23,0.343387,183.428,0.22,0.22,0.325944,
12/31/2009,871.115,871.115,-375.49,375.49,495.625,0.0,-380.247,252.996,,92.251,35.0,115.378,-44.169,45.676,47.282,-1.606,,-1.507,71.209,-22.297,48.912,0.0,0.0,0.0,48.912,0.0,48.912,0.0,0.0,48.912,75.34425,26.43225,178.665,0.27,0.27,0.421707,187.343,0.26,0.26,0.40109,
03/31/2010,884.943,884.943,-351.84,351.84,533.103,0.0,-371.304,259.685,,86.353,25.266,161.799,-53.216,40.171,41.518,-1.347,,13.045,108.583,-17.076,91.507,0.0,0.0,0.0,91.507,0.0,91.507,0.0,0.0,91.507,113.82735,22.32035,180.867,0.51,0.51,0.629343,189.834,0.48,0.48,0.597578,
06/30/2010,903.732,903.732,-363.051,363.051,540.681,0.0,-368.253,252.813,,90.344,25.096,172.428,-44.061,38.204,39.309,-1.105,,5.857,128.367,-17.826,110.541,0.0,0.0,0.0,110.541,0.027,110.568,0.0,0.0,110.568,132.52565,21.95765,182.484,0.61,0.61,0.726232,191.084,0.58,0.58,0.694911,
09/30/2010,867.082,867.082,-352.721,352.721,514.361,0.0,-348.451,240.68,,90.057,17.714,165.91,-38.34,34.07,35.206,-1.136,,4.27,127.57,-22.327,105.243,0.0,0.0,0.0,105.243,0.297,105.54,0.0,0.0,105.54,128.44665,22.90665,184.196,0.57,0.57,0.697337,190.149,0.56,0.56,0.680467,
12/31/2010,932.337,932.337,-414.341,414.341,517.996,0.0,-405.737,270.001,,108.711,27.025,112.259,-35.226,35.611,36.289,-0.678,,-0.385,77.033,-6.465,70.568,0.0,0.0,0.0,70.568,0.113,70.681,0.0,-0.032,70.649,103.35245,32.70345,186.046,0.38,0.38,0.555521,191.227,0.37,0.37,0.541019,
03/31/2011,895.893,895.893,-376.853,376.853,519.04,0.0,-360.299,252.841,,92.775,14.683,158.741,-43.61,42.259,43.146,-0.887,,1.351,115.131,-21.552,93.579,0.0,0.0,0.0,93.579,0.108,93.687,0.0,0.0,93.687,103.23095,9.54395,180.365,0.52,0.52,0.572345,186.266,0.5,0.5,0.551238,
06/30/2011,941.135,941.135,-416.551,416.551,524.584,0.0,-364.515,254.764,,91.085,18.666,160.069,-45.21,41.621,42.774,-1.153,,3.589,114.859,-19.646,95.213,0.0,0.0,0.0,95.213,0.253,95.466,0.0,0.0,95.466,106.350551,10.911425,179.031,0.53,0.53,0.594184,184.761,0.52,0.52,0.579057,
09/30/2011,928.198,928.198,-388.963,388.963,539.235,0.0,-378.814,251.832,,103.856,23.126,160.421,-40.112,37.073,37.992,-0.919,,3.039,120.309,-24.335,95.974,0.0,0.0,0.0,95.974,0.297,96.271,0.0,-0.65,95.621,120.762394,25.204398,179.859,0.54,0.54,0.671778,186.812,0.52,0.52,0.654919,
12/31/2011,1010.445,1010.445,-483.328,483.328,527.117,0.0,-358.592,249.535,,90.201,18.856,168.525,-40.123,37.19,38.162,-0.972,,2.933,128.402,-35.334,93.068,0.0,0.0,0.0,93.068,0.0,93.068,0.0,-0.584,92.484,130.545142,38.061142,178.304,0.52,0.52,0.732149,184.544,0.51,0.51,0.716244,
03/31/2012,939.114,939.114,-385.787,385.787,553.327,0.0,-356.262,253.398,,88.598,14.266,197.065,-40.69,34.974,35.738,-0.764,,5.716,156.375,-23.736,132.639,0.0,0.0,0.0,132.639,0.0,132.639,0.0,0.0,132.639,139.322492,6.683492,178.873,0.74,0.74,0.778891,183.113,0.72,0.72,0.756499,
06/30/2012,949.309,949.309,-404.32,404.32,544.989,0.0,-360.294,266.049,,84.816,9.429,184.695,-31.322,28.722,29.237,-0.515,,2.6,153.373,-31.07,122.303,0.0,0.0,0.0,122.303,0.051,122.354,0.0,0.0,122.354,128.668336,6.320597,178.168,0.69,0.69,0.722209,181.307,0.67,0.67,0.704861,
09/30/2012,911.183,911.183,-432.697,432.697,478.486,0.0,-365.947,270.565,,84.811,10.571,112.539,-31.636,28.855,29.291,-0.436,,2.781,80.903,-15.301,65.602,0.0,0.0,0.0,65.602,0.255,65.857,0.0,0.0,65.857,114.324805,48.595803,174.044,0.38,0.38,0.657608,177.258,0.37,0.37,0.644153,
12/31/2012,998.904,998.904,-441.229,441.229,557.675,0.0,-386.738,264.604,,83.667,38.467,170.937,-29.763,28.963,29.649,-0.686,,0.8,141.174,-31.269,109.905,0.0,0.0,0.0,109.905,0.101,110.006,0.0,0.0,110.006,146.512216,36.546454,172.238,0.64,0.64,0.850872,175.783,0.63,0.63,0.837907,
03/31/2013,962.512,962.512,-398.394,398.394,564.118,0.0,-381.451,271.216,,83.546,26.689,182.667,-31.37,28.894,29.365,-0.471,,2.476,151.297,-30.188,121.109,0.0,0.0,0.0,121.109,0.087,121.196,0.0,0.0,121.196,138.419431,17.223431,170.807,0.71,0.71,0.810385,174.481,0.69,0.69,0.788712,
06/30/2013,945.808,945.808,-389.49,389.49,556.318,0.0,-393.269,276.4,,88.559,28.31,163.049,-28.814,26.902,27.649,-0.747,,1.912,134.235,-7.819,126.416,0.0,0.0,0.0,126.416,0.224,126.64,0.0,0.0,126.64,138.385517,11.803284,172.516,0.73,0.73,0.802495,175.559,0.72,0.72,0.787233,
09/30/2013,935.09,935.09,-390.187,390.187,544.903,0.0,-378.739,268.839,,82.978,26.922,166.164,-31.874,26.692,27.092,-0.4,,5.182,134.29,-16.31,117.98,0.0,0.0,0.0,117.98,0.266,118.246,0.0,0.0,118.246,134.614969,16.441591,172.892,0.68,0.68,0.779027,175.901,0.67,0.67,0.763471,
