Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,487.080051,343.408051,1049.070038,748.267029,300.803009,-705.661987,143.672,6.103,,,,137.569,0.0,-108.871002,378.209049,-296.464996,0.0,296.464996,81.744003,8.172,-8.172,89.916003,-15.402,74.514,0.0,,,74.514003,0.0,74.514,-0.891,,73.623,73.623,,189.042007,0.39,0.39,,189.042007,0.39,0.39,0.39,
06/30/1990,495.337011,336.761017,1071.985016,753.63501,318.350006,-735.223999,158.575994,19.273001,,,,139.302994,0.0,-73.810997,421.526014,-285.76001,0.0,285.76001,135.766006,7.23,-7.23,142.996006,-34.146,108.849998,0.0,,,108.850007,0.0,108.849998,-0.863,,107.986998,107.986998,,189.578003,0.575,0.575,,189.578003,0.575,0.575,0.575,
09/30/1990,484.829005,338.040009,1069.462982,762.921997,306.540985,-731.422974,146.788996,3.449,,,,143.339996,0.0,-147.755997,337.073008,-302.197998,0.0,302.197998,34.875,30.344,-30.344,65.219,-9.326,55.893002,0.0,,,55.893,0.0,55.893002,-0.853,,55.040002,55.040002,,189.792007,0.295,0.295,,189.792007,0.295,0.295,0.295,
12/31/1990,474.696981,331.047974,1032.856995,735.833008,297.023987,-701.809021,143.649007,4.579,,,,139.070007,0.0,-430.069,44.627981,-331.434998,0.0,331.434998,-286.807007,18.101,-18.101,-268.706007,100.361,-168.345001,0.0,,,-168.345007,0.0,-168.345001,-0.851,,-169.196001,-169.196001,,190.461578,-0.895,-0.895,-0.895,190.461578,-0.895,-0.895,-0.895,
03/31/1991,517.409979,347.208984,981.596008,719.52301,262.072998,-634.387024,170.200994,24.663,,,,145.537994,0.0,-103.108002,414.301977,-308.097992,0.0,308.097992,106.204002,12.948,-12.948,119.152002,-30.754,88.398003,0.0,,,88.398003,0.0,88.398003,-0.845,,87.553003,87.553003,,192.298004,0.46,0.46,,192.298004,0.46,0.46,0.46,
06/30/1991,541.549999,358.960999,926.515015,668.27002,258.244995,-567.554016,182.589001,28.02,,,,154.569,0.0,-103.653999,437.896,-318.127991,0.0,318.127991,119.767998,13.17,-13.17,132.937998,-39.362999,93.574997,0.0,,,93.574999,0.0,93.574997,-0.819,,92.755997,92.755997,,193.888,0.48,0.48,,193.888,0.48,0.48,0.48,
09/30/1991,538.410002,360.328003,889.919006,626.072998,263.846008,-529.591003,178.081999,26.483,,,,151.598999,0.0,-148.899994,389.510008,-332.553009,0.0,332.553009,56.957001,98.982002,-98.982002,155.939003,-48.678001,107.261002,0.0,,,107.261002,0.0,107.261002,-0.82,,106.441002,106.441002,,194.932007,0.55,0.55,,194.932007,0.55,0.55,0.55,
12/31/1991,514.410012,368.700012,859.503021,575.049011,284.45401,-490.803009,145.71,0.044,,,,145.666,0.0,-72.375999,442.034013,-312.204987,0.0,312.204987,129.828995,10.343,-10.343,140.171995,-39.619999,100.552002,0.0,,,100.551996,0.0,100.552002,-0.811,,99.741002,99.741002,,204.03006,0.485,0.485,0.485,204.03006,0.485,0.485,0.485,
03/31/1992,617.862,386.287994,819.872986,521.416992,298.455994,-433.584991,231.574005,79.761002,,,,151.813004,0.0,-90.419998,527.442001,-346.554993,0.0,346.554993,180.886993,7.29,-7.29,188.176993,-62.702,125.474998,102.500992,,,22.974002,0.0,22.974001,,,22.974001,22.974001,,218.548004,0.1,0.57,,218.548004,0.1,0.57,0.57,
06/30/1992,616.835026,395.098022,780.757019,495.838013,284.919006,-385.658997,221.737003,47.858002,,,,155.177002,18.702,-100.185997,516.649029,-330.875,0.0,330.875,185.774002,0.0,0.0,185.774002,-58.195999,127.578003,0.0,,,127.578003,0.0,127.578003,,,127.578003,127.578003,,219.75,0.58,0.58,,219.75,0.58,0.58,0.58,
