Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1995,,,,,,,,,,,,,,19762.229195,,,,
03/31/1996,20283.574551,-1684.495972,289.967987,0.0,1315.928955,20204.975521,7637.801239,17.229159,0.065129,,,,,20447.899513,20369.300484,39.720484,,
06/30/1996,22577.201824,-1542.55896,288.60199,0.0,1354.994995,22678.239849,7540.580017,17.969374,0.059749,,,,,22795.438042,22896.476067,44.573588,,
09/30/1996,20983.297691,-1858.351013,287.117004,0.0,1507.497009,20919.560692,7921.28479,19.030966,0.072062,2.962104,,,,21169.500504,21105.763504,41.124703,,
12/31/1996,20149.352402,-1337.0,287.0,0.0,1058.0,20157.352402,7299.0,14.495136,0.052487,2.808996,17.497702,23.924048,108.049821,20723.875,20731.875,39.640733,,
03/31/1997,18620.882992,-1458.0,286.0,0.0,1309.0,18757.882992,7287.0,17.963497,0.069784,2.652842,17.186488,19.751365,62.215074,18752.0,18889.0,36.894462,,
06/30/1997,17675.48336,-1334.0,284.0,0.0,1177.0,17802.48336,7114.0,16.544841,0.066114,2.54373,16.880344,15.203427,34.587469,18104.75,18231.75,34.999682,,
09/30/1997,18565.615616,-1307.0,283.0,0.0,1061.0,18602.615616,7004.0,15.148487,0.057035,2.724108,19.396657,16.284777,34.957165,18633.25,18670.25,36.572742,,
12/31/1997,18629.233366,-1314.0,282.0,0.0,1035.0,18632.233366,6573.0,15.746235,0.055549,2.829067,28.446158,14.968347,27.901936,19045.0,19048.0,36.630898,,
03/31/1998,22224.825096,-1268.0,280.0,0.0,1259.0,22495.825096,6728.0,18.712842,0.055966,3.441307,35.482374,22.083342,49.58539,22793.75,23064.75,44.283469,,
06/30/1998,23433.621288,-1286.0,279.0,0.0,1245.0,23671.621288,6721.0,18.524029,0.052595,3.648524,41.822652,25.078747,63.996089,24077.25,24315.25,46.593462,,
09/30/1998,25497.859848,-1187.0,278.0,0.0,995.0,25583.859848,6646.0,14.971411,0.038892,3.872822,41.330953,,,26850.3125,26936.3125,50.356774,,
12/31/1998,28762.781773,-1209.0,277.0,0.0,840.0,28670.781773,6440.0,13.043478,0.029298,4.242495,31.610564,,,29671.5,29579.5,56.443881,,
03/31/1999,31729.413269,-1275.0,275.0,0.0,1369.0,32098.413269,6748.0,20.287493,0.04265,4.621136,33.193809,,,32684.5,33053.5,63.100396,,
06/30/1999,28781.070677,-1032.0,273.0,0.0,1210.0,29232.070677,6582.0,18.38347,0.041393,4.145217,25.937951,,,29712.9375,30163.9375,57.702753,,
09/30/1999,25730.514038,-1382.0,273.0,0.0,1395.0,26016.514038,6943.0,20.092179,0.05362,3.634099,23.501819,,,26499.75,26785.75,50.176592,,
12/31/1999,23386.904297,-1414.0,270.0,0.0,1354.0,23596.904297,6939.0,19.512898,0.05738,3.253399,20.956398,,,24075.0,24285.0,45.404072,,
09/12/2020,,-1414.0,270.0,0.0,1354.0,,6939.0,19.5128981121199,,,,,,,,45.4040722910583,,
