Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1999,30336.0,95.0,95.0,0.0,2755.0,,,2563.0,1158.0,0.0,1405.0,0.0,477.0,,,,,5890.0,6526.0,10091.0,-3565.0,0.0,17920.0,15296.0,,,,,2624.0,24446.0,,1561.0,1561.0,,,,105.0,,,,,,3707.0,,,3707.0,5373.0,433.0,,,,,11069.0,,,,11069.0,11502.0,16875.0,0.0,15230.0,,,0.0,,-1769.0,13461.0,0.0,13461.0,30336.0,
12/31/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2001,52053.0,163.0,163.0,0.0,3289.0,,,3257.0,1401.0,0.0,1856.0,0.0,723.0,,,,,7432.0,9344.0,13088.0,-3744.0,0.0,35277.0,31423.0,,,,,3854.0,44621.0,,1560.0,1560.0,,,,493.0,,,,,,5380.0,,,5380.0,7433.0,24111.0,,,,,6188.0,,,,6188.0,30299.0,37732.0,0.0,15230.0,,,0.0,,-909.0,14321.0,0.0,14321.0,52053.0,
06/30/2001,51758.0,187.0,187.0,0.0,3212.0,3212.0,,3168.0,1391.0,0.0,1777.0,0.0,820.0,,,,,7387.0,9146.0,13000.0,-3854.0,0.0,35225.0,31388.0,31388.0,0.0,,,3837.0,44371.0,,1567.0,1567.0,,,,350.0,,,,,,6203.0,,,6203.0,8120.0,2679.0,,,,,17951.0,,,,17951.0,20630.0,28750.0,0.0,23655.0,,,0.0,1792.0,-2439.0,23008.0,0.0,23008.0,51758.0,
09/30/2001,51823.0,175.0,175.0,0.0,3121.0,3121.0,,3273.0,1395.0,0.0,1878.0,0.0,779.0,,,,,7348.0,9090.0,13078.0,-3988.0,0.0,35385.0,31472.0,31472.0,0.0,,,3913.0,44475.0,,1558.0,1558.0,,,,716.0,,,,,,6145.0,,,6145.0,8419.0,4654.0,,,,,15443.0,,,,15443.0,20097.0,28516.0,0.0,23655.0,,,0.0,2069.0,-2417.0,23307.0,0.0,23307.0,51823.0,
12/31/2001,55798.0,162.0,162.0,0.0,3131.0,,,3026.0,1281.0,0.0,1745.0,0.0,687.0,,,,,7006.0,9109.0,13272.0,-4163.0,0.0,39683.0,35957.0,,,,,3726.0,48792.0,,1897.0,1897.0,,,,1221.0,1221.0,0.0,0.0,,,5757.0,,,5757.0,8875.0,13134.0,13134.0,0.0,0.0,,10311.0,,,,10311.0,23445.0,32320.0,0.0,23655.0,,,0.0,,-177.0,23478.0,0.0,23478.0,55798.0,
03/31/2002,55837.0,152.0,152.0,0.0,3195.0,3195.0,,3309.0,1458.0,0.0,1851.0,0.0,655.0,,,,,7311.0,9094.0,13390.0,-4296.0,0.0,39432.0,35944.0,24537.0,11407.0,,,3488.0,48526.0,,1665.0,1665.0,,,,2109.0,2109.0,0.0,0.0,,,5964.0,,,5964.0,9738.0,11804.0,11804.0,0.0,0.0,,10418.0,,,,10418.0,22222.0,31960.0,0.0,23655.0,,,0.0,2859.0,-2637.0,23877.0,0.0,23877.0,55837.0,
06/30/2002,56549.0,140.0,140.0,0.0,3266.0,,,3376.0,1510.0,0.0,1866.0,0.0,628.0,,,,,7410.0,9288.0,13847.0,-4559.0,0.0,39851.0,36315.0,24910.0,11405.0,,,3536.0,49139.0,,1699.0,1699.0,,,,579.0,,,,,,6351.0,,,6351.0,8629.0,8548.0,,,,,14533.0,,,,14533.0,23081.0,31710.0,0.0,23655.0,,,0.0,,1184.0,24839.0,0.0,24839.0,56549.0,
09/30/2002,56762.0,127.0,127.0,0.0,3138.0,3138.0,,3588.0,1514.0,0.0,2074.0,0.0,578.0,,,,,7431.0,9367.0,14073.0,-4706.0,0.0,39964.0,36363.0,24848.0,11515.0,,,3601.0,49331.0,,1709.0,1709.0,,,,598.0,598.0,0.0,0.0,,,5740.0,,,5740.0,8047.0,8871.0,8871.0,0.0,0.0,,14515.0,,,,14515.0,23386.0,31433.0,0.0,23655.0,,,-85.0,4143.0,-2384.0,25329.0,0.0,25329.0,56762.0,
12/31/2002,57100.0,215.0,215.0,0.0,3116.0,,,3382.0,1372.0,0.0,2010.0,0.0,743.0,,,,,7456.0,9559.0,14450.0,-4891.0,0.0,40085.0,36420.0,24911.0,11509.0,,,3665.0,49644.0,,1939.0,1939.0,,,,572.0,572.0,0.0,0.0,,,4658.0,,,4658.0,7169.0,12976.0,12976.0,0.0,0.0,,11123.0,,,,11123.0,24099.0,31268.0,0.0,23655.0,,,-170.0,4814.0,-2467.0,25832.0,0.0,25832.0,57100.0,
