Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,18787.441772,0,0,77,6302,25166.441772,13829,45.570902,0.250413,,,,,,,,62.288392,,
06/30/1990,17916.278793,0,0,82,6345,24343.278793,13862,45.772616,0.260647,,,,,,,,60.46322,,
09/30/1990,17646.191849,0,0,86,6555,24287.191849,13976,46.901832,0.269895,,,,,,,,60.903126,,
12/31/1990,18075.520429,-110,0,0,6423,24388.520429,13824,46.462674,0.263362,2.51014,5.888102,10.951289,7.690412,,18060.270907,24373.270907,61.053874,,
03/31/1991,17209.116241,-95,0,99,6581,23794.116241,14183,46.40062,0.276581,2.439672,5.750149,10.665225,7.365948,,,,59.453779,,
06/30/1991,16863.200157,-90,0,102,6566,23441.200157,14250,46.077193,0.280105,2.382478,5.688231,10.554345,7.579853,,,,58.730887,,
09/30/1991,16865.375214,-99,0,106,6498,23370.375214,14327,45.354924,0.278044,2.367819,5.721022,10.661668,7.414954,,,,58.372674,,
12/31/1991,17895.428473,-86,0,0,6471,24280.428473,14200,45.570423,0.266511,2.453808,6.097546,11.485539,8.023436,,17880.879875,24265.879875,60.546978,,
03/31/1992,15319.845028,-103,0,0,6431,21647.845028,14327,44.887276,0.297073,2.183123,5.553577,10.642992,6.460016,,,,53.872875,,
06/30/1992,16187.548862,-111,0,0,6491,22567.548862,14508,44.740833,0.287625,2.282086,5.878497,11.391998,6.708586,,,,55.93947,,
09/30/1992,18045.681061,-125,0,0,6425,24345.681061,14566,44.10957,0.263907,2.458663,6.406758,12.49137,6.966072,,,,60.204213,,
12/31/1992,17975.957944,-74,0,0,6365,24266.957944,14616,43.548166,0.262291,2.664356,6.397827,11.650004,7.726766,,17959.49473,24250.49473,59.904805,,
03/31/1993,20001.762627,-592,0,0,6865,26274.762627,13340,51.461769,0.261277,2.855332,6.756174,12.147371,8.95804,,,,64.203293,,
06/30/1993,20206.750305,-122,0,0,6059,26143.750305,12846,47.166433,0.231757,2.815091,6.62706,11.878124,8.844005,,,,62.911643,,
09/30/1993,22817.747536,-77,0,0,5745,28485.747536,13009,44.161734,0.20168,3.037832,7.08777,12.570939,10.2094,,,,67.56982,,
12/31/1993,22950.950207,-69,0,0,5724,28605.950207,13510,42.368616,0.200098,3.094542,7.470867,13.667439,8.909633,,22906.574087,28561.574087,67.61693,,
03/31/1994,22316.420753,-59,0,0,5449,27706.420753,10471,52.038965,0.196669,3.074051,7.347234,13.378281,8.716575,,,,65.335316,,
06/30/1994,13039.998825,-48,0,0,5222,18213.998825,10309,50.654768,0.286703,2.095731,4.940059,8.994567,5.64501,,,,42.95096,,
09/30/1994,13039.998825,-51,0,0,5152,18140.998825,10332,49.864499,0.283998,2.155025,4.975589,9.034362,5.654424,,,,42.778816,,
12/31/1994,12085.85257,-135,0,0,5143,17093.85257,10376,49.566307,0.300868,1.850986,4.293859,7.791182,5.283845,,,,40.30951,,
03/31/1995,12827.966324,-106,0,0,5142,17863.966324,10443,49.238725,0.287842,1.942791,4.523668,8.36328,5.596669,,,,42.125538,,
06/30/1995,11459.806778,-72,0,0,5615,17002.806778,10972,51.17572,0.33024,1.854177,4.311056,8.069676,5.467438,,,,39.688722,,
09/30/1995,13174.376175,-72,0,0,6113,19215.376175,8286,73.775042,0.318131,2.107874,4.937147,9.447088,6.251172,,,,44.850155,,
12/31/1995,14352.572418,-76,0,0,6267,20543.572418,8457,74.104292,0.305059,2.272016,5.301567,10.2156,6.7212,19.4812,,,47.950267,,
03/31/1996,11889.061867,-65,500,0,5996,18320.061867,8776,68.322698,0.327291,1.998698,4.573156,8.544805,6.319488,24.558427,,,42.760457,,
06/30/1996,14459.951019,-54,1000,0,5732,21137.951019,9194,62.345008,0.271171,2.263164,5.151828,9.419764,7.830304,48.314681,,,49.336671,,
09/30/1996,14402.428535,-81,1000,0,5908,21229.428535,9531,61.9872,0.278293,2.253416,5.186765,9.498626,7.646012,52.739198,,,49.563831,,
12/31/1996,15740.502319,-72,1000,0,6037,22705.502319,9810,61.539246,0.265883,2.368117,5.584236,10.330074,8.131312,67.105743,,,53.011473,,
03/31/1997,16157.0,-113,1000,0,6546,23590.0,10537,62.123944,0.27749,2.420729,5.678864,10.438053,9.173454,9249.316547,,,55.116822,,
06/30/1997,,-113,1000,0,6706,,9816,68.317033,,,,,,,,,,,
09/30/1997,,-58,1000,0,6860,,9932,69.069674,,,,,,,,,,,
