Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
12/31/1997,152.8,254.9,157.7,0.2,,58.7,-58.5,-260.0,-10.6,-7.6,,-241.8,,-275.7,-163.0,0.0,,,-163.0,,,0.0,0.0,0.0,,,,,-112.7,94.8,-16.4,-39.1,,,,152.7,152.7,0.0,-2.4,,-28.1,
03/31/1998,410.3,300.9,170.5,24.0,,35.4,-11.4,-85.1,10.3,-47.9,,-47.5,,-2683.2,-196.3,0.0,,,-196.3,,,0.0,0.0,0.0,,,,,-2486.9,2463.7,-16.9,1184.5,,,,1304.1,1304.1,0.0,-8.0,,190.8,
06/30/1998,467.6,399.1,146.5,-139.5,,89.9,-229.4,61.5,14.4,-92.5,,139.6,,-1303.2,-190.6,0.0,,,-190.6,,,0.0,0.0,0.0,,,,,-1112.6,951.2,-14.7,1003.3,,,,15.6,15.6,0.0,-53.0,,115.6,
09/30/1998,617.4,-20.8,147.3,669.2,,,669.2,-178.3,,,,-178.3,,-840.4,-261.2,0.0,,,-261.2,,,0.0,0.0,0.0,,,,,-579.2,365.5,-14.8,481.0,,,,-127.3,95.3,-222.6,26.6,,142.5,
12/31/1998,-233.9,-110.1,313.8,250.6,,-98.5,349.1,-688.2,-223.1,-138.2,,-326.9,,-1366.4,-542.1,,,,-542.1,,,,,,,,,,-824.3,1622.5,-75.0,1621.2,,,,76.3,96.4,-20.1,,,22.2,
03/31/1999,1018.2,119.5,312.5,179.7,,-29.4,209.1,406.5,159.0,-71.3,,318.8,,-1231.3,-338.1,0.0,,,-338.1,,,0.0,0.0,0.0,,,,,-893.2,572.4,-75.6,950.2,,,,115.7,167.1,-51.4,-417.9,,359.3,
06/30/1999,1253.5,211.7,332.9,261.8,,-54.5,316.3,447.1,232.7,72.0,,142.4,,-1434.9,-443.3,0.0,,,-443.3,,,0.0,0.0,0.0,,,,,-991.6,331.8,-16.5,261.3,,,,94.1,244.7,-150.6,-7.1,,150.4,
09/30/1999,1112.6,403.4,352.0,453.1,,534.6,-81.5,-95.9,-703.1,13.1,,594.1,,-1811.5,-309.0,0.0,,,-309.0,,,0.0,0.0,0.0,,,,,-1502.5,456.7,-20.8,111.1,,,,-51.5,364.2,-415.7,417.9,,-242.2,
12/31/1999,877.9,757.0,374.6,150.8,,107.9,42.9,-404.5,31.6,-18.2,,-417.9,,-2254.0,-420.5,0.0,,,-420.5,,,0.0,0.0,0.0,,,,,-1833.5,844.2,-21.4,1247.6,,,,-377.2,35.8,-413.0,-4.8,,-531.9,
03/31/2000,960.0,855.5,413.4,257.7,,215.1,42.6,-566.6,-336.7,-374.2,,144.3,,-1226.2,-403.3,0.0,,,-403.3,,,0.0,0.0,0.0,,,,,-822.9,175.7,-21.5,735.9,,,,-534.7,59.3,-594.0,-4.0,,-90.5,
