Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
03/31/2012,,,,,615,615,,,,,,,,
06/30/2012,,,,,620,620,,,,,,,,
09/30/2012,,,,,418,418,,,,,,,,
12/31/2012,,,,,466,466,,,,,,,,
03/31/2013,,,,,359,359,,,,,,,,
06/30/2013,,,,,536,536,,,,,,,,
09/30/2013,,,,,641,641,,,,,,,,
12/31/2013,,,,,443,443,,,,,,,,
03/31/2014,,,,,558,558,,,,,,,,
06/30/2014,,,,,472,472,,,,,,,,
09/30/2014,,823.4,548.0,1.44025604551921,548,548,,,,,,6.75248967694924,,
12/31/2014,,800.286,531.0,4.35897435897436,531,531,,,,,,6.58689518497138,,
03/31/2015,,859.625,552.0,-1.98899703766399,552,552,,,,,,2.71920895739421,,
06/30/2015,,820.6,541.0,3.34416743301421,541,541,,,,,,4.92322690714111,,
09/30/2015,,881.111,574.0,0.797709142974023,574,574,,,,,,4.30013925600747,,
12/31/2015,,834.0,547.0,-0.427682737169518,547,547,,,,,,4.07673860911271,,
03/31/2016,,906.778,582.0,2.56738123371679,582,582,,,,,,2.34037438049886,,
06/30/2016,,726.125,489.0,0.332305476976956,489,489,,,,,,6.18006541573421,,
09/30/2016,,869.125,604.0,5.05050505050505,604,604,,,,,,10.8010930533583,,
12/31/2016,,869.667,576.0,1.49894566308855,576,576,,,,,,4.40777906945992,,
03/31/2017,,971.727,499.0,3.36181188150237,499,499,,,,,,-19.5247224786385,,
06/30/2017,,726.727,496.0,2.96119809394146,496,496,,,,,,8.43136418490025,,
09/30/2017,,789.9,555.0,2.46045081947198,555,555,,,,,,11.2799088492214,,
12/31/2017,,795.4,545.0,1.25705618294766,385,545,,,,,,10.0075433744028,,
03/31/2018,,771.929,640.0,2.88012872083669,640,640,,,,,,9.7251172063752,,
06/30/2018,,815.923,696.0,1.05382408606819,696,696,,,,,,9.32404160686731,,
09/30/2018,,766.455,671.0,0.407777318125412,671,671,,,,,,16.5104278790014,,
12/31/2018,,861.917,783.0,3.32555425904317,783,783,,,,,,17.4126975103171,,
03/31/2019,,1150.636,705.0,-3.41407139836269,1107,1107,,,,,,27.0601649870159,,
06/30/2019,,1045.3,667.0,-0.294464075382803,853,853,,,,,,-15.6223093848656,,
09/30/2019,,1144.818,1056.0,0.69889341875364,1056,1056,,,,,,20.1064273971933,,
12/31/2019,,916.9,703.0,-1.49505999629971,731,759,,,,,,0.447158905006001,,
03/31/2020,,-38.7,362.0,-4.48445633526112,275,275,,,,,,,,
06/30/2020,,105.2,37.0,-9.89058568798604,37,37,,,,,,-43.9163498098859,,
