Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
09/30/2016,19.881,6.198,3.553,17.621,13.925,3.436,0.26,-7.491,1.296,0.311,-6.277,-2.821,0.0,433.483,-7.79,0.0,0.0,0.0,-7.79,-7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.273,-459.761,0.0,0.843,0.0,1.097,-0.254,-19.285,0.0,-19.285,-441.319,0.0,-6.397,,
12/31/2016,24.383,8.633,3.961,2.98,1.979,16.84,-15.839,8.809,0.14,-0.545,2.087,7.127,0.0,-276.448,-11.38,0.0,0.0,0.0,-11.38,-11.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-265.068,237.727,0.0,-0.34,0.0,0.0,-0.34,-27.182,0.0,-27.182,265.249,0.0,-14.338,,
03/31/2017,40.225,33.694,4.286,4.651,3.343,1.285,0.023,-2.406,-0.508,0.176,-1.349,-0.725,0.0,-101.872,-9.136,0.0,0.0,0.0,-9.136,-9.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92.736,94.404,0.0,1.811,0.0,2.093,-0.282,0.0,0.0,0.0,92.593,0.0,32.757,,
06/30/2017,15.068,20.016,4.707,-7.703,12.963,1.628,-22.294,-1.952,0.044,0.258,1.03,-3.284,0.0,151.192,-12.773,0.0,0.0,0.0,-12.773,-12.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.965,-191.058,0.0,3.067,0.0,3.347,-0.28,-30.16,0.0,-30.16,-163.965,0.0,-24.798,,
09/30/2017,36.756,20.91,4.905,9.6,13.357,6.254,-10.011,1.341,0.359,-0.509,-1.144,2.635,0.0,-26.365,-21.017,0.0,0.0,0.0,-21.017,-21.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.348,-11.898,0.0,-0.281,0.0,0.0,-0.281,-17.336,0.0,-17.336,5.719,0.0,-1.507,,
12/31/2017,38.1,48.866,5.497,-25.513,6.413,-16.848,-15.078,9.25,-0.132,0.537,1.542,7.303,0.0,-312.85,-16.463,0.0,0.0,0.0,-16.463,-16.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-296.387,254.217,0.0,0.664,0.0,35.5,-34.836,-42.234,0.0,-42.234,295.787,0.0,-20.533,,
03/31/2018,57.487,41.16,6.069,8.794,23.222,4.272,-18.7,1.464,-0.774,-0.193,-0.71,3.141,0.0,-24.49,-18.708,0.0,0.0,0.0,-18.708,-18.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.782,-10.953,0.0,0.0,0.0,0.0,0.0,-16.87,0.0,-16.87,5.917,0.0,22.044,,
06/30/2018,42.377,35.722,6.713,-0.745,3.699,5.962,-10.406,0.687,-0.064,0.25,1.303,-0.802,0.0,-36.785,-13.165,0.0,0.0,0.0,-13.165,-13.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.62,-237.892,0.0,0.0,0.0,,0.0,-43.005,0.0,-43.005,-194.887,0.0,-232.3,,
09/30/2018,45.985,28.769,8.128,-3.608,4.587,4.843,-13.038,12.696,0.201,-0.113,1.196,11.412,0.0,-25.103,-12.391,0.0,0.0,0.0,-12.391,-12.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.712,-1.083,0.0,-0.444,0.0,0.0,-0.444,-3.097,0.0,-3.097,2.458,0.0,19.799,,
12/31/2018,38.968,31.414,8.747,-9.265,5.068,6.0,-20.333,8.072,-1.201,-0.25,-0.71,10.233,0.0,-80.43,-15.642,0.0,0.0,0.0,-15.642,-15.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.788,2.132,0.0,-0.502,0.0,0.0,-0.502,-62.464,0.0,-62.464,65.098,0.0,-39.33,,
03/31/2019,80.426,47.282,9.347,11.762,31.071,3.722,-23.031,12.035,-0.421,-0.011,-1.251,13.718,0.0,-452.402,-14.889,0.0,0.0,0.0,-14.889,-14.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-437.513,417.565,0.0,-0.444,0.0,0.0,-0.444,-19.669,0.0,-19.669,437.678,0.0,45.589,0.0,
06/30/2019,42.342,48.762,10.328,-2.226,5.597,5.714,-13.537,-14.522,0.985,-0.237,-0.033,-15.237,0.0,405.472,-19.816,0.0,0.0,0.0,-19.816,-19.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.288,-297.877,0.0,-0.444,0.0,0.0,-0.444,-18.76,0.0,-18.76,-278.673,0.0,149.937,,
09/30/2019,53.651,39.152,10.969,-5.21,4.454,6.279,-15.943,8.74,0.241,0.067,0.314,8.118,0.0,-31.218,-36.375,0.0,0.0,0.0,-36.375,-36.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.157,-295.133,0.0,-0.443,0.0,0.0,-0.443,-3.8,0.0,-3.8,-290.89,0.0,-272.7,,
12/31/2019,47.844,45.38,11.567,-11.781,6.146,5.296,-23.223,2.678,-6.689,-0.222,0.749,8.84,0.0,-141.397,-21.854,0.0,0.0,0.0,-21.854,-21.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.543,826.117,0.0,-0.46,0.0,0.0,-0.46,-0.299,0.0,-0.299,826.876,0.0,732.564,,
03/31/2020,82.03,63.015,12.215,-9.31,15.811,1.392,-26.513,16.11,1.239,0.254,0.408,14.209,0.0,-183.629,-25.726,0.0,0.0,0.0,-25.726,-25.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.903,-279.011,0.0,-0.444,0.0,0.0,-0.444,-8.168,0.0,-8.168,-270.399,0.0,-380.61,,
06/30/2020,25.482,28.589,13.075,13.921,21.218,5.927,-13.224,-30.103,-1.236,-0.687,-1.425,-26.755,0.0,-6.364,-26.732,0.0,,,-26.732,-26.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.368,-426.409,0.0,-0.444,,,-0.444,-67.121,0.0,-67.121,-358.844,0.0,-407.291,,
