Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1995,107.316002,,,,,,,-86.936996,,,20.379,3.325,,,,0.0,-3.325,23.704,-8.272,15.432,0.0,,,15.432,0.0,15.432,0.0,,15.432,15.432,,65.800004,0.235,0.235,,65.800004,0.235,0.235,0.235,
12/31/1995,102.655998,,,,,,,-89.001999,,,13.654,6.418,,,,0.0,-6.418,20.072001,-6.328,13.744,0.0,,,13.744,0.0,13.744,0.0,,13.744,13.744,,65.552002,0.2075,0.2075,,65.552002,0.2075,0.2075,0.2075,
03/31/1996,102.372002,,,,,,,-94.148003,,,8.224,5.805,,,,0.0,-5.805,14.029,-5.495,8.534,0.0,,,8.534,0.0,8.534,0.0,,8.534,8.534,,66.932,0.1275,0.1275,0.1275,69.664,0.1225,0.1225,0.1225,
06/30/1996,103.454002,,,,,,,-98.275002,,,5.179,6.387,,,,0.0,-6.387,11.566,-4.565,7.001,0.0,,,7.001,0.0,7.001,0.0,,7.001,7.001,,66.676004,0.105,0.105,0.105,68.304,0.1025,0.1025,0.1025,
09/30/1996,117.414001,,,,,,,-98.115997,,,19.298,5.702,,,,0.0,-5.702,25.0,-7.315,17.684999,0.0,,,17.685,0.0,17.684999,0.0,,17.684999,17.684999,,65.5,0.27,0.27,0.27,68.019996,0.26,0.26,0.26,
12/31/1996,114.884003,,,,,,,-105.806,,,9.078,6.004,,,,0.0,-6.004,15.082,-5.158,9.924,0.0,,,9.924,0.0,9.924,0.0,,9.924,9.924,,66.160004,0.15,0.15,0.15,67.279999,0.1475,0.1475,0.1475,
03/31/1997,105.052002,,,,,,,-97.478996,,,7.573,6.425,,,,0.0,-6.425,13.998,-4.76,9.238,0.0,,,9.238,0.0,9.238,0.0,,9.238,9.238,,65.940002,0.14,0.14,0.14,67.956001,0.135,0.135,0.135,
06/30/1997,106.57,,,,,,,-97.196999,,,9.373,10.008,,,,0.0,-10.008,19.381001,-6.589,12.792,0.0,,,12.792,0.0,12.792,0.0,,12.792,12.792,,65.431999,0.195,0.195,0.195,67.559998,0.19,0.19,0.19,
09/30/1997,120.829002,,,,,,,-102.273003,,,18.556,9.572,,,,0.0,-9.572,28.127999,-9.563,18.565001,0.0,,,18.565,0.0,18.565001,0.0,,18.565001,18.565001,,65.736,0.2825,0.2825,0.2825,68.592003,0.27,0.27,0.27,
12/31/1997,122.588997,,,,,,,-110.296997,,,12.292,6.983,,,,0.0,-6.983,19.275,-6.554,12.721,0.0,,,12.721,0.0,12.721,0.0,,12.721,12.721,,66.084,0.1925,0.1925,0.1925,68.764,0.185,0.185,0.185,
03/31/1998,129.809998,,,,,,,-111.766998,,,18.042999,0.0,,,,0.0,,18.042999,-5.886,12.157,0.0,,,12.156999,0.0,12.157,0.0,,12.157,12.157,,71.512001,0.17,0.17,0.17,73.68,0.165,0.165,0.165,
06/30/1998,128.755005,,,,,,,-113.864998,,,14.89,0.0,,,,0.0,,14.89,-4.797,10.093,0.0,,,10.093,0.0,10.093,0.0,,10.093,10.093,,72.092003,0.14,0.14,0.14,74.764,0.135,0.135,0.135,
09/30/1998,148.281006,,,,,,,-118.718002,,,29.563,0.0,,,,0.0,,29.563,-9.302,20.261,0.0,,,20.261,0.0,20.261,0.0,,20.261,20.261,,72.360001,0.28,0.28,0.28,76.456001,0.265,0.265,0.265,
12/31/1998,148.074,,,,,,,-129.02,,,19.054,4.727,,0.0,,0.0,-4.727,23.781,-8.155,15.626,0.0,,,15.626,0.0,15.626,0.0,,15.626,15.626,,72.68,0.215,0.215,0.215,75.88,0.205,0.205,0.205,
03/31/1999,149.100998,,,,,,,-127.429001,,,21.672001,0.0,,,,0.0,,21.672001,-7.491,14.181,0.0,,,14.181001,0.0,14.181,0.0,0.0,14.181,14.181,,74.599998,0.19,0.19,0.19,78.800003,0.18,0.18,0.18,
06/30/1999,154.319,,,,,,,-133.802002,,,20.517,0.0,,,,0.0,,20.517,-7.087,13.43,0.0,,,13.43,0.0,13.43,0.0,0.0,13.43,13.43,,74.800003,0.18,0.18,0.18,79.0,0.17,0.17,0.17,
09/30/1999,172.520004,,,,,,,-135.953995,,,36.566002,0.0,,,,0.0,,36.566002,-12.837,23.729,0.0,,,23.729002,0.0,23.729,0.0,0.0,23.729,23.729,,76.800003,0.31,0.31,0.31,80.400002,0.2925,0.2925,0.2925,
12/31/1999,180.464,,,,,,,-151.125,,,29.339,0.0,,0.0,,0.0,,29.339,-10.429,18.91,0.0,,,18.91,0.0,18.91,0.0,0.0,18.91,18.91,,76.8,0.2475,0.2475,0.2475,82.4,0.23,0.23,0.23,
03/31/2000,179.733994,,,,,,,-150.582001,,,29.152,1.38,,,,0.0,-1.38,30.532,-10.992,19.540001,0.0,,,19.540001,0.0,19.540001,0.0,0.0,19.540001,19.540001,,84.223999,0.23,0.23,0.23,85.702003,0.23,0.23,0.23,
06/30/2000,178.070999,,,,,,,-154.858994,,,23.212,2.907,,,,0.0,-2.907,26.119,-9.035,17.084,0.0,,,17.084,0.0,17.084,0.0,0.0,17.084,17.084,,82.924004,0.21,0.21,0.21,87.688004,0.19,0.19,0.19,
09/30/2000,203.432999,,,,,,,-163.477005,,,39.956001,5.686,,,,0.0,-5.686,45.642001,-13.579,32.063,0.0,,,32.063001,0.0,32.063,0.0,0.0,32.063,32.063,,84.0,0.38,0.38,0.38,89.664001,0.36,0.36,0.36,
12/31/2000,196.641,,,,,,,-177.629,,,19.012,11.818,,,,0.0,-11.818,30.83,-6.878,23.952,0.0,,,23.952,0.0,23.952,0.0,0.0,23.952,23.952,,79.1,0.3,0.3,0.3,85.51,0.28,0.28,0.28,
03/31/2001,198.047,,,,,,,-176.813,,,21.234,12.839,,0.0,,0.0,-12.839,34.073,-6.99,27.083,0.0,,,27.083,0.0,27.083,0.0,0.0,27.083,27.083,,84.713,0.32,0.32,0.32,90.091,0.3,0.3,0.3,
06/30/2001,203.517,,,,,,,-176.361,,,27.156,1.616,,,,0.0,-1.616,28.772,-5.575,23.197,0.0,,,23.197,0.0,23.197,0.0,0.0,23.197,23.197,,84.618,0.27,0.27,0.27,89.756,0.26,0.26,0.26,
09/30/2001,221.075,,,,,,,-192.325,,,28.75,13.269,,0.0,,0.0,-13.269,42.019,-0.116,41.903,0.0,,,41.903,0.0,41.903,0.0,0.0,41.903,41.903,,84.785,0.49,0.49,0.49,90.074,0.47,0.47,0.47,
12/31/2001,226.659,,,,,,,-235.636,,,-8.977,45.966,,0.0,,0.0,-45.966,36.989,-3.916,33.073,0.0,,,33.073,0.0,33.073,0.0,0.0,33.073,33.073,,84.802,0.39,0.39,0.39,91.869,0.36,0.36,0.36,
03/31/2002,232.978,,,,,,,-196.829,,,36.149,12.656,,0.0,,0.0,-12.656,48.805,-15.13,33.675,0.0,,,33.675,0.0,33.675,0.0,0.0,33.675,33.675,,85.40497,0.39,0.39,0.39,90.59497,0.37,0.37,0.37,
06/30/2002,248.644,,,,,,,-225.726,,,22.918,25.614,,,,0.0,-25.614,48.532,-14.071,34.461,0.0,,,34.461,0.0,34.461,0.0,0.0,34.461,34.461,,87.445,0.39,0.39,0.39,92.366,0.37,0.37,0.37,
09/30/2002,279.52,,,,,,,-233.357,,,46.163,-12.863,,,,0.0,12.863,33.3,-9.99,23.3,0.0,,,23.31,0.0,23.31,0.0,0.0,23.31,23.31,,88.047,0.26,0.26,0.26,92.051,0.25,0.25,0.25,
12/31/2002,291.158,,,,,,,-190.788,,,100.37,-36.007,,,,0.0,36.007,0.0,-16.409,38.464,0.0,,,-16.409,0.0,38.454,0.0,0.0,38.454,38.454,,88.30303,0.44,0.44,0.44,92.58803,0.42,0.42,0.42,
03/31/2003,262.7,,,,,,,-236.4,,,26.3,-10.5,2.1,2.1,,0.0,8.4,15.8,-3.9,11.9,0.0,,,11.9,0.0,11.9,0.0,0.0,11.9,11.9,,88.8,0.13,0.13,0.34,92.3,0.13,0.13,0.34,
06/30/2003,279.1,,,,,,,-248.7,,,30.4,17.9,2.0,2.0,,0.0,-19.9,48.3,-12.1,36.2,0.0,,,36.2,0.0,36.2,0.0,0.0,36.2,36.2,,90.4,0.4,0.4,0.4,93.7,0.39,0.39,0.39,
09/30/2003,313.5,,,,,,,-242.0,,,71.5,-7.1,2.0,2.0,,0.0,5.1,64.4,-15.5,48.900002,0.0,,,48.9,0.0,48.900002,0.0,0.0,48.900002,48.900002,,90.5,0.54,0.54,0.54,93.716003,0.52,0.52,0.52,
12/31/2003,347.1,,,,,,,-237.6,,,109.5,-44.7,1.9,1.9,,0.0,42.8,64.8,-15.6,49.2,0.0,,,49.2,0.0,49.2,0.0,0.0,49.2,49.2,,89.4,0.55,0.55,0.55,93.57,0.53,0.53,0.53,
03/31/2004,341.5,,,,,,0.0,-249.5,,,92.0,-43.4,,1.9,,,41.5,48.6,-9.7,38.9,,,,38.9,,38.9,,0.0,38.9,38.9,,90.4,0.43,0.43,0.43,94.0,0.41,0.41,0.41,
06/30/2004,368.7,,,,,,0.0,-254.4,,,114.3,-56.4,,2.4,,0.0,54.0,57.9,-11.6,46.3,0.2,,,46.1,0.0,46.1,0.0,0.0,46.1,46.1,,91.1,0.51,0.51,0.51,94.3,0.49,0.49,0.49,
09/30/2004,363.5,,,,,,0.0,-292.4,,,71.1,-2.6,,2.6,,0.0,0.0,68.5,-13.8,54.7,0.3,,,54.4,0.0,54.4,0.0,0.0,54.4,54.4,,92.3,0.59,0.59,0.59,95.1,0.57,0.57,0.57,
12/31/2004,363.3,,,,,,,-309.2,,,29.8,31.9,,2.6,,,-34.5,61.7,-12.4,49.2,0.1,,,49.2,0.0,49.1,0.0,0.0,49.1,49.1,,92.273,0.53,0.53,0.53,94.827,0.52,0.52,0.52,
03/31/2005,346.899994,,,,,,,-302.899994,,,44.0,-168.700006,2.6,2.6,,0.0,166.100006,-124.700006,51.099998,-73.599998,5.4,,,-79.000008,0.0,-79.0,0.0,0.0,-79.0,-79.0,,92.5,-0.85,-0.8,0.31,94.800003,-0.85,-0.8,0.3,
06/30/2005,371.1,,,,,,0.0,-277.5,,,93.6,-36.2,,3.0,,0.0,33.2,57.4,-13.2,44.2,-7.6,,,51.8,0.0,51.8,0.0,0.0,51.8,51.8,,93.8,0.55,0.47,0.47,95.6,0.54,0.46,0.46,
09/30/2005,389.9,,,,,,0.0,-321.4,,,68.5,-2.9,,2.9,,0.0,0.0,65.6,-15.1,50.5,0.0,,,50.5,0.0,50.5,0.0,0.0,50.5,50.5,,94.9,0.53,0.53,0.53,96.6,0.52,0.52,0.52,
12/31/2005,376.1,,,,,,,-335.6,,,18.2,-19.3,,3.1,,0.0,16.2,-1.1,8.6,7.5,0.0,,,7.5,0.0,7.5,0.0,0.0,7.5,7.5,,95.382,0.08,0.08,0.35,97.26,0.08,0.08,0.34,
03/31/2006,327.5,,,,,,,-296.399994,,,31.1,-2.1,2.1,2.1,,0.0,0.0,29.0,-11.9,17.1,0.0,,,17.100001,0.0,17.1,0.0,0.0,17.1,17.1,,96.099998,0.18,0.18,0.18,97.800003,0.17,0.17,0.17,
06/30/2006,361.600006,,,,,,,-320.799988,,,40.799999,6.9,2.1,2.1,,0.0,-9.0,47.699999,-11.1,36.599998,0.0,,,36.599999,0.0,36.599998,0.0,0.0,36.599998,36.599998,,96.800003,0.38,0.38,0.38,98.0,0.37,0.37,0.37,
09/30/2006,421.2,,,,,,0.0,-358.3,,,62.9,-2.1,,2.1,,0.0,0.0,60.8,-10.6,50.2,0.0,,,50.2,0.0,50.2,0.0,0.0,50.2,50.2,,97.5,0.52,0.52,0.52,98.5,0.51,0.51,0.51,
12/31/2006,398.4,,,,,,,-331.6,,,66.8,-49.8,,2.2,,0.0,47.6,17.0,7.5,24.5,-0.1,,,24.6,0.0,24.6,0.0,0.0,24.6,24.6,,98.0,0.25,0.25,0.25,99.3,0.25,0.25,0.25,
03/31/2007,375.0,,,,,,,-350.600006,,,24.4,-0.6,0.6,0.6,,0.0,0.0,23.8,-2.5,21.299999,1.5,,,19.8,0.0,19.799999,0.0,0.0,19.799999,19.799999,,98.900002,0.2,0.21,0.21,100.099998,0.2,0.21,0.21,
06/30/2007,440.8,,,,,,,-380.4,,,60.4,-3.2,,3.2,,0.0,0.0,57.2,-13.4,43.8,0.0,,,43.8,0.0,43.8,0.0,0.0,43.8,43.8,,97.4,0.45,0.45,0.45,98.7,0.44,0.44,0.44,
09/30/2007,410.700012,,,,,,,-338.700012,,,72.0,-5.6,5.6,5.6,,0.0,0.0,66.4,-14.0,52.400002,0.6,,,51.8,0.0,51.799999,0.0,0.0,51.799999,51.799999,,94.5,0.55,0.56,0.56,95.800003,0.54,0.54,0.54,
12/31/2007,410.0,,,,,,0.0,-353.5,,,56.5,-6.6,,6.6,,0.0,0.0,49.9,-14.8,35.1,11.7,,,23.4,0.0,23.4,0.0,0.0,23.4,23.4,,92.787,0.25,0.378286,0.38,93.698,0.25,0.37,0.37,
03/31/2008,375.799988,,,,,,,-342.399994,,,33.400002,-6.5,6.5,6.5,,0.0,0.0,26.900002,-10.6,16.299999,22.299999,,,-5.999998,0.0,-6.0,0.0,0.0,-6.0,-6.0,,92.300003,-0.07,0.18,0.18,92.900002,-0.07,0.18,0.18,
06/30/2008,428.9,,,,,,,-352.3,,,76.6,-7.3,,7.3,,0.0,0.0,69.3,-27.6,41.7,0.9,,,40.8,0.0,40.8,0.0,0.0,40.8,40.8,,93.0,0.44,0.45,0.45,93.5,0.44,0.45,0.45,
09/30/2008,428.200012,,,,,,,-371.700012,,,56.5,-7.1,7.1,7.1,,0.0,0.0,49.4,-7.7,41.700001,3.9,,,37.8,0.0,37.799999,0.0,0.0,37.799999,37.799999,,94.099998,0.4,0.44,0.44,94.599998,0.4,0.44,0.44,
12/31/2008,412.1,,,,,,,-386.4,,,25.7,-7.7,7.7,7.7,,0.0,0.0,18.0,-6.3,11.7,7.0,,,4.7,0.0,4.7,0.0,0.0,4.7,4.7,,95.667,0.05,0.12,0.12,95.9,0.05,0.12,0.12,
03/31/2009,401.1,233.2,167.9,,,,0.0,-350.3,20.1,330.2,50.8,-7.3,,7.3,,,0.0,43.5,-15.2,28.3,1.9,1.9,0.0,26.4,0.0,26.4,0.0,0.0,26.4,20.24,-8.06,98.0,0.27,0.29,0.206531,98.1,0.27,0.29,0.206531,
06/30/2009,453.6,249.7,203.9,,,,0.0,-372.5,21.6,350.9,81.1,-7.0,,7.0,,,0.0,74.1,-30.3,43.8,0.0,0.0,0.0,43.8,0.0,43.8,0.0,0.0,43.8,43.085,-0.715,100.6,0.44,0.44,0.42828,100.7,0.44,0.44,0.42828,
09/30/2009,439.5,237.0,202.5,,,,0.0,-369.6,21.5,348.1,69.9,-6.8,,6.8,,,0.0,63.1,-21.5,41.6,0.0,0.0,0.0,41.6,0.0,41.6,0.0,0.0,41.6,40.95,-0.65,101.4,0.41,0.41,0.403846,101.6,0.41,0.41,0.403602,
12/31/2009,435.1,228.2,206.9,,,,0.0,-397.3,22.4,374.9,37.8,-7.4,,7.4,,,0.0,30.4,-11.0,19.4,2.6,2.6,0.0,16.8,0.0,16.8,0.0,0.0,16.8,19.01,-0.39,102.018,0.16,0.19,0.18634,102.213,0.16,0.19,0.186184,
03/31/2010,482.4,204.2,278.2,-64.0,64.0,418.4,0.0,-366.9,21.6,345.3,51.5,-8.6,,8.6,,,0.0,42.9,-13.7,29.2,0.0,0.0,0.0,29.2,0.0,29.2,0.0,0.0,29.2,27.055,-2.145,102.7,0.28,0.28,0.263437,102.9,0.28,0.28,0.259155,
06/30/2010,459.5,257.0,202.5,,,,0.0,-386.9,24.6,362.3,72.6,-8.7,,8.7,,,0.0,63.9,-22.0,41.9,-2.1,-2.1,0.0,44.0,0.0,44.0,0.0,0.0,44.0,45.605,3.705,104.4,0.42,0.4,0.43683,104.6,0.42,0.4,0.435421,
09/30/2010,463.2,251.9,211.3,,,,0.0,-384.2,22.8,361.4,79.0,-8.6,,8.6,,,0.0,70.4,-24.2,46.2,0.0,0.0,0.0,46.2,0.0,46.2,0.0,0.0,46.2,41.975,-4.225,105.5,0.44,0.44,0.397867,105.7,0.44,0.44,0.397867,
12/31/2010,459.1,244.2,214.9,,,,0.0,-424.6,24.1,400.5,34.5,-8.7,,8.7,,,0.0,25.8,20.2,46.0,-8.7,-8.7,0.0,54.7,0.0,54.7,0.0,0.0,54.7,46.78,0.78,106.642,0.51,0.43,0.438664,107.327,0.51,0.43,0.437268,
03/31/2011,447.4,225.7,221.7,,,,0.0,-414.4,24.5,389.9,33.0,-9.5,,9.5,,,0.0,23.5,-8.3,15.2,0.0,0.0,0.0,15.2,0.0,15.2,0.0,0.0,15.2,15.98,0.78,109.3,0.14,0.14,0.146203,110.3,0.14,0.14,0.146203,
06/30/2011,546.1,296.0,250.1,-11.7,11.7,534.4,0.0,-457.9,27.4,430.5,76.5,-10.6,,10.6,,,0.0,65.9,-24.2,41.7,0.0,0.0,0.0,41.7,0.0,41.7,0.0,0.0,41.7,40.66,-1.04,111.0,0.38,0.38,0.366306,111.8,0.37,0.37,0.360698,
09/30/2011,562.8,308.0,254.8,-0.7,0.7,562.1,0.0,-480.8,29.4,451.4,81.3,-10.3,,10.3,,,0.0,71.0,-24.3,46.7,0.0,0.0,0.0,46.7,0.0,46.7,0.0,0.0,46.7,47.155,0.455,112.6,0.41,0.41,0.418783,113.1,0.41,0.41,0.414023,
12/31/2011,578.4,297.7,280.7,-19.6,19.6,558.8,0.0,-501.0,33.9,467.1,57.8,-10.4,,10.4,,,0.0,47.4,-6.9,40.5,0.0,0.0,0.0,40.5,0.0,40.5,0.0,0.0,40.5,44.79,4.29,113.721,0.35,0.35,0.393859,114.745,0.35,0.35,0.387387,
03/31/2012,546.8,272.0,274.8,-17.7,17.7,529.1,0.0,-486.0,30.8,455.2,43.1,-10.6,,10.6,,,0.0,32.5,-4.4,28.1,0.0,0.0,0.0,28.1,0.0,28.1,0.0,0.0,28.1,33.69,5.59,116.4,0.24,0.24,0.289433,117.8,0.24,0.24,0.287453,
06/30/2012,649.9,344.7,305.2,-29.0,29.0,620.9,0.0,-519.0,36.4,482.6,101.9,-10.8,,10.8,,,0.0,91.1,-19.4,71.7,0.0,0.0,0.0,71.7,0.0,71.7,0.0,0.0,71.7,71.505,-0.195,119.7,0.6,0.6,0.597368,121.2,0.59,0.59,0.588391,
09/30/2012,650.4,346.0,304.4,-27.7,27.7,622.7,0.0,-535.7,36.5,499.2,87.0,-10.7,,10.7,,,0.0,76.3,-14.6,61.7,0.0,0.0,0.0,61.7,0.0,61.7,0.0,0.0,61.7,67.095,5.395,123.1,0.5,0.5,0.545045,124.5,0.5,0.5,0.543333,
12/31/2012,673.2,339.8,333.4,-37.2,37.2,636.0,0.0,-579.7,36.7,543.0,56.3,-10.9,10.9,10.9,0.0,,0.0,45.4,-11.9,33.5,0.0,0.0,0.0,33.5,0.0,33.5,0.0,0.0,33.5,44.29,10.79,124.941,0.27,0.27,0.354487,126.315,0.27,0.27,0.354487,
03/31/2013,674.1,326.8,347.3,-58.1,58.1,616.0,0.0,-562.5,40.4,522.1,53.5,-11.2,,11.2,,,0.0,42.3,-1.8,40.5,0.0,0.0,0.0,40.5,0.0,40.5,0.0,0.0,40.5,45.05,4.55,126.1,0.32,0.32,0.357256,127.5,0.32,0.32,0.355686,
06/30/2013,779.5,400.9,378.6,-76.6,76.6,702.9,0.0,-593.6,42.8,550.8,109.3,-11.9,,11.9,,,0.0,97.4,-3.9,93.5,0.0,0.0,0.0,93.5,0.0,93.5,0.0,0.0,93.5,93.435,-0.065,127.3,0.73,0.73,0.733975,128.9,0.73,0.73,0.729496,
09/30/2013,835.8,399.1,436.7,-146.9,146.9,688.9,0.0,-590.3,45.1,545.2,98.6,-13.1,,13.1,,,0.0,85.5,-10.9,74.6,0.0,0.0,0.0,74.6,0.0,74.6,0.0,0.0,74.6,81.165,6.565,129.8,0.57,0.57,0.625308,131.3,0.57,0.57,0.62,
12/31/2013,890.2,426.3,463.9,-155.7,155.7,734.5,0.0,-671.3,50.3,621.0,63.2,-13.9,13.9,13.9,0.0,,0.0,49.3,10.7,60.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,67.605,7.605,132.334,0.45,0.45,0.510866,133.99,0.45,0.45,0.506758,
03/31/2014,915.0,411.5,503.5,-171.0,171.0,744.0,0.0,-673.1,52.9,620.2,70.9,-16.2,,16.2,,,0.0,54.7,3.1,57.8,0.0,0.0,0.0,57.8,-8.5,49.3,0.0,0.0,49.3,58.335,9.035,134.2,0.37,0.37,0.434687,135.8,0.36,0.36,0.426532,
06/30/2014,1179.3,539.5,639.8,-270.5,270.5,908.8,0.0,-775.7,59.5,716.2,133.1,-21.2,,21.2,,,0.0,111.9,1.8,113.7,0.0,0.0,0.0,113.7,-4.7,109.0,0.0,0.0,109.0,94.532,-14.468,154.3,0.71,0.71,0.612651,155.7,0.7,0.7,0.607078,
09/30/2014,1286.8,572.5,714.3,-326.2,326.2,960.6,0.0,-839.3,72.9,766.4,121.3,-25.9,,25.9,,,0.0,95.4,5.9,101.3,0.0,0.0,0.0,101.3,-7.7,93.6,0.0,0.0,93.6,109.33,15.73,160.2,0.58,0.58,0.682459,161.5,0.58,0.58,0.677399,
12/31/2014,1245.4,559.5,685.9,-291.2,291.2,954.2,0.0,-902.2,73.6,828.6,52.0,-25.7,25.7,25.7,0.0,,0.0,26.3,25.2,51.5,0.0,0.0,0.0,51.5,0.0,51.5,0.0,0.0,51.5,67.295,15.795,162.705,0.31,0.31,0.413601,164.007,0.31,0.31,0.406307,
03/31/2015,1231.3,519.7,711.6,-309.3,309.3,922.0,0.0,-865.5,76.2,789.3,56.5,-25.6,,25.6,,,0.0,30.9,1.5,32.4,0.0,0.0,0.0,32.4,-10.5,21.9,0.0,0.0,21.9,47.25,25.35,165.6,0.13,0.13,0.285326,166.8,0.13,0.13,0.281978,
06/30/2015,1371.4,634.3,737.1,-306.8,306.8,1064.6,0.0,-910.1,82.3,827.8,154.5,-26.0,,26.0,,,0.0,128.5,19.1,147.6,0.0,0.0,0.0,147.6,-8.3,139.3,0.0,0.0,139.3,161.9,22.6,170.6,0.82,0.82,0.949004,171.7,0.81,0.81,0.941625,
09/30/2015,1454.8,594.6,860.2,-418.9,418.9,1035.9,0.0,-904.6,81.9,822.7,131.3,-25.6,,25.6,,,0.0,105.7,35.2,140.9,0.0,0.0,0.0,140.9,-7.6,133.3,0.0,0.0,133.3,142.505,9.205,176.0,0.76,0.76,0.809688,176.8,0.75,0.75,0.802064,
12/31/2015,1334.9,590.1,744.8,-316.5,316.5,1018.4,0.0,-964.2,93.8,870.4,54.2,-25.8,25.8,25.8,0.0,,0.0,28.4,39.8,68.2,0.0,0.0,0.0,68.2,-5.9,62.3,0.0,0.0,62.3,119.90602,57.60602,176.81,0.35,0.35,0.678163,177.551,0.35,0.35,0.674448,
03/31/2016,1300.4,566.0,734.4,-304.4,304.4,996.0,0.0,-914.5,84.0,830.5,81.5,-25.8,,25.8,,,0.0,55.7,2.2,57.9,0.0,0.0,0.0,57.9,-11.4,46.5,0.0,0.0,46.5,54.565,8.065,177.0,0.26,0.26,0.308277,177.6,0.26,0.26,0.305411,
06/30/2016,1427.1,663.4,763.7,-325.0,325.0,1102.1,0.0,-937.4,88.6,848.8,164.7,-27.2,,27.2,,,0.0,137.5,18.2,155.7,0.0,0.0,0.0,155.7,-5.7,150.0,0.0,0.0,150.0,173.3,23.3,177.4,0.85,0.85,0.976888,178.3,0.84,0.84,0.970679,
09/30/2016,1482.3,612.9,869.4,-449.7,449.7,1032.6,0.0,-909.2,88.9,820.3,123.4,-28.5,,28.5,,,0.0,94.9,35.5,130.4,0.0,0.0,0.0,130.4,-7.6,122.8,0.0,0.0,122.8,138.1,15.3,177.6,0.69,0.69,0.77759,178.5,0.69,0.69,0.775714,
