Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,4005.719971,82.179996,74.339996,7.84,603.849976,,,787.669983,,,,,77.559998,,,,,1551.26001,1021.580017,,,130.0,,1302.880005,,,,,1302.880005,2454.460022,,135.910004,135.910004,,,,123.309998,,,,,,299.019989,,,299.019989,558.23999,1430.329956,,,,,119.769997,,,,119.769997,1550.099953,2108.339943,0.0,198.880005,,,0.0,,1698.5,1897.380005,0.0,1897.380005,4005.719948,
01/01/1993,3986.560059,54.319998,45.349998,8.97,547.840027,,,781.700012,,,,,81.68,,,,,1465.540039,1030.530029,1554.0,-523.469971,130.0,,1360.48999,,,,,1360.48999,2521.020019,,133.210007,133.210007,,,,94.809998,,,,,,263.490005,,,263.490005,491.51001,1487.089966,,,,,121.080002,,,,121.080002,1608.169968,2099.679978,0.0,213.839996,,,0.0,,1673.040039,1886.880035,0.0,1886.880035,3986.560013,
03/31/1993,3976.080078,58.089999,49.619999,8.47,622.059998,,,795.340027,,,,,74.389999,,,,,1549.880005,1033.869995,,,130.0,,1262.329956,,,,,1262.329956,2426.199951,,141.240005,141.240005,,,,105.010002,,,,,,271.249992,,,271.249992,517.5,1421.400024,,,,,123.489998,,,,123.489998,1544.890022,2062.390022,0.0,217.320007,,,0.0,,1696.369995,1913.690002,0.0,1913.690002,3976.080025,
06/30/1993,4018.52002,54.530002,49.740002,4.79,616.130005,,,826.080017,,,,,75.599998,,,,,1572.339966,1049.869995,,,130.0,,1266.310059,,,,,1266.310059,2446.180054,,139.5,139.5,,,,124.5,,,,,,263.890015,,,263.890015,527.890015,1415.920044,,,,,125.739998,,,,125.739998,1541.660042,2069.550056,0.0,217.929993,,,0.0,,1731.040039,1948.970032,0.0,1948.970032,4018.520088,
09/30/1993,4147.370117,152.970002,148.080002,4.89,636.210022,,,845.369995,,,,,73.309998,,,,,1707.859985,1058.599976,,,130.0,,1250.910034,,,,,1250.910034,2439.51001,,138.869995,138.869995,,,,129.449997,,,,,,302.779984,,,302.779984,571.099976,1479.650024,,,,,130.160004,,,,130.160004,1609.810028,2180.910004,0.0,218.660004,,,0.0,,1747.800049,1966.460052,0.0,1966.460052,4147.370056,
12/31/1993,4021.060059,124.870003,119.980003,4.89,610.119995,,,824.130005,,,,,84.699997,,,,,1643.819946,1095.170044,1683.359985,-588.190002,0.0,,1282.069946,,,,,1282.069946,2377.23999,,161.220001,161.220001,,,,33.16,,,,,,296.060001,,,296.060001,490.440002,1418.290039,,,,,113.900002,,,,113.900002,1532.190041,2022.630043,0.0,222.729996,,,0.0,,1775.699951,1998.429947,0.0,1998.429947,4021.05999,
03/31/1994,4127.870117,50.779998,45.919998,4.86,695.460022,,,862.969971,,,,,76.239998,,,,,1685.449951,1121.910034,,,0.0,,1320.51001,,,,,1320.51001,2442.420044,,160.009995,160.009995,,,,43.950001,,,,,,305.689999,,,305.689999,509.649994,1417.800049,,,,,113.980003,,,,113.980003,1531.780052,2041.430046,0.0,274.709991,,,0.0,,1811.72998,2086.439972,0.0,2086.439972,4127.870018,
06/30/1994,4275.72998,68.43,58.52,9.91,706.669983,,,900.02002,,,,,79.480003,,,,,1754.599976,1158.52002,,,0.0,,1362.609985,,,,,1362.609985,2521.130005,,165.399994,165.399994,,,,31.450001,,,,,,316.960003,,,316.960003,513.809998,1477.420044,,,,,117.470001,,,,117.470001,1594.890045,2108.700043,0.0,259.26001,,,0.0,,1907.77002,2167.030029,0.0,2167.030029,4275.730072,
09/30/1994,4364.200195,89.370001,79.470001,9.9,729.210022,,,929.299988,,,,,80.190002,,,,,1828.069946,1173.079956,,,0.0,,1363.050049,,,,,1363.050049,2536.130005,,172.580002,172.580002,,,,43.360001,,,,,,355.23999,,,355.23999,571.179993,1447.469971,,,,,120.720001,,,,120.720001,1568.189972,2139.369965,0.0,263.809998,,,0.0,,1961.02002,2224.830017,0.0,2224.830017,4364.199982,
12/31/1994,4390.040039,71.07,61.16,9.91,745.169983,,,948.830017,,,,,126.370003,,,,,1891.439941,1231.810059,1917.890015,-686.080017,0.0,,1266.790039,,,,,1266.790039,2498.600098,,201.320007,201.320007,,,,48.380001,,,,,,351.58997,,,351.58997,601.289978,1592.609985,,,,,83.459999,,,,83.459999,1676.069984,2277.359962,0.0,201.830002,,,0.0,,1910.849976,2112.679978,0.0,2112.679978,4390.03994,
03/31/1995,4542.720215,66.73,55.209999,11.52,798.030029,,,1007.419983,,,,,121.029999,,,,,1993.209961,1268.849976,,,0.0,,1280.660034,,,,,1280.660034,2549.51001,,189.940002,189.940002,,,,92.970001,,,,,,384.800018,,,384.800018,667.710022,1571.97998,,,,,85.93,,,,85.93,1657.909981,2325.620003,0.0,243.259995,,,0.0,,1973.839966,2217.09996,0.0,2217.09996,4542.719963,
06/30/1995,4698.540039,77.329998,65.809998,11.52,792.609985,,,1037.810059,,,,,120.470001,,,,,2028.219971,1307.880005,,,0.0,,1362.439941,,,,,1362.439941,2670.319946,,190.630005,190.630005,,,,73.150002,,,,,,361.259972,,,361.259972,625.039978,1684.290039,,,,,88.339996,,,,88.339996,1772.630035,2397.670013,0.0,285.720001,,,0.0,,2015.150024,2300.870026,0.0,2300.870026,4698.540039,
09/30/1995,4707.779785,84.570004,73.050003,11.52,824.340027,,,999.47998,,,,,125.010002,,,,,2033.400024,1323.73999,,,0.0,,1350.640015,,,,,1350.640015,2674.380005,,196.279999,196.279999,,,,56.439999,,,,,,381.980015,,,381.980015,634.700012,1656.0,,,,,90.75,,,,90.75,1746.75,2381.450012,0.0,286.269989,,,0.0,,2040.060059,2326.330048,0.0,2326.330048,4707.78006,
12/31/1995,3778.629883,60.470001,60.470001,0.0,439.899994,,,391.76001,,,,,72.370003,,,,,964.5,856.690002,1342.369995,-485.679993,0.0,,1957.439941,,,,,1957.439941,2814.129943,,125.230003,125.230003,,,,25.690001,,,,,,294.930002,,,294.930002,445.850006,1577.099976,,,,,100.25,,,,100.25,1677.349976,2123.199982,0.0,288.929993,,,0.0,,1366.5,1655.429993,0.0,1655.429993,3778.629975,
03/31/1996,3802.959961,45.689999,45.689999,0.0,489.73999,,,389.399994,,,,,66.279999,,,,,991.109985,865.340027,,,0.0,,1946.51001,,,,,1946.51001,2811.850037,,107.07,107.07,,,,18.42,,,,,,295.450003,,,295.450003,420.940002,1594.890015,,,,,102.959999,,,,102.959999,1697.850014,2118.790016,0.0,290.070007,,,0.0,,1394.099976,1684.169983,0.0,1684.169983,3802.959999,
06/30/1996,3918.76001,73.029999,73.029999,0.0,492.600006,,,399.359985,,,,,73.050003,,,,,1038.040039,884.049988,,,0.0,,1996.670044,,,,,1996.670044,2880.720032,,118.910004,118.910004,,,,23.219999,,,,,,334.709993,,,334.709993,476.839996,1622.040039,,,,,106.410004,,,,106.410004,1728.450043,2205.290039,0.0,292.339996,,,0.0,,1421.130005,1713.470001,0.0,1713.470001,3918.76004,
09/30/1996,3489.820068,196.5,196.5,0.0,526.039978,,,417.130005,,,,,72.559998,,,,,1212.22998,906.450012,,,0.0,,1371.140015,,,,,1371.140015,2277.590027,,114.360001,114.360001,,,,8.34,,,,,,374.870007,,,374.870007,497.570007,1102.02002,,,,,113.059998,,,,113.059998,1215.080017,1712.650024,0.0,296.420013,,,0.0,,1480.75,1777.170013,0.0,1777.170013,3489.820038,
12/31/1996,3701.649902,473.730011,473.730011,0.0,466.899994,,,411.940002,,,,,77.199997,,,,,1429.77002,940.590027,1474.079956,-533.48999,507.720001,,823.570007,,,,,823.570007,2271.880035,,149.5,149.5,,,,7.59,,,,,,361.350002,,,361.350002,518.440002,1236.319946,,,,,107.080002,,,,107.080002,1343.399948,1861.83995,0.0,300.880005,,,0.0,,1538.930054,1839.810059,0.0,1839.810059,3701.650009,
03/31/1997,3684.129883,327.589996,327.589996,0.0,518.419983,,,424.700012,,,,,91.370003,,,,,1362.079956,939.059998,,,516.900024,,866.090027,,,,,866.090027,2322.050049,,128.860001,128.860001,,,,6.6,,,,,,344.230002,,,344.230002,479.690002,1216.170044,,,,,101.68,,,,101.68,1317.850044,1797.540047,0.0,311.380005,,,0.0,,1575.209961,1886.589966,0.0,1886.589966,3684.130013,
06/30/1997,3796.290039,333.170013,333.170013,0.0,537.52002,,,448.269989,,,,,91.839996,,,,,1410.800049,949.650024,,,525.52002,,910.320007,,,,,910.320007,2385.490051,,129.630005,129.630005,,,,11.27,,,,,,369.420002,,,369.420002,510.320007,1228.72998,,,,,105.410004,,,,105.410004,1334.139984,1844.459991,0.0,319.910004,,,0.0,,1631.920044,1951.830048,0.0,1951.830048,3796.290039,
09/30/1997,4223.620117,379.040009,379.040009,0.0,584.450012,,,496.920013,,,,,108.599998,,,,,1569.01001,1004.169983,,,383.589996,,1266.849976,,,,,1266.849976,2654.609955,,140.919998,140.919998,,,,84.269997,,,,,,416.400032,,,416.400032,641.590027,1321.25,,,,,116.650002,,,,116.650002,1437.900002,2079.490028,0.0,449.420013,,,0.0,,1694.709961,2144.129974,0.0,2144.129974,4223.620003,
12/31/1997,4333.759766,441.329987,441.329987,0.0,559.049988,,,515.0,229.039993,161.919998,124.040001,,111.339996,,,,,1626.719971,1037.319946,1625.369995,-588.049988,393.140015,,1276.579956,729.190002,,,,547.389954,2707.039917,,166.309998,166.309998,,,,68.459999,,,,,,385.230003,,,385.230003,620.0,1321.469971,,,,,163.270004,,,,163.270004,1484.739975,2104.739975,0.0,470.130005,,,0.0,,1758.890015,2229.02002,0.0,2229.02002,4333.759995,
03/31/1998,4381.890137,174.899994,174.899994,0.0,679.400024,,,543.890015,246.539993,126.169998,171.179993,,119.269997,,,,,1517.459961,1073.890015,,,403.279999,,1387.26001,856.419983,,,,530.840027,2864.430023,,157.369995,157.369995,,,,25.790001,,,,,,366.68998,,,366.68998,549.849976,1162.119995,,,,,181.199997,,,,181.199997,1343.319992,1893.169968,0.0,654.890015,,,0.0,,1833.829956,2488.719971,0.0,2488.719971,4381.889938,
06/30/1998,4766.919922,416.589996,416.589996,0.0,674.849976,,,560.880005,257.130005,175.886719,127.860001,,143.690002,,,,,1796.01001,1073.170044,,,413.289062,,1484.449951,918.309998,,,,566.139954,2970.909058,,156.800003,156.800003,,,,24.450001,,,,,,384.619991,,,384.619991,565.869995,1417.859985,,,,,180.800003,,,,180.800003,1598.659988,2164.529984,0.0,657.059998,,,0.0,,1945.329956,2602.389954,0.0,2602.389954,4766.919937,
12/31/1998,5618.85,553.15,553.15,0.0,800.28,,,646.93,262.41,236.61,147.91,0.0,81.64,,,,,2082.0,1357.83,2091.49,-733.66,434.64,,1744.38,1055.79,1055.79,0.0,,688.59,3536.85,,196.93,196.93,,,,309.32,,,,,,470.09,,,470.09,976.34,1638.29,,,,,230.18,,,,230.18,1868.47,2844.81,0.0,1027.81,,,0.0,,1746.23,2774.04,0.0,2774.04,5618.85,
06/30/1999,5395.94,78.36,78.36,0.0,845.37,,,626.75,238.29,145.89,242.57,,71.5,,,,,1621.98,1253.91,,,457.28,,2062.77,1342.2,1342.2,0.0,228.83,491.74,3773.96,,186.6,186.6,,,,253.0,,,,,,479.35,,,479.35,918.95,1506.84,,,,,204.63,,,,204.63,1711.47,2630.42,0.0,531.58,,,0.0,2300.48,-66.54,2765.52,0.0,2765.52,5395.94,
09/30/1999,6647.72,145.52,145.52,0.0,1124.87,,,777.61,305.41,144.58,327.62,,112.32,,,,,2160.32,1579.96,,,469.22,,2438.22,1734.58,1734.58,0.0,203.7,499.94,4487.4,,255.43,255.43,,,,147.38,,,,,,567.51,,,567.51,970.32,2420.41,,,,,213.9,,,,213.9,2634.31,3604.63,0.0,1038.43,,,0.0,2038.51,-33.85,3043.09,0.0,3043.09,6647.72,
12/31/1999,6634.92,230.78,230.78,0.0,1002.63,,,769.87,307.06,290.44,172.37,0.0,106.5,,,,,2109.78,1624.36,2439.1,-814.74,481.27,,2419.51,1742.93,1742.93,0.0,,676.58,4525.14,,243.81,243.81,,,,62.3,,,,,,540.32,,,540.32,846.43,2431.27,,,,,220.72,,,,220.72,2651.99,3498.42,0.0,1045.5,,,0.0,,2091.0,3136.5,0.0,3136.5,6634.92,
03/31/2000,7207.54,74.22,74.22,0.0,1166.87,,,884.0,341.48,189.88,352.64,0.0,113.46,,,,,2238.55,1750.38,,,514.37,,2704.24,1876.84,1876.84,0.0,200.9,626.5,4968.99,,272.44,272.44,,,,363.24,,,,,,593.63,,,593.63,1229.31,2431.67,,,,,228.63,,,,228.63,2660.3,3889.61,0.0,1125.93,,,0.0,2271.67,-79.67,3317.93,0.0,3317.93,7207.54,
09/30/2000,7885.06,181.23,181.23,0.0,1182.36,,,912.46,340.32,194.48,377.66,0.0,130.3,,,,,2406.35,1827.26,,,541.51,,3109.94,2148.51,2148.51,0.0,199.76,761.67,5478.71,,254.33,254.33,,,,888.52,,,,,,715.17,,,715.17,1858.02,2277.04,,,,,233.45,,,,233.45,2510.49,4368.51,0.0,1218.01,,,0.0,2529.16,-230.62,3516.55,0.0,3516.55,7885.06,
12/31/2000,7744.0,169.43,169.43,0.0,1099.15,,,912.96,348.42,187.27,377.27,0.0,126.62,,,,,2308.16,1906.84,2833.29,-926.45,533.67,,2995.33,2190.77,2190.77,0.0,,804.56,5435.84,,250.46,250.46,,,,210.95,,,,,,616.64,,,616.64,1078.05,3018.24,,,,,221.65,,,,221.65,3239.89,4317.94,0.0,1075.87,,,0.0,,2350.19,3426.06,0.0,3426.06,7744.0,
03/31/2001,8573.58,89.43,89.43,0.0,1287.65,,,988.56,382.22,189.77,416.57,0.0,143.03,,,,,2508.67,1924.82,,,557.95,,3582.14,2666.12,2666.12,0.0,81.84,834.18,6064.91,,279.33,279.33,,,,216.61,,,,,,603.69,,,603.69,1099.63,3604.76,,,,,193.81,,,,193.81,3798.57,4898.2,0.0,1328.25,,,0.0,2573.17,-226.04,3675.38,0.0,3675.38,8573.58,
06/30/2001,8824.98,106.49,106.49,0.0,1336.82,,,1023.17,394.96,186.37,441.84,0.0,150.43,,,,,2616.91,1949.61,,,572.55,,3685.91,2745.48,2745.48,0.0,83.91,856.52,6208.07,,313.34,313.34,,,,208.95,,,,,,662.12,,,662.12,1184.41,3685.76,,,,,226.29,,,,226.29,3912.05,5096.46,0.0,1323.13,,,0.0,2652.42,-247.03,3728.52,0.0,3728.52,8824.98,
09/30/2001,9213.23,146.31,146.31,0.0,1319.47,,,1001.55,391.94,184.42,425.19,0.0,149.66,,,,,2616.99,2006.22,,,112.55,,4477.47,3516.62,3516.62,0.0,86.58,874.27,6596.24,,286.45,286.45,,,,194.94,,,,,,683.26,,,683.26,1164.65,3823.05,,,,,118.83,,,,118.83,3941.88,5106.53,0.02,1810.48,,,0.0,2469.22,-173.02,4106.7,0.0,4106.7,9213.23,
12/31/2001,9183.33,311.99,311.99,0.0,1204.21,,,913.1,392.82,356.36,163.92,0.0,197.62,,,,,2626.92,2016.73,3029.95,-1013.22,132.55,,4407.13,3543.89,3234.0,309.89,,863.24,6556.41,,322.28,322.28,,,,129.86,,,,,,784.42,,,784.42,1236.56,3627.63,,,,,199.31,,,,199.31,3826.94,5063.5,0.02,1839.87,,,0.0,,2279.94,4119.83,0.0,4119.83,9183.33,
06/30/2002,10418.08,628.75,628.75,0.0,1520.63,,,989.13,400.41,148.54,440.18,0.0,176.1,,,,,3314.61,2096.2,,,0.0,,5007.27,3727.91,3426.59,301.32,94.36,1185.0,7103.47,,469.13,469.13,,,,134.51,,,,,,925.12,,,925.12,1528.76,3635.48,,,,,172.06,,,,172.06,3807.54,5336.3,0.02,2514.77,,,0.0,2608.14,-41.15,5081.78,0.0,5081.78,10418.08,
12/31/2002,12050.0,1067.0,1067.0,0.0,1546.0,1546.0,,1056.0,410.0,149.0,497.0,0.0,281.0,,,,,3950.0,2315.0,3461.0,-1146.0,0.0,,5785.0,4651.0,4297.0,354.0,,1134.0,8100.0,,541.0,541.0,,,,321.0,,,,,,1070.0,,,1070.0,1932.0,4316.0,,,,,508.0,,,,508.0,4824.0,6756.0,0.0,2696.0,,,0.0,2784.0,-186.0,5294.0,0.0,5294.0,12050.0,
03/31/2003,11970.320312,748.450012,748.450012,0.0,1683.73999,,,1123.199951,425.519989,536.940002,160.740005,0.0,272.549988,,,,,3827.939941,2364.929932,,,0.0,,5777.450195,4698.02002,4346.310059,351.709961,,1079.430176,8142.380127,,657.150024,657.150024,,,,301.049988,,,,,,988.600037,,,988.600037,1946.800049,4321.77002,,,,,502.630005,,,,502.630005,4824.400024,6771.200073,0.02,2508.939941,,,0.0,,2690.159912,5199.119854,0.0,5199.119854,11970.319927,
06/30/2003,12279.980469,785.440002,785.440002,0.0,1775.959961,,,1161.849976,436.51001,564.210022,161.130005,0.0,263.130005,,,,,3986.379883,2424.600098,,,0.0,,5869.0,4855.819824,4507.529785,348.290039,,1013.180176,8293.600098,,676.52002,676.52002,,,,809.049988,,,,,,1152.53009,,,1152.53009,2638.100098,3816.72998,,,,,517.539978,,,,517.539978,4334.269958,6972.370056,0.02,2274.129883,,,0.0,3041.310059,-7.850098,5307.609844,0.0,5307.609844,12279.9799,
09/30/2003,12200.58,907.71,907.71,0.0,1830.36,1830.36,,1025.9,374.71,139.31,511.88,0.0,262.75,,,,,4026.72,2295.12,,,0.0,,5878.74,4853.59,4505.28,348.31,0.0,1025.15,8173.86,,706.32,706.32,,,,500.04,,,,,,1096.2,,,1096.2,2302.56,3836.28,,,,,657.15,,,,657.15,4493.43,6795.99,0.02,2120.94,,,0.0,3282.7,0.93,5404.59,0.0,5404.59,12200.58,
12/31/2003,12173.0,795.0,795.0,,1674.0,1674.0,,1019.0,405.0,142.0,472.0,,316.0,,,,,3804.0,2339.0,3597.0,-1258.0,,,6030.0,4835.0,4491.0,344.0,,1195.0,8369.0,,715.0,715.0,,,,334.0,,,,,,1148.0,,,1148.0,2197.0,3848.0,,,,,672.0,,,,672.0,4520.0,6717.0,,1901.0,,,,3299.0,256.0,5456.0,,5456.0,12173.0,
03/31/2004,12249.0,624.0,624.0,0.0,1820.0,,,1033.0,371.0,134.0,528.0,0.0,270.0,,,,,3747.0,2153.0,,,0.0,,6349.0,4755.0,4417.0,338.0,,1594.0,8502.0,,808.0,808.0,,,,313.0,,,,,,986.0,,,986.0,2107.0,4197.0,,,,,818.0,,,,818.0,5015.0,7122.0,0.0,1494.0,,,0.0,3394.0,239.0,5127.0,0.0,5127.0,12249.0,
06/30/2004,12277.0,527.0,527.0,0.0,1929.0,1929.0,,1134.0,396.0,146.0,592.0,0.0,277.0,,,,,3867.0,2165.0,,,0.0,,6245.0,4777.0,4443.0,334.0,,1468.0,8410.0,,869.0,869.0,,,,136.0,,,,,,1045.0,,,1045.0,2050.0,4297.0,,,,,910.0,,,,910.0,5207.0,7257.0,0.0,1252.0,,,0.0,3583.0,185.0,5020.0,0.0,5020.0,12277.0,
09/30/2004,12389.0,969.0,969.0,0.0,1908.0,1908.0,,1126.0,386.0,153.0,587.0,0.0,276.0,,,,,4279.0,2165.0,,,0.0,,5945.0,4775.0,4445.0,330.0,,1170.0,8110.0,,852.0,852.0,,,,44.0,,,,,,1130.0,,,1130.0,2026.0,4210.0,,,,,911.0,,,,911.0,5121.0,7147.0,0.0,1173.0,,,0.0,3856.0,213.0,5242.0,0.0,5242.0,12389.0,
12/31/2004,12541.0,1256.0,1256.0,0.0,1732.0,1732.0,,1132.0,406.0,149.0,577.0,0.0,282.0,,,,,4402.0,2272.0,3535.0,-1263.0,0.0,,5867.0,4479.0,4408.0,71.0,,1388.0,8139.0,,837.0,837.0,,,,80.0,,,,,,1230.0,,,1230.0,2147.0,4187.0,,,,,784.0,,,,784.0,4971.0,7118.0,0.0,1089.0,,,0.0,3880.0,454.0,5423.0,0.0,5423.0,12541.0,
03/31/2005,12135.0,940.0,940.0,0.0,1902.0,,,1191.0,427.0,174.0,590.0,0.0,269.0,,,,,4302.0,2243.0,,,0.0,,5590.0,4685.0,4364.0,321.0,,905.0,7833.0,,892.0,892.0,,,,882.0,,,,,,1202.0,,,1202.0,2976.0,3407.0,,,,,744.0,,,,744.0,4151.0,7127.0,0.0,687.0,,,0.0,4029.0,292.0,5008.0,0.0,5008.0,12135.0,
06/30/2005,12651.0,1538.0,1538.0,0.0,1956.0,,,1224.0,434.0,172.0,618.0,0.0,269.0,,,,,4987.0,2205.0,,,0.0,,5459.0,4624.0,4307.0,317.0,,835.0,7664.0,,951.0,951.0,,,,875.0,,,,,,1206.0,,,1206.0,3032.0,3876.0,,,,,764.0,,,,764.0,4640.0,7672.0,0.0,564.0,,,0.0,4217.0,198.0,4979.0,0.0,4979.0,12651.0,
