Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,237.654007,76.914001,0.0,178.251999,-17.511999,,,,,,,,,,,,,,,,,
06/30/1990,103.653999,113.767998,24.103001,3.661,-37.877998,,,,,,,,,,,,,,,,,
09/30/1990,172.065994,107.231003,14.913,90.814003,-40.891998,,,,,,,,,,,,,,,,,
12/31/1990,429.063995,93.357002,27.562,-287.225006,595.369995,,,,,,,,,,,,,,,,,
03/31/1991,208.462997,84.170998,14.226,142.326996,-32.261002,,,,,,,,,,,,,,,,,
06/30/1991,99.161003,103.711998,13.065,75.218002,-92.834,,,,,,,,,,,,,,,,,
09/30/1991,233.867493,107.747002,12.9245,123.318001,-10.122,,,,,,,,,,,,,,,,,
12/31/1991,192.999496,109.431999,-7.1635,70.667999,20.063,,,,,,,,,,,,,,,,192.999496,
03/31/1992,266.994995,182.270996,7.82,-53.069,129.973007,,,,,,,,,,,,,,,,,
06/30/1992,176.136993,143.121994,7.011,75.332001,-49.327999,,,,,,,,,,,,,,,,,
09/30/1992,372.553986,-63.886002,8.391,372.757996,55.291,,,,,,,,,,,,,,,,,
12/31/1992,-56.319,-417.545013,10.495,412.010986,-61.279999,,,,,,,,,,,,,,,,-56.319,
03/31/1993,167.959,88.030998,5.899,35.937,38.091999,,,,,,,,,,,,,,,,,
06/30/1993,158.283997,108.497002,3.661,-16.069,62.195,,,,,,,,,,,,,,,,,
09/30/1993,256.90799,141.388,5.548,176.294006,-66.321999,,,,,,,,,,,,,,,,,
12/31/1993,150.317001,89.693001,5.125,31.24,24.259001,,,,,,,,,,,,,,,,150.317001,
03/31/1994,215.688004,64.436996,4.545,133.578003,13.128,,,,,,,,,,,,,,,,,
06/30/1994,309.718994,127.762001,4.851,113.695999,63.41,,,,,,,,,,,,,,,,,
09/30/1994,136.445999,129.807999,6.088,308.47699,-307.927002,,,,,,,,,,,,,,,,,
12/31/1994,237.363998,120.820999,8.464,306.463989,-198.384995,,,,,,,,,,,,,,,,237.363998,
03/31/1995,226.975998,110.596001,5.988,114.460999,-4.069,,,-10.776,,,,,,,,,,,,,,
06/30/1995,116.639999,112.967003,6.253,187.619003,-190.199005,-11.768,,-11.768,,,,,,,,,,,,,104.871999,
09/30/1995,272.872986,142.399002,8.197,226.776993,-104.5,-14.778,,-14.778,,,,,,,,,,,,,258.094986,
12/31/1995,301.255005,155.246994,6.976,96.450996,42.581001,-17.549999,,-17.549999,,,,,,,,,,,,,283.705006,
03/31/1996,211.876999,128.820999,,-25.028999,108.084999,-6.097,,-6.097,,,,,,,,,,,,,205.779999,
06/30/1996,143.128006,130.052994,,106.505997,-93.431,-7.613,,-7.613,,,,,,,,,,,,,135.515006,
09/30/1996,399.580994,128.934006,,251.917999,18.729,-11.154,,-11.154,,,,,,,,,,,,,388.426994,
12/31/1996,303.723999,62.291,,78.528,162.904999,,,-5.562,,,,,,,,,,,,,,
03/31/1997,64.288,124.549,0.0,10.468,-70.729,-54.109,0.0,-15.791,-800.005,773.216,-11.529,-9.01,-39.453,0.0,30.0,-8.662,0.0,-0.067,0.0,9.172,1.169,
06/30/1997,174.932,288.942,0.0,-185.606,71.596,-114.172,0.0,-54.9,-2118.777,2060.854,-1.349,-43.285,,0.0,251.057,-94.493,18.471,-301.918,53.273,39.453,17.475,
09/30/1997,387.738,215.172,,-71.97,244.536,-517.598,0.0,-35.989,-1468.645,1123.915,-136.879,105.634,-148.637,0.0,116.625,,1.929,-25.529,161.313,-0.067,-24.226,
12/31/1997,148.600006,255.759995,,-107.160004,,,,-18.67,,,,,,,,,,,,,,
03/31/1998,10.0,195.0,33.0,-50.0,-168.0,57.0,0.0,-17.0,-991.0,1112.0,-47.0,-49.0,-50.0,0.0,0.0,-91.0,61.0,0.0,31.0,0.0,18.0,
06/30/1998,-29.0,-274.0,31.0,-135.0,349.0,162.0,0.0,-35.0,-1297.0,1438.0,56.0,-135.0,-53.0,0.0,36.0,-103.0,0.0,-34.0,19.0,0.0,-2.0,
09/30/1998,240.0,68.0,34.0,-25.0,163.0,-268.0,0.0,-9.0,-1691.0,1465.0,-33.0,40.0,-62.0,0.0,25.0,-11.0,0.0,-15.0,103.0,0.0,12.0,
12/31/1998,-152.0,101.0,35.0,-288.0,,,,-26.0,,,,,,,,,,,,,,
03/31/1999,77.0,165.0,42.0,-130.0,-65.0,-257.0,0.0,-43.0,-1644.0,1430.0,0.0,208.0,-61.0,0.0,275.0,-21.0,6.0,-229.0,238.0,0.0,28.0,
06/30/1999,-112.0,204.0,27.0,-3.0,-275.0,-129.0,0.0,-30.0,-1796.0,1717.0,-20.0,219.0,-62.0,0.0,11.0,-20.0,16.0,-36.0,308.0,2.0,-22.0,
09/30/1999,196.0,327.0,31.0,-226.0,64.0,28.0,0.0,-25.0,-1555.0,1292.0,316.0,-201.0,-61.0,0.0,0.0,-213.0,0.0,-7.0,85.0,-2.0,23.0,
