Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,1991.0,-1548,443.0,-284,159.0,-52,-12,4,99.0,-42,57.0,0,0,57.0,0.0,,57.0,,,57.0,,0.465,0.465,122.199997,0.465,0.465,0.465,122.199997,
06/30/1990,2100.0,-1653,447.0,-296,151.0,-46,-3,1,103.0,-40,63.0,0,0,63.0,0.0,,63.0,,,63.0,,0.51,0.51,122.199997,0.51,0.51,0.51,122.199997,
09/30/1990,2012.0,-1601,411.0,-287,124.0,-45,-3,3,79.0,-33,46.0,0,0,46.0,0.0,,46.0,,,46.0,,0.38,0.38,121.599998,0.38,0.38,0.38,121.599998,
12/31/1990,2066.0,-1645,421.0,-304,117.0,-44,-7,-4,62.0,-20,42.0,0,0,42.0,-1.0,,41.0,,,41.0,0.34,0.34,0.34,121.542,0.34,0.34,0.34,121.542,
03/31/1991,1915.0,-1532,383.0,-282,101.0,-45,-2,12,66.0,-31,35.0,0,0,35.0,,,35.0,,,35.0,,0.285,0.285,122.0,0.285,0.285,0.285,122.0,
06/30/1991,1980.0,-1566,414.0,-287,127.0,-48,-1,-33,45.0,-21,24.0,0,0,24.0,,,24.0,,,24.0,,0.195,0.195,122.199997,0.195,0.195,0.195,122.199997,
09/30/1991,1896.0,-1523,373.0,-274,99.0,-49,1,17,68.0,-36,32.0,0,0,32.0,,,32.0,,,32.0,,0.26,0.26,122.800003,0.26,0.26,0.26,122.800003,
12/31/1991,2122.0,-1686,436.0,-344,92.0,-48,-2,-350,-308.0,77,-231.0,0,0,-231.0,-1.0,0.0,-232.0,,,-232.0,-1.89,-1.89,-1.89,123.057998,-1.89,-1.89,-1.89,123.057998,
03/31/1992,2033.0,-1626,407.0,-296,111.0,-46,-3,4,66.0,-29,37.0,-350,0,-313.0,0.0,,-313.0,,,37.0,,0.295,-2.53,123.800003,0.295,0.295,-2.53,123.800003,
06/30/1992,2157.0,-1708,449.0,-314,135.0,-41,-5,9,98.0,-43,55.0,0,0,55.0,0.0,,55.0,,,55.0,,0.44,0.44,124.400002,0.44,0.44,0.44,124.400002,
09/30/1992,2026.0,-1613,413.0,-297,116.0,-40,-6,8,78.0,-35,43.0,0,0,43.0,0.0,,43.0,,,43.0,,0.345,0.345,124.800003,0.345,0.345,0.345,124.800003,
12/31/1992,2095.0,-1670,425.0,-312,113.0,-36,-4,33,106.0,-47,59.0,0,0,59.0,0.0,,59.0,,,59.0,0.47,0.47,0.47,125.599998,0.47,0.47,0.47,125.599998,
03/31/1993,2029.0,-1618,411.0,-280,131.0,-38,-4,-2,87.0,-36,51.0,0,0,51.0,,,51.0,,,51.0,,0.395,0.395,128.199997,0.395,0.395,0.395,128.199997,
06/30/1993,2011.0,-1603,408.0,-277,131.0,-37,0,-1,93.0,-38,55.0,0,0,55.0,0.0,,55.0,,,55.0,,0.425,0.425,130.399994,0.425,0.425,0.425,130.399994,
09/30/1993,1903.0,-1526,377.0,-268,109.0,-34,0,10,85.0,-34,51.0,0,0,51.0,0.0,,51.0,,,51.0,,0.385,0.385,132.399994,0.385,0.385,0.385,132.399994,
12/31/1993,2005.0,-1621,384.0,-267,117.0,-29,4,2,94.0,-31,63.0,-25,0,38.0,0.0,,38.0,,,63.0,0.495,0.495,0.3,126.599998,0.495,0.495,0.3,126.599998,
03/31/1994,2159.399902,-1720,439.399902,-282,157.399994,-29,0,-21,107.399994,-43,64.400002,0,0,64.400002,0.0,,64.400002,,,64.399994,,0.485,0.485,131.600006,0.485,0.485,0.485,131.600006,
06/30/1994,2317.0,-1846,471.0,-288,183.0,-27,0,-17,139.0,-52,87.0,0,0,87.0,0.0,,87.0,,,87.0,,0.665,0.665,130.0,0.665,0.665,0.665,130.0,
09/30/1994,2165.0,-1714,451.0,-288,163.0,-24,0,-6,133.0,-51,82.0,0,0,82.0,0.0,,82.0,,,82.0,,0.63,0.63,129.600006,0.63,0.63,0.63,129.600006,
12/31/1994,2445.600098,-1990,455.600098,-310,145.600006,-25,0,35,155.600006,-56,99.599998,0,0,99.599998,0.0,,99.599998,,,99.600006,0.765,0.765,0.765,129.800004,0.765,0.765,0.765,129.800004,
03/31/1995,2596.0,-2073,523.0,-304,219.0,-24,0,-5,190.0,-75,115.0,0,0,115.0,0.0,,115.0,,,115.0,0.87,0.87,0.87,131.800003,0.87,0.87,0.87,131.800003,
06/30/1995,2712.0,-2184,528.0,-307,221.0,-24,0,0,197.0,-74,123.0,0,0,123.0,0.0,,123.0,,,123.0,0.905,0.905,0.905,133.399994,0.905,0.905,0.905,133.399994,
10/01/1995,2401.0,-1942,459.0,-295,164.0,-28,0,7,143.0,-50,93.0,0,0,93.599998,0.0,,93.599998,,,93.0,0.59,0.695,0.695,134.0,0.59,0.695,0.695,134.0,
12/31/1995,1859.0,-1658,201.0,-78,123.0,-19,0,-9,95.0,-31,64.0,51,0,114.400002,0.0,,114.400002,,,64.0,0.475,0.475,0.855,133.600006,0.475,0.475,0.855,133.600006,
03/31/1996,2514.0,-2051,463.0,-263,200.0,-19,-2,-14,165.0,-62,103.0,14,0,117.0,0.0,,117.0,-3.0,4.0,104.0,0.93,0.92,0.92,134.199997,0.96,0.95,0.95,134.199997,
06/30/1996,2572.0,-2093,479.0,-272,207.0,-20,-1,2,188.0,-71,117.0,13,0,130.0,0.0,,130.0,,,117.0,1.0,1.0,1.0,130.0,0.97,0.97,0.97,133.0,
09/30/1996,2320.0,-2187,133.0,-257,-124.0,-37,0,-57,-218.0,72,-146.0,252,0,106.0,0.0,,106.0,-10.0,,-156.0,0.75,0.82,0.82,129.268005,0.75,0.82,0.82,129.268005,
12/31/1996,2451.100098,-2045,406.100098,-233,173.100006,-8,3,-1,167.100006,-59,108.099998,19,0,127.099998,0.0,,127.099998,1.0,,109.100006,0.87,0.86,1.01,125.842003,0.84,0.83,0.98,130.514999,
03/31/1997,2660.0,-2178,482.0,-265,217.0,-20,-3,1,195.0,-76,119.0,0,0,119.0,-0.1,,118.9,,,118.9,0.95,0.95,0.95,125.199997,0.92,0.92,0.92,129.399994,
06/30/1997,2852.0,-2318,534.0,-294,240.0,-17,-2,-2,219.0,-84,135.0,0,0,135.0,-0.2,,134.8,,,134.8,1.09,1.09,1.09,123.599998,1.05,1.05,1.05,127.699997,
09/30/1997,2521.0,-2055,466.0,-280,186.0,-20,0,0,166.0,-58,108.0,0,0,108.0,-0.1,,107.9,,,107.9,0.88,0.88,0.88,123.099998,0.85,0.85,0.85,127.400002,
12/31/1997,2798.0,-2275,523.0,-854,-331.0,-18,5,4,-340.0,-71,-411.0,0,0,-411.0,0.0,,-411.0,533.0,,122.0,1.0,-3.34,-3.34,122.900002,1.0,-3.34,-3.34,122.900002,
03/31/1998,3095.0,-2575,520.0,-320,200.0,-38,2,40,204.0,-75,129.0,0,0,129.0,-0.2,,128.8,-15.0,5.0,118.8,0.97,1.05,1.05,122.599998,0.95,1.03,1.03,126.199997,
06/30/1998,3028.0,-2481,547.0,-315,232.0,-38,-4,8,198.0,-72,126.0,0,0,126.0,-0.1,,125.9,,,125.9,1.03,1.03,1.03,122.099998,1.0,1.0,1.0,125.400002,
09/30/1998,2836.0,-2314,522.0,-327,195.0,-24,-2,-5,164.0,-60,104.0,0,0,104.0,-0.2,,103.8,13.0,-5.0,111.8,0.93,0.86,0.86,120.5,0.92,0.85,0.85,123.199997,
12/31/1998,2927.0,-2345,582.0,-386,196.0,-14,0,-2,180.0,-62,118.0,0,0,118.0,,,118.0,-14.0,8.0,112.0,0.93,0.98,0.98,119.900002,0.91,0.96,0.96,122.800003,
03/31/1999,3097.0,-2618,479.0,-328,151.0,-43,-49,-55,4.0,-35,-31.0,0,-3,-28.0,-0.3,,-28.3,177.0,,142.7,0.84,-0.24,-0.24,120.099998,0.83,-0.24,-0.24,120.099998,
06/30/1999,4785.0,-3974,811.0,-497,314.0,-142,-21,72,223.0,-78,145.0,0,-6,139.0,-0.1,,138.9,13.7,,152.6,1.27,1.16,1.16,120.599998,1.25,1.14,1.14,123.199997,
09/30/1999,4462.0,-3538,924.0,-536,388.0,-149,26,-54,211.0,-77,134.0,0,0,134.0,-0.1,,133.9,12.4,0.0,146.3,1.2,1.1,1.1,121.400002,1.18,1.08,1.08,124.0,
12/31/1999,4625.0,-3783,842.0,-478,364.0,-143,44,87,352.0,-128,224.0,0,0,224.0,-0.1,,223.9,-59.099998,,164.800002,1.35,1.84,1.84,121.699997,1.33,1.81,1.81,123.800003,
03/31/2000,4565.0,-3806,759.0,-449,310.0,-136,-9,184,349.0,-132,217.0,0,-8,209.0,-0.2,0.0,208.8,-103.0,46.0,151.8,1.24,1.7,1.7,122.300003,1.22,1.68,1.68,124.699997,
06/30/2000,4476.0,-3693,783.0,-427,356.0,-126,-34,129,325.0,-115,210.0,0,-10,200.0,-0.1,0.0,199.9,-56.0,23.0,166.9,1.36,1.62,1.62,123.199997,1.33,1.59,1.59,125.599998,
