Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
04/30/2008,28.48,10.392,,38.872,,,,,1.63347,0.596033,,2.229502,0.946226,0.345266,,1.291493,
07/31/2008,26.922,6.395,,33.317,,,,,1.533049,0.364158,,1.897207,0.887731,0.21087,,1.098601,
10/31/2008,21.826,1.863,,23.689,,-11.475,,-11.475,1.3262,0.1132,,1.4394,0.69519,0.059339,,0.754529,
01/31/2009,20.496,5.759,0.0,26.255,0.0,7.538,0.0,7.538,1.290379,0.362573,0.0,1.652951,0.660675,0.185637,0.0,0.846312,
04/30/2009,21.523,2.523,,24.046,,2.901,0.164,3.065,1.339612,0.157034,,1.496646,0.680623,0.079785,,0.760407,
07/31/2009,25.191,2.508,,27.699,,1.625,,1.625,1.50534,0.149871,,1.655211,0.800866,0.079734,,0.8806,
10/31/2009,28.515,4.286,,32.801,,2.087,,2.087,1.666916,0.250549,,1.917465,0.885771,0.133137,,1.018909,
01/31/2010,18.627,170.654,12.283,201.564,,1.093,,1.093,0.989094,9.061728,0.652227,10.703049,0.533976,4.892098,0.352114,5.778188,
04/30/2010,41.823,9.942,,51.765,,0.166,,0.166,2.137751,0.508178,,2.645929,1.223357,0.290812,,1.514169,
07/31/2010,25.191,2.508,,27.699,,1.625,,1.625,1.281331,0.127569,,1.4089,0.730902,0.072768,,0.803671,
10/31/2010,90.193,11.181,,101.374,,6.161,,6.161,4.512908,0.559454,,5.072362,2.566101,0.318113,,2.884215,
01/31/2011,103.167,7.375,0.205,110.747,,2.297,,2.297,4.737919,0.338695,0.009415,5.086029,2.761674,0.197421,0.005488,2.964583,
04/30/2011,63.397,9.603,,73.0,,2.066,,2.066,2.782708,0.421508,,3.204217,1.686929,0.255526,,1.942454,
07/31/2011,71.774,10.302,,82.076,,8.438,,8.438,3.051958,0.438059,,3.490018,1.825898,0.262078,,2.087976,
10/31/2011,56.814,3.125,,59.939,,14.334,,14.334,2.456585,0.135122,,2.591707,1.45741,0.080163,,1.537574,
01/31/2012,47.778,3.474,,51.252,,6.926,,6.926,2.034054,0.147899,,2.181953,1.148788,0.08353,,1.232318,
04/30/2012,62.336,5.686,,68.022,,,,0.0,2.620382,0.239019,,2.859401,1.481838,0.135166,,1.617004,
07/31/2012,42.512,2.012,,44.524,,4.405,,4.405,1.764863,0.083527,,1.84839,0.982994,0.046523,,1.029517,
10/31/2012,43.761,3.695,,47.456,,1.98,,1.98,1.773696,0.149764,,1.92346,0.983394,0.083034,,1.066428,
01/31/2013,45.477,20.034,,65.511,,0.704,,0.704,1.741534,0.767199,,2.508733,0.982044,0.43262,,1.414665,
