Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,569.502014,112.885,82.582001,30.302999,103.129997,,,103.334999,,,,,4.392,,,,323.742004,154.869995,274.442993,-119.572998,,,90.889999,,,,90.889999,245.759995,,41.633999,41.633999,,,,9.868,,,,,,56.734001,,,56.734001,108.236,214.854996,,,,,48.666,,,,,,48.666,263.520996,371.756996,0.0,,,,,,197.744995,197.744995,,197.744995,569.501991,
06/30/1990,566.619995,127.061996,68.616997,58.445,86.116997,,,102.457001,,,,,3.82,,,,319.455994,153.097,272.578003,-119.481003,,,94.067001,,,,94.067001,247.164001,,42.299999,42.299999,,,,8.909,,,,,,57.973,,,57.973,109.181999,206.701996,,,,,49.143002,,,,,,49.143002,255.844997,365.026997,0.0,,,,,,201.593002,201.593002,,201.593002,566.619999,
09/30/1990,612.843994,100.490002,40.535,59.955002,108.210999,,,103.709999,,,,,4.515,,,,316.925995,196.050995,321.923004,-125.872002,,,99.866997,,,,99.866997,295.917992,,53.050999,53.050999,,,,22.641001,,,,,,54.048998,,,54.048998,129.740997,225.279999,,,,,57.057999,,,,,,57.057999,282.337997,412.078995,0.0,,,,,,200.764999,200.764999,,200.764999,612.843994,
12/31/1990,615.169983,110.624998,86.893997,23.731001,99.564003,,,102.636002,,,,,4.835,,,,317.660004,200.705002,332.177002,-131.472,21.898001,,74.906998,,,,74.906998,297.51,,53.66,53.66,,,,24.329,,,,,,55.274,,,55.274,133.263,223.748993,,,,,55.834,,,,,,55.834,279.582993,412.845993,0.0,50.012001,,,-22.459999,,171.859993,199.411995,2.912,202.323995,615.169988,
03/31/1991,599.617981,91.758999,39.347,52.411999,112.663002,,,100.82,,,,,4.551,,,,309.792999,191.485001,328.855011,-137.369995,,,98.339996,,,,98.339996,289.824997,,48.299999,48.299999,,,,17.905001,,,,,,58.037996,,,58.037996,124.242996,216.873001,,,,,60.317001,,,,,,60.317001,277.190002,401.432999,0.0,,,,,,198.184998,198.184998,,198.184998,599.617996,
06/30/1991,603.525024,100.337002,48.409,51.928001,112.017998,,,94.964996,,,,,4.383,,,,311.703003,186.007004,329.209015,-143.201996,,,105.815002,,,,105.815002,291.822006,,46.994999,46.994999,,,,16.483,,,,,,66.009001,,,66.009001,129.487,217.654007,,,,,59.306999,,,,,,59.306999,276.961006,406.448006,0.0,,,,,,197.076996,197.076996,,197.076996,603.525002,
09/30/1991,597.247009,97.527,52.674999,44.852001,111.028,,,86.616997,,,,,5.054,,,,300.226013,188.320999,340.615997,-152.294998,,,108.699997,,,,108.699997,297.020996,,45.351002,45.351002,,,,21.399,,,,,,55.761,,,55.761,122.511002,210.662994,,,,,60.949001,,,,,,60.949001,271.611996,394.122997,0.0,,,,,,203.123993,203.123993,,203.123993,597.24699,
12/31/1991,612.473022,107.315998,34.870998,72.445,112.517998,,,94.43,,,,,4.885,,,,319.148987,194.112,351.862,-157.75,22.483,,76.728996,,,,76.728996,293.323996,,59.676998,59.676998,,,,16.103001,,,,,,61.919998,,,61.919998,137.699997,204.807999,,,,,58.486,,,,,,58.486,263.293999,400.993996,0.0,50.841999,,,-21.587,,182.223993,211.478992,,211.478992,612.472988,
03/31/1992,620.609009,104.218998,47.424,56.794998,122.495003,,,100.866997,,,,,5.067,,,,332.64801,193.244995,357.105988,-163.860992,,,94.716003,,,,94.716003,287.960999,,57.653,57.653,,,,18.809999,,,,,,70.035994,,,70.035994,146.498993,203.776993,,,,,59.695999,,,,,,59.695999,263.472992,409.971985,0.0,,,,,,210.636993,210.636993,,210.636993,620.608978,
06/30/1992,638.473022,113.411999,43.869999,69.542,126.082001,,,104.914001,,,,,5.027,,,,349.434998,195.438995,366.917999,-171.479004,,,93.598999,,,,93.598999,289.037994,,61.075001,61.075001,,,,18.952999,,,,,,70.878006,,,70.878006,150.906006,202.660995,,,,,63.264,,,,,,63.264,265.924995,416.831001,0.0,,,,,,221.641998,221.641998,,221.641998,638.473,
09/30/1992,605.320984,96.595999,25.677999,70.917999,120.595001,,,98.573997,,,,,5.925,,,,321.690002,192.425995,369.837006,-177.410995,,,91.205002,,,,91.205002,283.630997,,51.724998,51.724998,,,,22.374001,,,,,,61.628006,,,61.628006,135.727005,187.645004,,,,,59.872002,,,,,,59.872002,247.517006,383.244011,0.0,,,,,,222.076996,222.076996,,222.076996,605.321007,
12/31/1992,594.739014,115.618,59.138,56.48,107.129997,,,91.042999,,,,,5.684,,,,319.475006,185.996994,366.199005,-180.201996,19.919001,,69.348,,,,69.348,275.263994,,55.557999,55.557999,,,,19.749001,,,,,,62.312996,,,62.312996,137.619995,187.173004,,,,,59.674,,,,,,59.674,246.847004,384.466999,0.0,52.092999,,,-19.115999,,177.295,210.271999,,210.271999,594.738998,
03/31/1993,590.695984,102.078003,29.249001,72.829002,112.657997,,,90.952003,,,,,5.724,,,,311.411987,185.432007,370.877014,-185.445007,,,93.851997,,,,93.851997,279.284004,,55.007,55.007,,,,19.200001,,,,,,64.184006,,,64.184006,138.391006,186.871994,,,,,59.132999,,,,,,59.132999,246.004993,384.396,0.0,,,,,,206.300003,206.300003,,206.300003,590.696003,
06/30/1993,594.659973,97.327999,31.715,65.612999,114.778999,,,99.709999,,,,,5.677,,,,317.493988,191.830994,384.520996,-192.690002,,,85.334999,,,,85.334999,277.165993,,61.397999,61.397999,,,,18.368,,,,,,70.062004,,,70.062004,149.828003,186.701004,,,,,60.823002,,,,,,60.823002,247.524006,397.352009,0.0,,,,,,197.307999,197.307999,,197.307999,594.660007,
09/30/1993,558.237,64.198999,34.154999,30.044001,112.928001,,,96.266998,,,,,5.722,,,,279.115997,193.694,392.845001,-199.151001,,,85.427002,,,,85.427002,279.121002,,49.037998,49.037998,,,,14.558,,,,,,70.113002,,,70.113002,133.709,173.130005,,,,,60.407001,,,,,,60.407001,233.537006,367.246006,0.0,,,,,,190.990997,190.990997,,190.990997,558.237003,
