Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/2013,740,344,424,1266,23,350,893,-1294,,,-1294,0,-373,-404,0,,,-404,-404,0,0.0,0.0,0.0,-21,1,-22,0,52,-478,-10.0,-351,390,0.0,-741,36,36,0,-153,0,-111,-185,533,
06/30/2013,814,423,425,1007,28,-167,1146,-1041,,,-1041,0,-417,-492,0,,,-492,-492,0,0.0,0.0,0.0,29,30,-1,0,46,-529,0.0,-437,-410,,-27,25,25,0,-117,0,-132,411,376,
09/30/2013,900,365,443,1076,30,-25,1071,-984,,,-984,0,-884,-451,0,0.0,0.0,-451,-451,0,0.0,0.0,0.0,-440,0,-440,0,7,6,-3.0,118,650,0.0,-532,9,9,0,-118,0,22,250,555,
12/31/2013,1226,424,461,-2564,32,-15,-2581,2905,,,2905,0,-672,-596,0,0.0,0.0,-596,-596,0,0.0,0.0,0.0,-16,2,-18,0,-60,-624,0.0,-22,340,0.0,-362,-457,43,-500,-145,0,-70,218,368,
03/31/2014,443,347,447,359,37,144,178,-710,-274.0,-123.0,-313,0,-409,-400,0,,,-400,-400,0,0.0,0.0,0.0,4,23,-19,0,-13,402,-7.0,520,-2440,3502.0,-542,50,50,0,-161,0,436,32,523,
06/30/2014,1250,483,454,903,40,-238,1101,-590,,,-590,0,-455,-513,0,0.0,0.0,-513,-513,0,0.0,0.0,0.0,1,9,-8,0,57,-987,0.0,-160,2780,0.0,-2940,-725,25,-750,-102,0,-192,485,376,
09/30/2014,1128,518,460,944,41,33,870,-794,,,-794,0,-648,-569,0,0.0,0.0,-569,-569,0,0.0,0.0,0.0,-64,6,-70,0,-15,-623,0.0,-543,-500,0.0,-43,44,44,0,-124,0,-143,241,542,
12/31/2014,1627,527,459,297,45,-22,274,344,-158.0,16.0,486,0,-1406,-694,0,0.0,0.0,-694,-694,0,0.0,0.0,0.0,-656,13,-669,0,-56,-170,0.0,961,600,2000.0,-1639,-985,15,-1000,-146,0,51,299,317,
03/31/2015,1018,591,473,621,48,438,135,-667,-249.0,-106.0,-312,0,-432,-446,0,0.0,0.0,-446,-446,0,0.0,0.0,0.0,-13,15,-28,0,27,-566,0.0,-51,-260,1000.0,-791,-366,0,-366,-149,0,20,-118,487,
06/30/2015,1057,507,469,-171,55,-539,313,252,146.0,-89.0,195,0,-577,-558,0,,,-558,-558,0,,,,-60,7,-67,0,41,-393,,155,-40,3048.0,-2853,-574,0,-574,26,0,87,699,323,
09/30/2015,1101,449,482,249,68,-47,228,-79,-34.0,-10.0,-35,0,-622,-567,0,0.0,0.0,-567,-567,0,0.0,0.0,0.0,-84,5,-89,0,29,-564,0.0,-28,30,0.0,-58,-412,34,-446,-124,0,-85,283,539,
12/31/2015,1558,582,480,325,68,-12,269,171,-64.0,-109.0,344,0,-952,-804,0,0.0,0.0,-804,-804,0,0.0,0.0,0.0,-121,46,-167,0,-27,-453,0.0,702,420,1500.0,-1218,-1011,0,-1011,-144,0,153,322,301,
03/31/2016,1399,694,479,582,65,360,157,-356,1.0,14.0,-371,0,-496,-509,0,0.0,0.0,-509,-509,0,0.0,0.0,0.0,-5,4,-9,0,18,-792,0.0,59,-930,3000.0,-2011,-621,0,-621,-230,0,111,-76,490,
06/30/2016,1349,658,489,-64,64,-293,165,266,187.0,-190.0,269,0,-1059,-663,0,0.0,0.0,-663,-663,0,0.0,0.0,0.0,-411,10,-421,0,15,-451,0.0,876,930,0.0,-54,-1237,0,-1237,-90,0,-161,634,277,
09/30/2016,1206,618,495,157,67,-59,149,-64,160.0,15.0,-239,0,-679,-712,0,0.0,0.0,-712,-712,0,0.0,0.0,0.0,-29,9,-38,0,62,-541,0.0,-29,-70,2400.0,-2359,-355,0,-355,-157,0,-14,332,572,
12/31/2016,1699,920,503,80,55,115,-90,196,-338.0,49.0,485,0,-1006,-876,0,0.0,0.0,-876,-876,0,0.0,0.0,0.0,-105,3,-108,0,-25,-724,0.0,-91,-40,0.0,-51,-538,0,-538,-95,0,-31,365,327,
03/31/2017,1280,659,521,521,73,292,156,-421,168.0,3.0,-592,0,-669,-571,0,0.0,0.0,-571,-571,0,0.0,0.0,0.0,-86,4,-90,0,-12,-504,0.0,117,160,0.0,-43,-424,0,-424,-197,0,107,-3,540,
06/30/2017,1404,657,521,200,67,-25,158,26,-87.0,-181.0,294,0,-922,-733,0,0.0,0.0,-733,-733,0,0.0,0.0,0.0,-195,10,-205,0,6,-530,0.0,130,-1320,1502.0,-52,-542,0,-542,-118,0,-48,390,294,
09/30/2017,1008,426,539,-63,55,-276,158,106,-151.0,128.0,129,0,-1581,-729,0,0.0,0.0,-729,-729,0,0.0,0.0,0.0,-837,10,-847,0,-15,586,0.0,1205,1810,0.0,-605,-509,0,-509,-110,0,13,524,549,
12/31/2017,1734,474,550,717,75,442,200,-7,-531.0,-19.0,543,0,-1107,-982,0,0.0,0.0,-982,-982,0,0.0,0.0,0.0,-69,1,-70,0,-56,-613,0.0,57,110,0.0,-53,-576,0,-576,-94,0,14,294,317,
03/31/2018,1283,1144,553,71,60,246,-235,-485,-4.0,-218.0,-263,0,-335,-694,0,0.0,0.0,-694,-694,0,0.0,0.0,0.0,388,767,-379,0,-29,-611,-123.0,220,270,0.0,-50,-423,0,-423,-285,17,354,11,549,
06/30/2018,1582,820,562,117,74,-128,171,83,-229.0,18.0,294,0,-980,-880,0,0.0,0.0,-880,-880,0,0.0,0.0,0.0,-127,32,-159,0,27,-797,-122.0,-111,-60,0.0,-51,-470,0,-470,-94,-23,-218,400,324,
09/30/2018,1721,759,582,7,70,-118,55,255,72.0,64.0,119,0,-1300,-846,0,0.0,0.0,-846,-846,0,0.0,0.0,0.0,-515,3,-518,0,61,-706,-121.0,-91,-540,2000.0,-1551,-302,0,-302,-192,-5,-290,291,549,
12/31/2018,2175,1064,581,350,64,74,212,180,-262.0,-106.0,548,0,-1286,-1153,0,0.0,0.0,-1153,-1153,0,0.0,0.0,0.0,-191,6,-197,0,58,-961,-121.0,-362,-310,0.0,-52,-335,0,-335,-143,-4,-76,170,322,
03/31/2019,974,1039,619,510,62,269,179,-1194,-369.0,-174.0,-651,0,-2165,-781,0,0.0,0.0,-781,-781,0,0.0,0.0,0.0,-1444,30,-1474,0,60,1216,-141.0,1911,460,1500.0,-49,-278,0,-278,-276,4,29,10,580,
06/30/2019,1997,783,636,27,96,-242,173,551,195.0,-57.0,413,0,-948,-964,0,0.0,0.0,-964,-964,0,0.0,0.0,0.0,-19,11,-30,0,35,854,-137.0,1402,-3500,4951.0,-49,-242,0,-242,-169,-4,1899,513,330,
09/30/2019,2126,612,647,530,105,24,401,337,81.0,136.0,120,0,-1262,-1139,0,0.0,0.0,-1139,-1139,0,0.0,0.0,0.0,-80,8,-88,0,-43,-2731,-136.0,-2181,3010,0.0,-5191,-239,0,-239,-175,-4,-1871,191,582,
12/31/2019,2505,1071,694,522,84,199,239,218,-233.0,-63.0,514,0,-1345,-1274,0,0.0,0.0,-1274,-1274,0,0.0,0.0,0.0,-78,12,-90,0,7,-1110,-136.0,-565,-530,0.0,-35,-272,0,-272,-137,12,62,135,422,
03/31/2020,1375,581,674,636,82,121,433,-516,464.0,-196.0,-784,0,-1145,-853,0,0.0,0.0,-853,-853,0,0.0,0.0,0.0,-293,35,-328,0,1,-109,-152.0,813,1440,2700.0,-3327,-441,0,-441,-329,-11,110,-9,468,
06/30/2020,8723,1079,691,616,66,351,199,6337,751.0,139.0,5447,0,-808,-745,0,0.0,0.0,-745,-745,0,0.0,0.0,0.0,-14,4,-18,0,-49,-4007,-1.0,-3957,-3920,0.0,-37,0,0,0,-49,-1,3907,-7,386,
