Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,242.119995,242.367996,242.367996,,2.777986,1.412715,0.36289,0.265,0.265,,0.265,0.265,0.265,0.1175,0.325183,,8.099971,6.352904,,
06/30/1990,242.216003,242.160004,242.160004,,2.756066,1.436307,0.370788,0.28,0.28,,0.28,0.28,0.28,0.1175,0.04184,,8.626907,6.512282,,
09/30/1990,241.992004,242.132004,242.132004,,2.764335,1.448057,0.366412,0.27,0.27,,0.27,0.27,0.27,0.1175,0.336325,,8.764393,6.660311,,
12/31/1990,240.371996,241.182008,241.182008,,2.787836,1.488279,0.183015,0.15,0.15,0.15,0.15,0.15,0.15,0.1175,1.321944,,11.201463,6.694836,,
03/31/1991,242.636002,242.020004,242.020004,,2.765292,1.511776,0.284175,0.2125,0.2125,,0.2125,0.2125,0.2125,0.1175,0.056,,9.712343,6.79524,,
06/30/1991,309.071991,308.627991,308.627991,,2.568409,1.452419,0.280885,0.2025,0.2025,,0.2025,0.2025,0.2025,0.1175,0.245674,,10.321728,6.545579,,
09/30/1991,309.899994,309.631989,309.631989,,2.530165,1.484753,0.297576,0.2125,0.2125,,0.2125,0.2125,0.2125,0.1175,0.453613,,11.861943,6.652759,,
12/31/1991,309.252016,309.575988,309.575988,,2.924591,1.722065,0.257378,0.1475,0.1475,0.1475,0.1475,0.1475,0.1475,0.1175,0.453375,,12.909875,6.653674,,
03/31/1992,311.980011,312.696014,312.696014,,2.319278,1.504688,0.362966,0.25,0.25,,0.25,0.25,0.25,0.1175,0.082156,,10.02586,6.793015,,
06/30/1992,312.824005,317.992004,317.992004,,2.201568,1.483386,0.348301,0.255,0.255,,0.255,0.255,0.255,0.1175,0.256302,,9.46803,6.947766,,
09/30/1992,314.011993,316.712006,316.712006,,2.147096,1.498945,0.373769,0.27,0.27,,0.27,0.27,0.27,0.1175,0.259649,,8.831551,7.112305,,
12/31/1992,316.336,316.681792,316.681792,,2.142093,1.538304,0.423962,0.2725,0.2725,0.2725,0.2725,0.2725,0.2725,0.1175,0.453973,,10.713071,7.27039,,
03/31/1993,320.640015,323.380005,323.380005,,2.035546,1.498358,0.415258,0.2825,0.2825,,0.2825,0.2825,0.2825,0.13,0.636239,,7.170749,7.467237,,
06/30/1993,315.832001,322.248505,322.248505,,2.081924,1.554086,0.448216,0.305,0.305,,0.305,0.305,0.305,0.13,-0.121385,,7.516731,7.579086,,
