Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1998,1157.020996,5.133,5.133,0.0,192.835999,,,0.0,,,23.056999,,,,,,221.026001,914.348999,1376.223022,-461.873993,0.0,21.646,0.0,,,21.646,935.994999,,136.533997,136.533997,,15.6,,,,,,53.250006,,,,53.250006,205.384003,417.291992,,,,,167.871994,,,,,167.871994,585.163986,790.547989,0.0,,,,,,366.472992,366.472992,0.0,366.472992,1157.020981,
12/31/1998,1171.479004,9.227,9.227,0.0,184.367004,,,6.917,6.917,0.0,24.76,,,,,,225.270996,925.400024,1418.032959,-492.632996,0.0,20.808001,0.0,,,20.808001,946.208025,,147.966995,147.966995,,16.35,,,,,,41.724005,,,,41.724005,206.041,417.045013,,,,,172.735992,,,,,172.735992,589.781006,795.822006,0.0,107.375,,,-52.242001,,320.524014,375.657013,0.0,375.657013,1171.479019,
03/31/1999,1167.619019,3.892,3.892,0.0,190.365997,,,,,,28.138,,,,,,222.395996,917.674011,1447.30896,-529.63501,0.0,27.549,0.0,0.0,0.0,27.549,945.223011,,117.134003,117.134003,,21.9,21.9,0.0,0.0,,,49.333002,,,,49.333002,188.367004,417.360992,417.360992,0.0,0.0,,177.145004,,,,,177.145004,594.505997,782.873001,0.0,,,,,,384.746002,384.746002,0.0,384.746002,1167.619003,
06/30/1999,1168.896973,3.248,3.248,0.0,198.229996,,,,,,23.889,,,,,,225.367004,913.08197,1473.073975,-559.992004,0.0,30.448,0.0,0.0,0.0,30.448,943.52997,,122.109001,122.109001,,11.3,11.3,0.0,0.0,,,44.613002,,,,44.613002,178.022003,417.475006,417.475006,0.0,0.0,,179.518005,,,,,179.518005,596.993011,775.015015,0.0,,,,,,393.881989,393.881989,0.0,393.881989,1168.897003,
09/30/1999,1240.811035,2.817,2.817,0.0,225.304993,,,,,,38.703999,,,,,,266.825989,925.541016,1494.359985,-568.81897,0.0,48.444,0.0,0.0,0.0,48.444,973.985016,,183.300003,183.300003,,19.299999,19.299999,0.0,0.0,,,38.075993,,,,38.075993,240.675995,417.506012,417.506012,0.0,0.0,,184.998001,,,,,184.998001,602.504013,843.180008,0.0,,,,,,397.631012,397.631012,0.0,397.631012,1240.81102,
12/31/1999,1127.463989,12.606,12.606,0.0,238.572998,,,7.825,7.825,0.0,36.137001,,,,,,295.140991,785.88501,1239.394043,-453.509003,0.0,46.438,0.0,0.0,0.0,46.438,832.323009,,180.009003,180.009003,,60.0,60.0,0.0,0.0,,,30.621002,,,,30.621002,270.630005,267.639008,267.639008,0.0,0.0,,187.809006,,,,,187.809006,455.448013,726.078018,0.0,107.561996,,,-51.779999,,345.604004,401.386002,0.0,401.386002,1127.46402,
03/31/2000,1193.410034,3.888,3.888,0.0,238.539993,,,0.0,,,72.441002,,,,,,314.868988,821.164978,1273.067017,-451.902008,0.0,57.375999,0.0,,,57.375999,878.540977,,168.923996,168.923996,,60.0,60.0,0.0,0.0,,,38.141006,,,,38.141006,267.065002,336.428009,336.428009,0.0,0.0,,187.557007,,,,,187.557007,523.985016,791.050018,0.0,,,,,,402.359985,402.359985,0.0,402.359985,1193.410004,
06/30/2000,1196.270996,5.93,5.93,0.0,253.546005,,,0.0,,,57.778,,,,,,317.253998,825.820007,1282.936035,-457.115997,0.0,53.196999,0.0,,,53.196999,879.017006,,160.535004,160.535004,,60.0,60.0,0.0,0.0,,,48.049988,,,,48.049988,268.584991,331.937988,331.937988,0.0,0.0,,188.487,,,,,188.487,520.424988,789.009979,0.0,,,,,,407.260986,407.260986,0.0,407.260986,1196.270966,
09/30/2000,1154.328,9.147,9.147,0.0,225.335,225.335,,0.0,,,55.855,,,,,,290.337,806.506,1281.682,-475.176,0.0,57.485,0.0,,,57.485,863.991,,137.428,137.428,,64.109,64.109,0.0,0.0,,,47.44,,,,47.44,248.977,300.174,300.174,0.0,0.0,,188.217,,,,,188.217,488.391,737.368,0.0,,,,,,416.96,416.96,0.0,416.96,1154.328,
12/31/2000,1231.921,5.37,5.37,0.0,225.797,225.797,,7.233,,0.0,92.571,,,,,,330.971008,845.174988,1334.457031,-489.282013,0.0,55.775,0.0,0.0,0.0,55.775,900.949988,,158.585,158.585,,100.889,84.4,16.489,16.489,,,59.679,,,,59.679,319.153,300.388,222.694,77.694,77.694,,194.556,,,,,194.556,494.944,814.097,0.0,107.48,,,-58.196,375.042,-6.502,417.824,0.0,417.824,1231.921,
03/31/2001,1209.845,19.224,19.224,0.0,216.715,216.715,,,,,85.859,,,,,,321.798,816.254,1251.264,-435.01,0.0,71.793,0.0,0.0,0.0,71.793,888.047,,135.906,135.906,,82.756,62.0,20.756,20.756,,,64.303,,,,64.303,282.965,318.195,222.855,95.34,95.34,,178.439,,,,,178.439,496.634,779.599,0.0,,,,,,430.246,430.246,0.0,430.246,1209.845,
06/30/2001,1199.28,22.49,22.49,0.0,229.007,229.007,,,,,73.293,,,,,,324.79,810.583,1251.467,-440.884,0.0,63.907,0.0,0.0,0.0,63.907,874.49,,128.219,128.219,,36.377,10.0,26.377,26.377,,,72.193,,,,72.193,236.789,341.413,222.886,118.527,118.527,,178.877,,,,,178.877,520.29,757.079,0.0,,,,,,442.201,442.201,0.0,442.201,1199.28,
09/30/2001,1238.042,63.163,63.163,,247.206,247.206,,,,,61.375,,,,,,371.744,809.85,1253.719,-443.869,,56.448,,,,56.448,866.298,,141.503,141.503,,41.414,10.0,31.414,31.414,,,68.441,,,,68.441,251.358,359.245,222.918,136.327,136.327,,177.299,,,,,177.299,536.544,787.902,,,,,,,450.14,450.14,,450.14,1238.042,
12/31/2001,1260.297974,49.244999,49.244999,0.0,233.246002,,,8.915,8.915,0.0,93.392998,,,,,,384.799011,831.710999,1263.968994,-432.257996,0.0,43.787998,0.0,0.0,0.0,43.787998,875.498997,,163.291,163.291,,38.426,10.0,28.426,28.426,,,64.117015,,,,64.117015,265.834015,353.606995,212.949995,140.657,140.657,,182.539993,,,,,182.539993,536.146988,801.981003,0.0,115.709,,,-58.341999,,400.950001,458.317002,0.0,458.317002,1260.298005,
03/31/2002,1220.555,12.404,12.404,,226.232,226.232,,,,,90.912,,,,,,329.548,837.604,1257.465,-419.861,,53.403,,,,53.403,891.007,,111.684,111.684,,61.884,33.0,28.884,28.884,,,55.074,,,,55.074,228.642,346.457,212.981,133.476,133.476,,172.963,,,,,172.963,519.42,748.062,,,,,,,472.493,472.493,,472.493,1220.555,
06/30/2002,1289.907,80.324,80.324,,246.818,246.818,,,,,79.666,,,,,,406.808,836.647,1266.023,-429.376,,46.452,,,,46.452,883.099,,120.531,120.531,,39.355,10.0,29.355,29.355,,,70.967,,,,70.967,230.853,328.975,202.763,126.212,126.212,,173.343,,,,,173.343,502.318,733.171,,,,,,,556.736,556.736,,556.736,1289.907,
09/30/2002,1298.916,85.761,85.761,,253.932,253.932,,,,,74.733,,,,,,414.426,847.301,1293.152,-445.851,,37.189,,,,37.189,884.49,,119.282,119.282,,127.142,98.01,29.132,29.132,,,67.052,,,,67.052,313.476,234.228,114.784,119.444,119.444,,176.776,,,,,176.776,411.004,724.48,,,,,,,574.436,574.436,,574.436,1298.916,
12/31/2002,1318.728027,80.627998,80.627998,0.0,237.156006,,,9.515,9.515,0.0,105.882004,,,,,,433.181,844.562012,1305.652954,-461.091003,0.0,40.985001,0.0,0.0,0.0,40.985001,885.547012,,117.931,117.931,,124.148003,97.010002,27.138,27.138,,,83.250008,,,,83.250008,325.32901,218.966995,104.814995,114.152,114.152,,183.945007,,,,,183.945007,402.912003,728.241013,0.0,185.100998,,,-54.417,,459.802986,590.486984,0.0,590.486984,1318.727997,
03/31/2003,1313.163,84.279,84.279,,257.023,257.023,,,,,93.48,,,,,,434.782,838.08,1299.667,-461.587,,40.301,,,,40.301,878.381,,123.076,123.076,,119.985,97.01,22.975,22.975,,,62.259,,,,62.259,305.32,215.66,104.846,110.814,110.814,,189.849,,,,,189.849,405.509,710.829,,,,,,,602.334,602.334,,602.334,1313.163,
06/30/2003,1337.501,128.333,128.333,,257.675,257.675,,,,,68.659,,,,,,454.667,843.214,1307.296,-464.082,,39.62,,,,39.62,882.834,,101.451,101.451,,196.207,97.01,99.197,99.197,,,80.787,,,,80.787,378.445,126.639,104.877,21.762,21.762,,200.136,,,,,200.136,326.775,705.22,,,,,,,632.281,632.281,,632.281,1337.501,
09/30/2003,1297.29,93.169,93.169,,266.088,266.088,,,,,57.55,,,,,,416.807,841.124,1314.031,-472.907,,39.359,,,,39.359,880.483,,109.748,109.748,,194.819,105.0,89.819,89.819,,,94.932,,,,94.932,399.499,9.909,,,,,212.193,,,,,212.193,222.102,621.601,,,,,,,675.689,675.689,,675.689,1297.29,
12/31/2003,1347.071045,61.229,61.229,0.0,256.032013,,,8.64,8.64,,97.102997,,,,,,423.003998,884.965027,1345.520996,-460.556,0.0,39.102001,0.0,0.0,0.0,39.102001,924.067028,,158.886002,158.886002,,171.776993,104.932991,66.844002,66.844002,,,94.987,,,,94.987,425.649994,0.0,0.0,0.0,0.0,,218.285004,,,,,218.285004,218.285004,643.934998,0.0,187.391006,,,-39.516998,555.262024,-3.1e-05,703.136002,0.0,703.136002,1347.070999,
03/31/2004,1354.407,35.808,35.808,,268.499,268.499,,,,,95.889,,,,,,400.196,915.677,1326.762,-411.085,,38.534,,,,38.534,954.211,,143.154,143.154,,144.816,104.957,39.859,39.859,,,94.969,,,,94.969,382.939,,0.0,0.0,0.0,,233.547,,,,,233.547,233.547,616.486,,,,,,,737.921,737.921,,737.921,1354.407,
06/30/2004,1391.301,41.686,41.686,,276.022,276.022,,,,,70.853,,,,,,388.561,965.075,1366.805,-401.73,,37.665,,,,37.665,1002.74,,127.514,127.514,,126.582,104.981,21.601,21.601,,,106.794,,,,106.794,360.89,,0.0,0.0,0.0,,246.53,,,,,246.53,246.53,607.42,,,,,,,783.881,783.881,,783.881,1391.301,
09/30/2004,1405.785,41.819,41.819,,309.201,309.201,,,,,57.755,,,,,,408.775,968.413,1379.162,-410.749,,28.597,,,,28.597,997.01,,139.595,139.595,,50.0,,,,,,114.865,,,,114.865,304.46,,,,,,263.336,,,,,263.336,263.336,567.796,,,,,,,837.989,837.989,,837.989,1405.785,
12/31/2004,1502.584,34.716,34.716,0.0,289.146,289.146,,9.692,,,141.366,,,,,,474.92,1011.379,1450.023,-438.644,0.0,16.285,0.0,0.0,0.0,16.285,1027.664,,190.896,190.896,,0.0,0.0,0.0,0.0,,,128.203,,,,128.203,319.099,0.0,0.0,0.0,0.0,,322.535,,,,,322.535,322.535,641.634,0.0,198.288,,,-31.568,694.23,0.0,860.95,0.0,860.95,1502.584,
03/31/2005,1478.761,1.952,1.952,,300.111,300.111,,,,,142.347,,,,,,444.41,1010.497,1470.899,-460.402,,23.854,,0.0,,23.854,1034.351,,161.733,161.733,,,0.0,0.0,0.0,,,109.637,,,,109.637,271.37,68.0,68.0,0.0,0.0,,338.983,,,,,338.983,406.983,678.353,,,,,,,800.408,800.408,,800.408,1478.761,
06/30/2005,1465.547,4.757,4.757,,311.799,311.799,,,,,110.093,,,,,,426.649,1018.0,1507.43,-489.43,,20.898,,0.0,,20.898,1038.898,,139.548,139.548,,,0.0,0.0,0.0,,,126.08,,,,126.08,265.628,67.3,67.3,0.0,0.0,,296.782,,,,,296.782,364.082,629.71,,,,,,,835.837,835.837,,835.837,1465.547,
09/30/2005,1490.06,3.738,3.738,,329.972,329.972,,,,,99.191,,,,,,432.901,1034.162,1557.934,-523.772,,22.997,,0.0,,22.997,1057.159,,195.158,195.158,,0.0,0.0,0.0,0.0,,,122.641,,,,122.641,317.799,75.7,75.7,0.0,0.0,,307.663,,,,,307.663,383.363,701.162,,,,,,,788.898,788.898,,788.898,1490.06,
12/31/2005,1548.874,7.412,7.412,0.0,343.501,343.501,,11.138,,,112.639,,,,,,474.69,1054.059,1591.561,-537.502,0.0,20.125,0.0,0.0,0.0,20.125,1074.184,,162.749,162.749,,0.0,0.0,0.0,0.0,,,113.337,,,,113.337,276.086,124.0,124.0,0.0,0.0,,331.763,,,,,331.763,455.763,731.849,0.0,184.351,,,-230.912,863.586,0.0,817.025,0.0,817.025,1548.874,
