Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,378.752991,1.823,1.823,,60.278,,,,,,25.872999,,,,,,87.973999,290.114014,412.417999,-122.304001,,0.665,,,,0.665,290.779014,,35.52,35.52,,0.0,,,,,,19.964375,,,,19.964375,55.484375,88.426003,,,,,54.549999,,,,,54.549999,142.976002,198.460377,,,,,,,180.292007,180.292007,,180.292007,378.752384,
06/30/1990,379.884003,2.247,2.247,,59.194,,,,,,24.986,,,,,,86.427002,292.755005,421.661987,-128.906998,,0.702,,,,0.702,293.457005,,41.394001,41.394001,,0.0,,,,,,19.726997,,,,19.726997,61.120998,73.970001,,,,,57.215,,,,,57.215,131.185001,192.306,,,,,,,187.578003,187.578003,,187.578003,379.884003,
09/30/1990,398.515015,1.874,1.874,,69.040001,,,,,,23.364,,,,,,94.278,303.511993,436.002991,-132.490997,,0.725,,,,0.725,304.236993,,38.873001,38.873001,,0.0,,,,,,20.138,,,,20.138,59.011002,88.822998,,,,,60.299999,,,,,60.299999,149.122997,208.133999,,,,,,,190.380997,190.380997,,190.380997,398.514996,
12/31/1990,452.734009,8.381,8.381,,76.403,,,,,,30.080999,,,,,,114.864998,337.028015,477.207001,-140.179001,,0.841,,,,0.841,337.869015,,13.379,13.379,,0.0,,,,,,48.401998,,,,48.401998,61.780998,137.597,,,,,62.282001,,,,,62.282001,199.879001,261.659999,,39.021999,,,-9.414,,161.466002,191.074001,,191.074001,452.734,
03/31/1991,472.174988,0.841,0.841,,81.096001,,,,,,30.881001,,,,,,112.818001,358.115997,504.313995,-146.197998,,1.241,,,,1.241,359.356997,,11.116,11.116,,14.458,,,,,,49.643003,,,,49.643003,75.217003,139.817993,,,,,63.611,,,,,63.611,203.428993,278.645996,,,,,,,193.529007,193.529007,,193.529007,472.175003,
06/30/1991,504.32901,4.068,4.068,,83.271004,,,,,,31.207001,,,,,,118.545998,383.441986,536.742004,-153.300003,,2.341,,,,2.341,385.782986,,14.689,14.689,,28.469999,,,,,,55.235532,,,,55.235532,98.394531,139.906998,,,,,66.047997,,,,,66.047997,205.954994,304.349525,,,,,,,199.979004,199.979004,,199.979004,504.328529,
09/30/1991,517.43103,2.971,2.971,,89.355003,,,,,,31.604,,,,,,123.93,391.031006,560.45697,-169.425995,,2.47,,,,2.47,393.501006,,15.959,15.959,,0.0,,,,,,67.653,,,,67.653,83.612,165.029007,,,,,60.585999,,,,,60.585999,225.615005,309.227005,,,,,,,208.203995,208.203995,,208.203995,517.431,
12/31/1991,520.130005,2.525,2.525,,91.278,,,,,,41.681999,,,,,,135.485001,380.924011,548.591003,-167.667007,,3.721,,,,3.721,384.645011,,16.253,16.253,,0.0,,,,,,40.978998,,,,40.978998,57.231998,156.929993,,,,,90.207001,,,,,90.207001,247.136994,304.368992,,40.841999,,,-7.854,,182.773006,215.761005,,215.761005,520.129997,
03/31/1992,547.413025,1.796,1.796,,89.441002,,,,,,39.606998,,,,,,130.843994,412.544006,597.341003,-184.796997,,4.025,,,,4.025,416.569006,,17.485001,17.485001,,0.0,,,,,,44.198593,,,,44.198593,61.683594,170.136002,,,,,94.276001,,,,,94.276001,264.412003,326.095596,,,,,,,221.317001,221.317001,,221.317001,547.412598,
06/30/1992,601.580994,2.564,2.564,,100.239998,,,,,,41.816002,,,,,,144.619995,452.076996,646.403015,-194.326004,,4.884,,,,4.884,456.960996,,18.062,18.062,,0.0,,,,,,47.320004,,,,47.320004,65.382004,207.395996,,,,,98.495003,,,,,98.495003,305.890999,371.273003,,,,,,,230.307999,230.307999,,230.307999,601.581001,
09/30/1992,701.708984,33.023998,33.023998,,112.250999,,,,,,52.271999,,,,,,197.546997,498.347992,709.267029,-210.919006,,5.814,,,,5.814,504.161992,,46.689999,46.689999,,0.0,,,,,,51.576,,,,51.576,98.265999,213.908005,,,,,102.862999,,,,,102.862999,316.771004,415.037003,,,,,,,286.671997,286.671997,,286.671997,701.709,
12/31/1992,715.741028,1.833,1.833,,105.908997,,,,,,34.166,,,,,,141.908005,567.812988,789.005005,-221.192001,,6.02,,,,6.02,573.832988,,31.995001,31.995001,,,,,,,,48.723001,,,,48.723001,80.718002,216.253998,,,,,110.142998,,,,,110.142998,326.396996,407.114998,,99.911003,,,-5.788,,214.502996,308.625999,,308.625999,715.740997,
03/31/1993,711.877991,2.123,2.123,0.0,110.660004,,,0.0,,,29.855,,,,,,142.638,562.661987,795.815002,-233.153,0.0,6.578,,,,6.578,569.239987,,29.398001,29.398001,,0.0,,,,,,56.089998,,,,56.089998,85.487999,203.423004,,,,,110.897003,,,,,110.897003,314.320007,399.808006,0.0,,,,,,312.070007,312.070007,0.0,312.070007,711.878014,
06/30/1993,773.521973,1.78,1.78,0.0,133.615997,,,0.0,,,27.976,,,,,,163.371994,601.885986,828.411987,-226.526001,0.0,8.264,,,,8.264,610.149986,,40.556,40.556,,0.0,,,,,,59.808998,,,,59.808998,100.364998,233.559998,,,,,114.403999,,,,,114.403999,347.963997,448.328995,0.0,,,,,,325.192993,325.192993,0.0,325.192993,773.521988,
09/30/1993,842.335999,3.329,3.329,0.0,124.377998,,,0.0,,,25.408001,,,,,,153.115005,677.789001,916.633972,-238.845001,0.0,11.432,,,,11.432,689.221002,,45.070999,45.070999,,0.0,,,,,,57.471001,,,,57.471001,102.542,282.925995,,,,,122.355003,,,,,122.355003,405.280998,507.822998,0.0,,,,,,334.513,334.513,0.0,334.513,842.335999,
12/31/1993,862.442017,3.39,3.39,0.0,137.283997,,,0.0,,,27.802999,,,,,,168.477005,681.638977,913.961975,-232.322998,0.0,12.326,,,,12.326,693.964977,,37.577999,37.577999,,0.0,,,,,,58.112003,,,,58.112003,95.690002,303.498993,,,,,119.289001,,,,,119.289001,422.787994,518.477997,0.0,102.751999,,,-3.861,,245.073006,343.964005,0.0,343.964005,862.442001,
03/31/1994,891.872986,2.763,2.763,0.0,129.063995,,,0.0,,,30.712999,,,,,,162.539993,711.883972,958.619019,-246.735001,0.0,17.448999,,,,17.448999,729.332972,,59.525002,59.525002,,0.0,,,,,,60.850998,,,,60.850998,120.375999,302.427002,,,,,119.304001,,,,,119.304001,421.731003,542.107002,0.0,,,,,,349.765991,349.765991,0.0,349.765991,891.872993,
06/30/1994,930.406982,3.093,3.093,0.0,122.490997,,,0.0,,,28.896999,,,,,,154.481003,757.505005,1017.64502,-260.140015,0.0,18.421,,,,18.421,775.926004,,71.029999,71.029999,,35.890999,,,,,,57.560005,,,,57.560005,164.481003,283.765015,,,,,122.709,,,,,122.709,406.474014,570.955017,0.0,,,,,,359.451996,359.451996,0.0,359.451996,930.407013,
09/30/1994,978.421021,2.82,2.82,0.0,138.184998,,,0.0,,,28.247999,,,,,,169.253006,789.635986,1060.741943,-271.105988,0.0,19.532,,,,19.532,809.167986,,65.747002,65.747002,,65.150002,,,,,,61.578003,,,,61.578003,192.475006,288.53299,,,,,126.334999,,,,,126.334999,414.867989,607.342995,0.0,,,,,,371.078003,371.078003,0.0,371.078003,978.420998,
12/31/1994,993.698975,2.142,2.142,0.0,138.294998,,,0.0,,,40.796001,,,,,,181.233002,789.695984,1089.234985,-299.539001,0.0,22.77,,,,22.77,812.465984,,48.847,48.847,,68.074997,,,,,,60.999008,,,,60.999008,177.921005,299.243011,,,,,138.636993,,,,,138.636993,437.880005,615.80101,0.0,105.112999,,,-4.933,,277.718004,377.898003,0.0,377.898003,993.699013,
03/31/1995,1003.359985,5.978,5.978,0.0,145.136993,,,0.0,,,34.441002,,,,,,185.556,790.88501,1113.626953,-322.742004,0.0,26.919001,,,,26.919001,817.80401,,69.362,69.362,,60.650002,,,,,,62.014992,,,,62.014992,192.026993,293.196991,,,,,136.584,,,,,136.584,429.780991,621.807983,0.0,,,,,,381.552002,381.552002,0.0,381.552002,1003.359985,
06/30/1995,1027.645996,3.233,3.233,0.0,144.998001,,,0.0,,,34.355,,,,,,182.585999,821.830017,1175.42395,-353.593994,0.0,23.23,,,,23.23,845.060017,,73.213997,73.213997,,95.150002,,,,,,61.100006,,,,61.100006,229.464005,292.506012,,,,,133.533997,,,,,133.533997,426.040009,655.504013,0.0,,,,,,372.141998,372.141998,0.0,372.141998,1027.646011,
09/30/1995,1018.502991,4.368,4.368,0.0,156.600998,,,0.0,,,32.185001,,,,,,193.154007,799.732971,1166.571045,-366.838013,0.0,25.615999,,,,25.615999,825.34897,,76.711998,76.711998,,74.93,,,,,,64.070007,,,,64.070007,215.712006,293.950012,,,,,135.179993,,,,,135.179993,429.130005,644.84201,0.0,,,,,,373.661011,373.661011,0.0,373.661011,1018.503021,
12/31/1995,1016.781982,4.26,4.26,0.0,143.001999,,,0.0,,,39.816002,,,,,,187.078003,809.01001,1184.807983,-375.798004,0.0,20.694,,,,20.694,829.70401,,90.126999,90.126999,,30.309999,,,,,,64.162001,,,,64.162001,184.598999,339.015015,,,,,136.229004,,,,,136.229004,475.244019,659.843018,0.0,105.967003,,,-10.112,,261.084,356.939003,0.0,356.939003,1016.782021,
03/31/1996,1028.265991,0.0,0.0,0.0,163.001007,,,0.0,,,36.16,,,,,,199.160995,810.289978,1197.090942,-386.800995,0.0,18.815001,,,,18.815001,829.104979,,88.000999,88.000999,,43.25,,,,,,66.495003,,,,66.495003,197.746002,339.391998,,,,,136.876999,,,,,136.876999,476.268997,674.014999,0.0,,,,0.0,,354.251007,354.251007,0.0,354.251007,1028.266006,
06/30/1996,1046.411011,6.0,6.0,0.0,167.742996,,,0.0,,,31.363001,,,,,,205.106003,818.978027,1222.126953,-403.148987,0.0,22.327,,,,22.327,841.305027,,86.986,86.986,,61.869141,,,,,,66.04586,,,,66.04586,214.901001,334.356995,,,,,136.811996,,,,,136.811996,471.168991,686.069992,0.0,,,,0.0,,360.341003,360.341003,0.0,360.341003,1046.410995,
09/30/1996,1048.947998,2.938,2.938,0.0,171.007004,,,0.0,,,25.055,,,,,,199.0,823.096985,1223.442993,-400.346008,0.0,26.851,,,,26.851,849.947985,,79.442001,79.442001,,64.550003,,,,,,67.368988,,,,67.368988,211.360992,332.51001,,,,,138.966003,,,,,138.966003,471.476013,682.837006,0.0,,,,0.0,,366.110992,366.110992,0.0,366.110992,1048.947998,
12/31/1996,1043.438965,3.786,3.786,0.0,153.871002,,,6.772,,,40.192001,,,,,,204.621002,813.252991,1218.244995,-404.992004,0.0,25.565001,,,,25.565001,838.817991,,92.078003,92.078003,,49.75,,,,,,56.826004,,,,56.826004,198.654007,332.571014,,,,,154.959,,,,,154.959,487.530014,686.184021,0.0,106.287003,,,-25.775,,276.743002,357.255005,0.0,357.255005,1043.439026,
03/31/1997,1018.518982,12.114,12.114,0.0,162.287994,,,0.0,,,35.327,,,,,,209.729004,786.299988,1201.621948,-415.321991,0.0,22.49,,,,22.49,808.789988,,72.446999,72.446999,,67.949997,,,,,,54.272011,,,,54.272011,194.669006,322.46701,,,,,155.158005,,,,,155.158005,477.625015,672.294022,0.0,,,,0.0,,346.225006,346.225006,0.0,346.225006,1018.519028,
06/30/1997,997.18103,5.335,5.335,0.0,150.397995,,,0.0,,,29.929001,,,,,,185.662003,789.570984,1213.238037,-423.666992,0.0,21.948,,,,21.948,811.518984,,96.483002,96.483002,,13.3,,,,,,62.817004,,,,62.817004,172.600006,322.769989,,,,,155.539993,,,,,155.539993,478.309982,650.909988,0.0,,,,0.0,,346.270996,346.270996,0.0,346.270996,997.180984,
09/30/1997,978.307007,13.002,13.002,0.0,154.294998,,,0.0,,,30.264,,,,,,197.561005,753.749023,1163.258057,-409.509003,0.0,26.997,,,,26.997,780.746023,,102.588997,102.588997,,5.0,,,,,,60.392006,,,,60.392006,167.981003,309.584991,,,,,156.009003,,,,,156.009003,465.593994,633.574997,0.0,,,,0.0,,344.731995,344.731995,0.0,344.731995,978.306992,
12/31/1997,1021.919006,3.701,3.701,0.0,169.197998,,,6.339,,,20.714001,,,,,,199.951996,796.807007,1217.478027,-420.67099,0.0,25.16,,,,25.16,821.967007,,138.509003,138.509003,,17.5,,,,,,49.078995,,,,49.078995,205.087997,322.790009,,,,,156.076996,,,,,156.076996,478.867004,683.955002,0.0,106.071999,,,-48.896,,280.787998,337.963997,0.0,337.963997,1021.918999,
03/31/1998,1072.369995,9.363,9.363,0.0,176.037994,,,0.0,,,22.812,,,,,,208.212997,842.203979,1262.760986,-420.557007,0.0,21.952999,,,,21.952999,864.156979,,119.129997,119.129997,,88.648438,,,,,,47.887566,,,,47.887566,255.666,317.315002,,,,,158.173004,,,,,158.173004,475.488007,731.154007,0.0,,,,,,341.216003,341.216003,0.0,341.216003,1072.37001,
06/30/1998,1116.508057,9.06,9.06,0.0,180.791,,,0.0,,,19.947001,,,,,,209.798004,884.770996,1326.290039,-441.519012,0.0,21.938999,,,,21.938999,906.709995,,135.731003,135.731003,,97.349998,,,,,,46.701012,,,,46.701012,279.782013,317.73999,,,,,162.173996,,,,,162.173996,479.913986,759.695999,0.0,,,,0.0,,356.812012,356.812012,0.0,356.812012,1116.508011,
