Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/21/1993,4316.912109,102.808002,50.742001,52.066002,132.470993,,,1337.227051,,,,,53.078999,,,,1625.584961,2069.125,2422.156006,-353.031006,0.0,622.202026,,,,622.202026,2691.327026,,1143.682983,1143.682983,,,,139.194,,,,,,387.746063,,,387.746063,1670.623047,817.723999,,,,,63.458,,,,,,63.458,881.181999,2551.805046,0.0,577.218994,,,0.0,,1187.887939,1765.106934,0.0,1765.106934,4316.91198,
02/13/1994,4140.587891,61.717999,36.384998,25.333,131.457001,,,1109.137939,,,,,57.949001,,,,1360.261963,2134.370117,2512.589111,-378.218994,0.0,645.955994,,,,645.955994,2780.326111,,891.757019,891.757019,,,,103.5,,,,,,440.612,,,440.612,1435.869019,814.89801,,,,,64.181999,,,,,,64.181999,879.080009,2314.949028,0.0,579.320007,,,0.0,,1246.31897,1825.638977,0.0,1825.638977,4140.588005,
05/08/1994,4245.528809,99.252998,99.252998,0.0,93.652,,,1171.822021,,,,,60.120998,,,,1424.848022,2148.437988,2548.441895,-400.003998,0.0,672.242981,,,,672.242981,2820.680969,,1028.175049,1028.175049,,,,54.771,,,,,,404.706905,,,404.706905,1487.652954,805.632996,,,,,63.257,,,,,,63.257,868.889996,2356.54295,0.0,580.254028,,,0.0,,1271.837036,1852.091064,36.895,1888.986065,4245.529015,
08/28/1994,4235.65918,62.906,53.638,9.268,130.278,,,1260.475952,,,,,80.638,,,,1534.297974,2146.395996,2571.504883,-425.108887,0.0,554.965027,,,,554.965027,2701.361023,,1073.32605,1073.32605,,,,156.143997,,,,,,417.83696,,,417.83696,1647.307007,795.492004,,,,,73.121002,,,,,,73.121002,868.613006,2515.920013,0.0,584.325989,,,0.0,,1100.634033,1684.960022,34.778999,1719.739021,4235.659034,
11/20/1994,4811.408203,85.035004,85.035004,0.0,154.580002,,,1724.28894,,,,,75.330002,,,,2039.234009,2218.693115,2673.104004,-454.411011,0.0,553.481018,,,,553.481018,2772.174133,,1432.78894,1432.78894,,,,316.095001,,,,,,424.984955,,,424.984955,2173.868896,795.229004,,,,,72.263,,,,,,72.263,867.492004,3041.360901,0.0,584.734985,,,0.0,,1150.239014,1734.973999,35.073002,1770.047001,4811.407902,
02/12/1995,4120.788086,45.765999,45.765999,0.0,157.281006,,,1406.069946,,,,,71.793999,,,,1680.911011,2260.947998,2737.13501,-476.187012,0.0,178.929001,,,,178.929001,2439.876999,,1046.014038,1046.014038,,,,342.604004,,,,,,420.328979,,,420.328979,1808.947021,794.004028,,,,,71.677002,,,,,,71.677002,865.68103,2674.628052,0.0,302.76001,,,0.0,,1108.047974,1410.807983,35.352001,1446.159985,4120.788036,
05/07/1995,4311.216797,63.508999,63.508999,0.0,138.684998,,,1480.241943,,,,,86.014,,,,1768.449951,2363.095947,2864.589111,-501.493011,0.0,179.671005,,,,179.671005,2542.766953,,1124.473022,1124.473022,,,,417.575012,,,,,,409.22699,,,409.22699,1951.275024,794.203979,,,,,71.109001,,,,,,71.109001,865.312981,2816.588005,0.0,303.519989,,,0.0,,1156.333984,1459.853973,34.775002,1494.628975,4311.21698,
09/03/1995,4437.418945,45.688,45.688,0.0,146.664993,,,1422.271973,,,,,87.694,,,,1702.31897,2535.593018,3062.034912,-526.441894,0.0,199.507004,,,,199.507004,2735.100022,,1233.128052,1233.128052,,,,88.445999,,,,,,371.363937,,,371.363937,1692.937988,1094.61499,,,,,68.283997,,,,,,68.283997,1162.898987,2855.836975,0.0,305.94101,,,0.0,,1224.802979,1530.743989,50.838001,1581.58199,4437.418965,
11/26/1995,4925.472168,12.876,12.876,0.0,177.164001,,,1818.165039,,,,,82.531998,,,,2090.737061,2625.801025,3177.636963,-551.835999,0.0,208.934006,,,,208.934006,2834.735031,,1438.30896,1438.30896,,,,277.227997,,,,,,420.133942,,,420.133942,2135.670898,1093.579956,,,,,68.236,,,,,,68.236,1161.815956,3297.486855,0.0,306.847992,,,0.0,,1271.814941,1578.662933,49.321999,1627.984932,4925.471786,
02/18/1996,4600.690918,40.495998,40.495998,0.0,176.195999,,,1393.802979,,,,,88.832001,,,,1699.327026,2703.909912,3283.73291,-579.822998,0.0,197.453995,,,,197.453995,2901.363907,,1094.005981,1094.005981,,,,253.477005,,,,,,402.16301,,,402.16301,1749.645996,1092.641968,,,,,68.153999,,,,,,68.153999,1160.795967,2910.441963,0.0,308.165985,,,0.0,,1320.708008,1628.873993,61.375,1690.248993,4600.690956,
05/12/1996,4760.592773,80.530998,80.530998,0.0,136.690002,,,1497.563965,,,,,83.533997,,,,1798.31897,2768.48291,3378.87207,-610.388977,0.0,193.791,,,,193.791,2962.273911,,1190.536011,1190.536011,,,,97.307999,,,,,,433.23204,,,433.23204,1721.07605,1232.457031,,,,,68.398003,,,,,,68.398003,1300.855034,3021.931084,0.0,313.902008,,,0.0,,1364.47998,1678.381989,60.279999,1738.661987,4760.593071,
09/01/1996,4911.86084,101.955002,101.955002,0.0,137.466995,,,1500.842041,,,,,88.040001,,,,1828.303955,2888.310059,3543.535889,-655.22583,0.0,195.246994,,,,195.246994,3083.557053,,1220.426025,1220.426025,,,,82.258003,,,,,,468.909966,,,468.909966,1771.593994,1229.220947,,,,,60.902,,,,,,60.902,1290.122947,3061.716941,0.0,323.79599,,,0.0,,1454.001953,1777.797943,72.346001,1850.143944,4911.860885,
11/24/1996,5520.599121,111.011002,111.011002,0.0,169.822006,,,1992.675049,,,,,74.748001,,,,2348.256104,2984.624023,3677.903076,-693.278992,0.0,187.718994,,,,187.718994,3172.343018,,1651.52002,1651.52002,,,,162.565002,,,,,,522.113953,,,522.113953,2336.198975,1231.17395,,,,,34.507999,,,,,,34.507999,1265.68195,3601.880924,0.0,326.502014,,,0.0,,1503.078003,1829.580017,89.138,1918.718018,5520.598942,
02/16/1997,5225.373047,87.547997,87.547997,0.0,167.865005,,,1660.209961,,,,,78.337997,,,,1993.96106,3041.376953,3761.759033,-720.382019,0.0,190.035004,,,,190.035004,3231.411957,,1319.321045,1319.321045,,,,231.395996,,,,,,543.917969,,,543.917969,2094.63501,765.421021,,,,,37.029999,,,,,,37.029999,802.451019,2897.086029,0.0,648.731995,,,0.0,,1590.284058,2239.016052,89.271004,2328.287056,5225.373085,
