Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1997,36.144001,,,-20.135,,16.009001,,-8.776,,,,,,7.233,0.771,,0.0,,0.0,,-0.771,8.004,-1.202,6.802,0.0,,,6.802,0.0,6.802,0.0,,6.802,6.802,,90.932,0.075,0.075,0.075,99.96,0.0675,0.0675,0.0675,
12/31/1997,40.318001,,,-22.805,,17.513001,,-9.997,,,,,,7.516,0.98,,0.0,,0.0,,-0.98,8.496,-1.274,7.222,0.0,,,7.222,0.0,7.222,0.0,,7.222,7.222,,96.32,0.075,0.075,0.075,105.608,0.0675,0.0675,0.0675,
03/31/1998,34.102001,,,-17.771999,,16.330002,,-10.326,,,,,,6.004,1.339,,0.0,,0.0,,-1.339,7.343,-2.64,4.703,0.0,,,4.703,0.0,4.703,0.0,,4.703,4.703,,104.075996,0.045,0.045,0.045,112.087996,0.04,0.04,0.04,
06/30/1998,31.361,,,-20.559999,,10.801001,,-10.431,,,,,,0.37,1.278,,0.0,,0.0,,-1.278,1.648,-0.595,1.053,0.0,,,1.053,0.0,1.053,0.0,,1.053,1.053,,104.671996,0.01,0.01,0.01,111.336,0.01,0.01,0.01,
09/30/1998,32.077999,,,-18.84,,13.237999,,-10.605,,,,,,2.633,1.283,,0.0,,0.0,,-1.283,3.916,-1.41,2.506,0.0,,,2.506,0.0,2.506,0.0,,2.506,2.506,,105.643996,0.025,0.025,0.025,109.568,0.025,0.025,0.025,
12/31/1998,38.220001,,,-23.139,,15.081001,,-11.278,,,,,,3.803,1.781,,0.0,,0.0,,-1.781,5.584,-2.01,3.574,0.0,,,3.574,0.0,3.574,0.0,,3.574,3.574,,106.367996,0.035,0.035,0.035,109.755996,0.035,0.035,0.035,
03/31/1999,44.136002,,,-26.509001,,17.627001,,-12.779,,,,,,4.848,1.604,,0.0,-1.6,0.0,,-0.004,6.452,-2.129,4.323,0.0,,,4.323,0.0,4.323,0.0,0.0,4.323,4.323,,107.068,0.04,0.04,0.04,117.255996,0.035,0.035,0.035,
06/30/1999,52.549,,,-30.858,,21.691,,-14.658,,,,,,7.033,1.465,,0.0,-1.5,0.0,,0.035,8.498,-2.804,5.694,0.0,,,5.694,0.0,5.694,0.0,0.0,5.694,5.694,,107.772004,0.055,0.055,0.055,118.056,0.05,0.05,0.05,
09/30/1999,67.533997,,,-43.896999,,23.636998,,-16.681,,,,,,6.956,2.753,,0.0,-2.8,0.0,,0.047,9.709,-3.204,6.505,0.0,,,6.505,0.0,6.505,0.0,0.0,6.505,6.505,,109.264,0.06,0.06,0.06,121.988,0.055,0.055,0.055,
12/31/1999,82.771004,,,-50.879002,,31.892002,,-20.643999,,,,,,11.248,3.719,,0.0,-2.4,0.0,,-1.319,14.967,-4.939,10.028,0.0,,,10.028,0.0,10.028,0.0,0.0,10.028,10.028,,122.568,0.085,0.085,0.085,134.156004,0.075,0.075,0.075,
03/31/2000,109.369003,,,-67.758003,,41.611,,-24.059999,,,,,,17.551001,350.220001,,0.0,-5.618,0.0,,-344.602001,367.771002,-148.5,219.270996,0.0,,,219.271002,0.0,219.270996,0.0,0.0,219.270996,219.270996,,132.190002,1.66,1.66,0.1175,146.029998,1.5,1.5,0.105,
06/30/2000,143.949005,,,-84.514,,59.435005,,-28.583,,,,,,30.851999,6.483,,0.0,-5.818,0.0,,-0.665,37.334999,-13.067,24.268,0.0,,,24.267999,0.0,24.268,0.0,0.0,24.268,24.268,,133.634002,0.18,0.18,0.18,145.595994,0.165,0.165,0.165,
09/30/2000,170.839005,,,-101.874001,,68.965004,,-33.43,,,,,,35.535,5.417,,0.0,-5.855,0.0,,0.438,40.952,-15.349,25.603001,0.0,,,25.603,0.0,25.603001,0.0,0.0,25.603001,25.603001,,134.283996,0.19,0.19,0.19,145.276,0.175,0.175,0.175,
12/31/2000,177.654987,,,-102.870996,,74.783991,,-34.056001,,,,,,40.728,5.495,,,-5.495,0.0,,0.088997,46.134003,-16.604,29.530003,0.0,,,29.530003,0.0,29.530003,0.0,0.0,29.530003,29.530003,,134.78,0.219098,0.219098,0.219098,144.306008,0.204634,0.204634,0.204634,
03/31/2001,101.327,,,-118.78,,-17.453,0.0,-30.85,14.497,10.218,,,16.353,-48.303,-177.055,,,-4.075,,-0.634,181.764,-225.358,82.256,-143.102,,,,-143.102,,-143.102,0.0,0.0,-143.102,-143.102,,135.628,-1.055,-1.055,-1.055,135.628,-1.055,-1.055,-1.055,
06/30/2001,107.148,,,-106.752,,0.396,0.0,-29.046,14.828,10.533,,,14.218,-28.65,2.733,,,-3.079,,0.127,0.219,-25.917,15.923,-9.994,,,,-9.994,,-9.994,0.0,0.0,-9.994,-9.994,,136.176,-0.075,-0.075,-0.075,136.176,-0.075,-0.075,-0.075,
09/30/2001,65.887,,,-89.426,,-23.539,0.0,-37.834,14.664,10.664,,,23.17,-61.373,-113.474,,,-2.616,,-0.794,116.884,-174.847,4.371,-170.476,,,,-170.476,,-170.476,0.0,0.0,-170.476,-170.476,,136.578,-1.25,-1.25,-1.187765,136.578,-1.25,-1.25,-1.187765,
12/31/2001,91.939003,,,-77.334999,,14.604004,0.0,-29.268,15.568,11.161,,,13.7,-14.664,-1.267,-2.387,0.109,-2.496,0.0,-0.781,4.435,-15.931,41.450001,25.628,0.0,,,25.519001,0.0,25.628,0.0,0.0,25.628,25.628,,136.802002,0.185,0.185,-0.115,141.432006,0.18,0.18,-0.115,
03/31/2002,92.619003,,,-81.399002,,11.220001,,-28.264,,,,,,-17.044001,0.111,,1.656,-2.314,0.0,,0.547,-16.933001,13.199,-3.734,0.0,,,-3.734001,0.0,-3.734,0.0,0.0,-3.734,-3.734,,137.196,-0.025,-0.025,-0.12,137.196,-0.025,-0.025,-0.12,
06/30/2002,127.697998,,,-84.384003,,43.313995,,-32.681,,,,,,10.633,0.287,,1.707,-2.183,0.0,,0.189,10.92,-1.88,9.04,0.0,,,9.04,0.0,9.04,0.0,0.0,9.04,9.04,,137.421998,0.065,0.065,0.065,141.953994,0.065,0.065,0.065,
09/30/2002,141.128,,,-86.787,,54.341,0.0,-32.429,18.403,10.742,,,14.026,21.912,-3.393,-0.31,1.744,-2.054,,0.963,2.74,18.519,-7.195,11.324,,,,11.324,,11.324,,0.0,11.324,11.324,,137.708,0.08,0.08,0.08,158.006,0.08,0.08,0.0745,
12/31/2002,179.828009,,,-99.881991,,79.946018,,-37.295998,,,,,,42.650002,-15.177,-1.665,1.593,-2.124,0.0,,15.708,27.473002,-7.863,19.61,0.0,,,19.610002,0.0,19.61,0.0,0.0,19.61,19.61,4.663,138.114002,0.145,0.145,0.27,138.114002,0.135,0.135,0.26,
03/31/2003,174.479996,,,-102.889,,71.590996,,-36.904999,,,,,,34.686001,-7.043,,1.688,-2.188,0.0,,7.543,27.643001,-2.718,24.924999,0.0,,,24.925001,0.0,24.924999,0.0,0.0,24.924999,24.924999,,138.578002,0.18,0.18,0.19,159.914002,0.17,0.17,0.18,
06/30/2003,234.626007,,,-145.854004,,88.772003,,-42.112999,,,,,,46.659,-1.22,,1.687,-1.823,0.0,,1.356,45.439,-4.113,41.326,0.0,,,41.326,0.0,41.326,0.0,0.0,41.326,41.326,,139.203994,0.3,0.3,0.305,164.738006,0.26,0.26,0.27,
09/28/2003,281.4,,,-167.765,,113.635,0.0,-46.832,24.822,16.899,,,22.01,66.803,-7.5,0.057,1.668,-1.611,0.0,-4.403,11.846,59.303,-44.533,14.77,0.0,,,14.77,0.0,14.77,0.0,0.0,14.77,14.77,,141.462,0.105,0.105,0.235,171.562,0.09,0.09,0.19685,
12/28/2003,389.295025,,,-224.681026,,164.613999,,-55.724005,,,,,,108.889994,0.606,-1.556,1.687,-3.243,0.0,,0.95,109.495994,-21.658003,87.837994,0.0,,,87.837991,0.0,87.837994,0.0,0.0,87.837994,87.837994,-2.435,159.883992,0.59,0.59,0.535,190.249992,0.505,0.505,0.455,
03/28/2004,386.929993,,,-231.011993,,155.918,,-57.359001,,,,,,98.558998,2.39,,1.688,-3.96,0.0,,-0.118,100.948998,-37.381001,63.568001,0.0,,,63.567997,0.0,63.568001,0.0,0.0,63.568001,63.568001,,161.207001,0.39,0.39,0.392,189.403,0.34,0.34,0.342,
06/27/2004,433.287994,,,-254.634995,,178.652999,,-68.321999,,,,,,110.331001,1.981,,1.687,-4.24,0.0,,0.572,112.312001,-41.701,70.611,0.0,,,70.611001,0.0,70.611,0.0,0.0,70.611,70.611,,161.755997,0.44,0.44,0.44,188.744995,0.38,0.38,0.38,
09/26/2004,407.95401,,,-260.572998,,147.381012,,-63.698002,,,,,,83.682999,1.914,,1.69,-5.339,0.0,,1.735,85.596999,-31.495001,54.102001,0.0,,,54.101998,0.0,54.102001,0.0,0.0,54.102001,54.102001,,162.425003,0.33,0.33,0.33,188.561996,0.29,0.29,0.29,
01/02/2005,548.883,,,-345.13,,203.753,,-77.735,,,,,,126.018,-1.676,,0.884,-6.824,0.0,,7.616,124.342,-46.007,78.335,0.0,,,78.335,0.0,78.335,0.0,0.0,78.335,78.335,,170.869,0.47,0.47,0.518,188.675,0.43,0.43,0.468,
04/03/2005,450.975,,,-251.188,,199.787,,-86.268,,,,,,113.519,4.761,-7.984,,-7.984,0.0,,3.223,118.28,-43.764,74.516,0.0,,,74.516,0.0,74.516,0.0,0.0,74.516,74.516,2.53827,180.631,0.41,0.41,0.42,189.999,0.39,0.39,0.4,
07/03/2005,514.896,,,-300.797,,214.099,,-108.055,,,,,,106.044,5.854,-9.71,,-9.71,0.0,,3.856,111.898,-41.402,70.496,0.0,,,70.496,0.0,70.496,0.0,0.0,70.496,70.496,3.294,181.469,0.39,0.39,0.41,190.256,0.37,0.37,0.39,
10/02/2005,589.631,,,-332.847,,256.784,,-98.216,,,,,,158.568,11.999,-11.128,,-11.128,0.0,,-0.871,170.567,-63.109,107.458,0.0,,,107.458,0.0,107.458,0.0,0.0,107.458,107.458,,183.047,0.59,0.59,0.59,194.321,0.55,0.55,0.55,
01/01/2006,750.567,,,-448.503,,302.064,,-103.613,,,,,,198.451,14.111,-28.822,,-14.013,0.0,,-0.098,212.562,-78.648,133.914,0.0,,,133.914,0.0,133.914,0.0,0.0,133.914,133.914,,186.884,0.72,0.72,0.72,197.486,0.68,0.68,0.68,
04/02/2006,623.26,,,-384.867,,238.393,,-140.868,,,,,,97.525,-21.136,-15.277,,-15.277,0.0,,36.413,76.389,-41.274,35.115,0.0,,,35.115,0.0,35.115,0.0,0.0,35.115,35.115,54.903,193.077,0.18,0.18,0.47,201.892,0.17,0.17,0.44,
07/02/2006,719.185,,,-430.177,,289.008,,-160.466,,,,,,128.542,22.013,-22.67,,-22.67,0.0,,0.657,150.555,-54.914,95.641,0.0,,,95.641,0.0,95.641,0.0,0.0,95.641,95.641,2.812,195.527,0.49,0.49,0.5,202.98,0.47,0.47,0.48,
10/01/2006,751.385,,,-455.345,,296.04,,-167.713,,,,,,128.327,32.223,-29.943,,-29.943,0.0,,-2.28,160.55,-57.269,103.281,0.0,,,103.281,0.0,103.281,0.0,0.0,103.281,103.281,2.881,196.317,0.53,0.53,0.54,202.747,0.51,0.51,0.52,
12/31/2006,1163.695,,,-747.663,,416.032,,-218.492,,,,,,197.54,-154.326,,,,0.0,,154.326,43.214,-76.736,-33.522,0.0,,,-33.522,-1.619,-35.141,0.0,0.0,-35.141,-35.141,382.019,210.849,-0.17,-0.17,-0.17,210.849,-0.17,-0.17,-0.17,
04/01/2007,786.086,,,-591.15,,194.936,,-207.937,,,,,,-13.001,29.743,-37.488,,-37.488,0.0,,7.745,16.742,-12.157,4.585,0.0,,,4.585,-5.16,-0.575,0.0,0.0,-0.575,-0.575,14.191,227.455,0.0,0.0,0.06,227.455,0.0,0.0,0.06,
07/01/2007,827.032,,,-603.319,,223.713,,-209.917,,,,,,13.796,38.344,-34.727,,-34.727,0.0,,-3.617,52.14,-23.605,28.535,0.0,,,28.535,-0.051,28.484,0.0,0.0,28.484,28.484,15.5766,227.959,0.12,0.12,0.19,236.036,0.12,0.12,0.19,
09/30/2007,1037.423,,,-695.103,,342.32,,-233.169,,,,,,109.151,29.2,-31.79,,-31.79,0.0,,2.59,138.351,-53.713,84.638,0.0,,,84.638,0.0,84.638,0.0,0.0,84.638,84.638,16.00823,228.689,0.37,0.37,0.44,236.93,0.36,0.36,0.43,
12/30/2007,1245.825,,,-804.075,,441.75,,-268.454,,,,,,173.296,17.887,-29.35,,-29.35,0.0,,11.463,191.183,-85.373,105.81,0.0,,,105.81,0.0,105.81,0.0,0.0,105.81,105.81,12.44,226.871,0.47,0.47,0.52,234.033,0.45,0.45,0.5,
03/30/2008,849.967,,,-591.186,,258.781,0.0,-253.869,137.96,80.156,,,115.909,4.912,13.885,,,-25.756,,-0.7,12.571,18.797,-7.837,10.96,,,,10.96,,10.96,0.0,0.0,10.96,10.96,,224.518,0.05,0.05,0.07,229.48,0.05,0.05,0.07,
06/29/2008,816.011,,,-665.14,,150.871,0.0,-248.018,131.322,77.638,,,4.085,-97.147,4.238,,,-23.282,,-0.2,19.244,-92.909,19.155,-73.754,,,,-73.754,,-73.754,0.0,0.0,-73.754,-73.754,,224.888,-0.33,-0.33,-0.24,224.888,-0.33,-0.33,-0.24,
09/28/2008,821.497,,,-827.414,,-5.917,0.0,-244.276,134.95,87.859,,,109.326,-250.193,-12.901,,,-25.988,,,38.889,-263.094,97.195,-165.899,0.0,,,-165.899,,-165.899,0.0,0.0,-165.899,-165.899,,225.682,-0.74,-0.74,-0.69,225.682,-0.74,-0.74,-0.69,
12/28/2008,863.877,,,-1204.525,,-340.648,0.0,-233.699,128.612,82.426,,,105.087,-574.347,-1040.821,-18.0988,,-19.391,,,1060.212,-1615.168,-142.763,-1757.931,,,,-1757.931,,-1757.931,0.0,0.0,-1757.931,-1757.931,,226.079,-7.78,-7.78,-4.72,226.079,-7.78,-7.78,-4.72,
03/29/2009,659.471,588.099,71.372,-660.61,660.61,-1.139,0.0,-164.196,76.203,37.878,38.325,86.936,1.057,-165.335,-18.693,-2.368,17.0,-19.368,,0.8,20.261,-184.028,-23.967,-207.995,0.0,0.0,0.0,-207.995,,-207.995,0.0,0.0,-207.995,-116.98775,91.00725,226.529,-0.92,-0.92,-0.516436,226.529,-0.92,-0.92,-0.518253,
06/28/2009,730.573,610.432,120.141,-481.576,481.576,248.997,0.0,-180.555,89.045,50.409,38.636,91.219,0.291,68.442,4.716,3.22,17.3,-14.08,,-3.0,-4.936,73.158,-20.651,52.507,0.0,0.0,0.0,52.507,,52.507,0.0,0.0,52.507,57.6396,5.1326,226.976,0.23,0.23,0.253946,231.066,0.23,0.23,0.252213,
09/27/2009,935.171,813.811,121.36,-498.901,498.901,436.27,0.0,-196.317,101.1,55.75,45.35,94.925,0.292,239.953,-2.538,3.588,17.6,-14.012,,2.1,-3.15,237.415,-6.122,231.293,0.0,0.0,0.0,231.293,,231.293,0.0,0.0,231.293,151.9758,-79.3172,227.771,1.02,1.02,0.667231,232.724,0.99,0.99,0.649179,
01/03/2010,1241.591,1141.972,99.619,-641.093,641.093,600.498,0.0,-224.168,113.525,64.477,49.048,111.078,-0.435,376.33,0.926,0.987,16.8,-15.813,,1.646,-3.559,377.256,-37.751,339.505,0.0,0.0,0.0,339.505,,339.505,0.0,0.0,339.505,240.41255,-99.09245,228.392,1.49,1.49,1.052631,234.462,1.45,1.45,1.027362,
04/04/2010,1086.663,993.195,93.468,-586.485,586.485,500.178,0.0,-186.17,87.225,48.501,38.724,98.653,0.292,314.008,8.986,5.3,17.7,-12.4,,,-14.286,322.994,-88.303,234.691,0.0,0.0,0.0,234.691,,234.691,0.0,0.0,234.691,194.181,-40.51,229.3,1.02,1.02,0.846843,236.884,0.99,0.99,0.818988,
07/04/2010,1179.068,1091.315,87.753,-632.686,632.686,546.382,0.0,-187.583,87.493,52.094,35.399,99.799,0.291,358.799,-0.024,5.781,18.0,-12.219,,,-5.757,358.775,-100.881,257.894,0.0,0.0,0.0,257.894,,257.894,0.0,0.0,257.894,236.604,-21.29,231.673,1.11,1.11,1.021284,239.801,1.08,1.08,0.991218,
10/03/2010,1233.673,1137.593,96.08,-594.428,594.428,639.245,0.0,-207.521,94.914,50.39,44.524,111.518,1.089,431.724,-3.168,-13.0665,0.0235,-13.09,,0.1,16.1345,428.556,-106.464,322.092,0.0,0.0,0.0,322.092,,322.092,0.0,0.0,322.092,282.877,-39.215,233.918,1.38,1.38,1.2093,240.717,1.34,1.34,1.177091,
01/02/2011,1327.403,1240.827,86.576,-751.118,751.118,576.285,0.0,-219.242,106.65,58.812,47.838,112.592,0.0,357.043,-9.935,15.348,31.0,-15.652,,-32.012,26.599,347.108,138.357,485.465,0.0,0.0,0.0,485.465,,485.465,0.0,0.0,485.465,273.6613,-211.8037,235.231,2.06,2.06,1.163373,241.034,2.01,2.01,1.13127,
04/03/2011,1294.2,1210.247,83.953,-742.608,742.608,551.592,0.0,-202.298,82.756,47.457,35.299,119.542,0.0,349.294,-18.366,16.039,31.5,-15.461,,,2.327,330.928,-106.804,224.124,0.0,0.0,0.0,224.124,,224.124,0.0,0.0,224.124,238.3703,14.2463,237.473,0.94,0.94,1.003779,243.404,0.92,0.92,0.978529,
07/03/2011,1374.993,1281.96,93.033,-761.561,761.561,613.432,0.0,-234.416,88.354,48.2,40.154,145.332,0.73,379.016,-14.273,15.342,32.0,-16.658,,,-1.069,364.743,-116.353,248.39,0.0,0.0,0.0,248.39,,248.39,0.0,0.0,248.39,248.155,-0.235,238.851,1.04,1.04,1.038953,243.862,1.02,1.02,1.019036,
10/02/2011,1416.032,1321.904,94.128,-803.651,803.651,612.381,0.0,-226.254,89.105,48.538,40.567,135.271,1.878,386.127,-23.578,16.146,30.9,-14.754,,,7.432,362.549,-129.296,233.253,0.0,0.0,0.0,233.253,,233.253,0.0,0.0,233.253,252.35028,19.09728,239.836,0.97,0.97,1.052178,243.68,0.96,0.96,1.03837,
01/01/2012,1576.92,1473.444,103.476,-915.179,915.179,661.741,0.0,-246.078,96.973,55.227,41.746,147.228,1.877,415.663,2.871,15.361,28.9,-13.539,,,-18.232,418.534,-137.311,281.223,0.0,0.0,0.0,281.223,,281.223,0.0,0.0,281.223,269.3491,-11.8739,241.775,1.16,1.16,1.114049,246.543,1.14,1.14,1.091838,
04/01/2012,1205.561,1205.561,,-789.051,789.051,416.51,0.0,-224.646,81.626,49.035,32.591,140.957,2.063,191.864,-25.316,14.311,29.3,-14.989,,,11.005,166.548,-52.163,114.385,0.0,0.0,0.0,114.385,,114.385,0.0,0.0,114.385,131.274985,16.889985,242.883,0.47,0.47,0.540487,247.102,0.46,0.46,0.528352,
07/01/2012,1032.255,1032.255,,-751.478,751.478,280.777,0.0,-244.594,89.953,52.261,37.692,152.397,2.244,36.183,-17.197,14.796,29.8,-15.004,,,2.401,18.986,-6.017,12.969,0.0,0.0,0.0,12.969,,12.969,0.0,0.0,12.969,31.864661,18.895661,242.276,0.05,0.05,0.131522,244.57,0.05,0.05,0.127261,
09/30/2012,1273.19,1273.19,,-890.269,890.269,382.921,0.0,-250.848,98.143,57.938,40.205,150.336,2.369,132.073,-13.695,15.413,30.1,-14.687,,,-1.718,118.378,-41.871,76.507,0.0,0.0,0.0,76.507,,76.507,0.0,0.0,76.507,82.1414,5.6344,241.694,0.32,0.32,0.339857,244.221,0.31,0.31,0.333071,
12/30/2012,1541.503,1541.503,,-938.491,938.491,603.012,0.0,-267.037,104.733,64.82,39.913,159.075,3.229,335.975,-12.971,105.2,208.9,-103.7,,,-92.229,323.004,-109.461,213.543,0.0,0.0,0.0,213.543,,213.543,0.0,0.0,213.543,221.59925,8.05625,241.451,0.88,0.88,0.917781,244.161,0.87,0.87,0.902996,
03/31/2013,1340.729,1340.729,,-809.213,809.213,531.516,0.0,-277.725,104.231,59.127,45.104,171.125,2.369,253.791,-19.897,18.095,31.0,-12.905,,,1.802,233.894,-67.665,166.229,0.0,0.0,0.0,166.229,,166.229,0.0,0.0,166.229,169.5155,3.2865,242.519,0.69,0.69,0.698978,245.577,0.68,0.68,0.693383,
06/30/2013,1476.263,1476.263,,-799.444,799.444,676.819,0.0,-284.261,110.478,63.601,46.877,172.041,1.742,392.558,-9.101,9.949,22.7,-12.751,,,-0.848,383.457,-121.668,261.789,0.0,0.0,0.0,261.789,,261.789,0.0,0.0,261.789,264.539,2.75,241.519,1.08,1.08,1.095313,245.815,1.06,1.06,1.071187,
09/29/2013,1625.153,1625.153,,-823.16,823.16,801.993,0.0,-393.545,121.408,72.237,49.171,183.821,88.316,408.448,-4.892,2.934,14.3,-11.366,,,1.958,403.556,-126.697,276.859,0.0,0.0,0.0,276.859,,276.859,0.0,0.0,276.859,339.3472,62.4882,230.253,1.2,1.2,1.473801,235.032,1.18,1.18,1.445871,
12/29/2013,1727.858,1727.858,,-870.703,870.703,857.155,0.0,-349.742,132.505,81.347,51.158,215.281,1.956,507.413,-12.171,11.8,23.6,-11.8,,,0.371,495.242,-157.462,337.78,0.0,0.0,0.0,337.78,,337.78,0.0,0.0,337.78,347.31175,9.53175,225.252,1.5,1.5,1.541881,232.812,1.45,1.45,1.490942,
03/30/2014,1511.945,1511.945,,-760.655,760.655,751.29,0.0,-326.116,125.641,76.972,48.669,198.829,1.646,425.174,-15.635,14.656,27.9,-13.244,,,0.979,409.539,-140.591,268.948,0.0,0.0,0.0,268.948,,268.948,0.0,0.0,268.948,304.49715,35.54915,225.845,1.19,1.19,1.348257,234.914,1.14,1.14,1.291328,
06/29/2014,1634.011,1634.011,,-874.361,874.361,759.65,0.0,-342.994,137.483,83.398,54.085,204.03,1.481,416.656,-13.579,12.378,28.1,-15.722,,,1.201,403.077,-129.131,273.946,0.0,0.0,0.0,273.946,,273.946,0.0,0.0,273.946,251.923,-22.023,225.544,1.21,1.21,1.116957,240.756,1.14,1.14,1.048526,
09/28/2014,1746.491,1746.491,,-929.353,929.353,817.138,0.0,-429.344,171.436,111.392,60.044,223.309,34.599,387.794,-14.875,15.701,28.4,-12.699,,,-0.826,372.919,-110.258,262.661,0.0,0.0,0.0,262.661,,262.661,0.0,0.0,262.661,280.16255,17.50155,222.201,1.18,1.18,1.260852,240.685,1.09,1.09,1.162716,
12/28/2014,1735.254,1735.254,,-995.484,995.484,739.77,0.0,-411.46,163.63,111.526,52.104,226.142,21.688,328.31,-24.815,18.681,28.816,-10.135,,,6.134,303.495,-101.604,201.891,0.0,0.0,0.0,201.891,,201.891,0.0,0.0,201.891,227.9674,26.0764,217.264,0.93,0.93,1.049264,234.794,0.86,0.86,0.971061,
03/29/2015,1332.241,1332.241,,-787.239,787.239,545.002,0.0,-487.815,149.867,101.82,48.047,222.726,115.222,57.187,-23.57,17.975,29.0,-11.025,,,5.595,33.617,5.408,39.025,0.0,0.0,0.0,39.025,,39.025,0.0,0.0,39.025,100.806436,61.781436,211.428,0.18,0.18,0.476788,224.049,0.17,0.17,0.44575,
