Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
03/31/1990,,,43.5,,43.499999,43.499999,,,,,,,,,,,
06/30/1990,,,20.0,,20.0,20.0,,,,,,,,,,,
09/30/1990,,,9.8,,9.8,9.8,,,,,,,,,,,
12/31/1990,,,38.700001,,38.700001,38.700001,,,,,,,,,,,
03/31/1991,,,46.900002,,46.900001,46.900001,,,,,,,,,,,
06/30/1991,,,15.2,,15.2,15.2,,,,,,,,,,,
09/30/1991,,,8.0,,8.0,8.0,,,,,,,,,,,
12/31/1991,,,37.200001,,37.199998,37.199998,,,,,,,,,,,
03/31/1992,,,39.599998,,39.600002,39.600002,,,,,,,,,,,
06/30/1992,,,17.200001,,17.2,17.2,,,,,,,,,,,
09/30/1992,,,11.2,,11.2,11.2,,,,,,,,,,,
12/31/1992,,,44.299999,,39.100002,39.100002,,,,,,,,,,,
03/31/1993,,,46.200001,,48.500001,48.500001,,,,,,,,,,,
06/30/1993,,,16.4,,16.400001,16.400001,,,,,,,,,,,
09/30/1993,,,8.9,,8.9,8.9,,,,,,,,,,,
12/31/1993,,,0.0,,36.899998,36.899998,,,,,,,,,,,
03/31/1994,,,51.200001,,51.199999,51.199999,,,,,,,,,,,
06/30/1994,,,15.8,,15.8,15.8,,,,,,,,,,,
09/30/1994,,,7.4,,7.4,7.4,,,,,,,,,,,
12/31/1994,,,0.0,,34.499999,34.499999,,,,,,,,,,,
03/31/1995,,,40.799999,,40.800002,40.800002,,,,,,,,,,,
06/30/1995,,,17.0,,17.0,17.0,,,,,,,,,,,
09/30/1995,,,6.0,,6.0,6.0,,,,,,,,,,,
12/31/1995,,,0.0,,35.600001,35.600001,,,,,,,,,,,
03/31/1996,,,45.400002,,45.4,45.4,,,,,,,,,,,
06/30/1996,,,25.299999,,40.300002,40.300002,,,,,,,,,,,
09/30/1996,,,15.0,,15.0,15.0,,,,,,,,,,,
12/31/1996,,,0.0,,35.100001,35.100001,,,,,,,,,,,
03/31/1997,,,40.400002,,40.400002,40.400002,,,,,,,,,,,
06/30/1997,,,28.700001,,28.700001,28.700001,,,,,,,,,,,
09/30/1997,,,19.4,,19.4,19.4,,,,,,,,,,,
12/31/1997,,,0.0,,38.999999,38.999999,,,,,,,,,,,
03/31/1998,,,36.099998,,36.100001,36.100001,,,,,,,,,,,
06/30/1998,,,28.4,,28.4,28.4,,,,,,,,,,,
09/30/1998,,,20.5,,20.5,20.5,,,,,,,,,,,
12/31/1998,,,0.0,,31.1,31.1,,,,,,,,,,,
03/31/1999,,,38.900002,,38.9,38.9,,,,,,,,,,,
06/30/1999,,,26.4,,26.4,26.4,,,,,,,,,,,
