Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
12/31/1999,,,17.1,,17.1,17.1,,,,,,,,,,
03/31/2000,,,22.700001,,22.7,22.7,,,,,,,,,,
06/30/2000,,,13.9,,13.9,13.9,,,,,,,,,,
09/30/2000,,,17.4,,17.4,17.4,,,,,,,,,,
12/31/2000,,,,,22.5,22.5,,,,,,,,,,
03/31/2001,,,,,9.3,9.3,,,,,,,,,,
06/30/2001,,,,,9.3,9.3,,,,,,,,,,
09/30/2001,,,,,4.8,4.8,,,,,,,,,,
03/31/2002,,,50.099998,,50.1,50.1,,,,,,,,,,
06/30/2002,,,12.3,,12.3,12.3,,,,,,,,,,
09/30/2002,,,9.4,,9.4,9.4,,,,,,,,,,
12/31/2002,,,31.200001,,31.2,31.2,,,,,,,,,,
03/31/2003,,,59.599998,,51.8,51.8,,,,,,,,,,
06/30/2003,,,18.9,,18.9,18.9,,,,,,,,,,
09/30/2003,,,14.3,,22.2,22.2,,,,,,,,,,
12/31/2003,,,35.0,,35.1,35.1,,,,,,,,,,
03/31/2004,,,65.699997,,65.7,65.7,,,,,,,,,,
06/30/2004,,,21.0,,21.0,21.0,,,,,,,,,,
09/30/2004,,,20.0,,20.0,20.0,,,,,,,,,,
12/31/2004,,,46.0,,46.3,46.3,,,,,,,,,,
03/31/2005,,,88.0,,88.0,88.0,,,,,,,,,,
06/30/2005,,,24.0,,24.0,24.0,,,,,,,,,,
09/30/2005,,28.7,15.0,,15.0,15.0,,,,,,,,,,
12/31/2005,,100.55,66.0,,66.0,66.0,,,,,,,,,,
03/31/2006,,161.667,110.0,11.9786096256684,110.0,110.0,,,,,,,,,,
06/30/2006,,45.0,19.0,3.39912774772511,1.0,1.0,,,,,,,,,,
09/30/2006,,40.5,36.0,15.9395511483091,36.0,36.0,,,,,,,,,,
12/31/2006,,83.2,47.0,-10.8448928121059,47.0,47.0,,,,,,,,,,
03/31/2007,,175.5,124.0,3.73134328358209,102.0,102.0,,,,,,,,,,
06/30/2007,,46.0,30.0,-6.27195183140993,30.0,30.0,,,,,,,,,,
09/30/2007,,21.7,13.0,-14.2524510088699,13.0,13.0,,,,,,,,,,
12/31/2007,,105.0,66.0,-6.73927842069435,66.0,66.0,,,,,,,,,,
03/31/2008,,162.0,89.0,-1.171875,89.0,89.0,,,,,,,,,,
06/30/2008,,28.867,23.32,-2.56042241373634,-11.0,-11.0,,,,,,,,,,
09/30/2008,,43.733,22.0,26.5852512916862,65.0,65.0,,,,,,,,,,
12/31/2008,,111.0,74.0,28.2527199932448,74.0,74.0,,,,,,,,,,
03/31/2009,,167.0,119.0,4.81043005984202,119.0,119.0,,,11.9221411192214,,15.203426124197,,,38.9221556886228,,
06/30/2009,,37.45,20.0,-15.8012283640424,20.0,20.0,,,-19.0581309786608,,-3.42432679563971,,,54.8731642189586,,
09/30/2009,,25.867,12.0,-31.6866933689364,12.0,12.0,,,-14.0121911604533,,-8.33793484262838,,,-26.547338307496,,
12/31/2009,,118.0,71.0,-23.086196503918,71.0,71.0,,,-2.63157894736842,,3.86740331491713,,,27.1186440677966,,
03/31/2010,,198.0,134.0,-6.58183589511459,134.0,134.0,,,11.2087912087912,,10.0126533324823,,,28.7878787878788,,
06/30/2010,,33.6,14.0,-11.8477593615715,14.0,14.0,,,-19.4630872483222,,-15.5339805825243,,,42.8571428571428,,
09/30/2010,,24.8,22.0,3.80010380010379,22.0,22.0,,,37.6248612652608,,13.5010626815182,,,145.967741935484,,
12/31/2010,,103.0,67.905,4.23197492163009,64.0,68.0,,,5.15298507462687,,6.37719298245614,,,34.8592233009709,,
03/31/2011,,204.0,124.0,-13.383783826444,124.0,127.0,,,0.210526315789474,,1.82481751824817,,,17.156862745098,,
06/30/2011,,37.5,25.85,-11.4172530844513,18.0,26.0,,,-4.65098039215687,,-4.34155421126106,,,67.4266666666667,,
09/30/2011,,14.35,1.686,-21.5946843853821,-3.0,2.0,,,-37.1610076670318,,-23.7382978723404,,,106.871080139373,,
12/31/2011,,126.0,78.0,-2.70935960591133,33.0,78.0,,,-2.1021021021021,,,,,31.7460317460317,,
03/31/2012,,252.0,136.5,-2.68024429754059,130.0,136.0,,,-13.3757961783439,,-0.79155672823219,,,9.52380952380952,,
06/30/2012,,61.9,35.95,-21.9123505976096,34.0,36.0,,,-13.7614678899083,,-5.61812902386995,,,66.3974151857835,,
09/30/2012,,39.5,10.3,-19.7123242889833,9.0,10.175,,,-33.570581257414,,-12.0879120879121,,,56.9620253164557,,
12/31/2012,,171.5,105.958,-18.7322768974145,98.0,101.531,,,-6.30630630630631,,-6.93746971007901,,,24.198250728863,,
03/31/2013,,248.0,154.0,16.8147641831852,154.0,154.0,,,-2.28758169934641,,-2.6378896882494,,,22.5806451612903,,
06/30/2013,,59.3,44.92,22.8260869565217,49.0,39.0,,,8.29268292682927,,3.77358490566038,,,98.9881956155143,,
09/30/2013,,19.0,28.0,3.63362519632815,25.0,24.0,,,34.4262295081967,,10.0864553314121,,,368.421052631579,,
12/31/2013,,168.0,82.0,6.66131621187801,82.0,82.0,,,-16.8181818181818,,-11.8210862619808,,,7.73809523809524,,
03/31/2014,,546.0,340.054,35.7521186440678,284.0,353.0,,,-0.819672131147541,,5.87349397590361,,,2.56410256410256,,
06/30/2014,,80.0,63.0,4.03690888119954,58.0,57.0,,,21.6,,8.33333333333333,,,32.5,,
09/30/2014,,51.0,21.05,-1.83333333333333,-8.0,20.0,,,-16.4948453608247,,-9.84455958549223,,,-21.5686274509804,,
12/31/2014,,165.0,148.65,16.5009719164128,148.0,149.0,,,35.377358490566,,27.603305785124,,,50.9090909090909,,
03/31/2015,,318.0,193.0,-17.4316196116456,193.0,193.0,,,-2.41286863270777,,6.46651270207852,,,1.57232704402516,,
06/30/2015,,,42.0,-25.9747391543108,42.0,42.0,,,,,-3.75586854460094,,,,,
09/30/2015,,,41.0,-4.88599348534202,11.0,41.0,,,,,-8.72093023255814,,,,,
12/31/2015,,,112.0,-35.1752021563342,107.0,112.0,,,,,,,,,,
03/31/2016,,,184.0,,182.0,184.0,,,,,,,,,,
06/30/2016,,,,,-51.0,-12.0,,,,,,,,,,
09/30/2016,,,,,4.0,25.0,,,,,,,,,,
12/31/2016,,,,,110.0,151.0,,,,,,,,,,
03/31/2017,,,,,239.0,239.0,,,,,,,,,,
06/30/2017,,,,,49.0,49.0,,,,,,,,,,
09/30/2017,,,,,15.0,15.0,,,,,,,,,,
12/31/2017,,,,,-60.0,-60.0,,,,,,,,,,
03/31/2018,,,,,279.0,321.0,,,,,,,,,,
06/30/2018,,,,,-31.0,-2.56,,,,,,,,,,
09/30/2018,,,,,46.0,-199.69,,,,,,,,,,
12/31/2018,,,,,78.0,-164.53,,,,,,,,,,
03/31/2019,,,,,270.0,270.0,,,,,,,,,,
06/30/2019,,,,,106.0,87.83,,,,,,,,,,
09/30/2019,,,,,-29.0,43.68,,,,,,,,,,
12/31/2019,,,,,238.0,298.49,,,,,,,,,,
03/31/2020,,,,,275.0,275.0,,,,,,,,,,
06/30/2020,,,,,71.0,71.0,,,,,,,,,,
