Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,4.2,9.2,,-5.0,,,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,-1.6,10.1,,-11.7,,,-11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,1.5,10.5,,-9.0,,,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,50.799999,10.5,27.5,10.7,,,10.7,2.1,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.799999,,,
03/31/1991,2.6,13.6,,-11.0,,,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,18.5,14.4,,4.1,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,15.5,14.1,,1.4,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,49.599998,15.1,29.5,11.3,,,11.3,-6.3,,,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.599998,,,
03/31/1992,14.5,16.799999,,-2.3,,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,23.1,18.0,,5.1,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,28.200001,19.1,,9.1,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,37.799999,21.1,35.599998,-13.0,,,-13.0,-5.9,,,-5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.799999,,,
03/31/1993,31.4,20.799999,,10.6,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,28.0,20.299999,,7.7,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,43.299999,-25.200001,,68.5,,,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,21.299999,40.099998,35.5,-96.900002,,,-96.900002,42.599998,,,42.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.299999,,,
03/31/1994,14.3,22.799999,,-8.5,,,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,-20.1,23.299999,,12.2,,,12.2,-55.599998,,,-55.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,22.700001,24.299999,,8.6,,,8.6,-10.2,,,-10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.700001,,,
12/31/1994,54.299999,5.2,,-13.1,,,-13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,12.3,24.9,,-12.6,,,-12.6,,,,,,,-4.9,,,,-4.9,,,,,,,,,,4.9,,,,,,,,,,,,,,,
06/30/1995,2.5,25.0,,-22.5,,,-22.5,,,,,,,-7.3,,,,-7.3,,,,,,,,,,7.3,,,,,,,,,,,,,,,
09/30/1995,42.3,14.1,10.1,-2.0,,,-2.0,20.1,,,20.1,,-18.8,-12.2,,,,-12.2,,,-6.6,,-6.6,,,,,0.0,-27.2,-8.3,-18.9,,,,,,,,,-3.7,,,
12/31/1995,63.299999,24.4,14.999998,,,,,,,,,,,-16.1,,,,-16.1,,,,,,,,,,16.1,,,,,,,,,,,,,,,
03/31/1996,21.4,27.1,,-5.7,,,-5.7,,,,,,,-8.1,,,,-8.1,,,,,,,,,,8.1,,,,,,,,,,,,,,,
06/30/1996,1.8,27.5,,-25.700001,,,-25.700001,,,,,,,-9.8,,,,-9.8,,,,,,,,,,9.8,,,,,,,,,,,,,,,
09/30/1996,50.4,11.4,11.4,-1.8,,,-1.8,29.4,,,29.4,,-171.6,-6.7,,,,-6.7,,,,,,,,,,-164.9,119.0,-9.7,132.5,,,,,,,-3.8,,-2.2,,,
12/31/1996,48.9,26.5,14.9,29.1,,,29.1,-21.6,,,-21.6,,-45.2,-17.0,0.0,,,-17.0,,,0.0,0.0,0.0,,,,,-28.2,4.5,-9.7,12.8,,,,8.6,11.5,-2.9,-7.2,,8.2,,,
03/31/1997,16.0,26.1,,-10.1,,,-10.1,,,,,,-26.6,-8.8,0.0,,,-8.8,,,0.0,0.0,0.0,,,,,-17.8,-18.2,-9.7,0.0,,,,-0.7,0.0,-0.7,-7.8,,-28.799999,,,
06/30/1997,49.0,26.200001,,22.799999,,,22.799999,,,,,,-18.0,-9.4,0.0,,,-9.4,,,0.0,0.0,0.0,,,,,-8.6,-5.8,-9.7,4.1,,,,-8.0,0.0,-8.0,7.8,,25.200001,,,
09/30/1997,10.8,-3.8,14.3,25.4,,,25.4,-25.1,,,-25.1,,23.5,-7.0,0.0,,,-7.0,,,0.0,0.0,0.0,,,,,30.5,-69.1,-10.3,-37.9,,,,-20.9,0.0,-20.9,0.0,,-34.8,,,
12/31/1997,22.700001,23.799999,12.8,-38.299998,,,-38.299998,24.4,,,24.4,,-4.5,22.100001,29.700001,,,-7.6,,,0.0,0.0,0.0,,,,,-26.600001,-7.0,-10.3,-13.1,,,,12.6,15.5,-2.9,3.8,,11.2,,,
03/31/1998,54.700001,24.9,0.0,29.799999,,,29.799999,0.0,,,0.0,,-21.799999,-9.9,0.0,,,-9.9,,,0.0,0.0,0.0,,,,,-11.9,-12.2,-10.3,0.0,,,,0.0,0.0,0.0,-1.9,,20.700001,,,
09/30/1998,36.700001,23.5,13.6,12.6,,,12.6,-13.0,,,-13.0,,-16.700001,-12.2,0.0,,,-12.2,,,0.0,0.0,0.0,,,,,-4.500001,-58.200004,-10.7,11.399998,,,,-58.900002,0.0,-58.900002,0.0,,-38.200001,,,
12/31/1998,40.299999,163.699997,15.4,-162.300003,,,-162.300003,23.5,,,23.5,,407.5,439.399988,449.299988,,,-9.9,,,0.0,0.0,0.0,,,,,-31.899988,-438.800009,-10.3,-272.400002,,,,-155.300007,28.799999,-184.100006,-0.8,,9.0,,,
03/31/1999,-39.3,26.6,12.3,-65.9,,,-65.9,0.0,,,0.0,,-9.7,-6.5,0.0,,,-6.5,,,-3.2,0.0,-3.2,,,,,0.0,53.9,-9.8,0.0,,,,-49.3,0.0,-49.3,113.0,,4.9,,,
06/30/1999,39.599998,28.200001,12.0,56.5,,,56.5,-69.099998,,,-69.099998,,-8.8,-6.1,0.0,,,-6.1,,,0.0,0.0,0.0,,,,,-2.7,-29.800001,-9.7,96.099998,,,,-3.2,0.0,-3.2,-113.0,,1.0,,,
09/30/1999,55.900002,30.1,12.5,11.0,,,11.0,2.3,,,2.3,,-45.200001,-8.2,0.0,,,-8.2,,,0.0,0.0,0.0,,,,,-37.000001,-0.3,-10.3,16.900001,,,,-6.9,0.0,-6.9,0.0,,10.4,,,
