Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2000,1184.0,,-796.0,,388.0,0.0,-273.0,,,152.0,-23.0,6.0,17.0,-11.0,0.0,17.0,129.0,-29.0,63.0,-82.0,,,182.0,0.0,145.0,0.0,0.0,145.0,145.0,,184.5,0.79,0.34,0.34,185.699997,0.78,0.34,0.34,
12/31/2000,1124.0,,-748.0,,376.0,,-256.0,256.0,0.0,120.0,-18.0,,18.0,,,,102.0,-33.0,69.0,-65.0,,,134.0,,134.0,,0.0,134.0,134.0,,182.5,0.74,0.38,0.38,184.7,0.73,0.38,0.38,
03/31/2001,1178.0,,-785.0,,393.0,,-263.0,263.0,0.0,130.0,-28.0,,28.0,,0.0,0.0,102.0,-31.0,71.0,-54.0,,,125.0,0.0,125.0,0.0,0.0,125.0,125.0,,182.4,0.68,0.39,0.39,185.3,0.67,0.38,0.38,
06/30/2001,1033.0,,-797.0,,236.0,,-272.0,272.0,0.0,-36.0,-20.0,20.0,20.0,0.0,0.0,0.0,-56.0,29.0,-27.0,-61.0,,,34.0,0.0,34.0,0.0,0.0,34.0,34.0,,183.1,0.18,-0.15,0.1,183.1,0.18,-0.15,0.1,
09/30/2001,974.0,,,,,0.0,,,,77.0,-57.0,,17.0,,,40.0,20.0,-8.0,12.0,,,,12.0,,12.0,,0.0,12.0,12.0,,185.9,0.07,0.07,0.08,185.9,0.07,0.07,0.08,
12/31/2001,939.0,,-647.0,,292.0,,-240.0,,,52.0,-12.0,16.0,16.0,,0.0,-4.0,40.0,-11.0,29.0,108.0,,,-79.0,0.0,-79.0,0.0,0.0,-79.0,-79.0,,183.899994,-0.42,0.16,0.16,186.600006,-0.42,0.16,0.16,
03/31/2002,965.0,,-659.0,,306.0,,-235.0,235.0,0.0,71.0,-17.0,,17.0,,0.0,0.0,54.0,4.0,58.0,-3.0,,,61.0,0.0,61.0,0.0,0.0,61.0,61.0,,184.5,0.33,0.31,0.81,188.9,0.33,0.31,0.81,
06/30/2002,1006.0,,-670.0,,336.0,,-244.0,244.0,0.0,92.0,-17.0,,17.0,,0.0,0.0,75.0,15.0,90.0,,,,90.0,0.0,90.0,0.0,0.0,90.0,90.0,,185.5,0.48,0.48,0.48,190.4,0.47,0.47,0.47,
09/30/2002,1017.0,,,,,0.0,,,,100.0,-36.0,,16.0,,0.0,20.0,64.0,-15.0,49.0,0.0,,,49.0,0.0,49.0,0.0,0.0,49.0,49.0,,185.8,0.26,0.26,0.26,189.4,0.26,0.26,0.26,
12/31/2002,984.0,,-663.0,,321.0,,-251.0,,,70.0,-10.0,15.0,15.0,,,-5.0,60.0,-18.0,42.0,,,,42.0,,42.0,0.0,0.0,42.0,42.0,,185.6,0.22,0.22,0.22,189.4,0.22,0.22,0.22,
03/31/2003,1029.0,,-693.0,,336.0,,-256.0,,,80.0,-15.0,15.0,15.0,,0.0,0.0,65.0,-16.0,49.0,0.0,,,49.0,0.0,49.0,0.0,0.0,49.0,49.0,0.0,185.6,0.26,0.26,0.26,190.4,0.26,0.26,0.26,
06/30/2003,1033.0,,-689.0,,344.0,,-253.0,,,91.0,-7.0,11.0,11.0,,,-4.0,84.0,44.0,128.0,,,,128.0,,128.0,0.0,,128.0,128.0,,185.0,0.69,0.69,0.69,189.8,0.67,0.67,0.67,
09/30/2003,1024.9,,-707.0,,317.9,131.0,-249.0,24.0,225.0,102.0,-12.9,,10.8,,0.0,2.1,89.1,-27.0,63.0,-4.0,,,66.1,0.0,67.6,0.0,0.0,67.6,67.6,,185.399994,0.36,0.34,0.36,190.699997,0.35,0.33,0.35,
12/31/2003,1015.7,,-675.5,,340.2,,-257.2,,,83.0,-6.8,10.5,10.5,,,-3.7,76.2,-18.6,57.6,-4.6,,,62.2,,62.2,0.0,,62.2,62.2,,186.3,0.33,0.31,0.31,192.3,0.32,0.3,0.3,
03/31/2004,1112.9,,-713.1,,399.8,,-278.4,,,121.4,-9.5,10.2,10.2,,,-0.7,111.9,-33.6,78.3,,,,78.3,,78.3,0.0,,78.3,78.3,,186.7,0.42,0.42,0.42,192.1,0.41,0.41,0.41,
06/30/2004,1163.5,,-740.4,,423.1,,-277.4,,,145.7,-14.5,10.1,10.1,,,4.4,131.2,-4.8,126.4,,,,126.4,,126.4,0.0,,126.4,126.4,,185.0,0.68,0.68,0.68,190.5,0.66,0.66,0.66,
09/30/2004,1206.2,,,,,172.9,-208.2,28.5,179.7,137.6,-10.9,,10.9,,,,126.7,-30.1,96.6,-51.4,,,148.0,,148.0,,0.0,148.0,148.0,,189.6,0.78,0.509494,0.78,189.6,0.78,0.508903,0.78,
12/31/2004,1184.9,,-735.8,,449.1,,-263.0,,,186.1,-6.5,11.1,11.1,,,-4.6,179.6,-57.5,122.1,-11.3,,,133.4,,133.4,0.0,,133.4,133.4,,184.5,0.72,0.66,0.66,189.1,0.71,0.65,0.65,
03/31/2005,1218.4,,-762.5,,455.9,,-263.3,,,192.6,-12.0,11.5,11.5,,,0.5,180.6,-38.1,142.5,-7.5,,,150.0,,150.0,0.0,0.0,150.0,150.0,,184.5,0.81,0.77,0.77,189.0,0.79,0.75,0.75,
06/30/2005,1264.7,,-783.7,,481.0,,-286.6,,,194.4,-3.2,11.7,11.7,,,-8.5,191.2,-63.9,127.3,,,,127.3,,127.3,,,127.3,127.3,,182.7,0.7,0.7,0.7,186.4,0.68,0.68,0.68,
09/30/2005,1335.2,,,,,213.7,-230.3,14.5,215.8,197.1,-11.5,,11.5,,,,185.6,-59.1,126.5,-2.8,,,129.3,0.0,129.3,0.0,0.0,129.3,129.3,,184.3,0.7,0.686381,0.7,184.3,0.7,0.684807,0.7,
12/31/2005,1069.7,,-620.4,,449.3,,-264.9,,,184.4,-10.0,,13.1,,0.0,-3.1,174.4,-50.5,123.9,-21.8,,,145.7,0.0,145.7,0.0,0.0,145.7,145.7,,178.7,0.82,0.7,0.7,182.3,0.8,0.68,0.68,
03/31/2006,1121.0,,-645.1,,475.9,,-290.3,,,185.6,-9.4,14.0,14.0,,0.0,-4.6,176.2,-51.0,125.2,-21.3,,,146.5,0.0,146.5,0.0,0.0,146.5,146.5,,177.2,0.83,0.71,0.71,180.7,0.81,0.69,0.69,
06/30/2006,1171.7,,-685.2,,486.5,,-295.1,,,191.4,-13.3,13.8,13.8,,0.0,-0.5,178.1,-54.7,123.4,-25.6,,,149.0,0.0,149.0,0.0,0.0,149.0,149.0,,176.6,0.84,0.7,0.7,179.8,0.83,0.69,0.69,
09/30/2006,1194.0,,-705.7,,488.3,,-290.7,,,197.6,9.5,7.3,15.7,-7.9,0.0,-17.3,207.1,-50.3,156.8,-9.0,,,165.8,0.0,165.8,0.0,0.0,165.8,165.8,,174.5,0.95,0.9,0.83,178.3,0.94,0.89,0.82,
12/31/2006,1146.300049,,-648.700012,,497.600037,,-293.100006,,,204.5,-17.6,18.4,18.4,,0.0,-0.8,186.9,-56.0,130.899994,-298.200012,,,429.100013,0.0,429.100006,0.0,0.0,429.100006,429.100006,,168.600006,2.55,0.78,0.78,171.399994,2.5,0.76,0.76,
03/31/2007,1206.5,,-732.0,,474.5,,-325.6,,,148.9,-5.5,16.3,16.3,,0.0,-10.8,143.4,-36.3,107.1,-622.2,,,729.3,0.0,729.3,0.0,0.0,729.3,729.3,27.7,161.2,4.52,0.66,0.83,163.8,4.45,0.65,0.82,
06/30/2007,1280.6,,-729.5,,551.1,,-319.7,,,231.4,-4.3,13.8,13.8,,0.0,-9.5,227.1,-59.6,167.5,3.3,,,164.2,0.0,164.2,0.0,0.0,164.2,164.2,,154.0,1.07,1.09,1.09,156.5,1.05,1.07,1.07,
09/30/2007,1370.5,,-796.4,,574.1,,-340.2,340.2,0.0,233.9,-2.7,-14.7,14.9,-29.6,0.0,17.4,231.2,-67.4,163.8,-1.4,,,165.2,0.0,165.2,0.0,0.0,165.2,165.2,,153.2,1.08,1.07,1.09,153.2,1.08,1.07,1.07,
12/31/2007,1331.900024,,-756.400024,,575.5,,-348.600006,,,226.899994,-7.9,18.0,18.0,,0.0,-10.1,218.999994,-62.400002,156.600006,0.0,,,156.599993,0.0,156.600006,0.0,0.0,156.600006,156.600006,,148.699997,1.05,1.05,1.05,151.0,1.04,1.04,1.04,
03/31/2008,1406.599976,,-835.299988,,571.299988,,-358.299988,,,213.0,-13.3,17.5,17.5,,0.0,-4.2,199.7,-56.900002,142.800003,0.0,,,142.799998,0.0,142.800003,0.0,0.0,142.800003,142.800003,,146.899994,0.97,0.97,0.97,148.699997,0.96,0.96,0.96,
06/30/2008,1475.0,,-869.4,,605.6,,-377.6,,,228.0,-14.5,16.6,16.6,,0.0,-2.1,213.5,-60.9,152.6,0.0,,,152.6,0.0,152.6,0.0,0.0,152.6,152.6,,146.3,1.04,1.04,1.04,148.1,1.03,1.03,1.03,
09/30/2008,1484.3,,-896.0,,588.3,,-397.6,,,190.7,-14.0,16.1,16.1,,0.0,-2.1,176.7,-51.1,125.6,0.0,,,125.6,0.0,125.6,0.0,0.0,125.6,125.6,30.4,144.4,0.87,0.87,1.08,145.1,0.87,0.87,1.08,
12/31/2008,1189.2,1189.2,-718.8,718.8,470.4,0.0,-313.4,313.4,0.0,157.0,-17.5,,15.0,,,2.5,139.5,-23.9,115.6,-2.8,-2.8,0.0,118.4,0.0,118.4,0.0,0.0,118.4,115.86,0.26,141.6,0.83,0.81,0.81822,142.1,0.83,0.81,0.81183,
03/31/2009,1058.1,1058.1,-694.5,694.5,363.6,0.0,-292.8,292.8,0.0,70.8,-15.4,,15.3,,,0.1,55.4,-14.8,40.6,0.0,0.0,0.0,40.6,0.0,40.6,0.0,0.0,40.6,53.34,12.74,141.5,0.29,0.29,0.376961,142.0,0.29,0.29,0.376961,
06/30/2009,1010.8,1010.8,-640.6,640.6,370.2,0.0,-305.0,305.0,0.0,65.2,-15.0,,15.4,,,-0.4,50.2,-17.4,32.8,0.0,0.0,0.0,32.8,0.0,32.8,0.0,-0.1,32.7,38.42,5.72,141.7,0.23,0.23,0.271136,142.3,0.23,0.23,0.270197,
09/30/2009,1074.4,1074.4,-709.1,709.1,365.3,0.0,-316.8,316.8,0.0,48.5,-19.7,,15.2,,,4.5,28.8,0.1,28.9,0.0,0.0,0.0,28.9,0.0,28.9,0.0,-0.8,28.1,57.24,29.14,143.1,0.2,0.2,0.4,143.1,0.2,0.2,0.4,
12/31/2009,1067.5,1067.5,-640.7,640.7,426.8,0.0,-312.5,312.5,0.0,114.3,-17.0,,15.4,,,1.6,97.3,-19.5,77.8,1.2,1.2,0.0,76.6,0.0,76.6,0.0,0.2,76.8,78.26,0.26,142.0,0.54,0.55,0.551127,143.7,0.53,0.54,0.541809,
03/31/2010,1164.5,1164.5,-691.4,691.4,473.1,0.0,-323.2,323.2,0.0,149.9,-16.3,,15.1,,,1.2,133.6,-21.7,111.9,-25.1,-25.1,0.0,137.0,0.0,137.0,0.0,-0.3,136.7,110.495,-1.105,142.4,0.96,0.78,0.775948,144.4,0.95,0.77,0.762348,
06/30/2010,1268.1,1268.1,-760.8,760.8,507.3,0.0,-333.3,333.3,0.0,174.0,-18.5,,14.8,,,3.7,155.5,-36.1,119.4,0.0,0.0,0.0,119.4,0.0,119.4,0.0,-0.3,119.1,116.955,-2.145,142.0,0.84,0.84,0.823627,144.3,0.83,0.83,0.815135,
09/30/2010,1356.9,1356.9,-827.7,827.7,529.2,0.0,-354.3,354.3,0.0,174.9,-17.1,,15.2,,,1.9,157.8,-26.5,131.3,0.0,0.0,0.0,131.3,0.0,131.3,0.0,-0.2,131.1,136.235,5.135,143.4,0.91,0.91,0.950035,143.4,0.91,0.91,0.945809,
12/31/2010,1365.8,1365.8,-821.9,821.9,543.9,0.0,-347.0,347.0,0.0,196.9,-10.2,,14.8,,,-4.6,186.7,-36.6,150.1,0.0,0.0,0.0,150.1,0.0,150.1,0.0,0.0,150.1,147.825,-2.275,141.8,1.06,1.06,1.042489,144.5,1.04,1.04,1.024256,
03/31/2011,1464.1,1464.1,-887.6,887.6,576.5,0.0,-356.1,356.1,0.0,220.4,-16.8,,15.4,,,1.4,203.6,-37.2,166.4,0.0,0.0,0.0,166.4,0.0,166.4,0.0,-0.3,166.1,166.945,0.845,143.4,1.16,1.16,1.164191,146.3,1.14,1.14,1.145776,
06/30/2011,1516.2,1516.2,-909.4,909.4,606.8,0.0,-370.0,370.0,0.0,236.8,-15.6,,14.7,,,0.9,221.2,-42.4,178.8,-0.7,-0.7,0.0,179.5,0.0,179.5,0.0,-0.3,179.2,178.63,0.13,143.4,1.25,1.24,1.245676,145.9,1.23,1.22,1.220891,
09/30/2011,1654.3,1654.3,-991.1,991.1,663.2,0.0,-388.1,388.1,0.0,275.1,-19.0,,14.6,,,4.4,256.1,-54.3,201.8,0.0,0.0,0.0,201.8,0.0,201.8,0.0,-0.4,201.4,205.04,3.64,144.4,1.39,1.39,1.419945,144.4,1.39,1.39,1.415208,
12/31/2011,1473.9,1473.9,-855.2,855.2,618.7,0.0,-362.4,362.4,0.0,256.3,-13.4,,15.0,,,-1.6,242.9,-59.6,183.3,0.0,0.0,0.0,183.3,0.0,183.3,0.0,-0.4,182.9,182.965,0.065,141.8,1.29,1.29,1.290303,143.9,1.27,1.27,1.270452,
03/31/2012,1561.1,1561.1,-942.8,942.8,618.3,0.0,-373.1,373.1,0.0,245.2,-21.9,,15.0,,,6.9,223.3,-55.5,167.8,0.0,0.0,0.0,167.8,0.0,167.8,0.0,-0.3,167.5,171.985,4.485,142.5,1.18,1.18,1.206912,144.7,1.16,1.16,1.190995,
06/30/2012,1560.4,1560.4,-928.9,928.9,631.5,0.0,-369.8,369.8,0.0,261.7,-16.9,,15.2,,,1.7,244.8,-54.1,190.7,0.0,0.0,0.0,190.7,0.0,190.7,0.0,-0.3,190.4,190.725,0.325,141.7,1.34,1.34,1.345977,143.5,1.33,1.33,1.332265,
09/30/2012,1664.0,1664.0,-1009.8,1009.8,654.2,0.0,-386.4,386.4,0.0,267.8,-12.9,,14.9,,,-2.0,254.9,-59.7,195.2,0.0,0.0,0.0,195.2,0.0,195.2,0.0,0.0,195.2,205.535,10.335,141.5,1.38,1.38,1.452544,141.5,1.38,1.38,1.452544,
12/31/2012,1489.2,1489.2,-881.9,881.9,607.3,0.0,-373.5,373.5,0.0,233.8,-16.6,,15.4,,,1.2,217.2,-55.8,161.4,0.0,0.0,0.0,161.4,0.0,161.4,0.0,-0.2,161.2,161.2,0.0,139.3,1.16,1.16,1.16,141.2,1.14,1.14,1.14,
03/31/2013,1522.8,1522.8,-906.4,906.4,616.4,0.0,-376.8,376.8,0.0,239.6,-12.5,,15.3,,,-2.8,227.1,-51.2,175.9,0.0,0.0,0.0,175.9,0.0,175.9,0.0,-0.3,175.6,175.665,0.065,140.0,1.25,1.25,1.25475,141.8,1.24,1.24,1.240458,
06/30/2013,1624.2,1624.2,-971.3,971.3,652.9,0.0,-383.7,383.7,0.0,269.2,-11.8,,15.3,,,-3.5,257.4,-53.7,203.7,0.0,0.0,0.0,203.7,0.0,203.7,0.0,-0.3,203.4,203.53,0.13,138.9,1.46,1.46,1.465299,140.4,1.45,1.45,1.450926,
09/30/2013,1715.7,1715.7,-1018.5,1018.5,697.2,0.0,-403.7,403.7,0.0,293.5,-14.3,,14.9,,,-0.6,279.2,-63.9,215.3,0.0,0.0,0.0,215.3,0.0,215.3,0.0,-0.3,215.0,223.905,8.905,140.5,1.53,1.53,1.59363,140.5,1.53,1.53,1.593381,
12/31/2013,1591.7,1591.7,-928.0,928.0,663.7,0.0,-385.4,385.4,0.0,278.3,-5.5,,14.9,,,-9.4,272.8,-74.7,198.1,0.0,0.0,0.0,198.1,0.0,198.1,0.0,-0.3,197.8,197.8,0.0,138.6,1.43,1.43,1.43,140.4,1.41,1.41,1.41,
03/31/2014,1600.5,1600.5,-944.7,944.7,655.8,0.0,-392.5,392.5,0.0,263.3,-14.9,,15.0,,,-0.1,248.4,-68.1,180.3,0.0,0.0,0.0,180.3,0.0,180.3,0.0,-0.2,180.1,180.1,0.0,138.5,1.3,1.3,1.3,140.2,1.28,1.28,1.28,
06/30/2014,1649.5,1649.5,-968.0,968.0,681.5,0.0,-394.4,394.4,0.0,287.1,-13.1,,14.4,,,-1.3,274.0,-74.3,199.7,0.0,0.0,0.0,199.7,0.0,199.7,0.0,-0.3,199.4,199.465,0.065,138.0,1.44,1.44,1.445399,139.6,1.43,1.43,1.430466,
09/30/2014,1781.8,1781.8,-1028.9,1028.9,752.9,0.0,-397.8,397.8,0.0,355.1,-16.1,,15.0,,,1.1,339.0,-90.3,248.7,0.0,0.0,0.0,248.7,0.0,248.7,0.0,-0.3,248.4,252.105,3.705,138.5,1.79,1.79,1.820253,138.5,1.79,1.79,1.816751,
12/31/2014,1574.4,1574.4,-886.9,886.9,687.5,0.0,-386.9,386.9,0.0,300.6,-13.1,,14.9,,,-1.8,287.5,-73.3,214.2,0.0,0.0,0.0,214.2,0.0,214.2,0.0,-0.3,213.9,214.03,0.13,135.6,1.58,1.58,1.578392,136.9,1.56,1.56,1.56095,
03/31/2015,1550.8,1550.8,-877.6,877.6,673.2,0.0,-382.4,382.4,0.0,290.8,-14.3,,15.7,,,-1.4,276.5,-70.5,206.0,0.0,0.0,0.0,206.0,0.0,206.0,0.0,-0.2,205.8,205.8,0.0,134.9,1.53,1.53,1.53,136.0,1.51,1.51,1.51,
06/30/2015,1575.2,1575.2,-897.0,897.0,678.2,0.0,-376.4,376.4,0.0,301.8,-17.2,,16.4,,,0.8,284.6,-78.5,206.1,0.0,0.0,0.0,206.1,0.0,206.1,0.0,-0.3,205.8,205.02,-0.78,134.3,1.53,1.53,1.526582,135.5,1.52,1.52,1.514244,
09/30/2015,1607.5,1607.5,-943.3,943.3,664.2,0.0,-360.7,360.7,0.0,303.5,-24.6,,16.7,,,7.9,278.9,-77.6,201.3,0.0,0.0,0.0,201.3,0.0,201.3,0.0,-0.2,201.1,221.77,20.67,134.3,1.5,1.5,1.651303,134.3,1.5,1.5,1.651303,
12/31/2015,1426.6,1426.6,-813.9,813.9,612.7,0.0,-359.9,359.9,0.0,252.8,-15.9,,17.4,,,-1.5,236.9,-51.4,185.5,0.0,0.0,0.0,185.5,0.0,185.5,0.0,-0.2,185.3,185.3,0.0,131.8,1.41,1.41,1.41,132.6,1.4,1.4,1.4,
03/31/2016,1440.3,1440.3,-846.2,846.2,594.1,0.0,-358.7,358.7,0.0,235.4,-18.4,,17.6,,,0.8,217.0,-49.0,168.0,0.0,0.0,0.0,168.0,0.0,168.0,0.0,-0.2,167.8,168.125,0.325,130.5,1.29,1.29,1.288314,131.3,1.28,1.28,1.282475,
06/30/2016,1474.0,1474.0,-857.2,857.2,616.8,0.0,-346.7,346.7,0.0,270.1,-17.8,,18.1,,,-0.3,252.3,-61.3,191.0,0.0,0.0,0.0,191.0,0.0,191.0,0.0,-0.2,190.8,190.995,0.195,129.8,1.47,1.47,1.471456,130.8,1.46,1.46,1.461491,
09/30/2016,1538.6,1538.6,-886.7,886.7,651.9,0.0,-402.1,402.1,0.0,249.8,-12.9,,18.2,,,-5.3,236.9,-51.7,185.2,0.0,0.0,0.0,185.2,0.0,185.2,0.0,-0.1,185.1,223.885,38.785,129.8,1.43,1.43,1.724846,129.8,1.43,1.43,1.724846,
12/31/2016,1490.3,1490.3,-848.0,848.0,642.3,0.0,-370.0,370.0,0.0,272.3,-14.7,,18.7,,,-4.0,257.6,-42.9,214.7,0.0,0.0,0.0,214.7,0.0,214.7,0.0,-0.2,214.5,227.1,12.6,128.3,1.67,1.67,1.77007,129.7,1.65,1.65,1.747147,
03/31/2017,1554.3,1554.3,-897.8,897.8,656.5,0.0,-409.2,409.2,0.0,247.3,-17.0,,18.9,,,-1.9,230.3,-40.8,189.5,0.0,0.0,0.0,189.5,0.0,189.5,0.0,-0.2,189.3,201.8,12.5,128.7,1.47,1.47,1.567988,130.3,1.45,1.45,1.545932,
06/30/2017,1599.2,1599.2,-921.5,921.5,677.7,0.0,-386.8,386.8,0.0,290.9,-14.9,19.1,19.1,0.0,,-4.2,276.0,-59.1,216.9,0.0,0.0,0.0,216.9,0.0,216.9,0.0,-0.3,216.6,229.2,12.6,128.4,1.69,1.69,1.785047,129.9,1.67,1.67,1.766998,
09/30/2017,1667.5,1667.5,-976.1,976.1,691.4,0.0,-391.6,391.6,0.0,299.8,-26.3,-0.1,19.5,-19.6,,26.4,273.5,-68.9,204.6,0.0,0.0,0.0,204.6,0.0,204.6,0.0,-0.2,204.4,208.26,3.86,128.1,1.595628,1.595628,1.625761,129.6,1.57716,1.57716,1.606944,
12/31/2017,1586.6,1586.6,-886.4,886.4,700.2,0.0,-386.6,386.6,0.0,313.6,-15.8,,20.0,,,-4.2,297.8,-534.2,-236.4,0.0,0.0,0.0,-236.4,0.0,-236.4,0.0,0.2,-236.2,255.6,491.8,128.2,-1.84,-1.84,1.99376,128.2,-1.84,-1.84,1.99376,
