Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/30/2001,481.69101,,-285.181,,196.51001,,-167.235001,,,29.275,-10.675,,10.423,,0.0,0.252,18.599999,-7.066,11.534,0.0,,,11.533999,0.0,11.534,0.0,0.0,11.534,11.534,,41.221001,0.28,0.28,0.28,41.221001,0.28,0.28,0.28,
02/28/2002,468.245,,-278.263,,189.982,,-162.751,,,27.231,-10.198,10.186,,,,0.012,17.033,-6.475,10.558,,,,10.558,,10.558,,,10.558,10.558,,41.273,0.26,0.26,0.26,41.303,0.26,0.26,0.26,
05/31/2002,507.576,,-300.153,,207.423,,-174.411,,,33.012,-9.506,10.289,10.289,,0.0,-0.783,23.506,-8.935,14.571,0.0,,,14.571,0.0,14.571,0.0,0.0,14.571,14.571,,41.308,0.35,0.35,0.35,41.919,0.35,0.35,0.35,
08/31/2002,515.284,,-302.72,,212.564,,-181.896,,,30.668,-6.971,9.697,9.697,,0.0,-2.726,23.697,-8.336,15.361,0.0,,,15.361,0.0,15.361,0.0,0.0,15.361,15.361,,41.341,0.37,0.37,0.32,41.561,0.37,0.37,0.32,
11/30/2002,505.226013,,-298.265991,,206.960022,,-180.677994,,,26.282,-9.892,9.774,9.774,,0.0,0.118,16.389999,-5.9,10.49,0.0,,,10.489999,0.0,10.49,0.0,0.0,10.49,10.49,,41.390999,0.25,0.25,0.25,41.431999,0.25,0.25,0.25,
02/28/2003,489.387,,-294.054,,195.333,,-175.927,,,19.406,-7.404,9.519,9.519,,0.0,-2.115,12.002,-4.321,7.681,0.0,,,7.681,0.0,7.681,0.0,0.0,7.681,7.681,,41.443,0.19,0.19,0.19,41.47,0.19,0.19,0.19,
05/31/2003,521.041,,-302.417,,218.624,,-185.908,,,32.716,-8.775,9.23,9.23,,0.0,-0.455,23.941,-8.619,15.322,0.0,,,15.322,0.0,15.322,0.0,0.0,15.322,15.322,,41.48,0.37,0.37,0.37,41.604,0.37,0.37,0.37,
08/31/2003,533.654,,-303.05,,230.604,,-198.732,,,31.872,-9.624,8.86,8.86,,0.0,0.764,22.248,-7.959,14.289,0.0,,,14.289,0.0,14.289,0.0,0.0,14.289,14.289,,41.516,0.34,0.34,0.5,42.168,0.34,0.34,0.5,
11/30/2003,517.538,,-302.831,,214.707,,-186.109,,,28.598,-8.415,8.717,8.717,,0.0,-0.302,20.183,-7.266,12.917,0.0,,,12.917,0.0,12.917,0.0,0.0,12.917,12.917,,41.581,0.31,0.31,0.31,42.594,0.3,0.3,0.3,
02/29/2004,491.039,,-289.591,,201.448,,-177.068,,,24.38,-9.506,8.927,8.927,,0.0,0.579,14.874,-5.355,9.519,0.0,,,9.519,0.0,9.519,0.0,0.0,9.519,9.519,,41.846,0.23,0.23,0.23,43.291,0.22,0.22,0.22,
