Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1991,1063.511963,773.69397,,,,175.524996,114.292999,,,-572.666992,572.666992,0.0,0.0,-232.108002,,,,130.445999,,0.0,130.445999,-26.733999,103.711998,0.0,,,103.712,0.0,103.711998,-2.01,,101.701998,101.701998,,170.927994,0.5975,0.5975,,170.927994,0.5975,0.5975,0.5975,
09/30/1991,1125.780029,803.562012,,,,182.079999,140.138,,,-621.453979,621.453979,0.0,0.0,-229.819,,,,139.906998,,0.0,139.906998,-32.16,107.747002,0.0,,,107.746998,0.0,107.747002,-2.01,,105.737002,105.737002,,170.843994,0.6225,0.6225,,170.843994,0.6225,0.6225,0.6225,
12/31/1991,1141.240967,824.937988,,,,191.186007,125.116997,,,-621.554993,621.554993,0.0,0.0,-272.322998,,,,152.384995,,0.0,152.384995,-42.952999,109.431999,0.0,,,109.431996,0.0,109.431999,-2.007,,107.424999,107.424999,,170.516008,0.63,0.63,0.63,170.516008,0.63,0.63,0.63,
03/31/1992,1099.208984,796.969971,,,,186.901007,115.337997,,,-590.265015,590.265015,0.0,0.0,-252.639999,,,,135.279007,,0.0,135.279007,-29.490999,105.788002,-76.483002,,,182.271009,0.0,182.270996,-2.079,,180.191996,180.191996,,171.679993,1.05,0.605,,171.679993,1.05,0.605,0.605,
06/30/1992,1172.957031,779.393005,,,,268.993996,124.57,,,-587.312988,587.312988,0.0,0.0,-247.067993,,,,201.455002,,0.0,201.455002,-58.333,143.121994,0.0,,,143.122002,0.0,143.121994,-2.077,,141.044994,141.044994,,171.628006,0.8225,0.8225,,171.628006,0.8225,0.8225,0.8225,
09/30/1992,1125.114014,787.224976,,,,185.868,152.020996,,,-782.031982,782.031982,0.0,0.0,-248.763,,,,-108.697998,,0.0,-108.697998,44.812,-63.886002,0.0,,,-63.885998,0.0,-63.886002,-2.097,,-65.983001,-65.983001,,170.028,-0.39,-0.39,,170.028,-0.39,-0.39,-0.39,
12/31/1992,1003.127991,779.65802,,,,82.061996,141.408005,,,-730.435974,730.435974,0.0,0.0,-289.709015,,,,-186.382996,,-266.716003,-453.098999,35.554001,-417.545013,0.0,,,-417.544998,0.0,-417.545013,-2.096,,-419.641013,-419.641013,,168.024004,-2.4975,-2.4975,-2.4975,168.024004,-2.4975,-2.4975,-2.4975,
03/31/1993,1114.027954,800.937012,,,,176.969999,136.121002,,,-619.48999,619.48999,0.0,0.0,-252.294998,,,,109.842003,,0.0,109.842003,-21.811001,88.030998,0.0,,,88.031002,0.0,88.030998,-2.102,,85.928998,85.928998,,169.764008,0.505,0.505,,169.764008,0.505,0.505,0.505,
06/30/1993,1069.338013,746.853027,,,,189.319992,133.164993,,,-527.143005,527.143005,0.0,0.0,-247.207993,,,,139.401001,,0.0,139.401001,-30.903999,108.497002,0.0,,,108.497002,0.0,108.497002,-2.094,,106.403002,106.403002,,170.048004,0.625,0.625,,170.048004,0.625,0.625,0.625,
09/30/1993,1104.974976,780.653992,,,,177.811996,146.509003,,,-551.77002,551.77002,0.0,0.0,-238.098999,,,,158.416,,0.0,158.416,-17.028,141.388,0.0,,,141.388,0.0,141.388,-2.038,,139.35,139.35,,170.684006,0.8175,0.8175,,170.684006,0.8175,0.8175,0.8175,
12/31/1993,1171.831055,849.893982,,,,175.258,146.679001,,,-605.335022,605.335022,0.0,0.0,-297.51001,,,,114.946999,,0.0,114.946999,-25.254,89.693001,0.0,,,89.692999,0.0,89.693001,-2.161,,87.532001,87.532001,,171.28,0.5125,0.5125,0.5125,171.28,0.5125,0.5125,0.5125,
03/31/1994,1163.775024,845.401978,,,,190.191006,128.182007,,,-667.687988,667.687988,0.0,0.0,-263.765015,,,,82.002998,,0.0,82.002998,-17.566,64.436996,0.0,,,64.436998,0.0,64.436996,-2.109,,62.327996,62.327996,,170.035995,0.365,0.365,,178.248001,0.355,0.355,0.355,
06/30/1994,1165.149048,845.95697,,,,182.147,137.044998,,,-591.945984,591.945984,0.0,0.0,-255.479004,,,,159.194,,0.0,159.194,-31.431999,127.762001,0.0,,,127.762001,0.0,127.762001,-2.105,,125.657001,125.657001,,169.121994,0.745,0.745,,177.356003,0.715,0.715,0.715,
09/30/1994,1199.067993,862.822998,,,,189.184,147.061005,,,-616.458008,616.458008,0.0,0.0,-245.904007,,,,165.201004,,0.0,165.201004,-35.393002,129.807999,0.0,,,129.808002,0.0,129.807999,-2.129,,127.678999,127.678999,,169.391998,0.755,0.755,,177.391998,0.725,0.725,0.725,
12/31/1994,1173.292969,857.898987,,,,175.046004,140.348007,,,-585.606018,585.606018,0.0,0.0,-297.78299,,,,157.179993,,0.0,157.179993,-36.359001,120.820999,0.0,,,120.820992,0.0,120.820999,-2.105,,118.715999,118.715999,,172.600006,0.7,0.7,0.7,179.539994,0.675,0.675,0.675,
03/31/1995,1267.458984,946.070007,,,,189.366008,132.022995,,,-680.439026,680.439026,0.0,0.0,-278.463989,,,,148.145996,,0.0,148.145996,-37.549999,110.596001,0.0,,,110.595997,0.0,110.596001,-2.146,,108.450001,108.450001,,170.382004,0.635,0.635,,178.641998,0.615,0.615,0.615,
06/30/1995,1330.728027,991.827026,,,,199.522995,139.378006,,,-723.390015,723.390015,0.0,0.0,-312.075012,,,,143.253998,,0.0,143.253998,-30.287001,112.967003,0.0,,,112.966997,0.0,112.967003,-2.139,,110.828003,110.828003,,170.724,0.65,0.65,0.65,182.313996,0.62,0.62,0.62,
09/30/1995,1364.865967,993.317017,,,,219.657997,151.891006,,,-714.302002,714.302002,0.0,0.0,-283.095001,,,,178.104996,,0.0,178.104996,-35.706001,142.399002,0.0,,,142.398995,0.0,142.399002,-2.159,,140.240002,140.240002,,171.132004,0.82,0.82,0.82,186.828002,0.77,0.77,0.77,
12/31/1995,1446.577026,1040.11499,,,,247.637001,158.824997,,,-746.176025,746.176025,0.0,0.0,-342.127014,,,,186.727997,,0.0,186.727997,-31.481001,155.246994,0.0,,,155.246996,0.0,155.246994,-2.136,,153.110994,153.110994,,170.953994,0.89,0.89,0.89,186.960006,0.835,0.835,0.835,
03/31/1996,1329.890991,1030.57605,,,,240.298996,59.015999,,,-755.460022,755.460022,0.0,0.0,-308.549988,,,,177.488007,,0.0,177.488007,-33.077,144.410995,15.59,,,128.821007,0.0,128.820999,-2.185,,126.635999,126.635999,,167.729996,0.755,0.845,0.665,180.908004,0.7,0.785,0.615,
06/30/1996,1364.473999,1055.384033,,,,244.305996,64.783997,,,-778.801025,778.801025,0.0,0.0,-329.868011,,,,172.975006,,0.0,172.975006,-37.68,135.294998,5.242,,,130.053006,0.0,130.052994,-2.159,,127.893994,127.893994,,167.182006,0.765,0.795,0.62,180.132004,0.71,0.74,0.57,
09/30/1996,1476.157959,1168.907959,,,,242.535996,64.713997,,,-905.942993,905.942993,0.0,0.0,-366.618011,,,,115.922997,,0.0,115.922997,-1.1,114.822998,-14.111,,,128.933997,0.0,128.934006,-2.179,,126.755006,126.755006,,166.781998,0.76,0.675,0.54,178.528,0.71,0.63,0.495,
12/31/1996,1563.633057,1193.380005,,,,298.689003,71.564003,,,-878.096985,878.096985,0.0,0.0,-351.13501,,,,232.75,,0.0,232.75,-69.420998,163.328995,101.038002,,,62.291,0.0,62.291,-2.141,,60.15,60.15,,167.084,0.36,0.965,0.63,174.348007,0.345,0.895,0.59,
03/31/1997,1557.203,1171.453,,,,314.254,71.496,,,-868.878,868.878,,,-443.115,,,,245.21,,,,-52.911,192.299,67.75,,,,,124.549,-2.185,,122.364,122.364,,169.01,0.72,1.125,1.125,183.896,0.685,1.05,1.05,
06/30/1997,2493.102,1856.147,1830.147,26.0,0.0,561.715,75.24,,,-1383.432,1321.084,62.348,0.0,-718.75,,,,390.92,0.0,0.0,390.92,-101.978,288.942,0.0,,,288.942,0.0,288.942,-10.304,0.0,278.638,278.638,,459.222,0.625,0.625,0.625,504.724,0.575,0.575,0.575,
09/30/1997,2324.29,1810.289,1785.289,25.0,0.0,439.56,74.441,,,-1319.195,1261.322,57.873,0.0,-730.544,,,,274.551,0.0,0.0,274.551,-59.379,215.172,0.0,,,215.172,0.0,215.172,-10.304,0.0,204.868,204.868,,459.77,0.46,0.46,0.46,504.846,0.425,0.425,0.425,
12/31/1997,2403.535889,1790.72583,,,,513.409073,99.401009,,,-1282.496948,1185.157959,97.338989,0.0,-760.044983,,,,360.993958,,0.0,360.993958,-105.233994,255.759964,0.0,,,255.759964,0.0,255.759964,-2.129,,253.630964,253.630964,,230.32402,1.095,1.095,0.855,251.317993,1.01,1.01,0.795,
03/31/1998,2324.0,1782.0,,,,447.0,95.0,,,-1332.0,1272.0,60.0,,-742.0,,,,250.0,,0.0,250.0,-55.0,195.0,,,,195.0,0.0,195.0,-9.0,,186.0,186.0,,468.0,0.41,0.41,0.41,512.0,0.385,0.385,0.385,
06/30/1998,2100.0,1468.0,,,,534.0,98.0,,,-1407.0,1345.0,62.0,,-981.0,,,,-288.0,,0.0,-288.0,95.0,-193.0,81.0,,,-274.0,0.0,-274.0,-9.0,,-283.0,-283.0,,235.0,-1.18,-0.84,-0.84,235.0,-1.18,-0.84,-0.84,
09/30/1998,1925.0,1409.0,1378.0,31.0,0.0,416.0,100.0,,,-1198.0,1132.0,66.0,,-636.0,,,,91.0,,0.0,91.0,12.0,103.0,35.0,,,68.0,0.0,68.0,-9.0,,59.0,59.0,,236.0,0.27,0.42,0.42,257.0,0.27,0.41,0.41,
12/31/1998,1639.0,1178.0,,,,376.0,85.0,,,-1010.0,925.0,85.0,,-576.0,,,,53.0,,0.0,53.0,33.0,86.0,-15.0,,,101.0,0.0,101.0,-6.39,,94.61,94.61,,239.0,0.41,0.39,0.53,245.0,0.4,0.38,0.51,
03/31/1999,1974.0,1403.0,,,,460.0,111.0,,,-1102.0,1035.0,67.0,,-606.0,,,,266.0,,0.0,266.0,-66.0,200.0,35.0,,,165.0,0.0,165.0,-3.0,,162.0,162.0,,230.0,0.7,0.84,0.66,249.0,0.66,0.8,0.64,
06/30/1999,1998.0,1412.0,,,,470.0,116.0,,,-1098.0,1013.0,85.0,,-610.0,,,,290.0,,0.0,290.0,-69.0,221.0,17.0,,,204.0,0.0,204.0,-3.0,,201.0,201.0,,226.0,0.89,0.97,0.77,245.0,0.84,0.91,0.72,
09/30/1999,1856.0,1309.0,1247.0,62.0,0.0,432.0,115.0,,,-991.0,890.0,101.0,,-685.0,,,,180.0,,0.0,180.0,-39.0,141.0,-186.0,,,327.0,0.0,327.0,-3.0,,324.0,324.0,,227.0,1.43,0.61,0.67,245.0,1.34,0.58,0.64,
12/31/1999,1741.0,1166.0,,,,472.0,103.0,,,-896.0,782.0,114.0,,-564.0,,,,281.0,,0.0,281.0,-64.0,217.0,79.0,,,138.0,0.0,138.0,0.0,-1.0,137.0,137.0,,230.0,0.6,0.98,0.67,242.0,0.57,0.93,0.64,
03/31/2000,2143.0,1356.0,,,,651.0,136.0,,,-1028.0,1028.0,0.0,0.0,-595.0,,,,520.0,,0.0,520.0,-171.0,349.0,-9.0,,,358.0,0.0,358.0,-2.0,-4.0,352.0,352.0,,220.0,1.6,1.56,0.66,237.0,1.51,1.47,0.63,
06/30/2000,1967.0,1421.0,,,,423.0,123.0,,,-1026.0,1026.0,0.0,0.0,-640.0,,,,301.0,,0.0,301.0,-84.0,217.0,5.0,,,212.0,0.0,212.0,-2.0,-2.0,208.0,208.0,,212.0,0.98,1.0,0.66,230.0,0.92,0.94,0.63,
09/30/2000,1861.0,1325.0,,,,424.0,112.0,,,-813.0,813.0,0.0,0.0,-732.0,,,,316.0,,0.0,316.0,-97.0,219.0,-12.0,,,231.0,0.0,231.0,-2.0,-3.0,226.0,226.0,,217.0,1.04,0.98,0.7,232.0,0.98,0.93,0.67,
12/31/2000,2001.0,1490.0,,,,396.0,115.0,,,-1046.0,1046.0,0.0,0.0,-691.0,,,,264.0,,0.0,264.0,-79.0,185.0,-7.0,,,192.0,0.0,192.0,-2.0,-2.0,188.0,188.0,,218.0,0.87,0.83,0.57,228.0,0.83,0.8,0.55,
03/31/2001,2162.0,1627.0,,,,412.0,123.0,,,-1183.0,1183.0,0.0,0.0,-681.0,,,,298.0,,0.0,298.0,-89.0,209.0,7.0,,,202.0,0.0,202.0,-2.0,-2.0,198.0,198.0,,217.0,0.91,0.95,0.78,230.0,0.87,0.9,0.75,
06/30/2001,2163.0,1743.0,,,,304.0,116.0,,,-1346.0,1346.0,0.0,0.0,-684.0,,,,133.0,,0.0,133.0,-37.0,96.0,-8.0,,,104.0,0.0,104.0,-2.0,-3.0,99.0,99.0,,214.0,0.47,0.43,0.4,227.0,0.45,0.41,0.39,
09/30/2001,2225.0,1860.0,,,,208.0,157.0,,,-2455.0,2455.0,0.0,0.0,-647.0,,,,-877.0,,0.0,-877.0,282.0,-595.0,64.0,,,-659.0,0.0,-659.0,-2.0,-2.0,-663.0,-663.0,,208.449005,-3.16,-2.86,-2.62,208.449005,-3.16,-2.86,-2.62,
12/31/2001,2387.0,2066.0,,,,201.0,120.0,,,-2495.0,2495.0,0.0,0.0,-742.0,,,,-850.0,,-135.0,-985.0,266.0,-719.0,16.0,,,-735.0,0.0,-735.0,-3.0,-1.0,-739.0,-739.0,,206.162,-3.57,-3.49,-2.68,206.162,-3.57,-3.49,-2.68,
03/31/2002,2317.0,1935.0,,,,255.0,127.0,,,-1393.0,1393.0,0.0,0.0,-728.0,,,,196.0,,0.0,196.0,-48.0,148.0,9.0,,,139.0,0.0,139.0,-2.0,13.0,150.0,150.0,,208.0,0.65,0.69,0.79,220.0,0.63,0.67,0.76,
06/30/2002,2314.0,1920.0,,,,253.0,141.0,,,-1986.0,1986.0,0.0,0.0,-514.2,,,,-364.0,,0.0,-364.0,146.0,-218.0,5.0,,,-223.0,0.0,-223.0,-2.0,6.0,-219.0,-219.0,,208.1,-1.09,-1.07,-0.95,208.1,-1.09,-1.07,-0.95,
09/30/2002,2297.0,1928.0,,,,224.0,136.0,,,-1494.0,1494.0,0.0,0.0,-384.0,,,,95.0,,0.0,95.0,-26.0,69.0,6.0,,,63.0,0.0,63.0,-2.0,0.0,61.0,61.0,,221.0,0.27,0.29,0.53,230.0,0.27,0.29,0.52,
12/31/2002,1999.0,1607.0,,,,272.0,120.0,,,-1123.0,1123.0,0.0,0.0,-418.0,,,,249.0,,0.0,249.0,1.0,250.0,5.0,,,245.0,0.0,245.0,-2.0,-19.0,224.0,224.0,,227.0,1.06,1.09,0.84,238.0,1.02,1.05,0.81,
03/31/2003,3603.0,2978.6,,,,462.4,162.0,,,-2287.9,2287.9,0.0,0.0,-856.1,,,,459.0,-51.7,0.0,407.3,-89.8,317.5,0.0,,,317.5,22.5,340.0,0.0,0.0,340.0,340.0,,434.5,0.78,0.78,0.77,436.7,0.78,0.78,0.77,
06/30/2003,3749.0,3100.0,,,,472.0,177.0,,,-2211.0,2211.0,0.0,0.0,-484.0,,,,641.0,-40.0,0.0,601.0,-155.0,446.0,0.0,,,446.0,-5.0,441.0,0.0,0.0,441.0,441.0,,434.4,1.02,1.02,0.99,436.7,0.99,0.99,0.96,
09/30/2003,3746.0,3149.0,,,,435.0,162.0,,,-2237.0,2237.0,0.0,0.0,-910.0,,,,599.0,-38.0,0.0,561.0,-132.0,429.0,0.0,,,429.0,-3.0,426.0,,0.0,426.0,426.0,,434.3,0.98,0.98,0.98,436.7,0.98,,0.98,
12/31/2003,2324.0,1802.0,,,,326.0,196.0,,,-1644.0,1644.0,0.0,0.0,-547.0,,,,133.0,-187.0,0.0,-54.0,120.0,66.0,14.0,,,52.0,0.0,52.0,-2.0,-2.0,48.0,48.0,,247.0,0.21,0.26,0.49,247.0,0.2,0.26,0.49,
03/31/2004,4127.0,3339.0,,,,577.0,211.0,,,-2281.0,2281.0,0.0,0.0,-993.0,,,,853.0,-36.0,0.0,817.0,-227.0,590.0,0.0,,,590.0,-3.0,587.0,0.0,0.0,587.0,587.0,,434.6,1.35,1.35,1.35,453.9,1.31,1.31,1.31,
06/30/2004,6060.0,5154.0,,,,697.0,209.0,,,-4869.0,4869.0,0.0,0.0,-1669.0,,,,-478.0,-63.0,0.0,-541.0,239.0,-302.0,-27.0,,,-275.0,0.0,-275.0,-2.0,0.0,-277.0,-277.0,,664.8,-0.42,-0.46,-0.51,664.8,-0.42,-0.46,-0.51,
09/30/2004,6129.0,5269.0,,,,618.0,242.0,,,-4086.0,4086.0,0.0,0.0,-1612.0,,,,431.0,-67.0,0.0,364.0,-48.0,316.0,-29.0,,,345.0,-5.0,340.0,-2.0,0.0,338.0,338.0,,665.9,0.51,0.46,0.51,707.9,0.5,0.45,0.5,
12/31/2004,6228.0,5276.0,5276.0,,0.0,732.0,220.0,,,-4203.0,4203.0,0.0,0.0,-1649.0,,,,376.0,-70.0,0.0,306.0,-33.0,273.0,-32.0,,,305.0,-2.0,303.0,-2.0,0.0,301.0,301.0,,666.8,0.45,0.45,0.41,708.6,0.44,0.44,0.4,
03/31/2005,6105.0,5119.0,,,,765.0,221.0,,,-3223.0,3223.0,0.0,0.0,-1623.0,,,,1259.0,-71.0,0.0,1188.0,-311.0,877.0,665.0,,,212.0,0.0,212.0,-2.0,0.0,210.0,210.0,,668.1,0.31,1.31,-0.03,709.1,0.31,1.25,1.23,
06/30/2005,6037.0,5109.0,,,,720.0,208.0,,,-3101.0,3101.0,0.0,0.0,-1572.0,,,,1364.0,-70.0,0.0,1294.0,-363.0,931.0,-138.0,,,1069.0,0.0,1069.0,-2.0,0.0,1067.0,1067.0,,669.5,1.59,1.39,1.44,710.3,1.52,1.33,1.38,
09/30/2005,6042.0,4977.0,,,,851.0,214.0,,,-4361.0,4361.0,0.0,0.0,-1619.0,,,,62.0,-70.0,0.0,-8.0,83.0,75.0,-87.0,,,162.0,0.0,162.0,-1.0,0.0,161.0,161.0,,679.2,0.24,0.11,0.07,683.8,0.23,0.11,0.07,
12/31/2005,6181.0,5136.0,5136.0,,0.0,846.0,199.0,,,-4242.0,4242.0,0.0,0.0,-1667.0,,,,272.0,-75.0,0.0,197.0,-19.0,178.0,-1.0,,,179.0,0.0,179.0,-1.0,0.0,178.0,178.0,,688.3,0.26,0.26,0.22,694.1,0.26,0.26,0.22,
03/31/2006,6050.0,4991.0,4991.0,,0.0,869.0,190.0,,,-3042.0,3042.0,0.0,0.0,-1594.0,,,,1414.0,-76.0,0.0,1338.0,-332.0,1006.0,0.0,,,1006.0,0.0,1006.0,-1.0,0.0,1005.0,1005.0,,692.2,1.45,1.45,1.46,720.8,1.41,1.41,1.41,
06/30/2006,6255.0,5181.0,5181.0,,0.0,884.0,190.0,,,-3153.0,3153.0,0.0,0.0,-1680.0,,,,1422.0,-78.0,0.0,1344.0,-374.0,970.0,0.0,,,970.0,0.0,970.0,-1.0,0.0,969.0,969.0,,691.8,1.4,1.4,1.39,720.4,1.36,1.36,1.34,
09/30/2006,6316.0,5260.0,5260.0,,0.0,870.0,186.0,,,-3047.0,3047.0,0.0,0.0,-1727.0,,,,1542.0,-88.0,0.0,1454.0,-411.0,1043.0,0.0,,,1043.0,0.0,1043.0,-1.0,0.0,1042.0,1042.0,,685.3,1.52,1.52,1.51,714.6,1.47,1.47,1.46,
12/31/2006,6469.0,5328.0,5328.0,,0.0,905.0,236.0,,,-3002.0,3002.0,0.0,0.0,-1796.0,,,,1671.0,-82.0,0.0,1589.0,-400.0,1189.0,0.0,,,1189.0,0.0,1189.0,-2.0,0.0,1187.0,1187.0,,679.2,1.75,1.75,1.75,711.0,1.68,1.68,1.69,
03/31/2007,6427.0,5295.0,5295.0,,0.0,974.0,158.0,,,-3189.0,3189.0,0.0,0.0,-1702.0,,,,1536.0,-76.0,0.0,1460.0,-374.0,1086.0,0.0,,,1086.0,0.0,1086.0,-1.0,0.0,1085.0,1085.0,,669.9,1.62,1.62,1.61,701.2,1.56,1.56,1.55,
06/30/2007,6573.0,5327.0,5327.0,,0.0,1118.0,128.0,,,-3096.0,3096.0,0.0,0.0,-1751.0,,,,1726.0,-85.0,0.0,1641.0,-387.0,1254.0,0.0,,,1254.0,0.0,1254.0,-1.0,0.0,1253.0,1253.0,,658.6,1.9,1.9,1.77,676.0,1.86,1.86,1.73,
09/30/2007,6526.0,5416.0,5416.0,,0.0,929.0,181.0,,,-2985.0,2985.0,0.0,0.0,-1773.0,,,,1768.0,-94.0,0.0,1674.0,-476.0,1198.0,0.0,,,1198.0,0.0,1198.0,-1.0,0.0,1197.0,1197.0,,648.4,1.85,1.85,1.85,661.9,1.81,1.81,1.81,
12/31/2007,6491.0,5432.0,5432.0,,0.0,894.0,165.0,,,-3127.0,3127.0,,,-1832.0,,,,1532.0,-91.0,0.0,1441.0,-378.0,1063.0,,,,1063.0,,1063.0,-1.0,0.0,1062.0,1062.0,,634.5,1.67,1.67,1.66,648.7,1.64,1.64,1.63,
03/31/2008,6232.0,5340.0,5340.0,,0.0,753.0,139.0,,,-3021.0,3021.0,0.0,0.0,-1807.0,,,,1404.0,-90.0,0.0,1314.0,-347.0,967.0,0.0,,,967.0,0.0,967.0,-1.0,0.0,966.0,966.0,,616.2,1.57,1.57,1.63,628.1,1.54,1.54,1.61,
06/30/2008,6295.0,5357.0,5357.0,,0.0,814.0,124.0,,,-3092.0,3092.0,0.0,0.0,-1825.0,,,,1378.0,-91.0,0.0,1287.0,-345.0,942.0,0.0,,,942.0,0.0,942.0,-1.0,0.0,941.0,941.0,,598.7,1.57,1.57,1.53,610.8,1.54,1.54,1.5,
09/30/2008,6145.0,5448.0,5448.0,,0.0,546.0,151.0,,,-3871.0,3871.0,0.0,0.0,-1991.0,,,,283.0,-95.0,0.0,188.0,26.0,214.0,0.0,,,214.0,0.0,214.0,-1.0,0.0,213.0,213.0,,587.5,0.36,0.36,0.56,598.0,0.36,0.36,0.55,
12/31/2008,5805.0,5434.0,5434.0,,0.0,264.0,107.0,,,-3009.0,3009.0,,,-1775.0,,,,1021.0,-94.0,0.0,927.0,-126.0,801.0,,,,801.0,,801.0,-1.0,0.0,800.0,800.0,,583.6,1.36,1.36,1.6,590.3,1.35,1.35,1.58,
