Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1991,,0.02501,0.15765,-0.04892,-0.41381,-0.28007,,,,,,,,,,,,,,,,,
06/30/1991,,0.093,0.40175,-0.116,0.32557,0.70366,,,,,,,,,,,,,,,,,
09/30/1991,,0.16,0.47269,-0.225,-0.27202,0.13551,,,,,,,,,,,,,,,,,
12/31/1991,,-0.098,0.52443,0.563,-0.60799,0.381,,,,,,,,,,,,,,,,,
03/31/1992,,0.38483,0.6706,-0.85734,0.15177,0.34986,,,,,,,,,,,,,,,,,
06/30/1992,,0.0064,0.82353,-0.89598,-0.27135,-0.3374,,,,,,,,,,,,,,,,,
09/30/1992,,0.284,1.022,0.795,-0.68,1.421,,,,,,,,,,,,,,,,,
12/31/1992,,0.355,1.024,0.222,-0.826,0.775,,,,,,,,,,,,,,,,,
03/31/1993,,0.40776,1.16874,-0.49872,-2.13046,-1.05268,,,,,,,,,,,,,,,,,
06/30/1993,,0.69322,1.49459,1.39838,-0.69572,2.89047,,,,,,,,,,,,,,,,,
09/30/1993,,0.658,1.744,-0.733,-0.173,1.496,,,,,,,,,,,,,,,,,
12/31/1993,,-0.44698,1.30267,1.99234,-2.97082,-0.12279,,,,,,,,,,,,,,,,,
03/31/1994,,-1.126,1.839,-1.005,-3.356,-3.648,,,,,,,,,,,,,,,,,
06/30/1994,,0.048,2.77,0.206,-1.649,1.375,,,,,,,,,,,,,,,,,
09/30/1994,,0.215,3.312,1.826,-3.495,1.858,,,,,,,,,,,,,,,,,
12/31/1994,,-5.868,5.206,6.709,5.473,11.52,,,,,,,,,,,,,,,,,
03/31/1995,,2.279,4.923,1.986,-9.024,0.164,,,-9.807,,,,,,,,,,,,,,
06/30/1995,,4.274,5.514,1.922,-4.512,7.198,,,-13.614,,,,,,,,,,,,,,
09/30/1995,,3.727,9.322,3.668,5.703,22.42,,,-18.018999,,,,,,,,,,,,,,
12/31/1995,,2.101,6.02,-1.223,0.654,7.552,,,-14.193,,,,,,,,,,,,,,
03/31/1996,,2.806,6.601,0.895,-14.921,-4.619,,,-5.98,,,,,,,,,,,,,,
06/30/1996,,1.431,8.807,2.137,-7.28,5.095,,,-16.018,,,,,,,,,,,,,,
09/30/1996,,-5.442,8.897,23.936001,-16.634001,10.757,,,-1.155,,,,,,,,,,,,,,
12/31/1996,,-79.376999,10.286,100.024002,-2.938,27.995001,-20.542,,-20.542,,,,,,,,,,,,7.453001,,
03/31/1997,,11.002,25.724001,9.674,-27.773001,18.627001,457.56601,518.859009,-18.844999,0.0,0.0,-42.448002,-480.119995,-0.168,0.0,40.505001,-526.221985,0.486,0.0,5.279,-3.927,,
06/30/1997,,-32.671001,35.629002,-4.542,-23.194,-24.778,-137.998001,8.285,-49.612999,0.0,0.0,-96.669998,133.576004,-0.184,0.0,841.205994,-654.69397,1.387,-49.0,-5.139,-29.200001,,
09/30/1997,,23.346001,37.442001,11.389,27.695999,99.873001,-59.945999,8.001,-44.91,0.0,0.0,-23.037001,24.421,-0.173,0.0,63.374001,-356.046997,327.803986,0.0,-10.537,64.348,,
