Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/1990,2924.530275,-153.559998,0.0,12.16,45.721001,2828.851278,1050.038975,4.354219,0.016162,,,,,,2924.417088,2828.738091,16.228876,,
06/30/1990,3079.710646,-151.932997,0.0,12.546,18.372,2958.695648,1048.074028,1.75293,0.006209,,,,,,3079.591461,2958.576464,16.972468,,
09/30/1990,2714.471889,-143.716002,0.0,13.477,44.007999,2628.240887,1064.887,4.132645,0.016744,,,,,,2738.469978,2652.238976,15.276563,,
12/31/1990,2901.566086,-144.828003,0.0,14.257,43.052999,2814.048082,1090.409967,3.948331,0.015299,0.84776,7.911963,8.608021,,,2903.598984,2816.08098,16.379481,,
03/31/1991,2973.437874,-133.487003,0.0,14.554,17.643999,2872.14887,1076.529,1.638971,0.006143,0.868424,8.210972,8.962246,,,2974.334976,2873.045972,16.74288,,
06/30/1991,3269.347304,-153.575006,0.0,15.063,17.632,3148.467299,1101.5,1.600726,0.0056,0.93996,8.974032,9.795737,,,3269.090196,3148.21019,18.351,,
09/30/1991,3374.947351,-194.590008,0.0,15.675,17.448999,3213.481343,1127.75402,1.547235,0.00543,0.949313,9.127367,9.956627,,,3374.637772,3213.171763,18.725764,,
12/31/1991,3718.601201,-185.511004,0.0,16.562,15.745,3565.397197,1159.024964,1.358469,0.004416,1.03807,9.866744,10.754892,,,3718.308896,3565.104892,20.774014,,
03/31/1992,3644.136814,-193.049999,0.0,16.916,14.091,3482.093815,1178.115017,1.196063,0.004047,0.971421,9.285459,10.088288,,,3948.415558,3786.372559,20.278539,,
06/30/1992,3663.711914,-187.825001,0.0,17.535,14.077,3507.498913,1205.188019,1.168033,0.004013,0.944601,9.020231,9.785483,,,3970.176025,3813.963024,20.423725,,
09/30/1992,3435.390015,-154.945999,0.0,18.177999,16.712,3315.334015,1235.518951,1.35263,0.005041,0.857816,8.243941,8.984133,,,3722.60994,3602.55394,19.301063,,
