Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,674.836,505.487,124.908,1295.547,,22.183,12.321,24.82,-15.535,10.443099,7.82242,1.932954,20.048613,2.889023,2.164028,0.53474,5.546334,
06/30/2008,712.667,529.201,213.258,1454.743,,21.332,79.693,98.908,8.787,10.998881,8.167375,3.291298,22.451643,3.00467,2.231161,0.899116,6.133331,
09/30/2008,597.783,502.541,207.474,1301.737,3.951,42.736,65.657,104.367,3.568,8.597087,7.227353,2.983812,18.721086,2.439858,2.051127,0.846807,5.313054,
12/31/2008,,,,,,,,,,6.591518,8.199263,2.107708,16.668673,1.866843,2.322187,0.596943,4.720886,
03/31/2009,412.453,583.155,128.426,1113.695,,61.474,19.183,54.741,-18.229,5.765298,8.151383,1.795148,15.56731,1.674714,2.367829,0.521458,4.52202,
06/30/2009,480.609,883.935,157.602,1506.47,,58.575,21.954,62.455,-2.347,6.694928,12.313297,2.195411,20.985267,1.923417,3.537544,0.63073,6.028955,
09/30/2009,550.084,649.457,162.27,1343.631,,58.187,19.716,55.309,-4.635,7.539363,8.901354,2.224047,18.415591,2.193212,2.589417,0.646978,5.357122,
12/31/2009,,36.284,43.926,,581.995,607.478,108.991,,4.821,,0.491106,0.594541,,,0.143381,0.17358,,
03/31/2010,395.991,799.277,160.609,1355.877,1.435,78.412,3.494,83.341,-22.664,5.307585,10.712947,2.15269,18.173222,1.56305,3.154895,0.633954,5.351899,
06/30/2010,348.322,851.957,121.678,1288.575,1.719,77.311,6.746,39.685,7.092,4.646275,11.364272,1.623065,17.188329,1.362591,3.332746,0.475989,5.04074,
09/30/2010,394.921,903.664,104.174,1370.111,3.641,155.857,1.136,79.683,-1.938,5.121756,11.719676,1.351039,17.769057,1.501517,3.435793,0.396077,5.209257,
12/31/2010,0.487,72.757,3.619,,511.963,835.949,106.99,,-25.65,0.005947,0.888527,0.044196,,0.001778,0.265656,0.013214,,
03/31/2011,0.279,67.07,2.658,233.401,0.518,42.237,0.326,310.263,,0.003367,0.809392,0.032076,2.816654,0.001016,0.244187,0.009677,0.849761,
06/30/2011,0.429,63.608,6.643,51.16,0.318,48.944,2.647,29.34,1.637,0.005144,0.762727,0.079657,0.613463,0.001532,0.227145,0.023722,0.182693,
09/30/2011,0.129,58.791,5.009,45.337,0.928,131.306,1.69,113.663,-0.665,0.001511,0.688719,0.058679,0.531109,0.000452,0.206011,0.017552,0.158866,
12/31/2011,,69.557,13.333,62.353,0.418,177.423,0.916,149.784,-23.584,,0.820035,0.157188,0.735104,,0.235808,0.045201,0.211386,
03/31/2012,,78.42,5.898,61.968,50.482,22.918,0.574,50.547,1.791,,0.918517,0.069082,0.725819,,0.266252,0.020025,0.210394,
06/30/2012,0.079,69.067,35.664,87.245,0.112,121.489,1.875,105.22,3.844,0.000921,0.805587,0.415979,1.017612,0.000265,0.231612,0.119597,0.292571,
09/30/2012,0.005,73.095,27.583,85.766,0.109,42.752,1.801,27.187,4.642,5.6e-05,0.825917,0.311667,0.969089,1.6e-05,0.235354,0.088813,0.276152,
12/31/2012,,67.773,17.416,73.532,0.0,40.137,0.844,26.809,-33.363,,0.763719,0.196257,0.828616,,0.217635,0.055927,0.236128,
03/31/2013,,56.863,8.032,57.122,0.0,28.219,0.39,18.214,3.442,,0.621106,0.087732,0.623935,,0.180016,0.025428,0.180836,
06/30/2013,0.0,54.461,52.509,92.713,0.0,26.088,5.291,14.07,-3.307,0.0,0.585587,0.564598,0.996888,0.0,0.168786,0.162737,0.287337,
09/30/2013,0.0,61.516,45.91,88.943,0.0,28.374,4.442,11.072,3.437,0.0,0.64433,0.48087,0.931605,0.0,0.185699,0.138589,0.268494,
12/31/2013,,58.707,48.279,85.09,0.0,24.928,10.014,5.643,-36.463,,0.613708,0.504696,0.889509,,0.173139,0.142384,0.250948,
03/31/2014,,36.773,29.516,54.508,0.0,13.653,5.299,0.692,35.31,,0.377259,0.302808,0.559204,,0.107527,0.086307,0.159386,
06/30/2014,0.0,44.826,134.028,139.882,0.0,17.728,28.634,0.142,-5.32,0.0,0.45184,1.350984,1.409991,0.0,0.129116,0.386052,0.402913,
09/30/2014,0.0,42.236,91.317,107.988,0.0,12.978,17.685,1.156,-16.225,0.0,0.415927,0.899262,1.063433,0.0,0.119434,0.258224,0.305366,
12/31/2014,0.0,32.324,67.557,81.066,0.0,15.667,11.402,1.639,26.554,0.0,0.316453,0.661384,0.793638,0.0,0.087462,0.182795,0.219347,
03/31/2015,0.0,29.336,22.001,40.897,0.0,14.172,4.572,0.799,-24.587,0.0,0.287189,0.215382,0.400367,0.0,0.079547,0.059658,0.110896,
06/30/2015,0.0,9.384,12.455,6.147,0.0,13.928,0.0,6.173,-10.733,0.0,0.091381,0.121287,0.059859,0.0,0.025179,0.033419,0.016494,
09/30/2015,0.0,41.725,39.022,60.135,0.0,31.081,7.839,14.18,0.121,0.0,0.395692,0.370058,0.570279,0.0,0.109717,0.102609,0.158126,
12/31/2015,0.225,38.532,22.671,44.617,0.152,13.478,4.643,39.957,-32.085,0.002122,0.363478,0.213859,0.420879,0.00058,0.099254,0.058398,0.114929,
03/31/2016,1.304,52.674,8.332,41.004,1.549,42.161,1.478,19.443,5.263,0.012219,0.493589,0.078076,0.384234,0.003338,0.13482,0.021326,0.104951,
