Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1997,16.004999,,-12.484,,3.520999,,-6.623,,,,,,-3.102,0.064,,0.0,,0.0,,-0.064,-3.038,0.0,-3.038,0.0,,,-3.038,0.0,-3.038,0.0,,-3.038,-3.038,,232.824005,-0.013333,-0.013333,-0.013333,232.824005,-0.013333,-0.013333,-0.013333,
06/30/1997,27.855,,-22.632999,,5.222,,-12.289,,,,,,-7.067,0.362,,0.0,,0.0,,-0.362,-6.705,0.0,-6.705,0.0,,,-6.705,0.0,-6.705,0.0,,-6.705,-6.705,,255.803993,-0.026667,-0.026667,-0.026667,255.803993,-0.026667,-0.026667,-0.026667,
09/30/1997,37.887001,,-30.709,,7.178001,,-16.364,,,,,,-9.186,0.676,,0.0,,0.0,,-0.676,-8.51,0.0,-8.51,0.0,,,-8.51,0.0,-8.51,0.0,,-8.51,-8.51,,275.196007,-0.035,-0.035,-0.035,275.196007,-0.035,-0.035,-0.035,
12/31/1997,66.040001,,-53.126999,,12.913002,,-24.237,,,,,,-11.324,0.516,,0.267,,0.0,,-0.783,-10.808,0.0,-10.808,0.0,,,-10.808,0.0,-10.808,0.0,,-10.808,-10.808,,278.832001,-0.04,-0.04,-0.04,278.832001,-0.04,-0.04,-0.04,
03/31/1998,87.361,,-68.063004,,19.297997,,-29.283001,,,,,,-9.985,-0.384,,2.029,,0.0,,-1.645,-10.369,0.0,-10.369,0.0,,,-10.369,0.0,-10.369,0.0,,-10.369,-10.369,,282.635994,-0.033333,-0.033333,-0.033333,282.635994,-0.033333,-0.033333,-0.033333,
06/30/1998,115.982002,,-89.793999,,26.188004,,-39.178001,,,,,,-12.99,-9.589,,7.569,,0.0,,2.02,-22.579,0.0,-22.579,0.0,,,-22.579,0.0,-22.579,0.0,,-22.579,-22.579,,292.553993,-0.075,-0.075,-0.075,292.553993,-0.075,-0.075,-0.075,
09/30/1998,153.697998,,-118.822998,,34.875,,-55.868999,,,,,,-20.993999,-24.177,,8.419,,0.0,,15.758,-45.171,0.0,-45.171001,0.0,,,-45.171,0.0,-45.171001,0.0,,-45.171001,-45.171001,,301.404007,-0.15,-0.15,-0.081667,301.404007,-0.15,-0.15,-0.081667,
12/31/1998,252.778,,-199.475006,,53.302994,,-71.299004,,,,,,-17.996,-28.431,,8.622,,0.0,,19.809,-46.427,0.0,-46.426998,0.0,,,-46.427,0.0,-46.426998,0.0,,-46.426998,-46.426998,,308.778008,-0.15,-0.15,-0.07,308.778008,-0.15,-0.15,-0.07,
03/31/1999,293.643005,,-228.852005,,64.791,,-116.370003,,,,,,-51.578999,-10.088,,16.688,,0.0,,-6.6,-61.666998,0.0,-61.667,0.0,,,-61.666998,0.0,-61.667,0.0,,-61.667,-61.667,,313.794006,-0.2,-0.2,-0.115,313.794006,-0.2,-0.2,-0.115,
06/30/1999,314.377,,-246.846,,67.531,,-139.452,,,,,,-71.921,-66.087,15.534,28.435,-12.901,0.0,,50.553,-138.008,0.0,-138.008,0.0,,,-138.008,0.0,-138.008,0.0,0.0,-138.008,-138.008,,322.34,-0.43,-0.43,-0.3285,322.34,-0.43,-0.43,-0.3285,
09/30/1999,355.777008,,-285.299988,,70.47702,,-235.807007,,,,,,-165.330002,-31.749999,,21.469999,,0.0,,10.28,-197.080001,0.0,-197.080002,0.0,,,-197.080001,0.0,-197.080002,0.0,,-197.080002,-197.080002,,332.488007,-0.59,-0.59,-0.26,332.488007,-0.59,-0.59,-0.26,
12/31/1999,676.041992,,-588.195984,,87.846008,,-170.026001,,,,,,-82.18,-241.032997,,17.973,-5.798,0.0,,228.857997,-323.212997,0.0,-323.213013,0.0,,,-323.212997,0.0,-323.213013,0.0,,-323.213013,-323.213013,,338.389008,-0.96,-0.96,-0.55,338.389008,-0.96,-0.96,-0.55,
03/31/2000,573.888977,,-445.755005,,128.133972,,-324.006989,,,,,,-195.873001,-112.552,,27.621,-10.126,0.0,,95.057,-308.425001,0.0,-308.424988,0.0,,,-308.425001,0.0,-308.424988,0.0,0.0,-308.424988,-308.424988,,343.884003,-0.9,-0.9,-0.35,343.884003,-0.9,-0.9,-0.35,
06/30/2000,577.875977,,-441.812012,,136.063965,,-313.992004,,,,,,-177.927994,-139.256001,,33.396999,-10.314,0.0,,116.173001,-317.183994,0.0,-317.18399,0.0,,,-317.183994,0.0,-317.18399,0.0,0.0,-317.18399,-317.18399,,349.885986,-0.91,-0.91,-0.33,349.885986,-0.91,-0.91,-0.33,
09/30/2000,637.857971,,-470.57901,,167.278961,,-319.002991,,,,,,-151.723999,-88.799999,,33.808998,-9.402,0.0,,64.393002,-240.523998,0.0,-240.524002,0.0,,,-240.523998,0.0,-240.524002,0.0,0.0,-240.524002,-240.524002,,353.95401,-0.68,-0.68,-0.25,353.95401,-0.68,-0.68,-0.25,
12/31/2000,972.359985,,-748.059998,,224.299988,,-362.343994,,,,,,-138.044006,-407.096016,,36.094002,-10.979,0.0,,381.981014,-545.140022,0.0,-545.140015,0.0,,,-545.140022,0.0,-545.140015,0.0,0.0,-545.140015,-545.140015,,355.681,-1.53,-1.53,-0.25,355.681,-1.53,-1.53,-0.25,
03/31/2001,700.356018,,-517.758972,,182.597046,,-284.945007,,,,,,-102.348,-121.260002,,33.748001,-9.95,0.0,,97.462001,-223.608002,0.0,-223.608002,10.523,,,-234.131001,0.0,-234.130997,0.0,0.0,-234.130997,-234.130997,,357.424011,-0.66,-0.63,-0.21,357.424011,-0.66,-0.63,-0.21,
06/30/2001,667.625,,-487.904999,,179.720001,,-260.910004,,,,,,-81.190002,-87.168999,,35.147999,-6.807,0.0,,58.828,-168.359001,0.0,-168.358994,0.0,,,-168.359001,0.0,-168.358994,0.0,0.0,-168.358994,-168.358994,,359.752014,-0.47,-0.47,-0.16,359.752014,-0.47,-0.47,-0.16,
09/30/2001,639.281,,-477.089,,162.192,,-228.532,,,,,,-66.34,-103.534,28.73,35.046,-6.316,0.0,,74.804,-169.874,0.0,-169.874,0.0,,,-169.874,0.0,-169.874,0.0,0.0,-169.874,-169.874,,368.052,-0.46,-0.46,-0.46,368.052,-0.46,-0.46,-0.46,
12/31/2001,1115.171021,,-841.122009,,274.049011,,-252.276001,,,,,,21.773001,-16.686001,,35.290001,-6.03,0.0,,-12.574,5.087,0.0,5.087,0.0,,,5.087,0.0,5.087,0.0,0.0,5.087,5.087,,371.420013,0.01,0.01,0.09,384.045013,0.01,0.01,0.09,
03/31/2002,847.421997,,-624.296997,,223.125,,-211.376999,,,,,,11.748,-35.698999,,35.243999,-5.652,0.0,,6.107,-23.950999,0.0,-23.951,-0.801,,,-23.149999,0.0,-23.15,0.0,0.0,-23.15,-23.15,,373.031006,-0.06,-0.06,-0.01,373.031006,-0.06,-0.06,-0.01,
06/30/2002,805.60498,,-587.437988,,218.166992,,-216.695007,,,,,,1.472,-95.025002,,35.651001,-5.65,0.0,,65.024001,-93.553002,0.0,-93.553001,0.0,,,-93.553002,0.0,-93.553001,0.0,0.0,-93.553001,-93.553001,,376.937012,-0.25,-0.25,-0.01,376.937012,-0.25,-0.25,-0.01,
09/30/2002,851.299011,,-635.132019,,216.166992,,-189.054993,,,,,,27.112,-62.192001,,35.922001,-5.6,0.0,,31.87,-35.080002,0.0,-35.080002,0.0,,,-35.080002,0.0,-35.080002,0.0,0.0,-35.080002,-35.080002,,379.649994,-0.09,-0.09,0.0,379.649994,-0.09,-0.09,0.0,
12/31/2002,1428.609985,,-1093.45105,,335.158936,,-269.794006,,,,,,65.364998,-62.714003,,36.108002,-6.785,0.0,,33.391001,2.650995,0.0,2.651,0.0,,,2.650995,0.0,2.651,0.0,0.0,2.651,2.651,,383.701996,0.01,0.01,0.2,407.056,0.01,0.01,0.19,
03/31/2003,1083.55896,,-812.97699,,270.58197,,-231.356995,,,,,,39.224998,-49.346002,,36.511002,-6.54,0.0,,19.375,-10.121003,0.0,-10.121,0.0,,,-10.121003,0.0,-10.121,0.0,0.0,-10.121,-10.121,,388.540985,-0.03,-0.03,0.1,411.091003,-0.03,-0.03,0.1,
06/30/2003,1099.911987,,-825.984009,,273.927979,,-232.104996,,,,,,41.823002,-85.137001,,34.367001,-5.761,0.0,,56.531001,-43.313999,0.0,-43.313999,0.0,,,-43.313999,0.0,-43.313999,0.0,0.0,-43.313999,-43.313999,,393.876007,-0.11,-0.11,0.11,418.138,-0.11,-0.11,0.1,
09/30/2003,1134.456055,,-848.63501,,285.821045,,-233.889999,,,,,,51.931,-36.368,,29.802,-4.324,0.0,,10.89,15.563,0.0,15.563,0.0,,,15.563,0.0,15.563,0.0,0.0,15.563,15.563,,397.911987,0.04,0.04,0.12,422.802002,0.04,0.04,0.11,
12/31/2003,1945.772,,-1518.935,,426.837,,-289.081,,,,,,137.756,-64.602,,29.299,-5.33,,,40.633,73.154,,73.154,,,,,,73.154,,,73.154,73.154,,401.422,0.18,0.18,0.18,425.214,0.17,0.17,0.17,
03/31/2004,1530.348999,,-1169.515015,,360.833984,,-250.399002,,,,,,110.434998,0.700998,,27.731001,-5.555,1.0,,-23.876999,111.135996,0.0,111.136002,0.0,,,111.135996,0.0,111.136002,0.0,0.0,111.136002,111.136002,,403.541992,0.28,0.28,0.24,424.519012,0.26,0.26,0.23,
