Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,23.840461,25.339859,25.339859,,0.487927,0.293451,0.15371,0.090703,0.090703,,0.090703,0.090703,0.090703,0.005669,0.173639,,5.056656,1.334454,,
06/30/1990,23.94189,25.683839,25.683839,,0.558094,0.336359,0.157064,0.097506,0.097506,,0.097506,0.097506,0.097506,,0.14515,,7.360029,1.43652,,
09/30/1990,24.20208,25.666201,25.666201,,0.646181,0.375396,0.177315,0.102041,0.102041,,0.102041,0.102041,0.102041,0.006803,0.007364,,7.530882,1.527224,,
12/31/1990,24.329971,25.895521,25.895521,,0.704485,0.412233,0.180456,0.106576,0.106576,,0.106576,0.106576,0.106576,,0.185437,,6.480731,1.646529,,
03/31/1991,24.475501,25.886699,25.886699,,0.695763,0.404455,0.186969,0.111111,0.111111,,0.111111,0.111111,0.111111,0.006803,0.179745,,10.514106,1.751343,,
06/30/1991,25.0656,26.3592,26.3592,,0.705067,0.42285,0.190825,0.109524,0.109524,,0.109524,0.109524,0.109524,,0.080314,,6.164145,1.845996,,
09/30/1991,30.8616,31.046401,31.046401,,0.660978,0.413381,0.183306,0.104762,0.104762,,0.104762,0.104762,0.104762,0.007143,0.415249,,5.018534,2.036997,,
12/31/1991,30.987599,32.390398,32.390398,,0.629044,0.410369,0.17499,0.102381,0.102381,,0.102381,0.102381,0.102381,,-0.250043,,4.135332,2.142631,,
03/31/1992,31.311,32.441088,32.441088,,0.615701,0.43935,0.175148,0.104762,0.104762,,0.104762,0.104762,0.104762,0.007143,0.05715,,4.064929,2.264699,,
06/30/1992,31.392,32.499996,32.499996,,0.593508,0.444277,0.178492,0.1075,0.1075,,0.1075,0.1075,0.1075,,0.3392,,3.782365,2.376147,,
09/30/1992,31.408001,31.408001,31.408001,,0.586729,0.444377,-0.502229,-0.3,-0.3,,-0.3,-0.3,-0.3,,0.18387,,7.110131,2.074726,,
12/31/1992,31.568001,29.120001,29.120001,,0.675378,0.530907,0.020604,0.0125,0.0125,,0.0125,0.0125,0.0125,0.0,0.333929,,5.827071,2.090313,,
03/31/1993,31.676001,32.831108,32.831108,,0.633606,0.521183,0.050927,0.03,0.03,,0.03,0.03,0.03,,0.323291,,6.640548,2.120564,,
06/30/1993,31.816,32.623894,32.623894,,0.534363,0.433547,0.00518,0.005,0.005,,0.005,0.005,0.005,,0.088861,,7.018136,2.120002,,
09/30/1993,31.908001,32.956001,32.956001,,0.550067,0.451602,0.016234,0.01,0.01,,0.01,0.01,0.01,,0.095855,,8.613952,2.127178,,
12/31/1993,33.164001,33.119999,33.119999,,0.514342,0.410477,0.008786,0.005,0.005,,0.005,0.005,0.005,,0.196196,,4.673019,2.120854,,
03/31/1994,33.408001,33.776001,33.776001,,0.561079,0.465686,0.090212,0.0525,0.0525,,0.0525,0.0525,0.0525,,0.105341,,5.032477,2.147989,,
06/30/1994,33.467999,34.091999,34.091999,,0.545436,0.451308,0.115716,0.065,0.065,,0.065,0.065,0.065,,0.112226,,3.924854,2.138431,,
09/30/1994,33.667999,34.700001,34.700001,,0.572536,0.460634,0.106772,0.06,0.06,,0.06,0.06,0.06,,0.089597,,4.1006,2.206071,,
12/31/1994,34.035999,34.664001,34.664001,,0.650848,0.521665,0.167292,0.085,0.085,,0.085,0.085,0.085,,0.341074,,8.515954,2.269832,,
03/31/1995,34.560001,35.348,35.348,,0.706829,0.54153,0.161791,0.0925,0.0925,,0.0925,0.0925,0.0925,,0.214722,0.193901,7.48232,2.429948,,
06/30/1995,35.276001,36.132,36.132,,0.741282,0.576995,0.194454,0.11,0.11,,0.11,0.11,0.11,,-0.122329,-0.193928,10.141371,2.614979,,
09/30/1995,35.476002,37.220001,37.220001,,0.813971,0.618323,0.208651,0.1475,0.1475,,0.1475,0.1475,0.1475,,0.489952,0.440838,10.554684,2.767026,,
12/31/1995,35.855999,37.448002,37.448002,,0.847762,0.627884,0.249519,0.145,0.145,,0.145,0.145,0.145,,0.099338,0.088389,9.547217,2.927655,,
03/31/1996,36.571999,38.18,36.683998,,0.818831,0.602606,0.21249,0.1275,0.1275,0.1275,0.1225,0.1225,0.1225,,0.118744,0.117081,9.286886,3.068577,,
06/30/1996,36.848,38.664001,36.964001,,0.908262,0.660643,0.254166,0.1525,0.1525,0.1525,0.145,0.145,0.145,,0.102072,0.097987,12.557887,3.228723,,
09/30/1996,37.183998,38.944,36.995998,,0.954373,0.674532,0.237485,0.1425,0.1425,0.1425,0.135,0.135,0.135,,0.189102,0.186453,9.839502,3.365023,,
12/31/1996,37.32,39.200001,37.236,,1.014153,0.735928,0.263186,0.16,0.16,0.16,0.15,0.15,0.15,,0.347298,0.338409,11.607101,3.628082,,
03/31/1997,38.139999,39.944,37.976002,,1.046003,0.755398,0.28102,0.165,0.165,0.165,0.155,0.155,0.155,,0.163709,0.160917,10.04688,3.677111,,
06/30/1997,38.548,40.327999,38.327999,,1.11399,0.784257,0.304921,0.175,0.175,0.175,0.17,0.17,0.17,,0.133088,0.130062,12.50908,3.909074,,
09/30/1997,39.523998,41.155998,38.959999,,1.205775,0.817762,0.321509,0.185,0.185,0.184998,0.175,0.175,0.175,,0.308496,0.30326,13.367094,4.105885,,
12/31/1997,39.880001,41.200001,39.678001,,1.256112,0.843868,0.323504,0.19,0.19,0.19,0.18,0.18,0.18,,0.253188,0.221306,10.702909,4.37515,,
03/31/1998,40.976002,41.708,40.132,,1.368783,0.930131,0.322536,0.19,0.19,0.19,0.18,0.18,0.18,0.0,0.251769,0.224011,11.96842,4.577216,,
06/30/1998,41.144001,42.0,40.523998,,1.459999,0.982973,0.35532,0.2,0.2,0.2,0.195,0.195,0.195,0.0,0.314604,0.258859,16.800991,4.818758,,
09/30/1998,41.271999,41.959999,40.700001,,1.668501,1.134451,0.377813,0.21,0.21,0.21,0.205,0.205,0.205,0.0,0.480246,0.409533,19.848153,5.093962,,
12/31/1998,41.424,41.574001,40.779999,,1.627881,1.138867,0.202673,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.466307,0.401128,12.606291,5.211109,,
03/31/1999,41.521999,41.616001,40.976002,,1.649893,1.138569,0.341029,0.19,0.19,0.19,0.19,0.19,0.19,0.0,0.281311,0.255369,19.236405,5.377222,,
06/30/1999,41.702,41.813999,41.026001,,1.832545,1.29747,0.376737,0.22,0.22,0.22,0.21,0.21,0.21,0.0,0.269488,0.24755,21.195962,5.442593,,
09/30/1999,41.754002,42.453999,41.203999,,2.155131,1.645544,0.421051,0.26,0.26,0.26,0.25,0.25,0.25,0.0,0.627827,0.624333,6.921923,5.831681,,
12/31/1999,44.799801,43.720001,41.818001,,2.609785,2.310177,1.022263,0.6,0.6,0.6,0.57,0.57,0.57,0.0,0.707112,0.694031,26.252394,8.233296,8.233296,
03/31/2000,46.007999,47.528,45.248001,,3.668891,3.373276,2.063472,1.21,1.21,1.21,1.15,1.15,1.15,0.0,0.983933,0.973966,31.817011,8.709007,,
06/30/2000,46.283001,47.979,45.585999,,2.844316,2.555456,1.256087,0.74,0.74,0.74,0.7,0.7,0.7,0.0,-0.048019,-0.062344,33.487177,9.424259,,
09/30/2000,48.862,50.285999,47.334,,3.07952,2.763848,1.24532,0.74,0.74,0.74,0.69,0.69,0.69,0.0,0.241264,0.184307,36.945623,11.698457,,
12/31/2000,48.978001,50.998001,48.429001,,2.786615,2.468087,1.243903,0.74,0.74,0.74,0.7,0.7,0.7,0.0,0.975015,0.810506,35.166115,12.538711,12.538711,
03/31/2001,49.473,51.076,48.826,,2.423606,2.163007,1.134232,0.68,0.68,0.68,0.65,0.65,0.65,0.0,0.696248,0.609614,26.664647,13.340004,13.340004,
06/30/2001,48.518,50.16,48.662,,2.00448,1.811228,0.788295,0.5,0.5,0.5,0.48,0.48,0.48,0.0,0.710082,0.649336,16.325199,13.500495,13.500495,
09/30/2001,47.431999,48.973999,47.819,,1.786549,1.607708,0.576486,0.39,0.39,0.39,0.38,0.38,0.38,0.0,0.874631,0.841862,9.689134,14.00137,11.989332,
12/31/2001,45.389999,46.818001,45.577,,1.63791,1.491761,0.429471,0.27,0.27,0.34,0.26,0.26,0.33,0.0,0.047897,0.047897,9.705486,13.824962,11.701586,
03/31/2002,45.66428,46.07,44.53,,1.600853,1.461442,0.430249,0.3,0.3,0.3,0.29,0.29,0.29,,0.722883,0.690748,7.435264,14.031865,11.902783,
06/30/2002,45.654,46.975,45.389,,1.598735,1.496552,0.50369,0.33,0.33,0.33,0.32,0.32,0.32,0.0,0.532596,0.513715,8.457441,14.431222,12.270666,
09/30/2002,42.972,44.888,43.993,,1.563271,1.457391,0.357352,0.3,0.3,0.3,0.29,0.29,0.29,0.0,1.71084,1.644057,12.427441,14.481616,12.186214,
03/31/2003,38.874487,39.783,39.092,,1.741661,1.673591,0.305229,0.27,0.27,0.27,0.26,0.26,0.26,,0.456564,0.448634,12.835848,14.563176,11.976209,
06/30/2003,34.490249,37.814,36.735,,1.821451,1.739268,0.34953,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,,1.73709,1.701266,15.767094,12.529193,10.106828,
09/30/2003,34.596,35.348,34.205,,2.07838,1.976729,0.767695,0.51,0.51,0.51,0.49,0.49,0.49,0.0,1.951995,1.870399,20.405538,13.154873,10.739912,
12/31/2003,35.02847,34.195,34.195,,2.084311,1.949525,0.589531,-0.44,-0.44,0.38,-0.44,-0.44,0.38,0.0,0.303173,0.246673,22.69571,12.761191,11.689234,
03/31/2004,35.237,36.722,34.881,,2.248961,2.170408,0.645624,0.4,0.4,0.4,0.38,0.38,0.38,,0.083484,0.046902,19.593581,13.520816,12.455203,
06/30/2004,35.576861,37.127,35.049,,2.472738,2.391823,0.674969,0.41,0.41,0.41,0.39,0.39,0.39,0.0,0.662102,0.605752,15.308658,13.308566,12.253133,
09/30/2004,35.754698,37.524,35.303,,2.376314,2.294168,0.731609,0.44,0.44,0.47,0.41,0.41,0.44,0.0,0.998782,0.92621,12.569817,14.321503,13.324738,
12/31/2004,35.970095,38.610543,35.622925,,2.855493,2.773663,1.038348,0.58,0.58,0.58,0.54,0.54,0.54,,,,17.437207,15.066627,14.076916,
03/31/2005,35.446037,38.766,35.632,,2.737764,2.65197,1.052256,0.64,0.64,0.64,0.59,0.59,0.59,,0.335092,0.234536,13.036662,16.061062,15.055646,
06/30/2005,35.097064,38.474,35.01,,3.016338,2.908398,0.990688,0.6,0.6,0.6,0.54,0.54,0.54,0.0,0.883633,0.750471,15.335898,15.184461,14.16902,
09/30/2005,35.122829,38.455,34.838,,3.087146,2.946696,1.126557,0.66,0.66,0.66,0.6,0.6,0.6,0.0,1.181985,1.003445,11.920765,15.541089,14.526421,
12/31/2005,35.103145,38.261,34.98,,3.523442,3.36801,1.294054,0.733162,0.733162,0.733162,0.670291,0.670291,0.670291,0.0,0.843625,0.735277,13.164006,16.217949,15.203794,
03/31/2006,35.446037,38.447,35.086,,3.215129,3.05763,1.113436,0.63,0.63,0.63,0.58,0.57,0.57,0.0,-0.104714,-0.209998,15.516403,16.535502,15.530086,
06/30/2006,34.85811,37.991,34.968,,3.835164,3.624457,1.342199,0.39,0.39,0.39,0.36,0.36,0.36,0.0,1.088138,0.899108,15.613899,16.298101,15.804557,
09/30/2006,34.25388,37.054,34.417,,3.814162,3.509196,1.249441,0.73,0.73,0.73,0.68,0.68,0.68,0.0,1.108406,0.8911,17.53089,17.393008,16.772844,
12/31/2006,34.40123,37.0236,34.290427,,4.393617,4.049731,1.478984,0.83,0.83,0.83,0.77,0.77,0.77,0.0,1.45755,1.37257,18.388441,18.270103,17.650939,
03/31/2007,34.229797,37.163,34.422,,4.457237,4.091134,1.717361,0.82,0.82,0.82,0.76,0.76,0.76,0.0,0.389693,0.271512,16.502406,19.090531,18.468383,
06/30/2007,34.38739,37.408,34.319,,4.820391,4.378799,1.790466,0.67,0.67,0.96,0.61,0.61,0.88,0.0,1.535767,1.387657,29.263023,19.452189,19.333192,
09/30/2007,33.448121,36.869,34.029,,5.236857,4.723677,2.193071,1.12,1.12,1.12,1.03,1.03,1.03,0.0,1.889653,1.85048,19.705711,20.109769,19.987431,
12/31/2007,32.670557,35.73787,33.043715,,5.075307,4.553786,1.846826,1.04,1.04,1.04,0.96,0.96,0.96,0.0,1.3454,1.273737,20.938211,20.711431,20.585936,
03/31/2008,31.879622,34.583,32.28,,4.651425,4.099845,1.275805,0.84,0.84,0.84,0.78,0.78,0.78,0.0,0.877633,0.816202,21.208909,21.178294,21.049936,
06/30/2008,32.252367,34.192,32.054,,4.629001,4.096556,1.23632,0.66,0.66,0.78,0.61,0.61,0.72,0.0,0.487583,0.418793,19.56027,21.242689,21.115815,
09/30/2008,32.735732,33.778,32.535,,4.728231,4.150884,1.258214,0.8,0.8,0.8,0.77,0.77,0.77,0.0,1.609774,1.55534,22.990108,22.319709,22.194708,
12/31/2008,32.917007,33.450626,32.809705,,4.246,3.720545,-0.326641,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,,2.114679,2.035892,74.026323,23.397358,23.240023,
03/31/2009,32.935515,32.932,32.932,,3.06565,2.609316,-1.356614,-0.36,-0.36,-0.276667,-0.36,-0.36,-0.279234,0.0,0.402587,0.327432,110.792347,23.389341,23.36915,
06/30/2009,33.142568,33.078,32.952,,4.031045,3.640325,0.289846,0.24,0.24,0.335124,0.24,0.24,0.335124,0.0,2.210185,2.078599,111.921623,24.042434,24.01908,
09/30/2009,33.202387,33.672,33.177,,4.288905,3.952286,1.304759,0.62,0.62,0.62,0.61,0.61,0.61,0.0,0.503753,0.361063,123.811219,25.430943,25.40995,
12/31/2009,41.338389,37.214321,36.475992,,4.191442,3.917152,1.033118,0.17,0.17,0.17,0.16,0.16,0.16,0.0,-0.434203,-0.555324,84.977985,27.295282,27.279196,
03/31/2010,41.526122,42.291,41.405,,3.847168,3.62548,0.985195,0.45,0.45,0.45,0.44,0.44,0.44,0.0,1.15573,0.992392,112.981968,28.258839,28.235264,
06/30/2010,41.886197,42.476,41.72,,3.748849,3.513734,0.839046,0.51,0.51,0.51,0.5,0.5,0.5,0.0,1.12989,0.97512,100.041142,29.534861,29.512538,
09/30/2010,41.964764,42.513,41.93,,4.841259,4.592821,1.846768,0.9,0.9,0.9,0.89,0.89,0.89,0.0,1.189363,1.003077,90.036703,30.230386,30.209154,
12/31/2010,42.268201,42.802817,42.067453,,4.530177,4.192838,1.069402,0.42,0.42,0.42,0.41,0.41,0.41,0.0,0.436585,0.293362,72.783604,30.149142,30.129103,
03/31/2011,42.697828,43.426,42.482,,5.274116,4.949226,2.256603,0.78,0.78,0.78,0.76,0.76,0.76,0.0,0.144132,0.012052,55.039334,30.764422,30.74688,
06/30/2011,43.136209,43.74,42.924,,6.147353,5.921186,3.098383,1.53,1.53,1.53,1.5,1.5,1.5,0.0,3.859915,3.691431,59.467882,33.3106,33.294164,
09/30/2011,43.26888,43.791,43.233,,5.526681,5.344667,2.378877,0.87,0.87,0.87,0.86,0.86,0.86,0.0,-1.887863,-2.090417,47.192624,35.501219,35.486197,
12/31/2011,43.507932,43.816572,43.366891,,5.092848,4.914556,1.618147,0.82,0.82,0.82,0.81,0.81,0.81,0.0,1.754772,1.543758,25.626316,36.0714,36.057586,
03/31/2012,44.08711,44.46,43.78,,4.980973,4.801964,1.454751,0.79,0.79,0.79,0.78,0.78,0.78,0.0,-0.248333,-0.432298,19.294166,37.187514,37.174834,
06/30/2012,44.402954,44.712,44.207,,5.434524,5.256181,2.004094,1.08,1.08,1.019069,1.06,1.06,1.002901,0.0,0.107901,-0.162689,31.793493,38.631664,38.631664,
09/30/2012,44.510524,44.915,44.449,,5.19915,5.029787,1.836037,0.95,0.95,0.95,0.94,0.94,0.94,0.0,3.008122,2.70501,20.370014,40.101168,40.101168,
12/31/2012,44.627182,44.982,44.525,,6.622257,6.451454,2.901471,1.13,1.13,1.13,1.12,1.12,1.12,0.0,1.672633,1.52119,22.609158,41.018835,41.018835,
03/31/2013,44.970402,45.393,44.802,,5.571582,5.396478,1.940672,0.91,0.91,0.91,0.9,0.9,0.9,0.0,-0.023303,-0.170751,33.783309,41.854618,41.854618,
06/30/2013,45.460543,45.684,45.164,,6.115977,5.941015,2.357099,1.08,1.08,1.08,1.06,1.06,1.06,0.0,0.739881,0.586219,19.208987,40.649668,40.649668,
09/30/2013,45.60837,46.202,45.58,,9.716762,9.538087,5.782887,1.48,1.48,1.48,1.46,1.46,1.46,0.0,1.440763,1.280803,42.596216,42.64408,42.64408,
12/31/2013,45.800418,46.431259,45.701224,,9.498586,9.31509,4.993105,1.29,1.29,1.29,1.27,1.27,1.27,0.0,1.614202,1.412851,33.597488,42.931268,42.931268,
03/31/2014,45.934521,46.725,45.866,,11.23379,11.044194,7.318079,1.98,1.98,1.98,1.95,1.95,1.95,0.0,1.089914,0.959665,84.086302,45.58663,45.58663,
06/30/2014,50.695206,49.044949,48.168275,,4.734465,4.550194,0.908939,1.05,1.05,1.05,1.04,1.04,1.04,0.0,3.23248,2.967368,52.269854,52.780908,52.780908,
09/30/2014,50.820946,51.571,50.752,,6.098144,5.92552,2.056293,1.26,1.26,1.26,1.24,1.24,1.24,0.0,0.604528,0.395906,36.845772,53.559747,53.559747,
12/31/2014,51.610226,51.52815,50.859313,,8.088234,7.911511,3.45801,1.14,1.14,1.30804,1.13,1.13,1.295657,0.0,0.376391,0.118838,34.800506,54.506097,54.506097,
03/31/2015,51.095341,51.719,51.009,,7.299496,7.105589,3.243663,1.74,1.74,1.74,1.71,1.71,1.71,0.0,1.043071,0.807073,25.599262,58.158669,58.158669,
06/30/2015,51.461496,51.876,51.268,,7.416186,7.218109,2.914742,1.68,1.68,1.68,1.66,1.66,1.66,0.0,3.078294,2.834458,51.019698,59.289026,59.289026,
09/30/2015,51.488985,52.048,51.479,,7.250879,7.05408,2.816275,1.59,1.59,1.59,1.57,1.57,1.57,0.0,0.838847,0.587754,32.514624,61.661713,61.661713,
12/31/2015,51.610226,52.061171,51.508962,,7.644068,7.446762,2.789922,1.7,1.7,1.7,1.68,1.68,1.68,0.0,6.597163,5.550393,29.127115,61.967061,61.967061,
03/31/2016,51.701312,52.085,51.646,,7.315029,7.116814,2.520641,1.53,1.53,1.53,1.52,1.52,1.52,0.0,1.085486,0.820606,36.140514,65.39571,65.39571,
06/30/2016,52.025673,52.187,51.831,,7.847967,7.642376,3.075901,1.79,1.79,1.79,1.78,1.78,1.78,0.0,1.659354,1.459146,35.645036,67.381694,67.381694,
09/30/2016,52.061435,52.413,52.046,,8.54154,8.325347,3.699112,2.13,2.13,2.13,2.12,2.12,2.12,0.0,2.515794,2.263575,48.429687,69.015597,69.015597,
12/31/2016,52.254074,52.676578,52.134396,,8.072118,7.866342,3.039586,1.91,1.91,1.91,1.89,1.89,1.89,0.0,3.164379,2.855044,48.718689,69.708517,69.708517,
03/31/2017,52.427709,53.179433,52.343571,,8.378966,8.170096,3.043067,1.94,1.94,1.822249,1.91,1.91,1.795294,0.0,1.848002,1.645512,72.398338,71.80041,71.80041,
06/30/2017,52.684159,53.194031,52.536927,,9.18316,8.969386,3.886257,2.34,2.34,2.211644,2.32,2.32,2.188406,0.0,5.783513,5.576097,73.15755,74.015322,74.015322,
09/30/2017,52.723654,53.305,52.705,,10.322531,10.108187,4.771255,2.82,2.82,2.795181,2.79,2.79,2.765612,0.0,2.048269,1.783133,67.437871,77.001738,77.001738,
12/31/2017,52.835188,53.501851,52.761821,,10.562221,10.347861,4.922404,2.22,2.22,2.865898,2.19,2.19,2.825492,0.0,2.124017,1.831874,55.324399,79.110062,79.110062,
