Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1994,135.089996,,-67.696999,,67.392998,,-9.832,,,,57.561001,-20.209001,,29.544001,,,,-9.335,37.352,-10.82,26.532,2.056,,,24.476001,-0.378,24.098,0.0,,24.098,24.098,,303.600006,0.08,0.0875,0.0875,303.600006,0.08,0.0875,0.0875,
03/31/1995,137.5,,-71.400002,,66.099998,,-7.5,,,,58.599998,-19.5,,29.0,,,,-9.5,39.099998,-13.5,25.6,0.0,,,25.599998,-0.8,24.799999,0.0,,24.799999,24.799999,,303.200012,0.0825,0.0825,0.0825,303.200012,0.0825,0.0825,0.0825,
06/30/1995,167.300003,,-100.199997,,67.100006,,-6.5,,,,60.599998,-20.1,,30.5,,,,-10.4,40.499998,-14.7,25.799999,0.0,,,25.799998,0.7,26.5,0.0,,26.5,26.5,,303.600006,0.0875,0.0875,0.0875,303.600006,0.0875,0.0875,0.0875,
09/30/1995,174.100006,,-101.300003,,72.800003,,-7.7,,,,65.099998,-21.800001,,30.700001,,,,-8.9,43.299997,-14.8,28.5,0.0,,,28.499997,-1.2,27.299999,0.0,,27.299999,27.299999,,304.0,0.09,0.09,0.09,304.0,0.09,0.09,0.09,
12/31/1995,206.100006,,-132.100006,,74.0,,-10.3,,,,63.700001,-19.599999,,31.799999,,,,-12.2,44.100001,-14.0,30.1,0.0,,,30.100001,-1.7,28.4,0.0,,28.4,28.4,,303.399994,0.0925,0.0925,0.0925,303.399994,0.0925,0.0925,0.0925,
03/31/1996,172.0,,-100.0,,72.0,,-9.0,,,,63.0,-18.0,,28.0,,,,-10.0,45.0,-15.0,30.0,0.0,,,30.0,-1.0,29.0,0.0,,29.0,29.0,,304.399994,0.095,0.095,0.095,304.399994,0.095,0.095,0.095,
06/30/1996,174.0,,-99.0,,75.0,,-6.0,,,,69.0,-24.0,,31.0,,,,-7.0,45.0,-16.0,29.0,0.0,,,29.0,-1.0,28.0,0.0,,28.0,28.0,,294.735992,0.095,0.095,0.095,311.112,0.09,0.09,0.09,
09/30/1996,205.0,,-122.0,,83.0,,-8.0,,,,75.0,-23.0,,38.0,,,,-15.0,52.0,-16.0,36.0,0.0,,,36.0,-4.0,32.0,0.0,,32.0,32.0,,310.0,0.105,0.105,0.105,310.0,0.105,0.105,0.105,
12/31/1996,284.0,,-181.0,,103.0,,-32.0,,,,71.0,-20.0,,47.0,,,,-27.0,51.0,-13.0,38.0,0.0,,,38.0,-2.0,36.0,0.0,,36.0,36.0,,315.359985,0.115,0.115,0.115,315.359985,0.115,0.115,0.115,
03/31/1997,261.0,,-167.0,,94.0,,-16.0,,,,78.0,-20.0,,44.0,,,,-24.0,58.0,-16.0,42.0,0.0,,,42.0,-2.0,40.0,0.0,,40.0,40.0,,307.691986,0.13,0.13,0.13,320.0,0.125,0.125,0.125,
06/30/1997,261.0,,-163.0,,98.0,,-6.0,,,,92.0,-27.0,,48.0,,,,-21.0,65.0,-19.0,46.0,0.0,,,46.0,-4.0,42.0,0.0,,42.0,42.0,,323.075989,0.13,0.13,0.13,336.0,0.125,0.125,0.125,
09/30/1997,358.0,,-246.0,,112.0,,-19.0,,,,93.0,-24.0,,62.0,,,,-38.0,69.0,-15.0,54.0,3.0,,,51.0,-4.0,47.0,0.0,,47.0,47.0,,346.200012,0.135,0.145,0.145,356.799988,0.13,0.14,0.14,
12/31/1997,531.0,,-405.0,,126.0,,-21.0,,,,105.0,-34.0,,90.0,,,,-56.0,71.0,-6.0,65.0,0.0,,,65.0,-9.0,56.0,0.0,,56.0,56.0,,350.0,0.16,0.16,0.16,350.0,0.16,0.16,0.16,
03/31/1998,575.0,,-397.0,,178.0,,-30.0,,,,148.0,-32.0,,101.0,,,,-69.0,116.0,-33.0,83.0,0.0,,,83.0,-18.0,65.0,0.0,,65.0,65.0,,350.200012,0.185,0.185,0.185,372.600006,0.185,0.185,0.185,
06/30/1998,565.0,,-385.0,,180.0,,-12.0,,,,168.0,-39.0,,99.0,,,,-60.0,129.0,-36.0,93.0,0.0,,,93.0,-22.0,71.0,0.0,,71.0,71.0,,351.200012,0.205,0.205,0.205,375.0,0.195,0.195,0.195,
09/30/1998,612.0,,-400.0,,212.0,,-12.0,,,,200.0,-69.0,,126.0,,,,-57.0,131.0,-30.0,101.0,-2.0,,,103.0,-22.0,81.0,0.0,,81.0,81.0,,357.200012,0.225,0.22,0.22,379.399994,0.22,0.215,0.215,
12/31/1998,646.0,,-405.0,,241.0,,-24.0,,,,217.0,-47.0,,159.0,,,,-112.0,170.0,-46.0,124.0,-2.0,,,126.0,-32.0,94.0,0.0,,94.0,94.0,,353.843994,0.26,0.255,0.255,375.51001,0.245,0.24,0.24,
03/31/1999,638.0,,-409.0,,229.0,,-25.0,,,,204.0,-205.0,133.0,133.0,,,,72.0,-1.0,6.0,5.0,0.0,,,5.0,-18.0,-13.0,0.0,,-13.0,-13.0,,361.2,-0.035,-0.035,0.195,361.2,-0.035,-0.035,0.195,
06/30/1999,640.0,,-421.0,,219.0,,-6.0,,,,213.0,-94.0,143.0,143.0,,,,-49.0,119.0,-34.0,85.0,0.0,,,85.0,-14.0,71.0,0.0,,71.0,71.0,,383.200012,0.19,0.19,0.22,406.600006,0.18,0.18,0.215,
09/30/1999,847.0,,-602.0,,245.0,,-20.0,,,,225.0,-129.0,141.0,141.0,,,,-12.0,96.0,-27.0,69.0,0.0,,,69.0,-11.0,58.0,0.0,,58.0,58.0,,383.799988,0.15,0.15,0.255,393.799988,0.145,0.145,0.25,
12/31/1999,1128.0,,-817.0,,311.0,,-28.0,,,,283.0,-77.0,224.0,224.0,,,,-147.0,206.0,-56.0,150.0,17.0,,,133.0,-21.0,112.0,0.0,,112.0,112.0,,407.272,0.275,0.315,0.295,430.77,0.26,0.3,0.28,
03/31/2000,1696.0,,-1220.0,,476.0,,-29.0,,,,447.0,-22.0,264.0,,,,,-242.0,425.0,-133.0,292.0,7.0,,,285.0,-18.0,267.0,,,267.0,267.0,,,0.295,0.3,0.3,,0.28,0.285,0.285,
06/30/2000,1751.0,,-1358.0,,393.0,,-19.0,,,,374.0,-157.0,261.0,,,,,-104.0,217.0,-60.0,157.0,,,,157.0,-17.0,140.0,,,140.0,140.0,,473.0,0.3,0.3,0.3,498.0,0.28,0.28,0.28,
09/30/2000,1995.0,,-1475.0,,520.0,,-21.0,,,,499.0,-228.0,339.0,339.0,,,,-111.0,271.0,-75.0,196.0,,,,196.0,-32.0,164.0,,,164.0,164.0,,496.0,0.33,0.33,0.33,523.0,0.32,0.32,0.32,
12/31/2000,1916.0,,-1423.0,,493.0,,-16.0,,,,477.0,-117.0,351.0,351.0,,0.0,,-234.0,360.0,-86.0,274.0,0.0,,,274.0,-53.0,221.0,0.0,,221.0,221.0,,501.0,0.46,0.46,0.5,501.0,0.46,0.46,0.5,
03/31/2001,2492.0,,-1854.0,,638.0,,-15.0,,,,623.0,-404.0,349.0,425.0,-76.0,24.0,,31.0,219.0,-65.0,154.0,11.0,,,143.0,-32.0,111.0,0.0,0.0,111.0,111.0,,531.0,0.21,0.23,0.44,544.0,0.21,0.23,0.42,
06/30/2001,1877.0,,-1417.0,,460.0,,-41.0,,,,419.0,-166.0,307.0,372.0,-65.0,-14.0,,-127.0,253.0,-81.0,172.0,31.0,,,141.0,-26.0,115.0,0.0,0.0,115.0,115.0,,531.0,0.22,0.28,0.34,538.0,0.21,0.27,0.33,
09/30/2001,1845.0,,-1362.0,,483.0,,-17.0,,,,466.0,-452.0,382.0,403.0,-21.0,-15.0,,85.0,14.0,1.0,15.0,3.0,,,12.0,-9.0,3.0,0.0,0.0,3.0,3.0,,531.0,0.01,0.01,0.28,537.0,0.01,0.01,0.28,
12/31/2001,2387.0,,-1705.0,,682.0,,-47.0,,,,635.0,-327.0,,,,0.0,,327.0,308.0,-81.0,227.0,146.0,,,81.0,-37.0,44.0,0.0,0.0,44.0,44.0,,541.0,0.08,0.35,0.28,550.0,0.08,0.35,0.28,
03/31/2002,2201.0,,-1526.0,,675.0,,-28.0,,,,647.0,-477.0,390.0,436.0,-46.0,70.0,,17.0,170.0,-62.0,108.0,431.0,,,-323.0,10.0,-313.0,0.0,,-313.0,-313.0,,534.0,-0.59,-0.67,0.36,541.0,-0.58,-0.66,0.37,
06/30/2002,2038.0,,-1602.0,,436.0,,-27.0,,,,409.0,-538.0,415.0,524.0,-109.0,136.0,,-13.0,-129.0,7.0,-122.0,14.0,,,-136.0,21.0,-115.0,0.0,,-115.0,-115.0,,535.0,-0.22,0.05,-0.39,535.0,-0.22,0.05,-0.39,
09/30/2002,1896.0,,-1357.0,,539.0,,-10.0,,,,529.0,-807.0,399.0,471.0,-72.0,243.0,,165.0,-278.0,91.0,-187.0,108.0,,,-295.0,-20.0,-315.0,,,-315.0,-315.0,,542.0,-0.58,-0.38,-0.38,542.0,-0.58,-0.38,-0.38,
12/31/2002,1245.0,,-945.0,,300.0,,-47.0,,,,253.0,-1360.0,281.0,313.0,-32.0,10.0,,1069.0,-1107.0,-321.0,-1428.0,1347.0,,,-2775.0,9.0,-2766.0,0.0,0.0,-2766.0,-2766.0,,545.0,-5.08,-4.5,0.03,545.0,-5.08,-4.5,0.03,
03/31/2003,1911.0,,-1337.0,,574.0,,-29.0,,,,545.0,-332.0,431.0,500.0,-69.0,-82.0,,-17.0,213.0,-51.0,162.0,38.0,,,124.0,-31.0,93.0,0.0,,93.0,93.0,,567.0,0.17,0.23,0.23,567.0,0.17,0.23,0.23,
06/30/2003,1992.0,,-1453.0,,539.0,,-32.0,,,,507.0,-282.0,462.0,518.0,-56.0,-107.0,,-73.0,225.0,-66.0,159.0,268.0,,,-109.0,-20.0,-129.0,0.0,0.0,-129.0,-129.0,,573.0,-0.22,0.24,0.28,577.0,-0.22,0.24,0.28,
09/30/2003,2231.0,,-1555.0,,676.0,,-36.0,,,,640.0,-523.0,422.0,504.0,-82.0,39.0,,62.0,117.0,-20.0,97.0,-14.0,,,111.0,-35.0,76.0,0.0,,76.0,76.0,,620.0,0.12,0.1,0.15,624.0,0.12,0.1,0.15,
12/31/2003,2281.0,,-1637.0,,644.0,,-106.0,,,,538.0,-412.0,-15.0,31.0,-46.0,-5.0,,432.0,126.0,-100.0,26.0,447.0,,,-421.0,-22.0,-443.0,0.0,,-443.0,-443.0,68.9,628.0,-0.71,0.01,0.12,628.0,-0.71,0.01,0.12,
03/31/2004,2257.0,,-1577.0,,680.0,,-48.0,,,,632.0,-431.0,424.0,493.0,-69.0,8.0,,-1.0,201.0,-64.0,137.0,26.0,,,111.0,-63.0,48.0,0.0,,48.0,48.0,,633.0,0.08,0.12,0.17,633.0,0.08,0.12,0.17,
06/30/2004,2262.0,,-1606.0,,656.0,,-42.0,,,,614.0,-423.0,400.0,470.0,-70.0,47.0,,-24.0,191.0,-17.0,174.0,29.0,,,145.0,-71.0,74.0,0.0,0.0,74.0,74.0,,638.0,0.12,0.16,0.2,645.0,0.11,0.16,0.2,
09/30/2004,2422.0,,-1686.0,,736.0,,-40.0,,,,696.0,-445.0,426.0,478.0,-52.0,22.0,,-3.0,251.0,-128.0,123.0,-7.0,,,130.0,-37.0,93.0,0.0,0.0,93.0,93.0,,646.0,0.14,0.13,0.14,653.0,0.14,0.13,0.14,
12/31/2004,2523.0,,-1817.0,,706.0,,-52.0,,,,654.0,-451.0,,493.0,-91.0,58.0,,-9.0,203.0,-148.0,55.0,-82.0,,,137.0,-36.0,101.0,0.0,0.0,101.0,101.0,,645.4,0.16,0.03,0.1,656.0,0.16,0.03,0.1,
03/31/2005,2663.0,,-1839.0,,824.0,,-49.0,,,,775.0,-398.0,377.0,467.0,-90.0,31.0,,-10.0,377.0,-147.0,230.0,0.0,,,230.0,-106.0,124.0,0.0,,124.0,124.0,,651.0,0.19,0.2,0.2,663.0,0.19,0.19,0.19,
06/30/2005,2649.0,,-2123.0,,526.0,,-45.0,,,,481.0,-295.0,382.0,475.0,-93.0,1.0,,-88.0,186.0,-80.0,106.0,2.0,,,104.0,-19.0,85.0,0.0,0.0,85.0,85.0,,652.0,0.13,0.13,0.11,663.0,0.13,0.13,0.11,
09/30/2005,2759.0,,-1862.0,,897.0,,-49.0,,,,848.0,-364.0,352.0,448.0,-96.0,21.0,,-9.0,484.0,-173.0,311.0,-30.0,,,341.0,-97.0,244.0,0.0,0.0,244.0,244.0,,651.0,0.38,0.33,0.32,663.0,0.37,0.32,0.31,
12/31/2005,2950.0,,-1998.0,,952.0,,-82.0,,,,870.0,-449.0,387.0,503.0,-116.0,48.0,,14.0,421.0,-125.0,296.0,-3.0,,,299.0,-147.0,152.0,0.0,0.0,152.0,152.0,,662.0,0.23,0.24,0.24,671.0,0.22,0.23,0.23,
03/31/2006,2817.0,,-1900.0,,917.0,,-57.0,,,,860.0,-263.0,304.0,418.0,-114.0,23.0,,-64.0,597.0,-186.0,411.0,-18.0,,,429.0,-81.0,348.0,0.0,0.0,348.0,348.0,,657.0,0.53,0.5,0.4,688.0,0.52,0.49,0.39,
06/30/2006,2862.0,,-1995.0,,867.0,,-58.0,,,,809.0,-359.0,345.0,432.0,-87.0,4.0,,10.0,450.0,-88.0,362.0,18.0,,,344.0,-169.0,175.0,0.0,0.0,175.0,175.0,,658.0,0.27,0.3,0.29,669.0,0.26,0.29,0.28,
09/30/2006,2947.0,,-2121.0,,826.0,,-67.0,,,,759.0,-937.0,358.0,473.0,-115.0,49.0,,530.0,-178.0,-5.0,-183.0,-41.0,,,-142.0,-185.0,-327.0,0.0,0.0,-327.0,-327.0,,658.0,-0.5,-0.56,0.3,658.0,-0.5,-0.56,0.3,
12/31/2006,2934.0,,-2145.0,,789.0,,-123.0,,,,666.0,-598.0,328.0,443.0,-118.0,-9.0,,282.0,68.0,-51.0,17.0,-29.0,,,46.0,-31.0,15.0,0.0,0.0,15.0,15.0,,658.0,0.02,-0.02,-0.02,658.0,0.02,-0.02,-0.02,
03/31/2007,3091.0,,-2242.0,,849.0,,-79.0,,,,770.0,-341.0,323.0,424.0,-101.0,-3.0,,21.0,429.0,-175.0,254.0,574.0,,,-320.0,-141.0,-461.0,0.0,0.0,-461.0,-461.0,,666.0,-0.69,0.17,0.24,677.0,-0.68,0.17,0.24,
06/30/2007,3340.0,,-2436.0,,904.0,,-89.0,,,,815.0,-6.0,276.0,412.0,-136.0,1.0,,-271.0,809.0,-275.0,534.0,32.0,,,502.0,-248.0,254.0,0.0,0.0,254.0,254.0,,667.0,0.38,0.43,0.42,692.0,0.37,0.42,0.41,
09/30/2007,3484.0,,-2637.0,,847.0,,-93.0,,,,754.0,-343.0,331.0,453.0,-122.0,-9.0,,21.0,411.0,-156.0,255.0,-12.0,,,267.0,-163.0,104.0,0.0,0.0,104.0,104.0,,666.0,0.16,0.14,0.19,675.0,0.15,0.14,0.19,
12/31/2007,3601.0,,-2809.0,,792.0,,-118.0,,,,674.0,-726.0,358.0,499.0,-141.0,-13.0,,381.0,-52.0,-73.0,-125.0,-12.0,,,-113.0,121.0,8.0,0.0,0.0,8.0,8.0,,668.0,0.01,-0.01,0.18,668.0,0.01,-0.01,0.18,
03/31/2008,4081.0,,-3039.0,,1042.0,0.0,-98.0,,,,944.0,-320.0,319.0,435.0,-116.0,-22.0,22.0,23.0,624.0,-239.0,407.0,-1.0,,,408.0,-175.0,233.0,,0.0,233.0,233.0,,671.0,0.35,0.35,0.37,679.0,0.34,0.34,0.36,
06/30/2008,4126.0,,-3097.0,,1029.0,0.0,-99.0,,,,930.0,547.0,336.0,469.0,-133.0,85.0,,-948.0,1477.0,-318.0,1159.0,-1.0,,,1160.0,-257.0,903.0,0.0,0.0,903.0,903.0,,672.0,1.34,1.34,0.17,694.0,1.31,1.31,0.17,
09/30/2008,4319.0,,-3357.0,,962.0,0.0,-90.0,,,,872.0,-343.0,302.0,458.0,-156.0,60.0,,-23.0,529.0,-168.0,361.0,2.0,,,359.0,-214.0,145.0,,0.0,145.0,145.0,,669.0,0.22,0.22,0.26,675.0,0.22,0.22,0.26,
12/31/2008,2832.0,,-2233.0,,599.0,,-84.0,,,,515.0,-437.0,,441.0,-114.0,61.0,,49.0,78.0,-46.0,32.0,-73.0,,,105.0,-152.0,-47.0,0.0,0.0,-47.0,-47.0,133.1915,661.0,-0.07,-0.18,0.02,661.0,-0.07,-0.18,0.02,
03/31/2009,3269.0,3269.0,-2413.0,2413.0,856.0,0.0,-84.0,84.0,84.0,0.0,772.0,-123.0,287.0,380.0,-93.0,39.0,7.0,-203.0,649.0,-174.0,482.0,-19.0,-19.0,0.0,501.0,-283.0,218.0,0.0,0.0,218.0,220.53,21.53,665.0,0.32782,0.31,0.331624,666.0,0.327327,0.31,0.331624,
06/30/2009,3291.0,3291.0,-2488.0,2488.0,803.0,0.0,-87.0,87.0,87.0,0.0,716.0,-158.0,279.0,368.0,-89.0,-28.0,50.0,-93.0,558.0,-105.0,503.0,-28.0,-28.0,0.0,531.0,-228.0,303.0,,0.0,303.0,215.85,-59.15,667.0,0.45,0.43,0.323613,684.0,0.45,0.43,0.323613,
09/30/2009,3652.0,3652.0,-2685.0,2685.0,967.0,0.0,-81.0,81.0,81.0,0.0,886.0,-287.0,316.0,406.0,-90.0,1.0,18.0,-30.0,599.0,-203.0,414.0,-26.0,-26.0,0.0,440.0,-255.0,185.0,0.0,0.0,185.0,152.5,-6.5,667.0,0.28,0.238381,0.228636,671.0,0.28,0.238381,0.228636,
12/31/2009,3820.0,3820.0,-2989.0,2989.0,831.0,0.0,-90.0,90.0,90.0,0.0,741.0,-223.0,271.0,346.0,-75.0,-45.0,17.0,-3.0,518.0,-117.0,418.0,135.0,135.0,0.0,283.0,-331.0,-48.0,,0.0,-48.0,205.61,118.61,686.0,-0.07,0.126822,0.299723,686.0,-0.07,0.08,0.252901,
03/31/2010,3920.0,3920.0,-2959.0,2959.0,961.0,0.0,-80.0,80.0,80.0,0.0,881.0,-327.0,273.0,381.0,-108.0,51.0,13.0,3.0,554.0,-186.0,381.0,-21.0,-21.0,0.0,402.0,-215.0,187.0,0.0,0.0,187.0,173.01,7.01,695.0,0.27,0.24,0.248935,701.0,0.27,0.24,0.248935,
06/30/2010,3923.0,3923.0,-2921.0,2921.0,1002.0,0.0,-101.0,101.0,101.0,0.0,901.0,-345.0,288.0,389.0,-101.0,71.0,134.0,-14.0,556.0,-261.0,429.0,0.0,0.0,0.0,429.0,-285.0,144.0,0.0,0.0,144.0,102.15,-41.85,795.0,0.18,0.19,0.128491,800.0,0.18,0.19,0.128491,
09/30/2010,3990.0,3990.0,-3023.0,3023.0,967.0,0.0,-98.0,98.0,98.0,0.0,869.0,-504.0,285.0,381.0,-96.0,-103.0,26.0,322.0,365.0,-102.0,289.0,-108.0,-108.0,0.0,397.0,-283.0,114.0,,0.0,114.0,240.18,234.18,794.0,0.143577,0.007557,0.302494,799.0,0.142678,0.007509,0.300601,
12/31/2010,3585.0,3585.0,-2602.0,2602.0,983.0,0.0,-113.0,113.0,113.0,0.0,870.0,-492.0,235.0,336.0,-101.0,14.0,10.0,243.0,378.0,-17.0,371.0,540.0,540.0,0.0,-169.0,-267.0,-436.0,0.0,0.0,-436.0,232.97,128.97,790.0,-0.551899,0.131646,0.294899,795.0,-0.551899,0.127347,0.289573,
03/31/2011,4156.0,4156.0,-3163.0,3163.0,993.0,0.0,-95.0,95.0,95.0,0.0,898.0,-203.0,243.0,338.0,-95.0,-33.0,10.0,-7.0,695.0,-215.0,490.0,7.0,7.0,0.0,483.0,-259.0,224.0,,0.0,224.0,225.68,-5.32,787.0,0.28,0.3,0.28676,792.0,0.28,0.3,0.28676,
06/30/2011,4435.0,4435.0,-3443.0,3443.0,992.0,0.0,-97.0,97.0,97.0,0.0,895.0,-281.0,285.0,381.0,-96.0,-37.0,-4.0,33.0,614.0,-174.0,436.0,9.0,9.0,0.0,427.0,-253.0,174.0,0.0,0.0,174.0,215.1,32.1,782.0,0.22,0.24,0.275064,787.0,0.22,0.24,0.275064,
09/30/2011,4307.0,4307.0,-3297.0,3297.0,1010.0,0.0,-90.0,90.0,90.0,0.0,920.0,-654.0,316.0,418.0,-102.0,90.0,5.0,248.0,266.0,-68.0,203.0,28.0,28.0,0.0,175.0,-306.0,-131.0,0.0,0.0,-131.0,101.83,204.83,778.0,-0.16838,-0.132391,0.130887,778.0,-0.16838,-0.132391,0.130887,
12/31/2011,3806.0,3806.0,-2762.0,2762.0,1044.0,0.0,-108.0,108.0,108.0,0.0,936.0,-244.0,269.0,375.0,-106.0,18.0,-14.0,-43.0,692.0,-165.0,513.0,68.0,68.0,0.0,445.0,-654.0,-209.0,0.0,0.0,-209.0,-208.29,-67.29,763.0,-0.273919,-0.184797,-0.272988,771.0,-0.273919,-0.184797,-0.272988,
03/31/2012,4586.0,4586.0,-3514.0,3514.0,1072.0,0.0,-87.0,87.0,87.0,0.0,985.0,-216.0,325.0,416.0,-91.0,1.0,13.0,-110.0,769.0,-268.0,514.0,-1.0,-1.0,0.0,515.0,-174.0,341.0,,0.0,341.0,268.0,-72.0,766.0,0.45,0.45,0.349869,785.0,0.44,0.44,0.34828,
06/30/2012,4089.0,4089.0,-3396.0,3396.0,693.0,0.0,-74.0,74.0,74.0,0.0,619.0,-418.0,302.0,384.0,-82.0,101.0,11.0,15.0,201.0,-75.0,137.0,-70.0,-70.0,0.0,207.0,-67.0,140.0,0.0,0.0,140.0,115.67,45.67,764.0,0.18,0.09,0.151401,768.0,0.18,0.09,0.149466,
