Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,236.979996,49.675001,29.277,20.398001,67.837997,,,18.271,,,,,16.354,,,,152.138,28.947001,80.100998,-51.153999,0.0,,55.895,,,,,55.895,84.842001,,11.634,11.634,,,,0.0,,,,,,52.721004,,,52.721004,64.355003,0.0,,,,,45.537998,,,,,,45.537998,45.537998,109.893002,0.0,27.622,,,-53.603001,,153.067997,127.086996,0.0,127.086996,236.979998,
12/31/1992,236.291,50.718,20.061001,30.657,66.980003,,,18.253,,,,,16.118,,,,152.069,28.837999,76.055,-47.216999,0.0,,55.383999,,,,,55.383999,84.221998,,12.028,12.028,,,,0.0,,,,,,50.097,,,50.097,62.125,0.0,,,,,44.266998,,,,,,44.266998,44.266998,106.391998,0.0,41.431999,,,-53.532001,,141.999004,129.899002,0.0,129.899002,236.291,
03/31/1993,239.587006,52.902,21.945,30.957001,69.613998,,,18.431,,,,,13.583,,,,154.529999,30.277,,,0.0,,54.779999,,,,,54.779999,85.056999,,12.725,12.725,,,,0.0,,,,,,52.833998,,,52.833998,65.558998,0.0,,,,,41.672001,,,,,,41.672001,41.672001,107.230999,0.0,41.431999,,,-53.32,,144.244003,132.356003,0.0,132.356003,239.587002,
06/30/1993,260.27301,58.91,27.641001,31.268999,82.454002,,,19.379,,,,,15.029,,,,175.772003,30.219999,,,0.0,,54.280998,,,,,54.280998,84.500998,,13.012,13.012,,,,0.0,,,,,,57.974999,,,57.974999,70.987,0.0,,,,,41.326,,,,,,41.326,41.326,112.313,0.0,41.431999,,,-53.132,,159.66,147.959999,0.0,147.959999,260.272999,
09/30/1993,268.949005,66.32,24.825001,41.494999,87.042,,,17.334999,,,,,14.427,,,,185.123993,29.566999,,,0.0,,54.257999,,,,,54.257999,83.824999,,12.594,12.594,,,,0.0,,,,,,58.144999,,,58.144999,70.738998,0.0,,,,,42.000999,,,,,,42.000999,42.000999,112.739998,0.0,41.431999,,,-52.943001,,167.720001,156.209,0.0,156.209,268.948997,
12/31/1993,267.194,69.093,18.101999,50.991001,87.517998,,,15.829,,,,,12.092,,,,184.531998,28.889999,78.771004,-49.881001,0.0,,53.771999,,,,,53.771999,82.661999,,12.279,12.279,,,,0.0,,,,,,54.724998,,,54.724998,67.003998,0.0,,,,,39.681999,,,,,,39.681999,39.681999,106.685997,0.0,41.431999,,,-52.785999,,171.861996,160.507996,0.0,160.507996,267.193993,
03/31/1994,279.329987,77.233999,25.816999,51.417,88.551003,,,18.165001,,,,,12.977,,,,196.927002,29.141001,,,0.0,,53.262001,,,,,53.262001,82.403002,,14.705,14.705,,,,0.0,,,,,,62.362001,,,62.362001,77.067001,0.0,,,,,39.036999,,,,,,39.036999,39.036999,116.104,0.0,41.431999,,,-52.615002,,174.409,163.225998,0.0,163.225998,279.329998,
06/30/1994,291.843994,75.809999,24.254,51.556,101.693001,,,19.454,,,,,13.09,,,,210.046997,28.684,,,0.0,,53.112999,,,,,53.112999,81.796999,,15.264,15.264,,,,0.0,,,,,,61.600998,,,61.600998,76.864998,0.0,,,,,34.352001,,,,,,34.352001,34.352001,111.216999,0.0,41.431999,,,-51.882,,191.077007,180.627007,0.0,180.627007,291.844006,
09/30/1994,297.302002,80.292999,28.374001,51.918999,104.607002,,,16.794001,,,,,14.502,,,,216.195999,28.347,,,0.0,,52.758999,,,,,52.758999,81.105999,,12.612,12.612,,,,0.0,,,,,,62.874,,,62.874,75.486,0.0,,,,,32.401001,,,,,,32.401001,32.401001,107.887001,0.0,41.431999,,,-51.518002,,199.501003,189.415001,0.0,189.415001,297.302002,
12/31/1994,295.265015,83.737,31.917,51.82,101.900002,,,16.25,,,,,13.012,,,,214.899002,27.989,82.004997,-54.015999,0.0,,52.376999,,,,,52.376999,80.365999,,12.002,12.002,,,,0.0,,,,,,54.887,,,54.887,66.889,0.0,,,,,34.743,,,,,,34.743,34.743,101.632,0.0,41.431999,,,-51.381001,,203.582005,193.633003,0.0,193.633003,295.265003,
03/31/1995,313.752991,100.997002,48.054001,52.943001,100.578003,,,17.733,,,,,13.486,,,,232.794006,28.608999,,,0.0,,52.349998,,,,,52.349998,80.958998,,16.666,16.666,,,,0.0,,,,,,61.736,,,61.736,78.402,0.0,,,,,38.153,,,,,,38.153,38.153,116.555,0.0,41.431999,,,-51.188,,206.954006,197.198006,0.0,197.198006,313.753006,
06/30/1995,321.980011,100.815996,31.823999,68.991997,106.292,,,18.830999,,,,,13.055,,,,238.994003,29.306999,,,0.0,,53.679001,,,,,53.679001,82.986,,16.929001,16.929001,,,,0.0,,,,,,59.390999,,,59.390999,76.32,0.0,,,,,31.822001,,,,,,31.822001,31.822001,108.142,0.0,41.431999,,,-51.159,,223.565006,213.838005,0.0,213.838005,321.980005,
09/30/1995,303.821991,95.532999,27.504999,68.028,92.369003,,,16.424999,,,,,16.877001,,,,221.203995,29.551001,,,0.0,,53.067001,,,,,53.067001,82.618002,,12.414,12.414,,,,0.0,,,,,,53.863001,,,53.863001,66.277,0.0,,,,,25.212,,,,,,25.212,25.212,91.489,0.0,41.431999,,,-51.160999,,222.062,212.333,0.0,212.333,303.822001,
12/31/1995,314.924988,99.365997,33.623001,65.742996,88.542,,,13.924,,,,,20.933001,,,,222.764999,37.799,88.514,-50.715,0.0,,54.361,,,,,54.361,92.16,,13.334,13.334,,,,1.314,,,,,,56.361003,,,56.361003,71.009003,7.422,,,,,22.176001,,,,,,22.176001,29.598001,100.607003,0.0,41.431999,,,-51.123001,,224.009003,214.318001,0.0,214.318001,314.925004,
03/31/1996,329.036987,111.248997,37.327999,73.920998,86.477997,,,17.35,,,,,17.652,,,,232.729004,39.273998,,,0.0,,57.034,,,,,57.034,96.307999,,17.271,17.271,,,,1.576,,,,,,61.988999,,,61.988999,80.835999,7.16,,,,,25.452,,,,,,25.452,32.612,113.447998,0.0,41.431999,,,-50.924999,,225.081997,215.588997,0.0,215.588997,329.036995,
06/30/1996,332.252991,113.437,30.271999,83.165001,90.825996,,,17.763,,,,,12.04,,,,234.065994,40.277,,,0.0,,57.91,,,,,57.91,98.187,,17.073999,17.073999,,,,1.561,,,,,,65.745997,,,65.745997,84.380997,6.628,,,,,27.415001,,,,,,27.415001,34.043001,118.423997,0.0,41.029999,,,-50.923,,223.721996,213.828995,0.0,213.828995,332.252992,
09/30/1996,327.183014,114.821999,31.792,83.029999,84.422997,,,16.083,,,,,13.108,,,,228.436005,40.353001,,,0.0,,58.394001,,,,,58.394001,98.747002,,15.854,15.854,,,,1.587,,,,,,61.434999,,,61.434999,78.875999,6.222,,,,,29.709999,,,,,,29.709999,35.931999,114.807999,0.0,35.476002,,,0.0,,176.899002,212.375004,0.0,212.375004,327.183002,
12/31/1996,296.656006,96.935003,12.15,84.785004,64.400002,,,11.593,,,,,14.078,,,,187.005997,36.567001,68.578003,-32.011002,0.0,,73.083,,,,,73.083,109.650002,,13.781,13.781,,,,2.735,,,,,,53.314002,,,53.314002,69.830002,12.163,,,,,24.372999,,,,,,24.372999,36.535999,106.366001,0.0,34.594002,,,0.0,,155.695999,190.290001,0.0,190.290001,296.656002,
03/31/1997,310.651001,94.389997,14.289,80.100998,78.529999,,,17.132,,,,,14.743,,,,204.794998,41.570999,,,0.0,,64.285004,,,,,64.285004,105.856003,,19.957001,19.957001,,,,3.097,,,,,,66.116997,,,66.116997,89.170998,11.407,,,,,29.198,,,,,,29.198,40.605,129.775997,0.0,34.140999,,,0.0,,146.733994,180.874992,0.0,180.874992,310.65099,
06/30/1997,302.01,77.095,6.987,70.108,82.5,82.5,,19.504,,,,,14.805,,,,193.904,42.242,,,0.0,,65.864,41.883,,,,23.981,108.106,,18.881,18.881,,,,2.998,0.0,2.998,2.998,,,65.467,,,65.467,87.346,10.636,0.0,10.636,10.636,,29.755,,,,,,29.755,40.391,127.737,0.0,33.708,,,0.0,140.565,0.0,174.273,0.0,174.273,302.01,
09/30/1997,305.065002,98.843999,12.981,85.862999,75.825996,,,15.488,,,,,21.278,,,,211.436005,37.984001,83.808998,-45.825001,0.0,,55.645,,,,,55.645,93.629002,,23.025,23.025,,,,3.044,,,,,,68.283997,,,68.283997,94.352997,9.857,,,,,33.848,,,,,,33.848,43.705,138.057997,0.0,33.712002,,,0.0,,133.294998,167.007,0.0,167.007,305.064997,
12/31/1997,432.679993,200.879005,125.842003,75.037003,49.166,,,15.01,,,,,36.563,,,,301.618011,34.639,71.640999,-37.001999,0.0,,96.422997,,,,,96.422997,131.061996,,25.42,25.42,,,,3.138,,,,,,102.160002,,,102.160002,130.718002,9.239,,,,,147.078995,,,,,,147.078995,156.317995,287.035997,0.0,33.278999,,,0.0,,112.364998,145.643997,0.0,145.643997,432.679995,
03/31/1998,416.164001,185.980003,111.035004,74.945,44.174999,,,16.455,,,,,39.165001,,,,285.774994,36.120998,75.287003,-39.166,0.0,,94.267998,,,,,94.267998,130.388996,,19.736,19.736,,,,3.187,,,,,,109.226994,,,109.226994,132.149994,8.424,,,,,138.339996,,,,,,138.339996,146.763996,278.91399,0.0,33.220001,,,0.0,,104.029999,137.25,0.0,137.25,416.16399,
06/30/1998,793.156,330.282,81.512,248.77,95.832,,,32.504,,,,,79.286,,,,537.904,71.926,,,,,183.326,79.058,,,,104.268,255.252,,35.88,35.88,,,,6.472,0.0,6.472,6.472,,,226.502,,,226.502,268.854,15.19,0.0,15.19,15.19,,254.396,,,,,,254.396,269.586,538.44,,65.26,,,0.0,,189.456,254.716,,254.716,793.156,
09/30/1998,336.108002,115.539996,5.297,110.242996,45.141998,,,14.04,,,,,33.369999,,,,208.091995,35.973999,73.914001,-37.939999,0.0,,92.042,39.525002,,,,52.516998,128.015999,,14.772,14.772,,,,3.29,,,,,,102.189999,,,102.189999,120.251999,6.715,,,,,127.438004,,,,,,127.438004,134.153004,254.405003,0.0,30.532,,,0.0,,51.171001,81.703001,0.0,81.703001,336.108004,
12/31/1998,327.265015,111.472996,1.244,110.228996,42.353001,,,13.335,,,,,31.947001,,,,199.108002,35.466,75.169998,-39.703999,0.0,,92.691002,40.602001,,,,52.089001,128.157001,,10.89,10.89,,,,3.419,,,,,,100.784002,,,100.784002,115.093002,6.09,,,,,125.847,,,,,,125.847,131.937,247.030003,0.0,30.489,,,0.0,,49.745998,80.234999,0.0,80.234999,327.265001,
03/31/1999,324.362,109.941998,0.646,109.295998,38.522999,38.522999,,14.193,14.193,,,,33.478001,,,,196.136002,36.43066,78.502998,-42.071999,0.0,,91.794998,40.566002,,,,51.228996,128.225658,,16.243,16.243,,,,3.473,0.0,3.473,3.473,,,98.739002,,,98.739002,118.455002,5.201,0.0,5.201,5.201,,121.805,,,,,,121.805,127.006001,245.461002,0.0,30.476,,,0.0,48.424999,0.0,78.900999,0.0,78.900999,324.362001,
06/30/1999,334.877014,87.800996,4.6,83.200996,45.562,45.562,,13.793,13.793,,,,34.916,,,,182.072006,36.769001,81.011002,-44.242001,0.0,,116.036003,56.060001,,,,59.976002,152.805004,,17.451,17.451,,,,3.527,0.0,3.527,3.527,,,104.728001,,,104.728001,125.706001,4.298,0.0,4.298,4.298,,121.889,,,,,,121.889,126.187,251.893001,0.0,30.396,,,0.0,52.588001,0.0,82.984001,0.0,82.984001,334.877002,
09/30/1999,321.229004,69.955997,3.95,66.005997,45.604,45.604,,12.46,12.46,,,,35.532001,,,,163.552002,41.438999,81.333,-39.894001,0.0,,116.237999,55.848999,,,,60.389,157.676998,,15.777,15.777,,,,3.697,0.0,3.697,3.697,,,100.404997,,,100.404997,119.878998,3.588,0.0,3.588,3.588,,118.191002,,,,,,118.191002,121.779002,241.658,0.0,30.159,,,0.0,49.411999,0.0,79.570999,0.0,79.570999,321.228999,
12/31/1999,309.948,18.656,5.689,12.967,44.878,44.878,,13.429,13.429,,,,27.794,,,,104.757,46.245,88.157,-41.912,0.0,,158.946,112.024,112.024,0.0,,46.922,205.191,,15.275,15.275,,,,3.638,0.0,3.638,3.638,,,89.536,,,89.536,108.449,2.45,0.0,2.45,2.45,,127.259,,,,,,127.259,129.709,238.158,0.0,29.881,,,0.0,41.909,0.0,71.79,0.0,71.79,309.948,
03/31/2000,313.472992,9.798,7.608,2.19,46.279999,46.279999,,13.593,13.593,,,,32.118999,,,,101.790001,48.845001,93.457001,-44.612,0.0,,162.837997,114.808998,114.808998,0.0,,48.028999,211.682999,,18.381001,18.381001,,,,3.225,0.0,3.225,3.225,,,93.098002,,,93.098002,114.704002,1.385,0.0,1.385,1.385,,123.379997,,,,,,123.379997,124.764997,239.469,0.0,30.035999,,,0.0,43.967999,0.0,74.003998,0.0,74.003998,313.472997,
06/30/2000,324.157013,10.467,9.306,1.161,54.658001,54.658001,,14.666,14.666,,,,33.816002,,,,113.607002,49.535999,96.714996,-47.179001,0.0,,161.014008,114.054001,114.054001,0.0,,46.960007,210.550007,,20.504,20.504,,,,2.767,0.0,2.767,2.767,,,97.718998,,,97.718998,120.989998,1.015,0.0,1.015,1.015,,121.771004,,,,,,121.771004,122.786004,243.776002,0.0,30.035999,,,0.0,50.345001,0.0,80.381001,0.0,80.381001,324.157002,
09/30/2000,315.712,0.263,0.263,0.0,56.652,56.652,,13.036,13.036,,,,31.458,,,,101.409,50.229,89.470001,-39.241001,0.0,,164.074,117.377,117.377,0.0,,46.697,214.303,,14.565,14.565,,,,2.302,0.0,2.302,2.302,,,102.289,,,102.289,119.156,0.638,0.0,0.638,0.638,,114.63,,,,,,114.63,115.268,234.424,0.0,30.036,,,0.0,51.252,0.0,81.288,0.0,81.288,315.712,
12/31/2000,298.819,0.399,0.399,0.0,50.099,50.099,,12.98,12.98,,,,25.491,,,,88.969,49.349,91.395,-42.046,0.0,,160.501,115.966,115.966,0.0,,44.535,209.85,,15.302,15.302,,,,1.829,0.0,1.829,1.829,,,93.675,,,93.675,110.806,0.256,0.0,0.256,0.256,,109.158,,,,,,109.158,109.414,220.22,0.0,30.036,,,0.0,48.563,0.0,78.599,0.0,78.599,298.819,
03/31/2001,296.336,6.388,6.388,0.0,46.749,46.749,,12.768,12.768,,,,24.124,,,,90.029,47.69,,,0.0,,158.617,114.577,114.577,0.0,,44.04,206.307,,14.169,14.169,,,,1.385,0.0,1.385,1.385,,,93.419,,,93.419,108.973,0.0,0.0,0.0,0.0,,106.151,,,,,,106.151,106.151,215.124,0.0,30.179,,,0.0,51.033,0.0,81.212,0.0,81.212,296.336,
06/30/2001,313.469,15.399,15.399,,54.75,54.75,,13.134,13.134,,,,26.668,,,,109.951,48.417,,,,,155.101,113.925,113.925,0.0,,41.176,203.518,,17.978,17.978,,,,1.015,0.0,1.015,1.015,,,102.496,,,102.496,121.489,0.0,0.0,0.0,0.0,,104.263,,,,,,104.263,104.263,225.752,,30.179,,,0.0,57.538,0.0,87.717,,87.717,313.469,
09/30/2001,304.334,10.462,10.462,,53.709,53.709,,11.548,11.548,,,,29.883,,,,105.602,45.559,,,,,153.173,112.672,112.672,0.0,,40.501,198.732,,14.661,14.661,,,,0.638,0.0,0.638,0.638,,,99.591,,,99.591,114.89,,0.0,0.0,0.0,,99.254,,,,,,99.254,99.254,214.144,,30.167,,,0.0,60.023,0.0,90.19,,90.19,304.334,
12/31/2001,296.559,8.65,8.65,0.0,48.479,48.479,,11.895,11.895,,,,31.459,,,,100.483,44.273,90.502,-46.229,0.0,,151.803,112.45,72.383,40.067,,39.353,196.076,,12.92,12.92,,,,0.0,0.0,0.0,0.0,,,95.616,,,95.616,108.536,0.0,0.0,0.0,0.0,,102.525,,,,,,102.525,102.525,211.061,0.0,45.105,,,0.0,60.25,-19.857,85.498,0.0,85.498,296.559,
03/31/2002,304.199,21.9,21.9,0.0,46.879,46.879,,11.62,11.62,,,,30.871,,,,111.27,43.192,,,0.0,,149.737,111.224,111.224,0.0,,38.513,192.929,,12.794,12.794,,,,0.0,0.0,0.0,0.0,,,93.881,,,93.881,106.675,0.0,0.0,0.0,0.0,,106.837,,,,,,106.837,106.837,213.512,0.0,30.161,,,0.0,65.352,-4.826,90.687,0.0,90.687,304.199,
06/30/2002,329.321,46.01,46.01,0.0,53.862,53.862,,11.596,11.596,,,,28.269,,,,139.737,41.318,,,0.0,,148.266,110.515,110.515,0.0,,37.751,189.584,,15.416,15.416,,,,0.0,0.0,0.0,0.0,,,112.724,,,112.724,128.14,0.0,0.0,0.0,0.0,,101.288,,,,,,101.288,101.288,229.428,0.0,30.1,,,0.0,74.466,-4.673,99.893,0.0,99.893,329.321,
09/30/2002,325.022,44.494,44.494,0.0,52.503,52.503,,11.075,11.075,,,,31.011,,,,139.083,38.252,,,0.0,,147.687,109.439,109.439,0.0,,38.248,185.939,,11.734,11.734,,,,0.0,0.0,0.0,0.0,,,118.946,,,118.946,130.68,0.0,0.0,0.0,0.0,,93.221,,,,,,93.221,93.221,223.901,0.0,29.89,,,0.0,76.039,-4.808,101.121,0.0,101.121,325.022,
12/31/2002,318.338,38.315,38.315,0.0,48.671,48.671,,10.662,10.662,,,,29.505,,,,127.153,38.88,91.261,-52.381,0.0,,152.305,107.899,72.392,35.507,,44.406,191.185,,12.138,12.138,,,,0.0,0.0,0.0,0.0,,,118.655,,,118.655,130.793,0.0,0.0,0.0,0.0,,96.855,,,,,,96.855,96.855,227.648,0.0,45.098,,,0.0,62.539,-16.947,90.69,0.0,90.69,318.338,
03/31/2003,331.728,54.351,54.351,,48.204,48.204,,11.188,11.188,,,,31.621,,,,145.364,36.338,,,,,150.026,106.681,72.392,34.289,,43.345,186.364,,13.96,13.96,,,,0.0,,,,,,119.927,,,119.927,133.887,0.0,,,,,98.474,,,,,,98.474,98.474,232.361,,45.134,,,,71.236,-17.003,99.367,,99.367,331.728,
06/30/2003,344.034,64.865,64.865,,54.392,54.392,,11.073,11.073,,,,30.837,,,,161.167,34.391,,,,,148.476,106.198,72.498,33.7,,42.278,182.867,,15.912,15.912,,,,0.0,,,,,,126.23,,,126.23,142.142,0.0,,,,,89.733,,,,,,89.733,89.733,231.875,,49.28,,,,79.492,-16.613,112.159,,112.159,344.034,
09/30/2003,357.084015,82.066002,55.066002,27.0,52.688999,52.688999,,10.646,10.646,,,,34.969002,,,,180.369995,37.484001,,,0.0,,139.229996,104.470001,72.498001,31.972,,34.759995,176.713997,,13.482,13.482,,,,0.0,0.0,0.0,0.0,,,133.588007,,,133.588007,147.070007,0.0,0.0,0.0,0.0,,90.172997,,,,,,90.172997,90.172997,237.243004,0.0,49.284,,,0.0,87.158997,-16.601997,119.841,0.0,119.841,357.084003,
12/31/2003,349.903992,81.406,59.540001,21.865999,48.471001,,,9.837,,,,,30.657,,,,170.371002,26.745001,93.583,-57.747002,9.091,,143.697006,102.831001,72.498001,30.333,,40.866005,179.533007,,12.29,12.29,,,,0.0,0.0,0.0,0.0,,,132.732003,,,132.732003,145.022003,0.0,0.0,0.0,0.0,,66.108002,,,,,,66.108002,66.108002,211.130005,0.0,49.564999,,,0.0,89.523003,-0.314003,138.773998,0.0,138.773998,349.904003,
03/31/2004,362.956,97.888,97.888,,45.549,45.549,,10.147,10.147,,,,30.672,,,,184.256,34.618,,,,,144.082,101.445,72.521,28.924,,42.637,178.7,,15.325,15.325,,,,0.0,,,,,,136.148,,,136.148,151.473,0.0,,,,,63.64,,,,,,63.64,63.64,215.113,,52.424,,,,95.719,-0.3,147.843,,147.843,362.956,
06/30/2004,409.961,21.865,21.865,,62.765,62.765,,12.157,,,,,32.074,,,,128.861,45.313,,,,,235.787,196.019,113.853,82.166,,39.768,281.1,,14.756,14.756,,,,,0.0,0.0,0.0,,,156.884,,,156.884,171.64,,,,,,68.744,,,,,,68.744,68.744,240.384,,53.129,,,0.0,120.654,-4.206,169.577,,169.577,409.961,
09/30/2004,427.847,40.894,40.894,0.0,63.358,63.358,,11.002,,,,,33.121,,,,148.375,45.186,,,0.0,,234.286,193.781,114.333,79.448,,40.505,279.472,,14.378,14.378,,,,0.0,,,,,,168.109,,,168.109,182.487,,,,,,66.117,,,,,,66.117,66.117,248.604,0.0,53.435,,,0.0,129.716,-3.908,179.243,0.0,179.243,427.847,
12/31/2004,418.78,56.737,56.737,0.0,45.469,45.469,,8.876,8.876,,,,35.723,,,,146.805,49.163,109.93,-60.767,9.755,,213.057,121.532,121.532,0.0,,91.525,271.975,,15.438,15.438,,,,0.0,0.0,0.0,0.0,,,172.542,,,172.542,187.98,0.0,0.0,0.0,0.0,,63.251,,,,,,63.251,63.251,251.231,0.0,79.719,,,-0.556,107.927,-19.541,167.549,0.0,167.549,418.78,
03/31/2005,418.799988,55.894001,55.894001,0.0,44.307999,44.307999,,8.6,8.6,0.0,0.0,0.0,38.487,,,,147.289001,52.93,,,9.942,,208.639008,193.209,119.542,73.667,,15.430008,271.511008,,12.859,12.859,,,,0.0,0.0,0.0,0.0,,,175.372994,,,175.372994,188.231995,0.0,0.0,0.0,0.0,,61.928001,,,,,,61.928001,61.928001,250.159996,0.0,77.168999,,,-1.057,114.739998,-22.211997,168.639999,0.0,168.639999,418.799995,
