Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2000,27.0,,,-12.062,,14.938,,-17.252001,,,,-2.314,-25.971001,,,,0.0,,25.971001,-28.285001,10.691,-17.594,0.0,,,-17.594001,0.0,-17.594,0.0,0.0,-17.594,-17.594,,71.324959,-0.25,-0.25,0.06,71.324959,-0.25,-0.25,0.06,
06/30/2000,41.933998,,,-16.271,,25.662998,,-20.908001,,,,4.755,-3.781,-0.527,,-0.527,0.0,,4.308,0.974,-0.366,0.608,0.0,,,0.608,0.0,0.608,0.0,,0.608,0.608,,71.328003,0.01,0.01,0.01,71.328003,0.01,0.01,0.01,
09/30/2000,50.902,,,-15.254,,35.648001,,-33.594002,,,,2.054,-138.455002,-0.782,,-0.782,0.0,,139.237002,-136.401002,-0.147,-136.548004,0.0,,,-136.548002,0.0,-136.548004,0.0,0.0,-136.548004,-136.548004,,85.848,-1.59,-1.59,-0.02,85.848,-1.59,-1.59,-0.02,
12/31/2000,77.593002,,,-19.454,,58.139002,,-53.719002,,,,4.42,-3.729,,,,0.0,,3.729,0.691,-3.997,-3.306,0.0,,,-3.306,0.0,-3.306,0.0,,-3.306,-3.306,,82.650002,-0.04,-0.04,0.15,82.650002,-0.04,-0.04,0.15,
03/31/2001,39.382,,,-12.649,,26.733,0.0,-37.463,15.89,,21.573,-10.73,-3.54,3.54,,,,,0.0,-14.27,0.032,-14.238,,,,-14.238,,-14.238,0.0,0.0,-14.238,-14.238,,89.13895,-0.16,-0.16,-0.16,89.13895,-0.16,-0.16,-0.16,
06/30/2001,67.857002,,,-21.032,,46.825003,,-40.166,,,,6.659,-2.903,,3.629,-0.726,0.0,,0.0,3.756,-1.025,2.731,0.0,,,2.731,0.0,2.731,0.0,0.0,2.731,2.731,,89.139,0.03,0.03,0.03,89.212997,0.03,0.03,0.03,
09/30/2001,66.267998,,,-20.622,,45.645998,,-77.121002,,,,-31.475,-2.686,2.686,3.293,-0.607,0.0,,0.0,-34.161,1.168,-32.993,0.0,,,-32.993,0.0,-32.993,0.0,0.0,-32.993,-32.993,,89.139,-0.37,-0.37,0.048,89.139,-0.37,-0.37,0.048,
12/31/2001,78.472,,,-20.587999,,57.884001,,-87.488998,,,,-29.605,35.419999,,2.241,-0.408,0.0,,-37.252999,5.815,3.578,9.393,1.435,,,7.958,0.0,7.958,0.0,0.0,7.958,7.958,,98.526001,0.08,0.09,0.09,98.649002,0.08,0.09,0.09,
03/31/2002,67.026001,,,-18.891001,,48.135,,-37.764,,,,10.371,-1.622,1.622,1.929,-0.307,0.0,,0.0,8.749,-3.373,5.376,0.0,,,5.376,0.0,5.376,0.0,0.0,5.376,5.376,,102.064003,0.05,0.05,0.05,102.280998,0.05,0.05,0.05,
06/30/2002,107.902,,,-27.805,,80.097,,-43.395,,,,36.702,-1.649,1.649,1.99,-0.341,0.0,,0.0,35.053,-13.052,22.000999,0.0,,,22.001,0.0,22.000999,0.0,0.0,22.000999,22.000999,,102.064003,0.22,0.22,0.22,102.271004,0.22,0.22,0.22,
