Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,1301.167969,,-695.916992,,605.250977,,-468.445007,,,,136.806,-3.627001,,21.134001,,0.0,-17.507,133.178999,-51.939999,81.238998,0.0,,,81.239,0.0,81.238998,-4.905,0.0,76.333998,76.333998,,1055.680048,0.0725,0.0725,0.0725,1055.680048,0.0725,0.0725,0.0725,
06/30/1990,1452.849976,,-799.807983,,653.041993,,-500.579987,,,,152.462006,-16.168999,,25.063999,,0.0,-8.895,136.293007,-54.381001,81.912003,0.0,,,81.912006,0.0,81.912003,-4.91,0.0,77.002003,77.002003,,1055.839968,0.0725,0.0725,0.0725,1055.839968,0.0725,0.0725,0.0725,
09/30/1990,1457.879028,,-805.356018,,652.52301,,-507.184998,,,,145.337997,-13.044001,,24.502001,,0.0,-11.458,132.293996,-47.858002,84.435997,0.0,,,84.435994,0.0,84.435997,-4.905,0.0,79.530997,79.530997,,1059.199952,0.075,0.075,0.075,1059.199952,0.075,0.075,0.075,
12/31/1990,1479.402954,,-819.919006,,659.483948,,-539.390015,,,,120.094002,-10.459999,,23.799999,,0.0,-13.34,109.634003,-36.221001,73.413002,0.0,,,73.413002,0.0,73.413002,-4.88,0.0,68.533002,68.533002,,1062.848016,0.064375,0.064375,0.064375,1062.848016,0.064375,0.064375,0.064375,
03/31/1991,1461.800049,,-788.0,,673.800049,,-513.099976,,,,160.699997,-13.7,,22.9,,0.0,-9.2,146.999997,-55.700001,91.300003,0.0,,,91.299996,0.0,91.300003,-4.9,0.0,86.400003,86.400003,,1066.400032,0.08125,0.08125,0.08125,1066.400032,0.08125,0.08125,0.08125,
06/30/1991,1516.400024,,-826.400024,,690.0,,-526.900024,,,,163.100006,-17.4,,25.4,,0.0,-8.0,145.700006,-52.400002,93.300003,0.0,,,93.300004,0.0,93.300003,-5.5,0.0,87.800003,87.800003,,1068.0,0.0825,0.0825,0.0825,1068.0,0.0825,0.0825,0.0825,
09/30/1991,1506.400024,,-817.099976,,689.300048,,-529.200012,,,,160.100006,-17.5,,26.0,,0.0,-8.5,142.600006,50.799999,-146.600006,0.0,,,193.400005,0.0,-146.600006,-5.2,0.0,-151.800006,-151.800006,,1073.599976,-0.14125,-0.14125,-0.14125,1073.599976,-0.14125,-0.14125,-0.14125,
12/31/1991,1575.699951,,-864.799988,,710.899963,,-573.200012,,,,137.699997,-15.099999,,23.799999,,0.0,-8.7,122.599998,-35.700001,86.900002,0.0,,,86.899997,0.0,86.900002,-5.2,0.0,81.700002,81.700002,,1120.92004,0.0725,0.0725,0.0725,1120.92004,0.0725,0.0725,0.0725,
03/31/1992,1600.5,,-845.400024,,755.099976,,-563.200012,,,,191.899994,-15.5,,22.1,,0.0,-6.6,176.399994,-62.599998,113.800003,0.0,,,113.799996,0.0,113.800003,-4.9,0.0,108.900003,108.900003,,1312.800048,0.0825,0.0825,0.0825,1312.800048,0.0825,0.0825,0.0825,
06/30/1992,1799.599976,,-951.599976,,848.0,,-643.5,,,,204.5,-13.000001,,20.700001,,0.0,-7.7,191.499999,-67.099998,124.400002,0.0,,,124.400001,0.0,124.400002,-5.5,0.0,118.900002,118.900002,,1395.199952,0.085,0.085,0.085,1395.199952,0.085,0.085,0.085,
09/30/1992,1835.800049,,-971.0,,864.800049,,-661.0,,,,203.800003,-11.3,,18.0,,0.0,-6.7,192.500003,-63.700001,128.800003,0.0,,,128.800002,0.0,128.800003,-5.1,0.0,123.700003,123.700003,,1276.0,0.0975,0.0975,0.0975,1276.0,0.0975,0.0975,0.0975,
12/31/1992,1771.300049,,-940.400024,,830.900025,,-632.5,,,,198.399994,-30.899999,,17.299999,,0.0,13.6,167.499995,-57.5,110.0,0.0,,,109.999995,0.0,110.0,-5.2,0.0,104.8,104.8,,1279.628048,0.0825,0.0825,0.0825,1279.628048,0.0825,0.0825,0.0825,
03/31/1993,1702.699951,,-887.900024,,814.799927,,-585.299988,,,,229.5,-11.200001,,17.200001,,0.0,-6.0,218.299999,-77.5,140.800003,358.200012,,,-217.400013,0.0,-217.399994,-5.2,0.0,-222.599994,-222.599994,,1283.04004,-0.17375,0.10625,0.10625,1283.04004,-0.17375,0.10625,0.10625,
06/30/1993,1775.099976,,-923.900024,,851.199952,,-622.5,,,,228.699997,-10.3,,15.7,,0.0,-5.4,218.399997,-76.0,142.399994,0.0,,,142.399997,0.0,142.399994,-5.2,,137.199994,137.199994,,1271.560056,0.1075,0.1075,0.1075,1271.560056,0.1075,0.1075,0.1075,
09/30/1993,1823.099976,,-953.0,,870.099976,,-643.799988,,,,226.300003,-12.599999,,16.299999,,0.0,-3.7,213.700004,-70.900002,142.800003,0.0,,,142.800002,0.0,142.800003,-5.2,,137.600003,137.600003,,1232.719968,0.11125,0.11125,0.11125,1232.719968,0.11125,0.11125,0.11125,
12/31/1993,1840.400024,,-965.099976,,875.300048,,-605.5,,,,269.799988,-84.0,,20.299999,,0.0,63.700001,185.799988,-63.700001,122.099998,0.0,,,122.099987,0.0,122.099998,-16.4,,105.699998,105.699998,,1204.104,0.0975,0.0975,0.0975,1204.104,0.0975,0.0975,0.0975,
03/31/1994,1770.0,,-907.900024,,862.099976,,-611.299988,,,,250.800003,-20.6,,27.0,,0.0,-6.4,230.200003,-80.599998,149.600006,0.0,,,149.600005,0.0,149.600006,-0.4,0.0,149.200006,149.200006,,1182.199952,0.12625,0.12625,0.12625,1182.199952,0.12625,0.12625,0.12625,
06/30/1994,1891.099976,,-988.400024,,902.699951,,-671.099976,,,,231.600006,-15.800001,,27.700001,,0.0,-11.9,215.800005,-73.300003,142.5,0.0,,,142.500002,0.0,142.5,,,142.5,142.5,,1174.128052,0.11625,0.11625,,1174.128052,0.11625,0.11625,0.11625,
09/30/1994,1930.699951,,-978.900024,,951.799927,,-696.099976,,,,255.699997,-26.399999,,33.099998,,0.0,-6.7,229.299998,-78.300003,151.0,0.0,,,150.999995,0.0,151.0,,,151.0,151.0,,1164.624023,0.125,0.125,,1164.624023,0.125,0.125,0.125,
12/31/1994,1996.099976,,-1038.099976,,958.0,,-646.700012,,,,311.299988,-106.699996,,33.099998,,0.0,73.599998,204.599992,-67.5,137.100006,0.0,,,137.099992,0.0,137.100006,-21.200001,,115.900005,115.900005,,1158.624024,0.11375,0.11375,0.11375,1158.624024,0.11375,0.11375,0.11375,
03/31/1995,1980.300049,,-1010.5,,969.800049,,-685.200012,,,,284.600006,-43.799999,,43.799999,,0.0,0.0,0.0,-84.300003,156.5,0.0,,,-84.300003,0.0,156.5,,,156.5,156.5,,1156.416016,0.13125,0.13125,,1156.416016,0.13125,0.13125,0.13125,
06/30/1995,2090.699951,,-1110.599976,,980.099976,,-714.5,,,,265.600006,-48.7,,57.5,,0.0,-8.8,216.900006,-73.699997,143.199997,0.0,,,143.200009,0.0,143.199997,-5.4,,137.799997,137.799997,,1160.800049,0.11875,0.11875,,1160.800049,0.11875,0.11875,0.11875,
09/30/1995,2134.399902,,-1109.699951,,1024.699951,,-785.799988,,,,238.899994,-513.799999,,61.799999,,0.0,452.0,-274.900005,24.700001,119.0,0.0,,,-250.200004,0.0,-250.199997,-5.4,,-255.599997,-255.599997,,1163.640016,-0.22,-0.22,,1163.640016,-0.22,-0.22,0.0925,
12/31/1995,2152.800049,,-1122.300049,,1030.5,,-1154.599976,,,,-124.099998,304.80001,,72.900002,,0.0,-377.700012,180.700012,-58.200001,122.5,0.0,,,122.500011,0.0,122.5,-5.4,,117.1,117.1,,1165.871952,0.1,0.1,0.1,1165.871952,0.1,0.1,0.1,
03/31/1996,2053.699951,,-1050.400024,,1003.299927,,-733.799988,,,,269.5,-47.100002,,56.400002,,0.0,-9.3,222.399998,-78.900002,143.5,0.0,,,143.499996,0.0,143.5,-5.4,,138.1,138.1,,1168.400024,0.1175,0.1175,0.1175,1284.936032,0.11,0.11,0.11,
06/30/1996,2167.300049,,-1106.300049,,1061.0,,-780.5,,,,280.5,-53.099999,,58.299999,,0.0,-5.2,227.400001,-78.5,148.899994,0.0,,,148.900001,0.0,148.899994,-5.3,,143.599994,143.599994,,1172.400024,0.1225,0.1225,0.1225,1284.936035,0.115,0.115,0.115,
09/30/1996,2230.600098,,-1135.800049,,1094.800049,,-799.099976,,,,295.700012,-50.4,,59.799999,,0.0,-9.4,245.300013,-84.400002,160.899994,0.0,,,160.900011,0.0,160.899994,-5.3,,155.599994,155.599994,,1174.400024,0.1325,0.1325,0.1325,1287.199951,0.125,0.125,0.125,
12/31/1996,2297.399902,,-1158.599976,,1138.799926,0.0,-738.700012,832.5,,-93.799988,400.100006,-140.600003,46.8,57.200001,,0.0,93.800003,259.500003,-77.800003,181.699997,0.0,,,181.7,0.0,181.699997,-5.4,,176.299997,176.299997,,1176.800048,0.15,0.15,0.15,1292.400024,0.14,0.14,0.14,
03/31/1997,2147.1,,-1066.5,,1080.6,0.0,-774.1,774.1,,0.0,306.5,-45.7,45.7,57.6,-11.9,,0.0,260.8,-91.2,169.6,,,,169.6,,169.6,,0.0,169.6,169.6,,2356.8,0.07,0.07,0.07,2356.8,0.065,0.065,0.065,
06/30/1997,2300.9,,-1132.8,,1168.1,,-854.6,,,,313.5,-47.0,47.0,58.7,-11.7,,0.0,266.5,-90.7,175.8,,,,175.8,,175.8,-5.2,0.0,170.6,170.6,,1181.2,0.145,0.145,0.145,1300.4,0.135,0.135,0.135,
09/30/1997,2297.199951,,-1130.5,,1166.699951,,-832.599976,,,,334.099976,-46.600002,46.600002,59.900002,-13.3,0.0,0.0,287.499974,-98.900002,188.599976,0.0,,,188.599972,,188.599976,-5.2,,183.399976,183.399976,,1183.599976,0.155,0.155,0.155,1304.400024,0.145,0.145,0.145,
12/31/1997,2311.5,,-1131.699951,,1179.800049,0.0,-862.200012,848.1,,14.100012,317.600006,-30.100003,44.2,65.400002,,0.0,-14.099997,287.500003,-81.099998,206.399994,0.0,,,206.400005,,206.399994,-5.3,0.0,201.099994,201.099994,,1182.800048,0.17,0.17,0.17,1302.400024,0.1575,0.1575,0.1575,
03/31/1998,2159.5,,-1036.0,,1123.5,,-781.1,,,,342.4,-43.2,43.2,50.3,-7.1,0.0,0.0,299.2,-103.2,196.0,0.0,,,196.0,,196.0,-5.3,0.0,190.7,190.7,,1182.4,0.1625,0.1625,0.1625,1302.8,0.15,0.15,0.15,
06/30/1998,2256.5,,-1083.9,,1172.6,,-824.7,,,,347.9,-44.1,44.1,51.0,-6.9,0.0,0.0,303.8,-100.3,203.5,0.0,,,203.5,,203.5,-5.2,,198.3,198.3,,1184.0,0.1675,0.1675,0.1675,1303.2,0.155,0.155,0.155,
09/30/1998,2265.399902,,-1072.800049,,1192.599853,,-825.099976,,,,367.5,-46.7,46.7,52.5,-5.8,0.0,0.0,320.8,-105.900002,214.899994,0.0,,,214.899998,,214.899994,-5.2,,209.699994,209.699994,,1181.199952,0.1775,0.1775,0.1775,1296.800048,0.165,0.165,0.165,
12/31/1998,2290.199951,,-1097.599976,,1192.599976,,-827.400024,,,,365.200012,-38.9,,63.0,,0.0,-24.1,326.300013,-92.099998,234.199997,0.0,,,234.200014,,234.199997,-5.2,,228.999997,228.999997,,1172.400024,0.195,0.195,0.195,1287.199951,0.1825,0.1825,0.1825,
03/31/1999,2175.3,,-1009.4,,1165.9,,-801.0,,,,364.9,-45.9,45.9,54.0,-8.1,0.0,0.0,319.0,-110.1,208.9,0.0,,,208.9,,208.9,-5.2,,203.7,203.7,,1168.4,0.175,0.175,0.175,1282.8,0.1625,0.1625,0.1625,
