Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/29/2003,579.375977,192.263,192.263,0.0,46.702999,46.702999,,135.996002,0.0,0.0,135.996002,0.0,29.67,,,,,,404.631989,109.370003,,,0.0,,65.374001,22.372999,12.984,9.388999,43.001001,174.744003,,29.66,29.66,,,,33.025002,,,,,,112.344997,,,112.344997,175.029999,3.535,,,,,3.448,,,,,,3.448,6.983,182.012999,0.0,195.645996,,,0,187.757996,-5.774002,377.62999,19.733,397.362989,579.375988,
06/28/2003,617.652,229.176,229.176,0.0,35.47,,,143.807,0.0,0.0,143.807,0.0,40.085,,,,,,448.538,118.547,291.838,-173.291,0.0,,50.567,22.398,13.009,9.389,28.169,169.114,,26.637,26.637,,,,26.551,,,,,,108.273,,,108.273,161.461,3.535,,,,,3.572,,,,,,3.572,7.107,168.568,0.0,216.314,,,0,217.622,-7.007,426.929,22.155,449.084,617.652,
09/27/2003,704.48999,255.356995,255.356995,0.0,59.859001,59.859001,,176.794006,0.0,0.0,176.794006,0.0,37.431,,,,,,529.440979,125.119003,,,0.0,,49.93,22.780001,13.391,9.389001,27.15,175.049004,,41.536999,41.536999,,,,28.348,,,,,,108.240002,,,108.240002,178.125,3.42,,,,,5.027,,,,,,5.027,8.447,186.572,0.0,243.429993,,,0,259.950989,-10.311981,493.069,24.849001,517.918001,704.490001,
12/27/2003,861.281982,372.774994,372.774994,0.0,94.452003,94.452003,,157.225998,0.0,0.0,157.225998,0.0,51.548,,,,,,676.000977,132.352997,,,0.0,,52.928001,23.048,13.659,9.389,29.880001,185.280998,,55.175999,55.175999,,,,34.547001,,,,,,143.060997,,,143.060997,232.783997,3.42,,,,,5.274,,,,,,5.274,8.694,241.477997,0.0,290.084991,,,0,306.480011,-6.895996,589.669006,30.135,619.804007,861.282003,
03/27/2004,911.658997,445.342987,445.342987,0.0,78.656998,78.656998,,153.834,0.0,0.0,153.834,0.0,46.978001,,,,,,724.812012,134.505997,,,0.0,,52.341,23.118999,13.73,9.389,29.222,186.846996,,39.669998,39.669998,,,,13.379,,,,,,141.128996,,,141.128996,194.177994,3.42,,,,,5.086,,,,,,5.086,8.506,202.683994,0.0,314.613007,,,0,364.790985,-5.77597,673.628021,35.347,708.975021,911.659015,
07/03/2004,1044.425,434.443,262.72,171.723,55.724,55.724,,161.913,0.0,0.0,161.913,0.0,53.536,,,,,,705.616,164.291,371.873,-207.582,130.0,,44.518,23.393,13.605,9.788,21.125,338.809,,44.771,44.771,,,,1.814,,,,,,123.647,,,123.647,170.232,3.42,,,,,48.289,,,,,,48.289,51.709,221.941,0.0,358.922,,,0,430.461,-7.097,782.286,40.198,822.484,1044.425,
10/02/2004,1102.689941,441.888,224.813995,217.074005,85.607002,85.607002,,204.479004,0.0,0.0,,0.0,63.889999,,,,,,795.864014,152.830002,,,107.546997,,46.449001,23.285999,13.498,9.787999,23.163002,306.826,,60.469002,60.469002,,,,23.249001,,,,,,161.272003,,,161.272003,244.990005,3.27,,,,,21.24,,,,,,21.24,24.51,269.500005,0.0,386.47699,,,0,412.980011,-9.386017,790.070984,43.118999,833.189983,1102.689989,
01/01/2005,1407.135986,526.628998,296.727997,229.901001,121.749001,121.749001,,190.856003,0.0,0.0,,0.0,71.643997,,,,,,910.877991,171.959,,,275.039001,,49.259998,23.716,13.928,9.787999,25.543999,496.257999,,68.488998,68.488998,,,,50.611,,,,,,218.883003,,,218.883003,337.983002,3.27,,,,,28.93,,,,,,28.93,32.2,370.183002,0.0,448.378998,,,0,547.103027,-8.02002,987.462006,49.491001,1036.953007,1407.136009,
04/02/2005,1276.771973,495.69101,216.904999,278.786011,83.629997,83.629997,,180.813995,0.0,0.0,180.813995,0.0,78.315002,,,,,,838.450012,189.774994,,,198.591003,,49.956001,23.517,13.729,9.788,26.439001,438.321999,,49.964001,49.964001,,,,21.465,,,,,,169.759003,,,169.759003,241.188004,3.27,,,,,65.080002,,,,,,65.080002,68.350002,309.538005,0.0,445.177002,,,0,478.575989,-10.250977,913.502014,53.731998,967.234013,1276.772018,
07/02/2005,1370.157,383.051,154.566,228.485,65.399,65.399,,184.419,0.0,0.0,184.419,0.0,76.491,,,,,,709.36,203.862,421.082,-217.22,122.065,,334.87,250.799,238.711,12.088,84.071,660.797,,64.985,64.985,,,,12.442,,,,,,188.234,,,188.234,265.661,3.27,,,,,45.306,,,,,,45.306,48.576,314.237,0.0,570.046,,,0,484.971,0.903,1055.92,0.0,1055.92,1370.157,
10/01/2005,1501.771973,447.629997,108.290001,339.339996,104.905998,104.905998,,215.251007,0.0,0.0,215.251007,0.0,95.761002,,,,,,863.547974,214.169998,,,90.889999,,333.164001,244.753998,234.966003,9.787994,88.410004,638.223999,,70.25,70.25,,,,5.037,,,,,,210.274004,,,210.274004,285.561005,3.1,,,,,46.359001,,,,,,46.359001,49.459001,335.020006,0.0,633.437012,,,0,550.455017,-17.140015,1166.752014,0.0,1166.752014,1501.77202,
12/31/2005,1759.163,746.012,185.125,560.887,123.045,123.045,,205.042,0.0,0.0,205.042,0.0,106.883,,,,,,1180.982,229.614,,,25.546,,323.021,232.999,223.211,9.788,90.022,578.181,,87.732,87.732,,,,13.407,,,,,,246.514,,,246.514,347.653,3.1,,,,,48.434,,,,,,48.434,51.534,399.187,0.0,721.631,,,0,663.191,-24.846,1359.976,0.0,1359.976,1759.163,
04/01/2006,1874.43,838.357,184.412,653.945,110.415,110.415,,210.465,0.0,0.0,210.465,0.0,118.652,,,,,,1277.889,269.562,,,0.0,,326.979,233.462,223.674,9.788,93.517,596.541,,54.841,54.841,,,,2.006,,,,,,239.3,,,239.3,296.147,3.1,,,,,60.337,,,,,,60.337,63.437,359.584,0.0,766.502,,,0,754.735,-6.391,1514.846,0.0,1514.846,1874.43,
07/01/2006,1626.52,537.565,143.388,394.177,84.361,84.361,,233.494,0.0,0.0,233.494,0.0,119.062,,,,,,974.482,298.531,515.343,-216.812,0.0,,353.507,239.818,227.811,12.007,113.689,652.038,,79.819,79.819,,,,0.17,,,,,,261.835,,,261.835,341.824,3.1,,,,,92.862,,,,,,92.862,95.962,437.786,0.0,778.907,,,0,417.087,-7.26,1188.734,0.0,1188.734,1626.52,
09/30/2006,1676.5,456.333,95.552,360.781,118.082,118.082,,300.855,,,300.855,,148.137,,,,,,1023.407,320.996,,,0.0,,332.097,234.734,222.777,11.957,97.363,653.093,,86.173,86.173,,,,7.615,,,,,,301.155,,,301.155,394.943,2.865,,,,,86.58,,,,,,86.58,89.445,484.388,0.0,796.783,,,0,402.708,-7.379,1192.112,0.0,1192.112,1676.5,
12/30/2006,2000.899,819.923,265.335,554.588,125.099,125.099,,249.577,0.0,0.0,249.577,0.0,144.108,,,,,,1338.707,329.324,,,0.0,,332.868,233.165,221.226,11.939,99.703,662.192,,82.094,82.094,,,,14.544,,,,,,328.019,,,328.019,424.657,2.865,,,,,90.479,,,,,,90.479,93.344,518.001,0.0,858.785,,,0,630.181,-6.068,1482.898,0.0,1482.898,2000.899,
03/31/2007,2143.195,936.174,222.316,713.858,124.858,124.858,,249.818,,,,,155.414,,,,,,1466.264,344.659,,,,,332.272,234.848,222.891,11.957,97.424,676.931,,62.113,62.113,,,,0.235,,,,,,275.916,,,275.916,338.264,2.865,,,,,96.62,,,,,,96.62,99.485,437.749,,932.313,,,0,780.145,-7.012,1705.446,,1705.446,2143.195,
06/30/2007,2449.512,1185.816,556.956,628.86,107.814,107.814,,291.192,0.0,0.0,291.192,0.0,155.374,,,,,,1740.196,368.461,599.529,-231.068,0.0,,340.855,225.659,213.794,11.865,115.196,709.316,,109.309,109.309,,,,0.235,,,,,,298.452,,,298.452,407.996,2.865,,,,,128.297,,,,,,128.297,131.162,539.158,0.0,982.389,,,0,940.757,-12.792,1910.354,0.0,1910.354,2449.512,
09/29/2007,2679.031,1235.356,786.556,448.8,148.942,148.942,,363.049,,,,,138.55,,,,,,1885.897,400.807,,,,,392.327,240.478,228.465,12.013,151.849,793.134,,95.438,95.438,,,,0.285,,,,,,306.401,,,306.401,402.124,2.58,,,,,268.494,,,,,,268.494,271.074,673.198,,1084.462,,,0,920.533,0.838,2005.833,,2005.833,2679.031,
12/29/2007,2310.722,891.261,870.25,21.011,142.095,142.095,,300.73,0.0,0.0,300.73,0.0,146.462,,,,,,1480.548,407.622,,,0.0,,422.552,244.849,232.793,12.056,177.703,830.174,,77.355,77.355,,,,14.485,,,,,,335.165,,,335.165,427.005,2.58,,,,,299.284,,,,,,299.284,301.864,728.869,0.0,1074.571,,,0,497.299,9.983,1581.853,0.0,1581.853,2310.722,
03/29/2008,2156.24,616.202,608.2,8.002,148.074,148.074,,319.655,0.0,0.0,319.655,0.0,187.022,,,,,,1270.953,420.943,,,0.0,,464.344,275.566,263.204,12.362,188.778,885.287,,63.676,63.676,,,,11.364,,,,,,289.554,,,289.554,364.594,2.58,,,,,330.613,,,,,,330.613,333.193,697.787,0.0,1092.136,,,0,332.376,33.941,1458.453,0.0,1458.453,2156.24,
06/28/2008,2247.353,698.905,698.905,,106.738,106.738,,318.49,,,,,235.085,,,,,,1359.218,464.226,754.773,-290.547,8.0,,415.909,258.906,249.118,9.788,157.003,888.135,,134.726,134.726,,,,0.285,,,,,,315.93,,,315.93,450.941,2.58,,,,,303.457,,,,,,303.457,306.037,756.978,,1118.408,,,0,353.122,18.845,1490.375,,1490.375,2247.353,
09/27/2008,2110.912,409.51,409.51,0.0,156.478,156.478,0.0,401.797,,,,,243.313,,,,,236.913,1211.098,464.885,,,8.0,8.0,426.929,262.479,252.691,9.788,164.45,899.814,,460.605,129.491,,,331.114,0.335,0.0,,,,0.335,0.0,,4.1,0.0,460.94,2.245,2.245,,,,296.691,,,,,,292.591,298.936,759.876,0.0,1133.155,3.269,1129.886,0,198.447,19.434,1351.036,0.0,1351.036,2110.912,
12/27/2008,2337.961,424.153,424.153,0.0,192.024,192.024,0.0,383.081,,,,,221.579,,,111.069,,221.579,1220.837,600.437,,,6.0,6.0,510.687,303.52,293.732,9.788,96.098,1117.124,,516.91,125.65,,,391.26,2.399,1.896,,,,0.503,0.0,,61.6,0.0,519.309,25.076,25.076,,,,327.565,,,,,35.536,230.429,352.641,871.95,0.0,1153.684,3.21,1150.474,0,312.035,0.292,1466.011,0.0,1466.011,2337.961,
03/28/2009,2316.001,551.267,551.267,0.0,127.148,127.148,0.0,357.67,,,,,195.23,,,110.257,,195.225,1231.315,587.108,,,6.0,6.0,491.578,282.729,272.941,9.788,98.592,1084.686,,385.178,67.623,,,317.555,2.49,1.896,,,,0.594,30.605,,,0.0,418.273,24.986,24.986,,,,330.828,,,,,30.609,300.219,355.814,774.087,0.0,1170.722,3.175,1167.547,0,376.931,-5.739,1541.914,0.0,1541.914,2316.001,
06/27/2009,2564.336,800.362,800.362,0.0,108.707,108.707,0.0,326.148,,,,,161.192,48.342,0.0,159.092,,63.374,1396.409,592.982,977.999,-385.017,6.0,6.0,568.945,293.175,283.387,9.788,116.678,1167.927,,414.587,103.029,0.0,0.0,311.558,8.004,7.496,0.0,0.0,,0.508,37.061,0.0,0.0,0.0,459.652,25.072,25.072,0.0,0.0,,383.57,0.0,5.416,,,0.0,378.154,408.642,868.294,0.0,1192.24,3.18,1189.06,0,499.951,3.851,1696.042,0.0,1696.042,2564.336,
09/26/2009,2794.616,994.68,994.68,0.0,105.12,105.12,0.0,337.545,,,,,173.128,,,161.278,,173.128,1610.473,582.23,,,6.0,6.0,595.913,309.019,299.231,9.788,125.616,1184.143,,477.408,94.198,,,383.21,0.704,0.0,,,,0.704,54.049,,,0.0,532.161,24.429,24.429,,,,397.045,,,,,,397.045,421.474,953.635,0.0,1210.56,3.186,1207.374,0,616.896,13.525,1840.981,0.0,1840.981,2794.616,
12/26/2009,2869.13,1103.177,1103.177,0.0,178.849,178.849,0.0,269.2,,,,,165.166,,,,,97.893,1716.392,564.483,,,6.0,6.0,582.255,303.699,293.911,9.788,278.556,1152.738,,530.313,120.167,,,410.146,0.737,0.0,,,,0.737,47.411,,,0.0,578.461,24.339,24.339,,,,400.764,,,,,,400.764,425.103,1003.564,0.0,1317.441,3.14,1314.301,0,534.203,13.922,1865.566,0.0,1865.566,2869.13,
03/27/2010,2641.987,907.656,702.778,204.878,118.147,118.147,0.0,306.673,,,,,177.608,,,,,99.842,1510.084,544.365,,,6.0,6.0,581.538,300.817,291.029,9.788,280.721,1131.903,,504.989,111.194,,,393.795,0.742,0.0,,,,0.742,45.509,,,0.0,551.24,24.245,24.245,,,,403.109,,,,,,403.109,427.354,978.594,0.0,1377.223,3.042,1374.181,0,269.083,17.087,1663.393,0.0,1663.393,2641.987,
07/03/2010,2467.115,696.398,596.47,99.928,109.068,109.068,0.0,363.285,,,,,133.89,30.375,0.0,156.465,,24.108,1302.641,548.474,1033.594,-485.12,6.0,6.0,610.0,315.649,305.861,9.788,137.886,1164.474,,520.756,105.569,0.0,0.0,415.187,0.742,0.0,0.0,0.0,,0.742,7.538,0.0,0.0,0.0,529.036,24.159,24.159,0.0,0.0,,408.627,0.0,0.0,0.0,0.0,0.0,408.627,432.786,961.822,0.0,1505.951,2.969,1502.982,0,-30.053,29.395,1505.293,0.0,1505.293,2467.115,
10/02/2010,2609.83,711.963,621.371,90.592,133.173,133.173,0.0,458.92,,,,,121.194,,,,,120.8,1425.25,546.246,,,0.0,,638.334,331.459,321.671,9.788,306.875,1184.58,,549.513,105.448,,,444.065,0.75,0.0,,,,0.75,19.388,,,0.0,569.651,24.064,24.064,,,,433.442,,,,,,433.442,457.506,1027.157,0.0,1570.321,2.957,1567.364,0,-22.935,35.287,1582.673,0.0,1582.673,2609.83,
01/01/2011,2794.671,939.832,784.232,155.6,180.583,180.583,0.0,367.41,,,,,134.799,,,,,134.799,1622.624,541.471,,,0.0,,630.576,339.82,330.032,9.788,290.756,1172.047,,542.386,103.876,,,438.51,27.909,27.119,,,,0.79,22.979,,,0.0,593.274,23.55,23.55,,,,439.389,,,,,,439.389,462.939,1056.213,0.0,1849.121,2.958,1846.163,0,-151.76,41.097,1738.458,0.0,1738.458,2794.671,
04/02/2011,2721.865,886.159,812.74,73.419,131.731,131.731,0.0,391.442,,,,,153.07,,,,,148.181,1562.402,552.842,,,0.0,,606.621,328.823,319.035,9.788,277.798,1159.463,,538.068,92.632,,,445.436,0.791,0.0,,,,0.791,11.17,,,0.0,550.029,23.454,23.454,,,,405.724,,,,,,405.724,429.178,979.207,0.0,1902.494,2.933,1899.561,0,-202.383,42.547,1742.658,0.0,1742.658,2721.865,
07/02/2011,2635.116,702.038,699.782,2.256,142.898,142.898,0.0,421.831,,,,,185.621,38.203,0.0,103.657,,51.496,1452.388,582.348,1165.859,-583.511,0.0,,600.38,340.792,331.004,9.788,155.931,1182.728,,590.509,118.612,0.0,0.0,471.897,0.795,0.0,0.0,0.0,,0.795,1.713,0.0,0.0,0.0,593.017,23.36,23.36,0.0,0.0,,406.17,0.0,0.0,0.0,0.0,0.0,406.17,429.53,1022.547,0.0,2003.312,2.886,2000.426,0,-445.654,54.911,1612.569,0.0,1612.569,2635.116,
10/01/2011,2878.078,847.975,845.719,2.256,153.061,153.061,0.0,519.586,,,,,168.526,,,,,165.602,1689.148,586.914,,,0.0,,602.016,361.766,351.978,9.788,240.25,1188.93,,619.175,144.244,,,474.931,0.8,0.0,,,,0.8,11.398,,,0.0,631.373,23.264,23.264,,,,406.938,,,,,,406.938,430.202,1061.575,0.0,2109.744,2.914,2106.83,0,-354.971,61.73,1816.503,0.0,1816.503,2878.078,
12/31/2011,3100.885,1085.595,1085.595,0.0,212.041,212.041,0.0,429.031,,,,,169.339,,,,,167.996,1896.006,595.829,,,0.0,,609.05,361.776,351.988,9.788,247.274,1204.879,,806.82,136.731,,,670.089,0.804,0.0,,,,0.804,3.372,,,0.0,810.996,23.165,23.165,,,,397.998,,,,,,397.998,421.163,1232.159,0.0,2175.123,2.875,2172.248,0,-372.435,66.038,1868.726,0.0,1868.726,3100.885,
03/31/2012,2984.87,929.67,929.67,0.0,169.467,169.467,0.0,475.364,,,,,185.047,,,,,177.391,1759.548,602.685,,,0.0,,622.637,374.479,364.691,9.788,248.158,1225.322,,620.693,107.394,,,513.299,0.847,0.0,,,,0.847,1.693,,,0.0,623.233,22.607,22.607,,,,400.128,,,,,,400.128,422.735,1045.968,0.0,2278.984,2.874,2276.11,0,-384.139,44.057,1938.902,0.0,1938.902,2984.87,
06/30/2012,3104.321,917.215,917.215,0.0,174.462,174.462,0.0,504.49,,,,,208.361,39.365,0.0,95.223,,72.118,1804.528,644.449,1331.855,-687.406,0.0,,655.344,385.823,376.035,9.788,174.298,1299.793,,691.687,155.387,0.0,0.0,536.3,22.375,0.0,0.0,0.0,,22.375,4.098,0.0,0.0,0.0,718.16,0.985,0.985,0.0,0.0,,392.245,0.0,0.0,0.0,0.0,0.0,392.245,393.23,1111.39,0.0,2329.906,2.851,2327.055,0,-387.45,50.475,1992.931,0.0,1992.931,3104.321,
09/29/2012,3151.378,760.755,760.755,0.0,178.307,178.307,0.0,598.128,,,,,231.397,,,,,231.31,1768.587,687.475,,,0.0,,695.316,426.243,416.455,9.788,269.073,1382.791,,698.397,132.997,,,565.4,22.279,0.0,,,,22.279,10.227,,,0.0,730.903,0.985,0.985,,,,425.397,,,,,,425.397,426.382,1157.285,0.0,2361.585,2.836,2358.749,0,-426.176,58.684,1994.093,0.0,1994.093,3151.378,
12/29/2012,3279.429,858.657,858.657,0.0,223.041,223.041,0.0,493.659,,,,,273.01,,,,,258.416,1848.367,701.273,,,99.732,99.732,630.057,396.487,386.699,9.788,233.57,1431.062,,743.581,152.571,,,591.01,22.225,0.0,,,,22.225,3.13,,,0.0,768.936,0.485,0.485,,,,427.676,,,,,,427.676,428.161,1197.097,0.0,2427.989,2.806,2425.183,0,-382.891,37.234,2082.332,0.0,2082.332,3279.429,
03/30/2013,3272.12,928.495,876.359,52.136,177.139,177.139,0.0,515.915,,,,,272.642,,,,,261.963,1894.191,686.597,,,103.655,103.655,587.677,369.468,359.68,9.788,218.209,1377.929,,591.766,137.143,,,454.623,22.122,0.0,,,,22.122,0.625,,,0.0,614.513,0.485,0.485,,,,413.157,,,,,,413.157,413.642,1028.155,0.0,2462.069,2.809,2459.26,0,-228.23,10.126,2243.965,0.0,2243.965,3272.12,
06/29/2013,3531.897,1134.891,1062.785,72.106,175.477,175.477,0.0,524.706,,,,,235.873,37.956,0.0,84.845,,82.294,2070.947,694.771,1466.511,-771.74,197.34,197.34,568.839,354.827,345.039,9.788,129.167,1460.95,,719.115,178.857,0.0,0.0,540.258,0.5,0.0,0.0,0.0,,0.5,2.895,0.0,0.0,0.0,722.51,0.485,0.485,0.0,0.0,,399.744,0.0,0.0,0.0,0.0,0.0,399.744,400.229,1122.739,0.0,2523.288,2.819,2520.469,0,-101.884,-12.246,2409.158,0.0,2409.158,3531.897,
09/28/2013,3487.39,854.745,714.617,140.128,177.975,177.975,0.0,637.214,,,,,202.131,46.227,,,,45.664,1872.065,720.891,,,316.642,316.642,577.792,382.664,372.876,9.788,195.128,1615.325,,703.956,164.844,,,539.112,0.5,0.0,,,,0.5,2.972,,,0.0,707.428,0.485,0.485,,,,400.906,,,,,,400.906,401.391,1108.819,0.0,2539.094,2.804,2536.29,0,-153.758,-6.765,2378.571,0.0,2378.571,3487.39,
12/28/2013,3543.817,798.835,568.228,230.607,228.631,228.631,0.0,553.026,,,,,207.184,,,61.704,,198.068,1787.676,748.336,,,456.169,456.169,551.636,367.641,357.853,9.788,122.291,1756.141,,702.243,135.128,,,567.115,0.485,0.0,,,,0.485,0.167,,,0.0,702.895,0.0,0.0,,,,410.195,,,,,,410.195,410.195,1113.09,0.0,2580.114,2.776,2577.338,0,-125.16,-24.227,2430.727,0.0,2430.727,3543.817,
03/29/2014,3580.622,774.904,463.463,311.441,197.744,197.744,0.0,583.743,,,,,233.698,,,,,156.375,1790.089,742.021,,,479.295,479.295,569.217,373.205,363.417,9.788,196.012,1790.533,,577.358,109.798,,,467.56,210.485,0.0,,,,210.485,0.103,,,0.0,787.946,0.0,0.0,,,,403.397,,,,,,403.397,403.397,1191.343,0.0,2607.73,2.742,2604.988,0,-202.148,-16.303,2389.279,0.0,2389.279,3580.622,
06/28/2014,3663.1,868.6,591.9,276.7,198.6,198.6,0.0,526.2,,,,,261.8,45.5,0.0,111.6,,103.2,1855.2,713.9,1481.6,-767.7,484.5,484.5,609.5,371.2,361.4,9.8,126.7,1807.9,,671.7,153.9,0.0,0.0,517.8,140.5,0.0,0.0,0.0,,140.5,0.9,0.0,0.0,0.0,813.1,0.0,0.0,0.0,0.0,,429.4,0.0,0.0,0.0,0.0,0.0,429.4,429.4,1242.5,0.0,2648.8,2.7,2646.1,0,-219.5,-8.7,2420.6,0.0,2420.6,3663.1,
