Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2003,263.723999,,,-123.598999,,140.125,,-132.345993,,,,,7.779,-10.186,13.249,14.324,-1.075,0.0,,-3.063,-2.407001,1.06,-1.347,0.0,,,-1.347001,0.0,-1.347,0.0,0.0,-1.347,-1.347,,,,,,,,,,
06/30/2003,321.71701,,,-153.065994,,168.651016,,-143.75,,,,,24.900999,-15.748001,16.239,16.940001,-0.701,0.0,,-0.491,9.152999,-3.981,5.172,0.0,,,5.171999,0.0,5.172,0.0,0.0,5.172,5.172,,,,,,,,,,
09/30/2003,423.376007,,,-208.197998,,215.178009,,-221.369003,,,,,-6.191,-40.633999,26.882,28.254999,-1.373,0.0,,13.752,-46.824999,18.379999,-28.445,0.0,,,-28.445,0.0,-28.445,0.0,0.0,-28.445,-28.445,,,,,,,,,,
12/31/2003,621.257019,,,-311.545013,,309.712006,,-273.553986,,,,,36.158001,-37.059001,,27.697001,,0.0,,9.362,-0.901,-15.459,-16.360001,-6.276,,,-10.084,0.0,-10.084,0.0,0.0,-10.084,-10.084,,,,,,,,,,
03/31/2004,440.992,,,-224.222,,216.77,,-226.042,,,,,-9.272,-15.846,18.372,20.679,-2.307,0.0,,-2.526,-25.118,8.55,-16.568,0.0,,,-16.568,0.0,-16.568,0.0,0.0,-16.568,-16.568,,203.040765,-0.08,-0.08,-0.046667,203.040765,-0.08,-0.08,-0.046667,
06/30/2004,550.916,,,-272.611,,278.305,,-241.369,,,,,36.936,-30.031,21.225,23.175,-1.95,0.0,,8.806,6.905,-3.94,2.965,0.0,,,2.965,0.0,2.965,0.0,0.0,2.965,2.965,19.452,191.97,0.016667,0.016667,0.11,208.128,0.013333,0.013333,0.106667,
09/30/2004,574.999,,,-300.711,,274.288,,-229.606,,,,,44.682,-26.487,14.247,15.509,-1.262,0.0,,12.24,18.195,-6.3,11.895,0.0,,,11.895,0.0,11.895,0.0,0.0,11.895,11.895,11.093,214.339077,0.056667,0.056667,0.11,225.553254,0.053333,0.053333,0.103333,
12/31/2004,798.189,,,-406.221,,391.968,,-281.732,,,,,110.236,-1.964,7.31,6.645,-1.961,0.0,,-2.72,108.272,-41.839,66.433,0.0,,,66.433,0.0,66.433,0.0,0.0,66.433,66.433,,219.132,0.303333,0.303333,0.31,227.445,0.293333,0.293333,0.3,
03/31/2005,538.266,,,-268.046,,270.22,,-233.591,,,,,36.629,-12.842,11.153,13.598,-2.445,0.0,,1.689,23.787,-9.215,14.572,0.0,,,14.572,0.0,14.572,0.0,0.0,14.572,14.572,4.444,220.598529,0.066667,0.066667,0.086667,228.554175,0.063333,0.063333,0.083333,
06/30/2005,672.163,,,-338.691,,333.472,,-252.548,,,,,80.924,2.631,10.316,13.374,-3.058,0.0,,-12.947,83.555,-33.134,50.421,0.0,,,50.421,0.0,50.421,0.0,0.0,50.421,50.421,3.099,221.355696,0.226667,0.226667,0.24,229.097697,0.22,0.22,0.233333,
09/30/2005,744.198,,,-380.943,,363.255,,-267.371,,,,,95.884,-10.423,13.427,13.84,-0.413,0.0,,-3.004,85.461,-28.525,56.936,0.0,,,56.936,0.0,56.936,0.0,0.0,56.936,56.936,0.406,222.532011,0.256667,0.256667,0.26,230.331813,0.246667,0.246667,0.25,
12/31/2005,956.014,,,-482.407,,473.607,,-314.638,,,,,158.969,4.82,10.164,13.515,-3.351,0.0,,-14.984,163.789,-68.007,95.782,0.0,,,95.782,-0.37,95.412,0.0,0.0,95.412,95.412,,224.131671,0.426667,0.426667,0.446667,231.543324,0.413333,0.413333,0.43,
03/31/2006,751.272,,,-411.626,,339.646,,-280.091,,,,,59.555,-1.932,10.345,13.935,-3.59,0.0,,-8.413,57.623,-20.484,37.139,0.0,,,37.139,-0.229,36.91,0.0,0.0,36.91,36.91,3.166,225.559521,0.16,0.16,0.173333,232.948764,0.16,0.16,0.173333,
06/30/2006,903.544,,,-479.812,,423.732,,-295.853,,,,,127.879,-24.203,10.376,13.352,-2.976,0.0,,13.827,103.676,-37.842,65.834,0.0,,,65.834,-1.58,64.254,0.0,0.0,64.254,64.254,14.97,225.964727,0.28,0.28,0.35,233.655941,0.27,0.27,0.33,
09/30/2006,967.941,,,-521.059,,446.882,,-308.014,,,,,138.868,2.669,6.466,7.468,-1.002,0.0,,-9.135,141.537,-49.805,91.732,0.0,,,91.732,0.577,92.309,0.0,0.0,92.309,92.309,1.36,226.749704,0.41,0.41,0.42,233.943772,0.39,0.39,0.4,
12/31/2006,1409.27,,,-698.015,,711.255,,-487.418,,,,,223.837,-3.656,,10.252,-2.254,0.0,,-4.342,220.181,-90.195,129.986,0.0,,,129.986,-4.888,125.098,0.0,0.0,125.098,125.098,,228.422382,0.53,0.53,0.56,236.932665,0.53,0.53,0.56,
03/31/2007,1213.961,,,-649.673,,564.288,,-471.16,,,,,93.128,-68.254,34.969,41.982,-7.013,0.0,,33.285,24.874,-9.997,14.877,0.0,,,14.877,-2.9,11.977,0.0,0.0,11.977,11.977,53.016,229.663454,0.05,0.05,0.27,236.93224,0.05,0.05,0.27,
06/30/2007,1490.363,,,-791.605,,698.758,,-500.142,,,,,198.616,-10.286,36.201,42.173,-5.972,0.0,,-25.915,188.33,-47.36,140.97,0.0,,,140.97,0.165,141.135,0.0,0.0,141.135,141.135,16.189,230.543095,0.61,0.61,0.68,237.475584,0.59,0.59,0.66,
09/30/2007,1492.809,,,-791.852,,700.957,,-501.778,,,,,199.179,-10.385,32.48,40.417,-7.937,0.0,,-22.095,188.794,-64.155,124.639,0.0,,,124.639,-9.692,114.947,0.0,0.0,114.947,114.947,15.634,230.997817,0.5,0.5,0.57,237.450864,0.48,0.48,0.55,
12/31/2007,1837.116,,,-967.588,,869.528,,-685.779,,,,,183.749,6.642,30.337,38.419,-8.082,0.0,-28.755,-8.224,190.391,-71.131,119.26,-2.634,,,121.894,0.552,122.446,0.0,0.0,122.446,122.446,-2.5494,222.750267,0.55,0.54,0.561255,228.102903,0.54,0.53,0.550756,
03/31/2008,1230.925,,,-704.446,,526.479,,-456.147,,,,,70.332,-48.541,37.779,43.005,-5.226,0.0,,10.762,21.791,-6.462,15.329,0.0,,,15.329,5.125,20.454,0.0,0.0,20.454,20.454,9.503,203.110675,0.1,0.1,0.15,207.730837,0.1,0.1,0.15,
06/30/2008,1314.873,,,-737.205,,577.668,0.0,-493.861,,,,,83.807,-49.396,37.079,41.56,-4.481,,11.752,0.565,34.411,-20.33,14.081,,,,14.081,2.482,16.563,0.0,0.0,16.563,16.563,,203.435495,0.08,0.08,0.08,208.388563,0.08,0.08,0.08,
09/30/2008,1299.735,,,-755.362,,544.373,0.0,-435.998,,,,,108.375,-41.298,37.89,42.29,-4.4,0.0,3.408,0.0,67.077,-37.701,29.376,-26.748,,,56.124,-15.751,40.373,0.0,0.0,40.373,40.373,-9.766,203.680475,0.2,0.15,0.1,207.70625,0.19,0.14,0.09,
12/31/2008,1283.284,,,-729.708,,553.576,,-454.127,,,,,99.449,-1248.407,36.646,40.301,-3.655,0.0,,1211.761,10.448,13.683,-1135.275,0.0,,,24.131,45.819,-1089.456,0.0,0.0,-1089.456,-1089.456,,231.756165,-4.7,-4.7,0.37,231.756165,-4.7,-4.7,0.37,
03/31/2009,890.449,890.449,,-553.419,553.419,337.03,0.0,-331.551,306.159,306.159,25.392,0.0,5.479,-71.945,32.493,34.798,-2.305,,10.197,29.255,-66.466,12.047,-54.419,0.0,0.0,0.0,-54.419,17.73,-36.689,,0.0,-36.689,-16.40565,20.28335,261.999151,-0.14,-0.14,-0.062617,261.999151,-0.14,-0.14,-0.062617,
06/30/2009,955.667,955.667,,-566.831,566.831,388.836,0.0,-349.912,328.671,328.671,24.166,-2.925,38.924,-47.924,46.181,47.418,-1.237,,1.743,0.0,-9.0,-4.706,-13.706,0.0,0.0,0.0,-13.706,7.069,-6.637,0.0,0.0,-6.637,10.04275,16.67975,265.683366,-0.02,-0.02,0.0378,265.683366,-0.02,-0.02,0.0378,
09/30/2009,1023.205,1023.205,,-606.47,606.47,416.735,0.0,-359.741,338.062,338.062,24.445,-2.766,56.994,-59.139,52.827,54.075,-1.248,,6.312,0.0,-2.145,-8.498,-10.643,0.0,0.0,0.0,-10.643,23.02,12.377,,0.0,12.377,32.5714,20.1944,282.732848,0.04,0.04,0.115202,285.923601,0.04,0.04,0.110629,
12/31/2009,1296.499,1296.499,,-721.165,721.165,575.334,0.0,-434.889,410.687,410.687,25.47,-1.268,140.445,-63.479,51.516,52.855,-1.339,,15.843,-3.88,76.966,-25.836,51.13,0.0,0.0,0.0,51.13,13.16,64.29,0.0,0.0,64.29,101.795,37.505,298.570778,0.22,0.22,0.340941,301.799194,0.21,0.21,0.334271,
03/31/2010,1025.883,1025.883,,-615.194,615.194,410.689,0.0,-365.001,338.706,338.706,26.295,0.0,45.688,-54.576,47.992,49.792,-1.8,,6.584,0.0,-8.888,-7.299,-16.187,0.0,0.0,0.0,-16.187,9.56,-6.627,0.0,0.0,-6.627,5.85755,12.48455,312.87964,-0.02,-0.02,0.018721,312.87964,-0.02,-0.02,0.018721,
06/30/2010,1171.919,1171.919,,-678.714,678.714,493.205,0.0,-396.026,372.033,372.033,27.616,-3.623,97.179,-32.929,47.164,50.275,-3.111,,-14.235,0.0,64.25,-26.704,37.546,-7.14,-7.14,0.0,44.686,10.104,54.79,0.0,0.0,54.79,47.46205,-0.18795,312.910934,0.17,0.15,0.151679,318.425227,0.17,0.15,0.14941,
09/30/2010,1266.218,1266.218,,-735.393,735.393,530.825,0.0,-400.246,374.815,374.815,25.605,-0.174,130.579,-44.61,48.292,49.755,-1.463,,-3.682,0.0,85.969,-38.075,47.894,-7.821,-7.821,0.0,55.715,1.323,57.038,0.0,0.0,57.038,55.3438,6.1268,313.791661,0.18,0.156846,0.176371,319.353359,0.18,0.15551,0.174695,
12/31/2010,1651.296,1651.296,,-930.869,930.869,720.427,0.0,-547.494,522.128,522.128,28.865,-3.499,172.933,-42.207,39.287,41.329,-2.042,,-15.228,18.148,130.726,-58.29,72.436,0.641,0.641,0.0,71.795,23.349,95.144,0.0,0.0,95.144,118.8754,23.0904,315.87946,0.3,0.3,0.376332,321.208613,0.3,0.3,0.371886,
03/31/2011,1185.105,1185.105,,-713.755,713.755,471.35,0.0,-398.231,377.025,377.025,23.178,-1.972,73.119,-15.871,31.05,33.718,-2.668,,-15.179,0.0,57.248,-23.406,33.842,-10.644,-10.644,0.0,44.486,-10.117,34.369,0.0,0.0,34.369,26.9122,3.1872,316.563392,0.11,0.074945,0.085014,322.920829,0.11,0.074945,0.084815,
06/30/2011,1422.218,1422.218,,-839.822,839.822,582.396,0.0,-452.214,432.856,432.856,25.385,-6.027,130.182,-15.246,32.314,34.216,-1.902,,-17.068,0.0,114.936,-46.336,68.6,-6.267,-6.267,0.0,74.867,-13.644,61.223,,0.0,61.223,54.94845,-0.00755,317.698275,0.19,0.172982,0.172958,324.093042,0.19,0.170663,0.17064,
09/30/2011,1534.463,1534.463,,-894.607,894.607,639.856,0.0,-496.851,469.138,469.138,31.308,-3.595,143.005,-35.682,36.587,39.08,-2.493,,-6.714,5.809,107.323,-47.29,60.033,0.0,0.0,0.0,60.033,3.774,63.807,,0.0,63.807,77.43915,13.63215,318.867447,0.2,0.2,0.242857,323.714703,0.2,0.2,0.242112,
12/31/2011,1763.625,1763.625,,-1008.946,1008.946,754.679,0.0,-638.123,603.647,603.647,35.848,-1.372,116.556,33.475,40.855,43.235,-2.38,,-65.815,-8.515,150.031,-72.071,77.96,-32.979,-32.979,0.0,110.939,-31.176,79.763,0.0,0.0,79.763,113.90985,67.12585,320.638316,0.25,0.145909,0.35526,324.117111,0.25,0.145909,0.353013,
03/31/2012,1349.989,1349.989,,-787.556,787.556,562.433,0.0,-486.37,440.722,440.722,46.457,-0.809,76.063,-20.704,41.678,43.981,-2.303,,-14.386,-6.588,55.359,-25.413,29.946,0.0,0.0,0.0,29.946,-2.971,26.975,0.0,0.0,26.975,33.93215,6.95715,320.671395,0.08,0.08,0.105816,325.738859,0.08,0.08,0.101358,
06/30/2012,1601.117,1601.117,,-908.143,908.143,692.974,0.0,-520.274,482.377,482.377,38.336,-0.439,172.7,-42.321,42.826,44.411,-1.585,,-2.609,2.104,130.379,-54.78,75.599,0.0,0.0,0.0,75.599,0.274,75.873,0.0,0.0,75.873,82.84165,6.96865,320.852344,0.24,0.24,0.258192,326.081681,0.23,0.23,0.251371,
09/30/2012,1557.147,1557.147,,-915.245,915.245,641.902,0.0,-538.307,482.362,482.362,40.102,15.843,103.595,-38.73,41.756,43.651,-1.895,,-2.875,-0.151,64.865,-22.16,42.705,0.0,0.0,0.0,42.705,-2.996,39.709,0.0,0.0,39.709,76.34005,36.63105,322.33185,0.12,0.12,0.236837,327.309341,0.12,0.12,0.231916,
12/31/2012,2005.846,2005.846,,-1131.57,1131.57,874.276,0.0,-641.553,597.453,597.453,44.75,-0.65,232.723,6.152,41.165,43.025,-1.86,,-40.859,-6.458,238.875,-82.969,155.906,-0.631,-0.631,0.0,156.537,16.461,172.998,0.0,0.0,172.998,199.96635,27.59935,325.372928,0.53,0.529752,0.614576,329.01291,0.53,0.528082,0.611967,
03/31/2013,1475.063,1475.063,,-861.216,861.216,613.847,0.0,-512.673,469.541,469.541,46.281,-3.149,101.174,-41.504,40.367,42.395,-2.028,,-9.749,10.886,59.67,-19.004,40.666,-21.189,-21.189,0.0,61.855,-24.309,37.546,0.0,0.0,37.546,15.40315,-0.95385,326.759455,0.11,0.050058,0.047139,330.802552,0.11,0.045947,0.043063,
06/30/2013,1742.014,1742.014,,-1018.827,1018.827,723.187,0.0,-535.563,499.458,499.458,43.601,-7.496,187.624,-70.68,36.042,37.532,-1.49,,-6.544,41.182,116.944,-45.815,71.129,-3.105,-3.105,0.0,74.234,-4.332,69.902,0.0,0.0,69.902,61.8626,-4.9344,327.423589,0.21,0.204008,0.188938,331.631185,0.21,0.200637,0.185758,
09/30/2013,1733.866,1733.866,,-1032.348,1032.348,701.518,0.0,-543.399,496.615,496.615,47.524,-0.74,158.119,-7.827,26.299,27.783,-1.484,,-13.347,-5.125,150.292,-56.126,94.166,0.0,0.0,0.0,94.166,0.278,94.444,0.0,0.0,94.444,94.018,-0.426,328.307961,0.29,0.29,0.286371,332.061402,0.28,0.28,0.278717,
12/31/2013,2233.851,2233.851,,-1276.998,1276.998,956.853,0.0,-787.642,638.696,638.696,52.984,95.962,169.211,12.868,26.085,27.372,-1.287,,-34.782,-4.171,182.079,-66.242,115.837,-2.703,-2.703,0.0,118.54,-3.894,114.646,0.0,0.0,114.646,207.97145,96.02845,329.912177,0.35,0.339312,0.630384,332.519441,0.34,0.331871,0.620662,
03/31/2014,1860.842,1860.842,,-1161.46,1161.46,699.382,0.0,-586.901,528.395,528.395,65.203,-6.697,112.481,-6.637,26.438,28.015,-1.577,,-15.0,-4.801,105.844,-37.902,67.942,0.0,0.0,0.0,67.942,-0.279,67.663,0.0,0.0,67.663,63.30995,-4.35305,330.035445,0.21,0.21,0.191828,333.349519,0.2,0.2,0.186941,
06/30/2014,2126.806,2126.806,,-1314.473,1314.473,812.333,0.0,-606.327,566.202,566.202,63.295,-23.17,206.006,-11.696,27.324,28.47,-1.146,,-9.264,-6.364,194.31,-64.111,130.199,0.0,0.0,0.0,130.199,-24.735,105.464,0.0,0.0,105.464,90.4035,-15.0605,330.133061,0.32,0.32,0.27384,333.91862,0.32,0.32,0.27384,
09/30/2014,2275.076,2275.076,,-1428.986,1428.986,846.09,0.0,-660.95,601.026,601.026,67.159,-7.235,185.14,-6.143,26.243,27.841,-1.598,,-43.3,23.2,178.997,-69.305,109.692,0.0,0.0,0.0,109.692,-2.593,107.099,0.0,0.0,107.099,102.39625,-4.70275,330.419006,0.32,0.32,0.309898,334.293046,0.32,0.32,0.305932,
12/31/2014,2787.194,2787.194,,-1706.343,1706.343,1080.851,0.0,-792.224,743.337,743.337,69.444,-20.557,288.627,9.484,25.797,27.709,-1.912,,-34.15,-1.131,298.111,-92.441,205.67,0.0,0.0,0.0,205.67,-1.393,204.277,0.0,0.0,204.277,190.91495,-13.36205,331.875303,0.62,0.62,0.575261,335.106838,0.61,0.61,0.570126,
03/31/2015,2052.503,2052.503,,-1290.777,1290.777,761.726,0.0,-601.621,531.775,531.775,69.846,0.0,160.105,-10.064,23.917,26.214,-2.297,,-15.451,1.598,150.041,-56.903,93.138,0.0,0.0,0.0,93.138,-0.201,92.937,0.0,0.0,92.937,96.535,3.598,331.976907,0.28,0.28,0.290788,335.69859,0.28,0.28,0.290718,
06/30/2015,2390.506,2390.506,,-1487.974,1487.974,902.532,0.0,-673.777,610.158,610.158,70.605,-6.986,228.755,-19.128,24.752,26.154,-1.402,,-6.693,1.069,209.627,-76.474,133.153,0.0,0.0,0.0,133.153,-8.124,125.029,0.0,0.0,125.029,123.4141,-1.6149,331.999935,0.38,0.38,0.371729,336.154524,0.37,0.37,0.365196,
09/30/2015,2712.559,2712.559,,-1773.66,1773.66,938.899,0.0,-698.798,626.905,626.905,75.047,-3.154,240.101,-17.244,29.541,30.699,-1.158,,-17.242,4.945,222.857,-72.866,149.991,0.0,0.0,0.0,149.991,-0.868,149.123,0.0,0.0,149.123,158.003466,8.880466,332.684487,0.45,0.45,0.474935,336.561877,0.44,0.44,0.466386,
12/31/2015,3700.242,3700.242,,-2530.521,2530.521,1169.721,7.599,-970.337,872.37,872.37,98.598,-0.631,206.983,90.222,34.359,35.813,-1.454,,-123.463,-1.118,297.205,-114.61,182.595,0.0,0.0,0.0,182.595,-2.552,180.043,0.0,0.0,180.043,224.81685,44.77385,333.783269,0.54,0.54,0.673541,337.223824,0.53,0.53,0.662772,
