Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1994,,,,,,,,,,,,,,0.0,,,0.28,0.28,,,,
06/30/1994,5.184,5.184,5.184,,2.033951,1.108411,1.286651,0.26,0.38,0.38,0.26,0.38,0.38,0.26,0.875386,,0.5,0.5,1.07581,15.803047,,
09/30/1994,8.579,6.493,6.493,,2.23071,1.239181,1.394579,0.25,0.34,0.34,0.25,0.34,0.34,0.45,1.237794,,0.54,0.54,0.369157,17.997434,,
12/31/1994,8.579,6.534,6.534,,2.844506,1.605295,1.733701,0.35,0.46,0.46,0.35,0.46,0.46,0.5,0.615702,,0.57,0.57,0.580487,17.762558,,
03/31/1995,8.579,8.561,8.561,,2.369349,1.317019,1.429506,0.21,0.21,0.21,0.21,0.21,0.21,0.5,0.688705,,0.53,,0.418813,17.476861,,
06/30/1995,10.94,8.796,8.796,,2.401319,1.371419,1.466689,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.778536,,0.57,,0.28309,18.485559,,
09/30/1995,10.945,10.888,10.888,,2.429188,1.318883,1.42083,0.25,0.25,0.25,0.25,0.25,0.25,0.5,1.481356,,0.6,,0.217908,18.716949,,
12/31/1995,10.937,10.659,10.659,,2.529693,1.423867,1.538606,0.29,0.29,0.29,0.29,0.29,0.29,0.5,0.570504,,0.77,,0.278504,18.494834,,
03/31/1996,10.94,10.94,10.94,,2.478245,1.408227,1.542322,0.27,0.27,0.27,0.27,0.27,0.27,0.51,0.417367,-1.298355,0.65,,0.184461,18.259689,,
06/30/1996,10.941,10.941,10.941,,2.496481,1.440819,1.547299,0.41,0.41,0.41,0.41,0.41,0.41,0.51,0.349602,-0.238004,0.66,,0.224385,18.169819,,
09/30/1996,10.946,10.944,10.944,,2.58708,1.459704,1.578673,0.26,0.26,0.26,0.26,0.26,0.26,0.51,1.621985,-1.676535,0.66,,0.268865,17.92335,,
12/31/1996,10.949,10.949,10.949,,2.661704,1.549731,1.665266,0.27,0.27,0.27,0.27,0.27,0.27,0.51,1.084665,-1.052242,0.68,,0.370171,22.044387,,
03/31/1997,13.306,11.489,11.417,,2.613559,1.544539,1.643602,0.26,0.26,0.26,0.26,0.26,0.26,0.535,0.695104,-2.630814,0.78,0.68,0.240042,22.313844,,
06/30/1997,13.385251,13.41,13.356,,2.449835,1.424753,1.524259,0.27,0.27,0.27,0.27,0.27,0.27,0.535,1.162848,-1.926101,0.75,0.68,0.389533,21.99107,,
09/30/1997,13.394932,13.453,13.39,,2.568708,1.453025,1.56109,0.24,0.24,0.24,0.24,0.24,0.24,0.535,1.003659,-0.29283,0.73,0.0,0.431656,21.685739,,
12/31/1997,,20.038,20.038,,2.104102,,,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,0.55,,,,,,,,
03/31/1998,18.610912,18.613,18.551,,2.748208,1.642014,1.631718,0.24,0.26,0.26,0.24,0.26,0.26,0.55,0.804485,-1.194706,0.84,0.74,0.667082,24.588156,,
06/30/1998,18.785,21.725,18.693001,,2.79067,1.669876,1.761355,0.2,0.23,0.23,0.2,0.23,0.23,0.55,1.228428,-0.450329,0.81,0.73,0.676391,26.854939,,
09/30/1998,18.816,21.841999,18.802,,2.98298,1.706786,1.865067,0.2,0.2,0.2,0.2,0.2,0.2,0.55,1.252845,-3.14807,0.82,0.73,0.612883,26.468379,,
12/31/1998,18.879691,21.852,21.852,,2.573861,1.489978,1.613674,0.18,0.18,0.18,0.18,0.18,0.18,0.575,0.867747,-1.549927,0.48,0.74,0.383322,27.396105,,
03/31/1999,,22.941,18.902,,3.021373,1.768596,1.897154,0.37,0.369643,0.37,0.37,0.369643,0.37,0.575,0.863771,-0.449053,0.841287,0.693169,,,,
06/30/1999,18.879691,18.967,18.967,,2.971582,2.427321,1.717562,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.575,2.056941,-0.748458,1.646649,1.646649,0.717755,26.749643,,
09/30/1999,18.941303,19.013,19.013,,2.997055,-0.389207,1.849103,0.34,0.34,0.34,0.34,0.34,0.34,0.575,-2.051964,-4.850576,-1.642666,-1.642666,0.762672,26.354312,,
12/31/1999,17.615999,18.323003,18.254,,3.063383,-0.624137,,0.29462,0.29462,0.29462,0.293511,0.293511,0.293511,0.58,-2.554016,-6.478581,,,0.799955,26.32919,,
03/31/2000,17.649,17.655001,17.629999,,3.145151,1.819002,1.99291,0.19,0.19,0.19,0.19,0.19,0.19,0.58,0.939762,-0.272433,0.71,0.71,1.035186,25.907417,,
06/30/2000,17.208,17.653999,17.584,,3.168221,1.80306,2.016094,0.37,0.38,0.38,0.37,0.38,0.38,0.58,1.101854,-1.240787,0.71,0.71,0.930556,26.244713,,
09/30/2000,17.125,17.568001,17.483,,3.258365,1.82217,1.998341,0.09,0.09,0.09,0.09,0.09,0.09,0.58,1.116742,0.637534,0.67,0.67,1.072876,25.767942,,
12/31/2000,17.150999,17.51,17.5,,3.2384,1.765371,2.047314,0.12,0.12,0.12,0.12,0.12,0.12,0.58,0.896971,0.047429,0.71,0.71,0.938429,25.300218,,
03/31/2001,17.426001,17.51,17.479,,3.247097,1.82642,1.908862,0.05,0.05,0.05,0.05,0.05,0.05,0.585,1.08576,0.564449,0.69,0.69,1.082463,14.076723,,
