Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/1990,-246.199997,134.5,180.600006,-37.299999,,,-37.299999,-524.0,,,,-524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,-34.099998,207.5,184.300003,-14.3,,,-14.3,-411.600006,,,,-411.600006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,897.599976,239.800003,170.399994,220.0,,,220.0,267.399994,,,,267.399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,534.0,168.800003,164.600006,-294.100006,,,-294.100006,494.700012,,,,494.700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.0,
03/31/1991,-63.400002,40.200001,201.300003,-32.099998,,,-32.099998,-272.799988,,,,-272.799988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,509.0,43.400002,196.600006,16.1,,,16.1,252.899994,,,,252.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,662.5,119.5,177.0,95.800003,,,95.800003,270.200012,,,,270.200012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,781.900024,-1224.099976,189.100006,1165.199951,,,1165.199951,651.700012,,,,651.700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.900024,
03/31/1992,-169.0,-228.0,204.0,610.0,,,610.0,-755.0,,,,-755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,290.0,148.0,219.0,-207.0,,,-207.0,130.0,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,326.0,126.0,207.0,110.0,,,110.0,-117.0,,,,-117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
