Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/2013,40578.0,40578.0,-39006.0,38773.0,233.0,1572.0,0.0,-1340.0,349.0,991.0,232.0,572.0,63.0,68.0,-5.0,0.0,-647.0,12.0,804.0,-278.0,526.0,-14.0,-14.0,0.0,540.0,-5.0,535.0,0.0,0.0,535.0,619.15,98.15,608.934,0.88,0.86,1.016777,614.519,0.87,0.85,1.009718,
12/31/2013,39437.0,39437.0,-37329.0,37086.0,243.0,2108.0,0.0,-1642.0,434.0,1208.0,466.0,745.0,62.0,68.0,-6.0,-24.0,-769.0,-14.0,1211.0,-396.0,815.0,-18.0,-18.0,0.0,833.0,-7.0,826.0,0.0,0.0,826.0,844.4,36.4,598.553,1.38,1.35,1.410736,604.165,1.37,1.34,1.400248,
03/31/2014,36761.0,36761.0,-34731.0,34497.0,234.0,2030.0,0.0,-1492.0,402.0,1090.0,538.0,760.0,63.0,68.0,-5.0,-19.0,-778.0,-26.0,1298.0,-426.0,872.0,-706.0,-706.0,0.0,1578.0,-6.0,1572.0,0.0,0.0,1572.0,814.65,-51.35,584.053,2.69,1.48,1.394822,589.575,2.67,1.47,1.382903,
06/30/2014,41806.0,41806.0,-39644.0,39405.0,239.0,2162.0,0.0,-1489.0,412.0,1077.0,673.0,686.0,60.0,66.0,-6.0,29.0,-764.0,-11.0,1359.0,-487.0,872.0,0.0,0.0,0.0,872.0,-9.0,863.0,0.0,0.0,863.0,907.2,44.2,565.799,1.52,1.52,1.603396,571.285,1.51,1.51,1.587369,
09/30/2014,36636.0,36636.0,-33944.0,33695.0,249.0,2692.0,0.0,-1414.0,401.0,1013.0,1278.0,449.0,55.0,60.0,-5.0,13.0,-511.0,-6.0,1727.0,-538.0,1189.0,0.0,0.0,0.0,1189.0,-9.0,1180.0,0.0,0.0,1180.0,975.55,-204.45,559.492,2.11,2.11,1.743635,564.958,2.09,2.09,1.728115,
12/31/2014,31311.0,31311.0,-28766.0,28493.0,273.0,2545.0,0.0,-1582.0,448.0,1134.0,963.0,398.0,68.0,73.0,-5.0,3.0,-413.0,-56.0,1361.0,-203.0,1158.0,0.0,0.0,0.0,1158.0,-11.0,1147.0,0.0,0.0,1147.0,474.8,-672.2,554.617,2.07,2.07,0.856086,559.023,2.05,2.05,0.847545,
03/31/2015,19416.0,19416.0,-17048.0,16795.0,253.0,2368.0,0.0,-1371.0,394.0,977.0,997.0,391.0,81.0,86.0,-5.0,49.0,-456.0,-65.0,1388.0,-391.0,997.0,0.0,0.0,0.0,997.0,-10.0,987.0,0.0,0.0,987.0,813.2,-173.8,548.2,1.8,1.8,1.4834,552.337,1.79,1.79,1.475337,
06/30/2015,25049.0,25049.0,-22613.0,22339.0,274.0,2436.0,0.0,-1318.0,406.0,912.0,1118.0,347.0,70.0,79.0,-9.0,0.0,-407.0,-10.0,1465.0,-440.0,1025.0,0.0,0.0,0.0,1025.0,-13.0,1012.0,0.0,0.0,1012.0,1013.8,1.8,544.617,1.85,1.85,1.861492,548.926,1.84,1.84,1.843279,
09/30/2015,22279.0,22279.0,-18947.0,18677.0,270.0,3332.0,0.0,-1504.0,437.0,1067.0,1828.0,531.0,66.0,71.0,-5.0,1.0,-583.0,-15.0,2359.0,-767.0,1592.0,0.0,0.0,0.0,1592.0,-14.0,1578.0,0.0,0.0,1578.0,1442.25,-135.75,540.357,2.92,2.92,2.669069,544.696,2.9,2.9,2.650778,
12/31/2015,18451.0,18451.0,-16166.0,15885.0,281.0,2285.0,0.0,-1516.0,433.0,1083.0,769.0,63.0,68.0,74.0,-6.0,-1.0,-127.0,-3.0,832.0,-166.0,666.0,0.0,0.0,0.0,666.0,-16.0,650.0,0.0,0.0,650.0,671.35,21.35,536.399,1.21,1.21,1.251587,540.245,1.2,1.2,1.239519,
03/31/2016,14049.0,14049.0,-12311.0,12031.0,280.0,1738.0,0.0,-1414.0,386.0,1028.0,324.0,272.0,82.0,86.0,-4.0,-7.0,-333.0,-14.0,596.0,-198.0,398.0,0.0,0.0,0.0,398.0,-13.0,385.0,0.0,0.0,385.0,434.1,49.1,531.739,0.72,0.72,0.816378,534.709,0.72,0.72,0.811826,
06/30/2016,18341.0,18341.0,-16574.0,16284.0,290.0,1767.0,0.0,-1416.0,421.0,995.0,351.0,369.0,80.0,83.0,-3.0,0.0,-435.0,-14.0,720.0,-204.0,516.0,0.0,0.0,0.0,516.0,-20.0,496.0,0.0,0.0,496.0,668.0,172.0,528.247,0.94,0.94,1.26456,531.06,0.93,0.93,1.253881,
09/30/2016,18267.0,18267.0,-16321.0,16028.0,293.0,1946.0,0.0,-1476.0,411.0,1065.0,470.0,343.0,74.0,81.0,-7.0,-9.0,-391.0,-17.0,813.0,-277.0,536.0,0.0,0.0,0.0,536.0,-25.0,511.0,0.0,0.0,511.0,530.65,19.65,525.991,0.97,0.97,1.008858,528.798,0.96,0.96,0.99716,
12/31/2016,20241.0,20241.0,-18737.0,18432.0,305.0,1504.0,0.0,-1623.0,420.0,1203.0,-119.0,181.0,84.0,88.0,-4.0,1.0,-255.0,-11.0,62.0,132.0,194.0,0.0,0.0,0.0,194.0,-31.0,163.0,0.0,0.0,163.0,581.45,418.45,524.2,0.31,0.31,1.109214,526.279,0.31,0.31,1.105111,
03/31/2017,19858.0,19858.0,-18114.0,17799.0,315.0,1744.0,0.0,-1208.0,384.0,824.0,536.0,261.0,100.0,105.0,-5.0,-1.0,-365.0,5.0,797.0,-234.0,563.0,0.0,0.0,0.0,563.0,-28.0,535.0,0.0,0.0,535.0,322.6,-212.4,521.647,1.02,1.02,0.618426,524.52,1.02,1.02,0.615058,
06/30/2017,20835.0,20835.0,-18777.0,18457.0,320.0,2058.0,0.0,-1583.0,439.0,1144.0,475.0,373.0,100.0,107.0,-7.0,0.0,-462.0,-11.0,848.0,-267.0,581.0,0.0,0.0,0.0,581.0,-31.0,550.0,0.0,0.0,550.0,423.490328,-126.509672,517.785,1.06,1.06,0.817888,520.16,1.06,1.06,0.816787,
09/30/2017,22251.0,22251.0,-19880.0,19543.0,337.0,2371.0,0.0,-1575.0,435.0,1140.0,796.0,460.0,104.0,112.0,-8.0,7.0,-530.0,-41.0,1256.0,-407.0,849.0,0.0,0.0,0.0,849.0,-26.0,823.0,0.0,0.0,823.0,1062.10002,239.10002,512.923,1.6,1.6,2.070681,515.96,1.6,1.6,2.063408,
12/31/2017,39410.0,39410.0,-37418.0,37072.0,346.0,1992.0,0.0,-2059.0,437.0,1622.0,-67.0,721.0,103.0,114.0,-11.0,-6.0,-375.0,-443.0,654.0,2601.0,3255.0,0.0,0.0,0.0,3255.0,-57.0,3198.0,0.0,0.0,3198.0,664.859668,-2533.140332,508.005,6.295214,6.295214,1.308766,513.392,6.229158,6.229158,1.295033,
03/31/2018,23595.0,23595.0,-21584.0,21248.0,336.0,2011.0,0.0,-1611.0,386.0,1225.0,400.0,317.0,112.0,123.0,-11.0,-16.0,-424.0,11.0,717.0,-132.0,585.0,0.0,0.0,0.0,585.0,-61.0,524.0,0.0,0.0,524.0,514.48,-9.52,487.065,1.07,1.07,1.056286,489.668,1.07,1.07,1.050558,
06/30/2018,28980.0,28980.0,-26193.0,25856.0,337.0,2787.0,0.0,-1574.0,432.0,1142.0,1213.0,622.0,128.0,135.0,-7.0,-14.0,-743.0,7.0,1835.0,-431.0,1404.0,0.0,0.0,0.0,1404.0,-65.0,1339.0,0.0,0.0,1339.0,1575.21,236.21,468.331,2.86,2.86,3.363454,471.638,2.84,2.84,3.340829,
09/30/2018,29788.0,29788.0,-26840.0,26494.0,346.0,2948.0,0.0,-1651.0,440.0,1211.0,1297.0,678.0,114.0,125.0,-11.0,0.0,-779.0,-13.0,1975.0,-407.0,1568.0,0.0,0.0,0.0,1568.0,-76.0,1492.0,0.0,0.0,1492.0,1634.98301,142.98301,466.109,3.2,3.2,3.507727,469.44,3.18,3.18,3.484582,
12/31/2018,29098.0,29098.0,-25094.0,24757.0,337.0,4004.0,0.0,-1710.0,419.0,1291.0,2294.0,624.0,105.0,121.0,-16.0,-1.0,-730.0,2.0,2918.0,-602.0,2316.0,0.0,0.0,0.0,2316.0,-76.0,2240.0,0.0,0.0,2240.0,1720.49,-519.51,461.651,4.85,4.85,3.72682,464.406,4.82,4.82,3.701345,
03/31/2019,23103.0,23103.0,-21514.0,21183.0,331.0,1589.0,0.0,-1641.0,366.0,1275.0,-52.0,392.0,108.0,119.0,-11.0,5.0,-516.0,11.0,340.0,-70.0,270.0,0.0,0.0,0.0,270.0,-66.0,204.0,0.0,0.0,204.0,422.009996,218.009996,457.599,0.44,0.44,0.922227,459.289,0.44,0.44,0.914668,
06/30/2019,27847.0,27847.0,-24985.0,24651.0,334.0,2862.0,0.0,-1557.0,408.0,1149.0,1305.0,524.0,105.0,115.0,-10.0,9.0,-648.0,10.0,1829.0,-325.0,1504.0,0.0,0.0,0.0,1504.0,-80.0,1424.0,0.0,0.0,1424.0,1324.49,-99.51,453.681,3.13,3.13,2.91943,455.585,3.12,3.12,2.901578,
09/30/2019,27218.0,27218.0,-24247.0,23911.0,336.0,2971.0,0.0,-2463.0,416.0,2047.0,508.0,435.0,98.0,109.0,-11.0,-9.0,-499.0,-25.0,943.0,-150.0,793.0,0.0,0.0,0.0,793.0,-81.0,712.0,0.0,0.0,712.0,1247.920856,535.920856,449.005,1.58,1.58,2.779303,451.001,1.58,1.58,2.768292,
12/31/2019,29125.0,29125.0,-26533.0,26193.0,340.0,2592.0,0.0,-1897.0,491.0,1406.0,695.0,371.0,104.0,115.0,-11.0,0.0,-464.0,-11.0,1066.0,-256.0,810.0,0.0,0.0,0.0,810.0,-74.0,736.0,0.0,0.0,736.0,795.15,59.15,445.332,1.65,1.65,1.785522,447.835,1.64,1.64,1.77208,
03/31/2020,20878.0,20878.0,-18939.0,18597.0,342.0,1939.0,0.0,-4671.0,319.0,4352.0,-2732.0,254.0,103.0,111.0,-8.0,0.0,-365.0,8.0,-2478.0,51.0,-2427.0,0.0,0.0,0.0,-2427.0,-69.0,-2496.0,0.0,0.0,-2496.0,53.271606,2549.271606,441.345,-5.66,-5.66,0.120703,441.345,-5.66,-5.66,0.116142,
06/30/2020,10913.0,10913.0,-10065.0,9722.0,343.0,848.0,0.0,-1327.0,409.0,918.0,-479.0,34.0,114.0,117.0,-3.0,6.0,-157.0,3.0,-445.0,378.0,-67.0,0.0,0.0,0.0,-67.0,-74.0,-141.0,0.0,0.0,-141.0,-511.761818,-370.761818,438.756,-0.33,-0.33,-1.166393,438.756,-0.33,-0.33,-1.17503,
09/30/2020,16007.5,,,,,,,,,,230.5,,,,,,,,103.167,,30.397,,,,,,30.397,,,30.397,17.429,,,-0.067,-0.067,0.144,,-0.067,-0.067,0.144,
12/31/2020,18930.5,,,,,,,,,,407.5,,,,,,,,323.667,,158.333,,,,,,158.333,,,158.333,213.143,,,0.337,0.337,0.253,,0.337,0.337,0.253,
