Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,2516.428955,,,-2563.5979,-47.168999,-33.816002,,20.48,-60.505001,24.080999,-36.424,0.0,0.0,-36.424,0.0,,-36.424,,,-36.424002,,-0.42,-0.42,86.959999,-0.42,-0.42,-0.42,86.959999,
06/30/1990,2743.868896,,,-2565.333008,178.535995,-29.914,,97.718002,246.339998,-98.042999,148.296997,0.0,0.0,148.296997,0.0,,148.296997,,,148.296999,,1.7025,1.7025,87.092003,1.7025,1.7025,1.7025,87.092003,
09/30/1990,2973.416992,,,-2844.461914,128.955002,-26.882,,91.205002,193.278004,-87.164001,106.113998,0.0,0.0,106.113998,0.0,,106.113998,,,106.114002,,1.2175,1.2175,87.208,1.2175,1.2175,1.2175,87.208,
12/31/1990,2062.285156,,,-2358.607178,-296.321991,-30.387999,-7.239,119.597,-214.35199,91.125999,-123.987,0.0,0.0,-123.987,-0.114,,-124.101,,,-123.339991,-1.4175,-1.4175,-1.4175,87.517996,-1.4175,-1.4175,-1.4175,87.517996,
03/31/1991,2562.709961,,,-2831.665039,-268.954987,-23.329,,50.384998,-241.898989,84.906998,-156.992004,0.0,0.0,-156.992004,0.0,,-156.992004,,,-156.991991,,-1.7625,-1.7625,89.068001,-1.7625,-1.7625,-1.7625,89.068001,
06/30/1991,2954.156982,,,-2890.475098,63.681999,-23.021,,41.707001,82.368,-29.709,52.659,0.0,0.0,52.659,0.0,,52.659,,,52.659,,0.5575,0.5575,94.348,0.5575,0.5575,0.5575,94.348,
09/30/1991,3234.934082,,,-3176.585938,58.348,-31.299,,11.216,38.264999,-13.24,25.025,0.0,0.0,25.025,0.0,,25.025,,,25.025,,0.2625,0.2625,94.947998,0.2625,0.2625,0.2625,94.947998,
12/31/1991,1954.198975,,,-2301.273926,-347.075012,-41.350998,19.747,-18.307999,-386.987009,134.042007,-252.692001,0.0,0.0,-252.692001,-0.091,,-252.783001,,,-253.036002,-2.66,-2.66,-2.66,95.03,-2.66,-2.66,-2.66,95.03,
03/31/1992,2972.0,,,-3140.0,-168.0,-51.0,20.0,26.0,-173.0,65.0,-108.0,-540.0,0.0,-648.0,0.0,,-648.0,,,-108.0,,-1.1275,-6.775,95.599998,-1.1275,-1.1275,-6.775,95.599998,
06/30/1992,3140.0,,,-3233.0,-93.0,-56.0,,5.0,-144.0,53.0,-91.0,0.0,0.0,-91.0,0.0,,-91.0,,,-91.0,,-0.95,-0.95,96.400002,-0.95,-0.95,-0.95,96.400002,
