Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/27/1992,2607.724121,22.733999,22.733999,,99.285004,,,527.515015,,,,,4.576,,,,,654.109985,1149.569946,,,,804.044006,,,,804.044006,1953.613953,,194.468002,194.468002,,,,119.269997,,,,,,172.242012,,,172.242012,485.980011,756.562988,,,,,431.295013,,,,431.295013,1187.858002,1673.838013,,198.996002,,,-9.402,,744.292015,933.886017,,933.886017,2607.72403,
10/03/1992,2617.678955,27.059999,27.059999,,121.998001,,,525.104004,,,,,5.733,,,,,679.89502,1142.187012,1758.457031,-616.27002,,795.596985,,,,795.596985,1937.783997,,208.363998,208.363998,,,,98.996002,,,,,,158.465012,,,158.465012,465.825012,726.515015,,,,,445.149994,,,,445.149994,1171.665009,1637.490021,,199.348007,,,-9.749,,790.590003,980.18901,,980.18901,2617.679031,
01/02/1993,3169.86499,35.882999,35.882999,,81.866997,,,647.526978,,,,,4.175,,,,,769.452026,1415.504028,,,,984.908997,,,,984.908997,2400.413025,,212.186005,212.186005,,,,138.697998,,,,,,193.14798,,,193.14798,544.031982,942.815979,,,,,459.225006,,,,459.225006,1402.040985,1946.072968,,404.713013,,,-9.551,,828.629979,1223.791992,,1223.791992,3169.86496,
04/03/1993,3240.960938,22.108,22.108,,98.635002,,,712.411011,,,,,8.658,,,,,841.812012,1403.839966,,,,995.309021,,,,995.309021,2399.148987,,202.904999,202.904999,,,,107.904999,,,,,,212.278015,,,212.278015,523.088013,1000.625,,,,,447.606995,,,,447.606995,1448.231995,1971.320007,,407.373993,,,-9.722,,871.989029,1269.641022,,1269.641022,3240.961029,
07/03/1993,3245.124023,19.201,19.201,0.0,101.218002,,,699.242004,,,,,10.455,,,,,830.116028,1427.587036,,,0.0,987.421021,,,,987.421021,2415.008057,,212.272003,212.272003,,,,189.783005,,,,,,219.260971,,,219.260971,621.315979,854.539978,,,,,447.670013,,,,447.670013,1302.209991,1923.52597,0.0,407.700012,,,-10.686,,924.58401,1321.598022,0.0,1321.598022,3245.123993,
10/02/1993,3253.503906,21.547001,21.547001,0.0,104.766998,,,675.205017,,,,,10.236,,,,,811.755005,1435.297974,2186.144043,-750.846008,0.0,1006.450989,,,,1006.450989,2441.748963,,205.591995,205.591995,,,,103.787003,,,,,,217.326019,,,217.326019,526.705017,920.465027,,,,,445.588013,,,,445.588013,1366.05304,1892.758057,0.0,407.506989,,,-11.359,,964.598014,1360.746003,0.0,1360.746003,3253.50406,
01/01/1994,3525.624023,18.042,18.042,,347.178009,,,709.034973,,,,,12.559,,,,,1086.813965,1438.657959,,,,1000.151978,,,,1000.151978,2438.809937,,209.589996,209.589996,,,,114.042,,,,,,185.625999,,,185.625999,509.257996,1165.514038,,,,,445.588013,,,,445.588013,1611.102051,2120.360046,,407.540985,,,-10.122,,1007.845022,1405.264008,,1405.264008,3525.624054,
04/02/1994,3708.618896,32.580002,32.580002,,397.041992,,,751.155029,,,,,27.452,,,,,1208.229004,1472.312988,,,,1028.077026,,,,1028.077026,2500.390015,,202.695007,202.695007,,,,183.968994,,,,,,199.278015,,,199.278015,585.942017,1223.636963,,,,,452.421997,,,,452.421997,1676.05896,2262.000977,,407.645996,,,-9.496,,1048.468046,1446.618042,,1446.618042,3708.619019,
07/02/1994,3600.457031,46.530998,46.530998,0.0,407.27301,,,759.315979,,,,,18.718,,,,,1231.838013,1552.935059,,,0.0,815.684021,,,,815.684021,2368.61908,,228.723007,228.723007,,,,49.673,,,,,,231.129993,,,231.129993,509.526001,1350.037964,,,,,429.213013,,,,429.213013,1779.250977,2288.776978,0.0,407.121002,,,-8.696,,895.253007,1293.678009,18.002001,1311.68001,3600.456987,
10/01/1994,3668.0,27.02,27.02,0.0,444.216003,,,754.190002,,,,,35.841,,,,,1261.266968,1609.996948,2509.843018,-899.846008,0.0,796.736023,,,,796.736023,2406.732971,,258.588989,258.588989,,,,73.537003,,,,,,207.657028,,,207.657028,539.78302,1381.480957,,,,,440.54599,,,,440.54599,1822.026947,2361.809967,0.0,406.173004,,,-68.699997,,951.949997,1289.423004,16.767,1306.190004,3667.999971,
12/31/1994,3694.301025,57.814999,57.814999,0.0,394.906006,,,763.224976,,,,,30.677999,,,,,1246.624023,1634.420044,,,0.0,813.257019,,,,813.257019,2447.677063,,247.464005,247.464005,,,,34.589001,,,,,,219.789982,,,219.789982,501.842987,1422.756958,,,,,437.278015,,,,437.278015,1860.034973,2361.87796,0.0,405.450989,,,-92.054001,,1005.790024,1319.187012,13.236,1332.423012,3694.300972,
04/01/1995,3801.38501,39.701,39.701,0.0,436.962006,,,819.461975,,,,,37.123001,,,,,1333.248047,1664.730957,,,0.0,803.406006,,,,803.406006,2468.136963,,223.128998,223.128998,,,,98.890999,,,,,,212.868004,,,212.868004,534.888,1458.603027,,,,,444.252991,,,,444.252991,1902.856018,2437.744019,0.0,404.684998,,,-92.647003,,1044.047028,1356.085022,7.556,1363.641022,3801.385041,
07/01/1995,3895.115967,32.842999,32.842999,0.0,433.368011,,,850.18103,,,,,30.388,,,,,1346.780029,1729.160034,,,0.0,819.176025,,,,819.176025,2548.33606,,231.891998,231.891998,,,,59.139,,,,,,239.453011,,,239.453011,530.484009,1498.746948,,,,,445.302002,,,,445.302002,1944.04895,2474.532959,0.0,393.993011,,,-80.766998,,1098.68399,1411.910004,8.673,1420.583004,3895.115963,
09/30/1995,4444.299805,33.099998,33.099998,0.0,494.700012,,,949.400024,,,,,42.599998,,,,,1519.800049,2013.5,3046.600098,-1033.099976,0.0,911.0,,,,911.0,2924.5,,274.700012,274.700012,,,,364.200012,,,,,,226.899964,,,226.899964,865.799988,1620.5,,,,,490.299988,,,,490.299988,2110.799988,2976.599976,0.0,392.700012,,,-79.199997,,1154.199997,1467.700012,0.0,1467.700012,4444.299988,
12/30/1995,4497.600098,24.200001,24.200001,0.0,490.100006,,,1018.0,,,,,39.400002,,,,,1571.699951,2019.800049,,,0.0,906.099976,,,,906.099976,2925.900024,,273.399994,273.399994,,,,156.699997,,,,,,224.999985,,,224.999985,655.099976,1848.099976,,,,,486.299988,,,,486.299988,2334.399963,2989.499939,0.0,390.299988,,,-75.599998,,1193.400047,1508.100037,0.0,1508.100037,4497.599976,
03/30/1996,4623.899902,33.200001,33.200001,0.0,555.700012,,,1090.0,,,,,36.200001,,,,,1715.099976,2011.0,,,0.0,897.799988,,,,897.799988,2908.799988,,276.200012,276.200012,,,,269.399994,,,,,,224.699982,,,224.699982,770.299988,1853.400024,,,,,481.799988,,,,481.799988,2335.200012,3105.5,0.0,390.200012,,,-75.599998,,1203.79995,1518.399963,0.0,1518.399963,4623.899963,
06/29/1996,4562.600098,17.6,17.6,0.0,582.299988,,,1060.400024,,,,,29.200001,,,,,1689.5,1956.699951,,,0.0,916.400024,,,,916.400024,2873.099976,,280.399994,280.399994,,,,255.199997,,,,,,220.199997,,,220.199997,755.799988,1791.099976,,,,,485.600006,,,,485.600006,2276.699982,3032.499969,0.0,390.200012,,,-75.5,,1215.400024,1530.100037,0.0,1530.100037,4562.600006,
09/28/1996,4544.100098,36.599998,36.599998,0.0,547.099976,,,1027.400024,,,,,199.199997,,,,,1810.300049,1869.199951,2978.100098,-1108.900024,0.0,864.599976,,,,864.599976,2733.799927,,269.700012,269.700012,,,,168.699997,,,,,,247.399979,,,247.399979,685.799988,1806.400024,,,,,510.200012,,,,510.200012,2316.600036,3002.400024,0.0,390.200012,,,-75.400002,,1226.900002,1541.700012,0.0,1541.700012,4544.100036,
12/28/1996,4364.100098,116.400002,116.400002,0.0,495.100006,,,988.5,,,,,44.099998,,,,,1644.099976,1856.5,,,,863.5,,,,863.5,2720.0,,236.600006,236.600006,,,,39.900002,,,,,,294.79998,,,294.79998,571.299988,1699.400024,,,,,510.0,,,,510.0,2209.400024,2780.700012,0.0,390.100006,,,-74.900002,,1268.20005,1583.400055,0.0,1583.400055,4364.100067,
03/29/1997,4461.299805,100.400002,100.400002,0.0,507.5,,,1035.300049,,,,,52.099998,,,,,1695.300049,1878.099976,,,,887.900024,,,,887.900024,2766.0,,277.899994,277.899994,,,,38.5,,,,,,287.300018,,,287.300018,603.700012,1751.099976,,,,,506.299988,,,,506.299988,2257.399964,2861.099976,0.0,397.600006,,,-100.300003,,1302.899979,1600.199982,0.0,1600.199982,4461.299958,
06/28/1997,4420.100098,37.799999,37.799999,0.0,539.400024,,,999.799988,,,,,42.0,,,,,1619.0,1911.0,,,,890.099976,,,,890.099976,2801.099976,,280.0,280.0,,,,128.399994,,,,,,297.399994,,,297.399994,705.799988,1588.599976,,,,,500.299988,,,,500.299988,2088.899964,2794.699952,0.0,397.5,,,-115.599998,,1343.500022,1625.400024,0.0,1625.400024,4420.099976,
09/27/1997,4411.0,23.6,23.6,0.0,617.799988,,,886.099976,,,,,45.0,,,,,1572.5,1924.800049,3163.199951,-1238.400024,0.0,913.700012,,,,913.700012,2838.500061,,290.299988,290.299988,,,,131.899994,,,,,,298.800018,,,298.800018,721.0,1558.199951,,,,,510.299988,,,,510.299988,2068.499939,2789.499939,0.0,401.299988,,,-165.600006,,1385.799957,1621.499939,0.0,1621.499939,4410.999878,
12/27/1997,4404.200195,24.200001,24.200001,0.0,589.700012,,,914.5,,,,,36.900002,,,,,1565.300049,1920.5,,,0.0,918.400024,,,,918.400024,2838.900024,,269.0,269.0,,,,199.100006,,,,,,280.800018,,,280.800018,748.900024,1491.699951,,,,,506.899994,,,,506.899994,1998.599945,2747.499969,0.0,401.299988,,,-170.600006,,1426.00003,1656.700012,0.0,1656.700012,4404.199981,
03/28/1998,5794.799805,34.400002,34.400002,0.0,769.900024,,,1151.599976,,,,,179.0,,,,,2134.899902,2389.5,,,0.0,1270.400024,,,,1270.400024,3659.900024,,342.600006,342.600006,,,,114.199997,,,,,,467.400009,,,467.400009,924.200012,2249.899902,,,,,586.700012,,,,586.700012,2836.599914,3760.799926,0.0,764.799988,,,-174.699997,,1443.899948,2033.999939,0.0,2033.999939,5794.799865,
06/27/1998,5467.600098,29.6,29.6,0.0,701.299988,,,1080.099976,,,,,61.700001,,,,,1872.699951,2380.399902,,,0.0,1214.5,,,,1214.5,3594.899902,,348.799988,348.799988,,,,102.599998,,,,,,432.600014,,,432.600014,884.0,1993.599976,,,,,520.799988,,,,520.799988,2514.399964,3398.399964,0.0,764.599976,,,-180.0,,1484.599976,2069.199952,0.0,2069.199952,5467.599916,
10/03/1998,5242.5,46.5,46.5,0.0,631.0,,,984.099976,,,,,103.5,,,,,1765.099976,2256.5,3684.399902,-1427.900024,0.0,1220.900024,,,,1220.900024,3477.400024,,330.600006,330.600006,,,,162.300003,,,,,,338.099991,,,338.099991,831.0,1966.599976,,,,,474.5,,,,474.5,2441.099976,3272.099976,0.0,764.599976,,,-185.100006,,1390.900055,1970.400025,0.0,1970.400025,5242.500001,
01/02/1999,5248.5,53.6,53.6,0.0,633.6,633.6,,1008.9,574.3,,434.6,,40.5,,,,,1736.6,2275.7,,,0.0,1236.2,1046.4,,,189.8,3511.9,,385.6,385.6,,,,193.8,,,,,,375.9,,,375.9,955.3,1823.5,,,,,453.5,,,,453.5,2277.0,3232.3,0.0,764.5,,,-190.6,1444.5,-2.2,2016.2,0.0,2016.2,5248.5,
04/03/1999,5332.7,48.1,48.1,0.0,634.9,634.9,,1055.5,552.2,,503.3,,42.8,,,,,1781.3,2299.5,,,0.0,1251.9,1036.4,,,215.5,3551.4,,377.3,377.3,,,,291.2,,,,,,460.3,,,460.3,1128.8,1724.3,,,,,413.2,,,,413.2,2137.5,3266.3,0.0,764.6,,,-197.8,1503.6,-4.0,2066.4,0.0,2066.4,5332.7,
07/03/1999,5360.6,55.0,55.0,0.0,612.0,612.0,,1027.2,506.5,,520.7,,231.6,,,,,1925.8,2211.1,,,0.0,1223.7,1014.3,,,209.4,3434.8,,365.4,365.4,,,,309.0,,,,,,527.3,,,527.3,1201.7,1640.1,,,,,410.5,,,,410.5,2050.6,3252.3,0.0,764.3,,,-216.4,1566.6,-6.2,2108.3,0.0,2108.3,5360.6,
10/02/1999,5082.7,30.3,30.3,0.0,602.5,602.5,,989.4,440.2,,549.2,0.0,104.7,,,,,1726.9,2184.5,3605.5,-1421.0,0.0,1171.3,962.5,,,208.8,3355.8,,351.9,351.9,,,,288.6,,,,,,346.5,,,346.5,987.0,1515.2,,,,,452.5,,,,452.5,1967.7,2954.7,0.0,764.1,,,-232.0,1599.0,-3.1,2128.0,0.0,2128.0,5082.7,
01/02/2000,5031.3,59.0,59.0,0.0,579.8,579.8,,1028.9,498.7,,530.2,0.0,16.2,,,,,1683.9,2180.0,,,0.0,1167.4,954.9,,,212.5,3347.4,,347.6,347.6,,,,336.1,,,,,,367.6,,,367.6,1051.3,1387.4,,,,,450.5,,,,450.5,1837.9,2889.2,0.0,764.0,,,-263.8,1647.2,-5.3,2142.1,0.0,2142.1,5031.3,
04/02/2000,4916.8,31.3,31.3,0.0,506.2,506.2,,1045.7,510.7,,535.0,0.0,15.5,,,,,1598.7,2161.9,,,0.0,1156.2,947.4,,,208.8,3318.1,,309.5,309.5,,,,144.4,,,,,,346.7,,,346.7,800.6,1525.9,,,,,437.8,,,,437.8,1963.7,2764.3,0.0,764.0,,,-281.3,1674.3,-4.5,2152.5,0.0,2152.5,4916.8,
07/01/2000,4897.8,22.9,22.9,0.0,543.0,543.0,,1014.4,496.6,,517.8,0.0,16.1,,,,,1596.4,2150.4,,,0.0,1151.0,944.4,,,206.6,3301.4,,320.1,320.1,,,,149.1,,,,,,319.1,,,319.1,788.3,1459.3,,,,,480.8,,,,480.8,1940.1,2728.4,0.0,758.8,,,-276.9,1706.2,-18.7,2169.4,0.0,2169.4,4897.8,
09/30/2000,4854.0,43.0,43.0,0.0,520.0,520.0,,965.0,505.0,,460.0,,48.0,,,,,1576.0,2141.0,3784.0,-1643.0,0.0,1137.0,937.0,937.0,0.0,200.0,3278.0,,346.0,346.0,,,,185.0,,,,,,355.0,,,355.0,886.0,1357.0,,,,,436.0,,,,436.0,1793.0,2679.0,0.0,759.0,,,-284.0,1715.0,-15.0,2175.0,0.0,2175.0,4854.0,
12/30/2000,4799.0,33.0,33.0,0.0,506.0,506.0,,984.0,0.0,0.0,984.0,0.0,43.0,,,,,1566.0,2101.0,3796.0,-1695.0,0.0,1132.0,929.0,,,203.0,3233.0,,326.0,326.0,,,,123.0,,,,,,392.0,,,392.0,841.0,1342.0,,,,,440.0,,,,440.0,1782.0,2623.0,0.0,759.0,,,-303.0,1734.0,-14.0,2176.0,0.0,2176.0,4799.0,
03/31/2001,4871.0,83.5,83.5,0.0,502.5,502.5,,958.5,0.0,0.0,958.5,0.0,58.6,,,,,1603.1,2092.3,3833.5,-1741.2,0.0,1175.6,921.6,921.6,0.0,254.0,3267.9,,327.4,327.4,,,,154.9,,,,,,387.6,,,387.6,869.9,1447.6,,,,,414.8,,,,414.8,1862.4,2732.3,0.0,758.7,,,-314.6,1719.6,-25.0,2138.7,0.0,2138.7,4871.0,
06/30/2001,4989.4,71.2,71.2,0.0,527.8,527.8,,972.4,529.7,,442.7,,48.9,,,,,1620.3,2127.7,3927.7,-1800.0,0.0,1241.4,930.2,930.2,0.0,311.2,3369.1,,331.4,331.4,,,,45.9,45.9,0.0,0.0,,,407.2,,,407.2,784.5,1614.0,1614.0,0.0,0.0,,446.4,,,,446.4,2060.4,2844.9,0.0,758.9,,,-330.3,1730.5,-14.6,2144.5,0.0,2144.5,4989.4,
09/29/2001,10632.0,70.0,70.0,0.0,1199.0,1199.0,,1911.0,816.0,0.0,1095.0,0.0,110.0,,,,,3290.0,4085.0,5970.0,-1885.0,0.0,3257.0,2756.0,2756.0,0.0,501.0,7342.0,,813.0,813.0,,,,760.0,760.0,0.0,0.0,,,843.0,,,843.0,2416.0,4016.0,4016.0,0.0,0.0,,846.0,,,,846.0,4862.0,7278.0,0.0,1957.0,,,-333.0,1770.0,-40.0,3354.0,0.0,3354.0,10632.0,
12/29/2001,10443.0,92.0,92.0,0.0,1121.0,1121.0,,1907.0,0.0,0.0,1907.0,0.0,56.0,,,,,3176.0,4088.0,6074.0,-1986.0,0.0,3179.0,2756.0,2756.0,0.0,423.0,7267.0,,820.0,820.0,,,,453.0,,,,,,940.0,,,940.0,2213.0,3895.0,,,,,862.0,,,,862.0,4757.0,6970.0,0.0,1921.0,,,-254.0,1884.0,-78.0,3473.0,0.0,3473.0,10443.0,
03/30/2002,10474.0,50.0,50.0,0.0,1112.0,1112.0,,1945.0,0.0,0.0,1945.0,0.0,57.0,,,,,3164.0,4115.0,6204.0,-2089.0,0.0,3195.0,2619.0,2619.0,0.0,576.0,7310.0,,743.0,743.0,,,,526.0,,,,,,1051.0,,,1051.0,2320.0,3775.0,,,,,854.0,,,,854.0,4629.0,6949.0,0.0,1918.0,,,-259.0,1934.0,-68.0,3525.0,0.0,3525.0,10474.0,
06/29/2002,10594.0,48.0,48.0,0.0,1232.0,1232.0,,1878.0,764.0,0.0,1114.0,0.0,72.0,,,,,3230.0,4151.0,6321.0,-2170.0,0.0,3213.0,2633.0,2633.0,0.0,580.0,7364.0,,790.0,790.0,,,,493.0,,,,,,1065.0,,,1065.0,2348.0,3765.0,,,,,869.0,,,,869.0,4634.0,6982.0,0.0,1917.0,,,-263.0,2027.0,-69.0,3612.0,0.0,3612.0,10594.0,
09/28/2002,10372.0,51.0,51.0,0.0,1101.0,1101.0,,1885.0,773.0,0.0,1112.0,0.0,107.0,,,,,3144.0,4038.0,6283.0,-2245.0,0.0,3190.0,2633.0,2633.0,0.0,557.0,7228.0,,755.0,755.0,,,,254.0,254.0,0.0,0.0,,,1084.0,,,1084.0,2093.0,3733.0,3733.0,0.0,0.0,,884.0,,,,884.0,4617.0,6710.0,0.0,1916.0,,,-265.0,2097.0,-86.0,3662.0,0.0,3662.0,10372.0,
12/28/2002,10543.0,76.0,76.0,0.0,1257.0,1257.0,,1876.0,809.0,,1067.0,,137.0,,,,,3346.0,4020.0,6368.0,-2348.0,0.0,3177.0,2633.0,2633.0,0.0,544.0,7197.0,,806.0,806.0,,,,276.0,276.0,0.0,0.0,,,1100.0,,,1100.0,2182.0,3797.0,3797.0,0.0,0.0,,887.0,,,,887.0,4684.0,6866.0,0.0,1915.0,,,-279.0,2123.0,-82.0,3677.0,0.0,3677.0,10543.0,
03/29/2003,10363.0,71.0,71.0,0.0,1178.0,1178.0,,1866.0,797.0,0.0,1069.0,0.0,111.0,,,,,3226.0,3993.0,6433.0,-2440.0,0.0,3144.0,2820.0,2634.0,186.0,324.0,7137.0,,749.0,749.0,,,,137.0,137.0,0.0,0.0,,,1084.0,,,1084.0,1970.0,3769.0,3769.0,0.0,0.0,,886.0,,,,886.0,4655.0,6625.0,0.0,1913.0,,,-287.0,2181.0,-69.0,3738.0,0.0,3738.0,10363.0,
06/28/2003,10656.0,100.0,100.0,0.0,1308.0,1308.0,,1936.0,790.0,0.0,1146.0,0.0,121.0,,,,,3465.0,4031.0,6565.0,-2534.0,0.0,3160.0,2818.0,2634.0,184.0,342.0,7191.0,,803.0,803.0,,,,192.0,192.0,0.0,0.0,,,1115.0,,,1115.0,2110.0,3798.0,3798.0,0.0,0.0,,923.0,,,,923.0,4721.0,6831.0,0.0,1913.0,,,-290.0,2246.0,-44.0,3825.0,0.0,3825.0,10656.0,
09/27/2003,10486.0,25.0,25.0,0.0,1280.0,1280.0,,1994.0,827.0,0.0,1167.0,0.0,72.0,,,,,3371.0,4039.0,6653.0,-2614.0,0.0,3076.0,2834.0,2652.0,182.0,242.0,7115.0,,838.0,838.0,,,,490.0,490.0,0.0,0.0,,,1147.0,,,1147.0,2475.0,3114.0,3114.0,0.0,0.0,,943.0,,,,943.0,4057.0,6532.0,0.0,1898.0,,,-252.0,2380.0,-72.0,3954.0,0.0,3954.0,10486.0,
12/27/2003,10419.0,40.0,40.0,0.0,1266.0,1266.0,,1977.0,867.0,,1110.0,,97.0,,,,,3380.0,4051.0,6745.0,-2694.0,0.0,2988.0,2741.0,2561.0,180.0,247.0,7039.0,,991.0,991.0,,,,408.0,408.0,0.0,0.0,,,1024.0,,,1024.0,2423.0,3082.0,3082.0,0.0,0.0,,901.0,,,,901.0,3983.0,6406.0,0.0,1897.0,,,-253.0,2423.0,-54.0,4013.0,0.0,4013.0,10419.0,
03/27/2004,10232.0,70.0,70.0,0.0,1158.0,1158.0,,1901.0,845.0,,1056.0,,147.0,,,,,3276.0,3993.0,6774.0,-2781.0,0.0,2963.0,2739.0,2561.0,178.0,224.0,6956.0,,792.0,792.0,,,,399.0,399.0,0.0,0.0,,,1056.0,,,1056.0,2247.0,2986.0,2986.0,0.0,0.0,,855.0,,,,855.0,3841.0,6088.0,0.0,1895.0,,,-262.0,2529.0,-18.0,4144.0,0.0,4144.0,10232.0,
06/26/2004,10537.0,51.0,51.0,0.0,1247.0,1247.0,,2076.0,876.0,,1200.0,,166.0,,,,,3540.0,3984.0,6827.0,-2843.0,0.0,3013.0,2737.0,2561.0,176.0,276.0,6997.0,,905.0,905.0,,,,538.0,538.0,0.0,0.0,,,1188.0,,,1188.0,2631.0,2785.0,2785.0,0.0,0.0,,865.0,,,,865.0,3650.0,6281.0,0.0,1897.0,,,-259.0,2676.0,-58.0,4256.0,0.0,4256.0,10537.0,
