Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBIT Surprise %,EBITDA,Gross Margin %,Gross Margin Surprise %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
04/30/1993,,,1.346,,1.346,1.346,,,,,,,,,,,,
07/31/1993,,,1.366,,1.366,1.366,,,,,,,,,,,,
10/31/1993,,,3.149,,3.149,3.149,,,,,,,,,,,,
01/31/1994,,,0.0,,1.945,1.945,,,,,,,,,,,,
04/30/1994,,,2.065,,2.065,2.065,,,,,,,,,,,,
07/31/1994,,,2.23,,2.23,2.23,,,,,,,,,,,,
10/31/1994,,,3.956,,3.956,3.956,,,,,,,,,,,,
01/31/1995,,,0.0,,2.566,2.566,,,,,,,,,,,,
04/30/1995,,,2.267,,2.267,2.267,,,,,,,,,,,,
07/31/1995,,,2.304,,2.304,2.304,,,,,,,,,,,,
10/31/1995,,,4.148,,4.148,4.148,,,,,,,,,,,,
01/31/1996,,,0.0,,3.589,3.589,,,,,,,,,,,,
04/30/1996,,,2.927,,2.927,2.927,,,,,,,,,,,,
07/31/1996,,,2.849,,2.849,2.849,,,,,,,,,,,,
10/31/1996,,,4.632,,4.632,4.632,,,,,,,,,,,,
01/31/1997,,,0.0,,2.852,2.852,,,,,,,,,,,,
04/30/1997,,,2.423,,2.423,2.423,,,,,,,,,,,,
07/31/1997,,,2.855,,2.855,2.855,,,,,,,,,,,,
10/31/1997,,,4.783,,4.783,4.783,,,,,,,,,,,,
01/31/1998,,,0.0,,3.819,3.819,,,,,,,,,,,,
04/30/1998,,,2.1,,2.1,2.1,,,,,,,,,,,,
07/31/1998,,,3.44,,3.442,3.442,,,,,,,,,,,,
10/31/1998,,,5.035,,5.035,5.035,,,,,,,,,,,,
01/31/1999,,,5.185,,5.185,5.185,,,,,,,,,,,,
04/30/1999,,,2.95,,2.95,2.95,,,,,,,,,,,,
07/31/1999,,,6.54,,4.097,4.097,,,,,,,,,,,,
10/31/1999,,,6.953,,6.1,6.1,,,,,,,,,,,,
01/31/2000,,,6.588,,5.533,5.533,,,,,,,,,,,,
04/30/2000,,,2.99,,2.99,2.99,,,,,,,,,,,,
07/31/2000,,,1.737,,1.737,1.737,,,,,,,,,,,,
10/31/2000,,,2.361,,2.361,2.361,,16.6666666666667,,,,,,,,,,
01/31/2001,,,3.407,,3.407,3.407,,0.0,,,,,,,,,,
04/30/2001,,,1.151,,1.151,1.151,,-32.6923076923077,,,,,,,,,,
07/31/2001,,,3.157,,3.157,3.157,,18.4210526315789,,,,,,,,,,
10/31/2001,,,4.928,,4.928,4.928,,9.37500000000001,,,,,,,,,,
01/31/2002,,,5.771,,5.771,5.771,,3.125,,,,,,,,,,
04/30/2002,,,4.755,,4.755,4.755,,4.83870967741936,,,,,,,,,,
07/31/2002,,,6.255,,6.255,6.255,,5.26315789473685,,,,,,,,,,
10/31/2002,,,8.026,,8.026,8.026,,2.04081632653061,,,,,,,,,,
01/31/2003,,,8.377,,8.377,8.377,,9.37499999999999,,,,,,,,,,
04/30/2003,,,6.393,,6.393,6.393,,11.1111111111111,,,,,,,,,,
07/31/2003,,,9.467,,9.467,9.467,,20.0,,,,,,,,,,
10/31/2003,,,14.087,,14.087,14.087,,13.3333333333333,,,,,,,,,,
01/31/2004,,,18.429001,,18.429,18.429,,4.76190476190477,,,,,,,,,,
04/30/2004,,,16.868999,,16.869,16.869,,11.1111111111111,,,,,,,,,,
07/31/2004,,,20.507999,,20.508,20.508,,19.0476190476191,,,,,,,,,,
10/31/2004,,,26.035999,,26.036,26.036,,-48.9795918367347,,,,,,,,,,
01/31/2005,,,27.076,,27.076,27.076,,-12.0879120879121,,,,,,,,,,
04/30/2005,,,27.440001,,27.44,27.44,,-45.578231292517,,,,,,,,,,
07/31/2005,,30.25,30.6,,30.601,30.601,,-49.438202247191,,,,,,,,,1.15702479338843,
10/31/2005,,37.4,37.16,,37.162,37.162,,0.917431192660551,,,,,,,,,-0.641711229946529,
01/31/2006,,39.425,35.59,-5.79834535777646,35.593,35.593,,-9.87124463519314,,,,,,,,,-9.72733037412808,
04/30/2006,,24.22,20.299999,-0.1442270710059,20.299,20.299,,-20.0,,,,,,,,,-16.1849752270851,
07/31/2006,,26.757,25.66,-0.761078019113811,25.662,25.662,,-2.5974025974026,,,,,,,,,-4.09986171842883,
10/31/2006,,31.713,30.110001,-3.69769362898188,34.514,34.514,,-3.74331550802139,,,,,,,,,-5.05470627187589,
01/31/2007,,36.485,35.730999,3.95691560321902,35.731,35.731,,-0.943396226415095,,,,,,,,,-2.06660545429629,
04/30/2007,,29.29,29.367001,-1.13342574257424,29.367,29.367,,-3.4090909090909,,,,,,,,,0.262891771935812,
07/31/2007,,32.506,31.865999,1.73693576642336,31.866,31.866,,-0.523560209424084,,,,,,,,,-1.96887036239464,
10/31/2007,,40.828,45.382,0.265388458325844,45.382,45.382,,12.9707112970711,,,,,,,,,11.1541099245616,
01/31/2008,,49.838,53.615002,0.0883894623655857,53.616,53.616,,9.96563573883162,,,,,,,,,7.57855852963601,
04/30/2008,,38.406,42.557,0.0741116751268967,42.557,42.48355,,9.64912280701754,,7.25032801131426,,,,,8.82981873211174,,10.8082070509816,
07/31/2008,,49.373,56.988,0.0965061682424174,56.988,56.9867,,11.4864864864865,,11.7520215633423,,,,,10.748572911261,,15.4234095558301,
10/31/2008,,59.93,61.159,-0.0209181827119635,59.274,62.73135,,3.15186246418338,,0.394339287301169,,,,,-1.15620626547529,,2.05072584682129,
