Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,22.453564,,22.453564,16.437282,16.437282,16.132248,,26.794332,53.087543,,
06/30/1990,,,,,,4.258498,,4.258498,4.263168,4.263168,3.908293,,,230.073391,,
09/30/1990,,,,,,-16.075022,,-16.075022,-9.775211,-9.77521,-10.038566,,,,,
12/31/1990,,,,,,-19.325953,,-19.325953,-11.187698,-11.187697,-11.5509,,,,,
03/31/1991,,-3.723963,-0.229933,-1.192266,,-0.306543,,-0.306543,1.228144,1.228144,1.228144,,,393.251215,10.920567,
06/30/1991,,-3.962981,-0.234724,-1.213664,,3.013322,,3.013322,2.556468,2.556468,2.556468,,15.161153,183.654083,3.315196,
09/30/1991,,-0.474404,-0.024099,-0.129931,,7.090715,,7.090715,4.651662,4.651662,4.651662,,34.397848,94.171145,-0.027652,
12/31/1991,,2.614352,0.171288,1.132247,,5.485937,279.382663,5.485937,5.324282,5.324282,4.075406,,2.946715,80.629287,0.506419,
03/31/1992,,3.585757,0.232046,1.525528,,6.495681,59.745655,6.495681,5.56881,5.56881,5.56881,,14.269038,77.165605,0.818786,
06/30/1992,,4.370324,0.273017,1.767743,,7.027965,35.445485,7.027965,5.735241,5.735241,5.735241,,18.394009,72.00312,1.223554,
09/30/1992,,5.181762,0.337883,2.318864,,12.849152,105.391704,12.849152,9.152721,9.152722,9.152722,,28.767903,45.577691,2.820034,
12/31/1992,,6.217148,0.396514,2.866576,,13.58501,75.309175,13.58501,9.518694,9.518693,8.526424,,29.932375,43.551128,3.50951,
03/31/1993,,7.462164,0.484746,3.192821,,12.516432,78.256113,12.516432,9.344976,11.384113,11.143648,,25.338342,50.381497,3.702614,
06/30/1993,,8.858148,0.579683,4.081971,,17.215144,236.547917,17.215144,12.542867,12.542868,12.302112,,27.140505,37.444552,5.541254,
09/30/1993,,7.828185,0.549328,3.774686,,18.75236,103.210558,7.478817,6.821805,6.821805,6.585847,,8.784968,68.773879,2.444438,
12/31/1993,,8.578531,0.598088,4.469162,,18.719352,229.690746,18.719352,12.933408,12.933408,12.696872,,30.908886,47.023832,4.544577,
