Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/02/1996,6073.0,,,-4452.0,,1621.0,,-1316.0,,,,,305.0,-114.0,,114.0,,0.0,0.0,191.0,-75.0,116.0,9.0,,,107.0,0.0,107.0,-5.0,,102.0,102.0,,875.200012,0.12,0.13,0.13,922.400024,0.115,0.125,0.125,
02/01/1997,8167.0,,,-6030.0,,2137.0,,-1540.0,,,,,597.0,-242.0,,108.0,,0.0,134.0,355.0,-140.0,215.0,1.0,,,214.0,0.0,214.0,-5.0,,209.0,209.0,,877.599976,0.24,0.24,0.335,922.400024,0.225,0.225,0.315,
05/03/1997,5889.0,,,-4253.0,,1636.0,,-1321.0,,,,,315.0,-107.0,107.0,107.0,,0.0,0.0,208.0,-82.0,126.0,21.0,,,105.0,0.0,105.0,-5.0,,100.0,100.0,-6.0,869.599976,0.1125,0.1375,0.135,924.799988,0.11,0.1325,0.13,
08/02/1997,6293.0,,,-4586.0,,1707.0,,-1367.0,,,,,340.0,-107.0,107.0,107.0,,0.0,0.0,233.0,-92.0,141.0,11.0,,,130.0,0.0,130.0,-5.0,,125.0,125.0,,871.400024,0.14,0.1525,0.1525,927.599976,0.135,0.1475,0.1475,
11/01/1997,6622.0,,,-4815.0,,1807.0,,-1403.0,,,,,404.0,-107.0,107.0,107.0,,0.0,0.0,297.0,-118.0,179.0,19.0,,,160.0,0.0,160.0,-5.0,,155.0,155.0,-32.0,873.0,0.18,0.2,0.2,927.599976,0.17,0.19,0.19,
01/31/1998,8953.0,,,-6666.0,,2287.0,,-1604.0,,,,,683.0,-95.0,,95.0,,0.0,0.0,588.0,-232.0,356.0,0.0,,,356.0,0.0,356.0,-5.0,,351.0,351.0,,874.799988,0.4,0.4,0.4,928.799988,0.38,0.38,0.38,
05/02/1998,6402.0,,,-4478.0,,1924.0,,-1563.0,,,,,361.0,-96.0,96.0,96.0,,0.0,0.0,265.0,-105.0,160.0,2.0,,,158.0,0.0,158.0,-8.0,,150.0,150.0,,877.200012,0.175,0.18,0.18,933.200012,0.165,0.17,0.17,
08/01/1998,6987.0,,,-4890.0,,2097.0,,-1712.0,,,,,385.0,-101.0,101.0,101.0,,0.0,0.0,284.0,-112.0,172.0,0.0,,,172.0,0.0,172.0,-8.0,,164.0,164.0,,879.200012,0.19,0.19,0.19,935.200012,0.18,0.18,0.18,
10/31/1998,7218.0,,,-5046.0,,2172.0,,-1766.0,,,,,406.0,-104.0,104.0,104.0,,0.0,0.0,302.0,-119.0,183.0,1.0,,,182.0,0.0,182.0,-9.0,,173.0,173.0,2.0,881.0,0.2,0.2,0.2,932.599976,0.195,0.195,0.195,
01/30/1999,10139.0,,,-7431.0,,2708.0,,-1906.0,,,,,802.0,-194.0,,97.0,,0.0,97.0,608.0,-258.0,447.0,24.0,,,326.0,0.0,423.0,-5.0,,418.0,418.0,,882.6,0.475,0.5,0.5,937.6,0.45,0.475,0.475,
05/01/1999,7158.0,,,-4976.0,,2182.0,,-1771.0,1690.0,,,81.0,411.0,-94.0,94.0,94.0,,0.0,0.0,317.0,-123.0,194.0,0.0,,,194.0,0.0,194.0,-4.5,,189.5,189.5,,884.799988,0.215,0.215,0.215,939.0,0.205,0.205,0.205,
07/31/1999,7687.0,,,-5193.0,,2494.0,,-2022.0,1810.0,,,212.0,472.0,-98.0,98.0,98.0,,0.0,0.0,374.0,-146.0,228.0,4.0,,,224.0,0.0,224.0,-4.5,,219.5,219.5,,1764.4,0.125,0.125,0.125,1865.4,0.12,0.12,0.12,
10/30/1999,7927.0,,,-5486.0,,2441.0,,-1947.0,,,,,494.0,-102.0,102.0,102.0,,0.0,0.0,392.0,-151.0,241.0,9.0,,,232.0,0.0,232.0,-4.5,,227.5,227.5,,878.599976,0.26,0.27,0.27,927.400024,0.25,0.26,0.26,
01/29/2000,10930.0,,,-7374.0,,3556.0,,-2604.0,7490.0,,,-4886.0,952.0,-140.0,99.0,99.0,0.0,0.0,41.0,812.0,-331.0,481.0,-13.0,,,494.0,0.0,494.0,-15.5,,478.5,478.5,,884.800024,0.56,0.56,0.585,926.499964,0.535,0.535,0.565,
04/29/2000,7746.0,,,-5203.0,,2543.0,,-2058.0,1834.0,,,224.0,485.0,-96.0,96.0,96.0,,0.0,0.0,389.0,-150.0,239.0,0.0,,,239.0,0.0,239.0,0.0,,239.0,239.0,,910.400024,0.26,0.26,0.26,921.200012,0.26,0.26,0.26,
07/29/2000,8251.0,,,-5593.0,,2658.0,,-2140.0,1910.0,,,230.0,518.0,-100.0,100.0,100.0,,0.0,0.0,418.0,-161.0,257.0,-1.0,,,258.0,0.0,258.0,,,258.0,258.0,,906.6,0.28,0.28,0.28,915.2,0.28,0.28,0.28,
10/28/2000,8582.0,,,-5860.0,,2722.0,,-2263.0,,,,,459.0,-108.0,108.0,108.0,,0.0,0.0,351.0,-135.0,216.0,1.0,,,215.0,0.0,215.0,0.0,0.0,215.0,215.0,,900.400024,0.24,0.24,0.24,907.799988,0.24,0.24,0.24,
02/03/2001,12324.0,,,-8639.0,,3685.0,,-2669.0,,,,,1016.0,-121.0,,121.0,0.0,0.0,0.0,895.0,-343.0,552.0,0.0,,,552.0,0.0,552.0,0.0,0.0,552.0,552.0,,903.5,0.61,0.61,0.61,913.0,0.6,0.6,0.6,
05/05/2001,8334.0,,,-5603.0,,2731.0,,-2215.0,1887.0,,,328.0,516.0,-107.0,107.0,107.0,,0.0,0.0,409.0,-155.0,254.0,0.0,,,254.0,0.0,254.0,0.0,0.0,254.0,254.0,,899.0,0.28,0.28,0.28,908.5,0.28,0.28,0.28,
08/04/2001,8941.0,,,-6082.0,,2859.0,,-2311.0,1974.0,,,337.0,548.0,-109.0,109.0,109.0,,0.0,0.0,439.0,-168.0,271.0,0.0,,,271.0,0.0,271.0,0.0,0.0,271.0,271.0,,901.0,0.3,0.3,0.3,908.900024,0.3,0.3,0.3,
11/03/2001,9331.0,,,-6337.0,,2994.0,,-2574.0,2143.0,,,431.0,420.0,-122.0,122.0,122.0,,0.0,0.0,298.0,-113.0,185.0,0.0,,,185.0,0.0,185.0,0.0,0.0,185.0,185.0,,902.299988,0.2,0.2,0.25,908.299988,0.2,0.2,0.25,
02/02/2002,13220.0,,,-9121.0,,4099.0,,-2903.0,8461.0,,,-5558.0,1196.0,-135.0,135.0,135.0,0.0,0.0,0.0,1061.0,-403.0,658.0,0.0,,,658.0,0.0,658.0,0.0,0.0,658.0,658.0,-42.0,903.700012,0.73,0.73,0.73,913.49994,0.72,0.72,0.73,
05/04/2002,9594.0,,,-6322.0,,3272.0,,-2581.0,,,,,691.0,-135.0,135.0,135.0,,0.0,0.0,556.0,-211.0,345.0,0.0,,,345.0,0.0,345.0,0.0,0.0,345.0,345.0,,906.400024,0.38,0.38,0.38,914.700012,0.38,0.38,0.38,
08/03/2002,10068.0,,,-6640.0,,3428.0,,-2715.0,2249.0,,,466.0,713.0,-154.0,154.0,154.0,,0.0,0.0,559.0,-215.0,344.0,0.0,,,344.0,0.0,344.0,0.0,0.0,344.0,344.0,,907.900024,0.38,0.38,0.38,913.0,0.38,0.38,0.38,
11/02/2002,10194.0,,,-6736.0,,3458.0,,-2865.0,2364.0,,,501.0,593.0,-145.0,145.0,145.0,,0.0,0.0,448.0,-171.0,277.0,0.0,,,277.0,0.0,277.0,0.0,0.0,277.0,277.0,,908.5,0.31,0.31,0.31,914.0,0.3,0.3,0.3,
02/01/2003,14061.0,,,-9562.0,,4499.0,,-3232.0,,,,,1267.0,-154.0,,154.0,,0.0,0.0,1113.0,-425.0,688.0,0.0,,,688.0,0.0,688.0,0.0,0.0,688.0,688.0,,909.299988,0.76,0.76,0.75,914.299988,0.75,0.75,0.74,
05/03/2003,10322.0,,,-6764.0,,3558.0,0.0,-2853.0,2326.0,,,527.0,705.0,-142.0,,142.0,,0.0,0.0,563.0,-214.0,349.0,0.0,,,349.0,0.0,349.0,0.0,0.0,349.0,349.0,,910.3,0.38,0.38,0.38,915.1,0.38,0.38,0.38,
08/02/2003,9594.0,,,-6450.0,,3144.0,0.0,-2459.0,2010.0,,,449.0,685.0,-154.0,,154.0,,0.0,0.0,531.0,-202.0,329.0,-29.0,,,358.0,0.0,358.0,0.0,0.0,358.0,358.0,,910.8,0.39,0.36,0.36,918.1,0.39,0.36,0.36,
11/01/2003,9827.0,,,-6643.0,,3184.0,0.0,-2621.0,2164.0,,,457.0,563.0,-131.0,,131.0,,0.0,0.0,432.0,-161.0,271.0,-31.0,,,302.0,0.0,302.0,0.0,0.0,302.0,302.0,,911.3,0.33,0.3,0.28,918.0,0.33,0.3,0.28,
01/31/2004,13676.0,,,-9883.0,,3793.0,,-2535.0,,,,,1258.0,-129.0,,129.0,,0.0,0.0,1129.0,-407.0,722.0,-101.0,,,823.0,0.0,823.0,0.0,0.0,823.0,823.0,,911.599976,0.9,0.79,0.79,918.0,0.9,0.79,0.79,
05/01/2004,11587.0,,,-7556.0,,4031.0,,-3183.0,2640.0,,,543.0,848.0,-144.0,144.0,144.0,,0.0,0.0,704.0,-266.0,438.0,,,,438.0,0.0,438.0,,,438.0,438.0,,912.6,0.48,0.43,0.43,920.5,0.48,0.43,0.43,
07/31/2004,10556.0,,,-7009.0,,3547.0,0.0,-2752.0,2280.0,,,472.0,795.0,-207.0,,207.0,,0.0,0.0,588.0,-222.0,366.0,-1050.0,,,1416.0,0.0,1416.0,0.0,0.0,1416.0,1416.0,,911.5,1.55,0.4,0.4,918.0,1.54,0.4,0.4,
10/30/2004,10909.0,,,-7319.0,,3590.0,0.0,-2946.0,2437.0,,,509.0,644.0,-113.0,,113.0,,0.0,0.0,531.0,-201.0,330.0,-207.0,,,537.0,0.0,537.0,0.0,0.0,537.0,537.0,,896.0,0.6,0.37,0.22,902.1,0.6,0.37,0.22,
01/29/2005,15194.0,,,-10348.0,,4846.0,,-3437.0,2888.0,,,549.0,1409.0,-107.0,107.0,107.0,,0.0,0.0,1302.0,-493.0,809.0,-16.0,,,825.0,0.0,825.0,0.0,0.0,825.0,825.0,,895.3,0.92,0.91,0.95,903.0,0.91,0.9,0.94,
04/30/2005,11477.0,,,-7556.0,,3921.0,,-3014.0,2495.0,,,519.0,907.0,-111.0,111.0,111.0,,0.0,0.0,796.0,-302.0,494.0,0.0,,,494.0,0.0,494.0,0.0,0.0,494.0,494.0,,887.0,0.56,0.56,0.56,893.5,0.55,0.55,0.55,
07/30/2005,11990.0,,,-7828.0,,4162.0,,-3183.0,2650.0,,,533.0,979.0,-110.0,110.0,110.0,,0.0,0.0,869.0,-329.0,540.0,0.0,,,540.0,0.0,540.0,0.0,0.0,540.0,540.0,,883.3,0.61,0.61,0.61,891.2,0.61,0.61,0.61,
10/29/2005,12206.0,,,-8034.0,,4172.0,,-3341.0,2786.0,,,555.0,831.0,-118.0,118.0,118.0,,0.0,0.0,713.0,-278.0,435.0,0.0,,,435.0,0.0,435.0,0.0,0.0,435.0,435.0,,881.2,0.49,0.49,0.49,887.0,0.49,0.49,0.49,
01/28/2006,16947.0,,,-11509.0,,5438.0,,-3832.0,,,,,1606.0,-124.0,,124.0,,0.0,0.0,1482.0,-543.0,939.0,0.0,,,939.0,0.0,939.0,0.0,0.0,939.0,939.0,,876.6,1.07,1.07,1.07,883.5,1.06,1.06,1.06,
04/29/2006,12863.0,,,-8473.0,,4390.0,,-3373.0,2879.0,,,494.0,1017.0,-131.0,152.0,152.0,,0.0,-21.0,886.0,-332.0,554.0,0.0,,,554.0,0.0,554.0,0.0,0.0,554.0,554.0,,870.7,0.64,0.64,0.62,877.6,0.63,0.63,0.61,
07/29/2006,13347.0,,,-8686.0,,4661.0,,-3527.0,2987.0,,,540.0,1134.0,-280.0,140.0,140.0,,,140.0,854.0,-385.0,469.0,0.0,,,469.0,0.0,469.0,0.0,0.0,469.0,469.0,,860.8,0.71,0.71,0.71,867.2,0.7,0.7,0.7,
10/28/2006,13570.0,,,-8891.0,,4679.0,,-3722.0,3151.0,,,571.0,957.0,-149.0,149.0,,,0.0,0.0,808.0,-302.0,506.0,0.0,,,506.0,0.0,506.0,0.0,0.0,506.0,506.0,0.0,857.8,0.59,0.59,0.59,864.4,0.59,0.59,0.59,
02/03/2007,19710.0,,,-13349.0,,6361.0,,-4401.0,3804.0,,,597.0,1960.0,-151.0,,151.0,,,,1809.0,-690.0,1119.0,,,,1119.0,,1119.0,,,1119.0,1119.0,,858.5,1.3,1.3,1.3,865.4,1.29,1.29,1.29,
05/05/2007,14041.0,,,-9416.0,,4625.0,0.0,-3425.0,2863.0,,,562.0,1200.0,-136.0,136.0,138.0,-2.0,0.0,0.0,1064.0,-413.0,651.0,0.0,,,651.0,0.0,651.0,0.0,0.0,651.0,651.0,0.0,855.9,0.76,0.76,0.76,862.8,0.75,0.75,0.75,
08/04/2007,14620.0,,,-9696.0,,4924.0,0.0,-3657.0,3071.0,,,586.0,1267.0,-154.0,154.0,155.0,-1.0,0.0,0.0,1113.0,-427.0,686.0,0.0,,,686.0,0.0,686.0,0.0,0.0,686.0,686.0,0.0,850.8,0.81,0.81,0.81,857.4,0.8,0.8,0.8,
11/03/2007,14835.0,,,-10035.0,,4800.0,0.0,-3842.0,3191.0,,,651.0,958.0,-177.0,177.0,184.0,-7.0,0.0,0.0,781.0,-298.0,483.0,0.0,,,483.0,0.0,483.0,0.0,0.0,483.0,483.0,,845.6,0.57,0.57,0.57,851.0,0.56,0.56,0.56,
02/02/2008,19872.0,,,-13782.0,,6090.0,0.0,-4244.0,3546.0,,,698.0,1846.0,-181.0,181.0,190.0,-9.0,0.0,0.0,1665.0,-637.0,1028.0,0.0,,,1028.0,0.0,1028.0,0.0,0.0,1028.0,1028.0,0.0,829.4,1.24,1.24,1.24,834.3,1.23,1.23,1.23,
05/03/2008,14802.0,14802.0,,-9898.0,9898.0,4904.0,0.0,-3746.0,3037.0,,435.0,274.0,1158.0,-201.0,201.0,209.0,-8.0,,0.0,957.0,-355.0,602.0,0.0,0.0,0.0,602.0,0.0,602.0,0.0,0.0,602.0,602.0,0.0,805.5,0.75,0.75,0.75,809.6,0.74,0.74,0.74,
08/02/2008,15472.0,15472.0,,-10304.0,10304.0,5168.0,0.0,-3948.0,3153.0,,448.0,347.0,1220.0,-217.0,217.0,227.0,-10.0,,0.0,1003.0,-369.0,634.0,0.0,0.0,0.0,634.0,0.0,634.0,0.0,0.0,634.0,634.0,0.0,770.3,0.82,0.82,0.82,773.9,0.82,0.82,0.82,
11/01/2008,15114.0,15114.0,,-10130.0,10130.0,4984.0,0.0,-4117.0,3245.0,,469.0,403.0,867.0,-234.0,234.0,240.0,-6.0,,0.0,633.0,-264.0,369.0,0.0,0.0,0.0,369.0,0.0,369.0,0.0,0.0,369.0,369.0,0.0,753.5,0.49,0.49,0.49,756.6,0.49,0.49,0.49,
01/31/2009,19560.0,19560.0,,-13824.0,13824.0,5736.0,0.0,-4579.0,3519.0,,474.0,586.0,1157.0,-214.0,214.0,218.0,-4.0,,0.0,943.0,-334.0,609.0,0.0,0.0,0.0,609.0,0.0,609.0,0.0,0.0,609.0,609.0,0.0,752.4,0.81,0.81,0.81,754.1,0.81,0.81,0.81,
05/02/2009,14833.0,14833.0,,-9936.0,9936.0,4897.0,0.0,-3871.0,3015.0,,472.0,384.0,1026.0,-202.0,202.0,203.0,-1.0,,0.0,824.0,-302.0,522.0,0.0,0.0,0.0,522.0,0.0,522.0,0.0,0.0,522.0,534.35,12.35,752.2,0.69,0.69,0.710383,753.0,0.69,0.69,0.706401,
08/01/2009,15067.0,15067.0,,-9914.0,9914.0,5153.0,0.0,-4002.0,3136.0,,478.0,388.0,1151.0,-194.0,194.0,195.0,-1.0,,0.0,957.0,-363.0,594.0,0.0,0.0,0.0,594.0,0.0,594.0,0.0,0.0,594.0,594.0,0.0,752.0,0.79,0.79,0.79,754.4,0.79,0.79,0.79,
10/31/2009,15276.0,15276.0,,-10229.0,10229.0,5047.0,0.0,-4173.0,3255.0,,537.0,381.0,874.0,-191.0,191.0,191.0,0.0,,0.0,683.0,-247.0,436.0,0.0,0.0,0.0,436.0,0.0,436.0,0.0,0.0,436.0,436.0,0.0,751.8,0.58,0.58,0.58,755.7,0.58,0.58,0.58,
01/30/2010,20181.0,20181.0,,-13982.0,13982.0,6199.0,0.0,-4577.0,3673.0,,536.0,368.0,1622.0,-213.0,213.0,214.0,-1.0,,0.0,1409.0,-473.0,936.0,0.0,0.0,0.0,936.0,0.0,936.0,0.0,0.0,936.0,936.0,0.0,751.8,1.25,1.25,1.25,756.2,1.24,1.24,1.24,
05/01/2010,15593.0,15593.0,,-10412.0,10412.0,5181.0,0.0,-3939.0,3143.0,,516.0,280.0,1242.0,-187.0,187.0,188.0,-1.0,,0.0,1055.0,-384.0,671.0,0.0,0.0,0.0,671.0,0.0,671.0,0.0,0.0,671.0,671.0,0.0,739.9,0.91,0.91,0.91,745.7,0.9,0.9,0.9,
07/31/2010,15532.0,15532.0,,-10293.0,10293.0,5239.0,0.0,-3973.0,3263.0,,496.0,214.0,1266.0,-185.0,185.0,186.0,-1.0,,0.0,1081.0,-402.0,679.0,0.0,0.0,0.0,679.0,0.0,679.0,0.0,0.0,679.0,679.0,0.0,731.1,0.93,0.93,0.93,736.6,0.92,0.92,0.92,
10/30/2010,15605.0,15605.0,,-10562.0,10562.0,5043.0,0.0,-4076.0,3345.0,,533.0,198.0,967.0,-194.0,194.0,195.0,-1.0,,0.0,773.0,-238.0,535.0,0.0,0.0,0.0,535.0,0.0,535.0,0.0,0.0,535.0,491.74,-43.26,715.4,0.75,0.75,0.687364,721.0,0.74,0.74,0.68,
