Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/27/1992,1529.047974,307.991014,17.114,290.877014,147.565002,,,16.514999,,,,,35.888,,,,,,,507.959015,389.79599,800.80603,-411.01001,0.0,,631.29303,,,,,,631.29303,1021.08902,,174.220993,174.220993,,,,0.0,,,,,,99.104019,,,,99.104019,273.325012,51.860001,,,,,233.949005,,,233.949005,285.809006,559.134018,0.0,38.695,,,-497.747986,,1428.96698,969.913994,0.0,969.913994,1529.048012,
12/31/1992,1568.120972,328.268997,86.839996,241.429001,120.530998,,,20.257999,,,,,55.917,,,,,,,524.974976,390.803986,813.039978,-422.235992,0.0,,652.34198,,,,,,652.34198,1043.145966,,188.524994,188.524994,,,,0.0,,,,,,93.822998,,,,93.822998,282.347992,51.841999,,,,,240.925995,,,240.925995,292.767994,575.115986,0.0,38.747002,,,-505.186005,,1459.444001,993.004998,0.0,993.004998,1568.120984,
04/04/1993,1576.649048,317.436996,96.242996,221.194,147.927002,,,21.815001,,,,,43.764,,,,,,,530.942993,393.618011,830.838989,-437.221008,0.0,,652.088013,,,,,,652.088013,1045.706024,,174.707001,174.707001,,,,0.0,,,,,,124.490997,,,,124.490997,299.197998,51.823002,,,,,228.511002,,,228.511002,280.334003,579.532001,0.0,41.243999,,,-519.223022,,1475.096008,997.116985,0.0,997.116985,1576.648987,
07/04/1993,1587.295044,320.957001,131.985001,188.972,150.585999,,,19.267,,,,,43.112999,,,,,,,533.922974,405.291992,854.778992,-449.487,0.0,,648.080017,,,,,,648.080017,1053.372009,,187.408997,187.408997,,,,0.0,,,,,,88.574005,,,,88.574005,275.983002,51.805,,,,,226.235992,,,226.235992,278.040993,554.023994,0.0,41.273998,,,-519.190979,,1511.187988,1033.271008,0.0,1033.271008,1587.295002,
09/30/1993,1612.092041,400.664001,194.218002,206.445999,147.195007,,,19.943001,,,,,40.769001,,,,,,,608.570984,364.5,824.598999,-460.098999,0.0,,639.020996,,,,,,639.020996,1003.520996,,186.779999,186.779999,,,,0.0,,,,,,101.838989,,,,101.838989,288.618988,51.786999,,,,,226.384003,,,226.384003,278.171001,566.789989,0.0,41.176998,,,-527.416992,,1531.541992,1045.301998,0.0,1045.301998,1612.091988,
12/31/1993,1622.504028,429.92398,171.511993,258.411987,140.518005,,,16.419001,,,,,38.713001,,,,,,,625.573975,363.717987,833.077026,-469.359009,0.0,,633.211975,,,,,,633.211975,996.929962,,163.552994,163.552994,,,,0.0,,,,,,94.979996,,,,94.979996,258.53299,51.768002,,,,,224.783997,,,224.783997,276.551999,535.084989,0.0,41.354,,,-527.388977,,1573.453918,1087.418941,0.0,1087.418941,1622.50393,
03/31/1994,1659.612061,454.760994,377.890991,76.870003,126.003998,,,20.677999,,,,,32.014999,,,,,,,633.458008,371.735992,853.750977,-482.015015,0.0,,654.41803,,,,,,654.41803,1026.154022,,147.639008,147.639008,,,,0.0,,,,,,129.98999,,,,129.98999,277.628998,50.349998,,,,,233.024994,,,233.024994,283.374992,561.00399,0.0,41.321999,,,-527.403015,,1584.689026,1098.60801,0.0,1098.60801,1659.612,
06/30/1994,1643.496948,112.042004,97.257004,14.785,172.307007,,,18.202999,,,,,33.683998,,,,,,,336.235992,418.044006,911.786011,-493.742004,0.0,,889.21698,,,,,,889.21698,1307.260986,,176.729004,176.729004,,,,0.0,,,,,,93.980988,,,,93.980988,270.709991,50.332001,,,,,234.126007,,,234.126007,284.458008,555.167999,0.0,41.290001,,,-579.719971,,1626.758911,1088.328941,0.0,1088.328941,1643.496941,
09/30/1994,1700.379028,148.010995,132.981995,15.029,166.505997,,,18.573,,,,,40.299,,,,,,,373.389008,422.507996,913.637024,-491.128998,0.0,,904.481995,,,,,,904.481995,1326.98999,,183.858994,183.858994,,,,0.0,,,,,,106.184006,,,,106.184006,290.042999,50.318001,,,,,247.716003,,,247.716003,298.034004,588.077003,0.0,41.227001,,,-580.117004,,1651.191956,1112.301952,0.0,1112.301952,1700.378956,
12/31/1994,1696.868042,141.838997,117.268997,24.57,175.440994,,,20.378,,,,,38.221001,,,,,,,375.878998,411.395996,910.567993,-499.171997,0.0,,909.593018,,,,,,909.593018,1320.989014,,186.128998,186.128998,,,,0.0,,,,,,86.944,,,,86.944,273.072998,50.297001,,,,,246.565002,,,246.565002,296.862003,569.935001,0.0,41.272999,,,-614.098022,,1699.758056,1126.933033,0.0,1126.933033,1696.868034,
03/31/1995,1690.983032,151.278999,82.588997,68.690002,170.235992,,,25.666,,,,,33.550999,,,,,,,380.731995,410.556,925.231995,-514.676025,0.0,,899.695007,,,,,,899.695007,1310.251007,,160.184006,160.184006,,,,50.277,,,,,,131.881981,,,,131.881981,342.342987,0.0,,,,,255.544006,,,255.544006,255.544006,597.886993,0.0,44.261002,,,-672.351013,,1721.185974,1093.095963,0.0,1093.095963,1690.982956,
06/30/1995,1718.064941,99.621998,90.309998,9.312,194.466003,,,25.344,,,,,30.278999,,,,,,,349.710999,459.033997,969.435974,-510.402008,0.0,,909.320007,,,,,,909.320007,1368.354004,,182.988998,182.988998,,,,50.258999,,,,,,96.739002,,,,96.739002,329.987,0.0,,,,,264.036987,,,264.036987,264.036987,594.023987,0.0,44.262001,,,-692.39502,,1772.174072,1124.041054,0.0,1124.041054,1718.065041,
09/30/1995,1773.828003,114.395999,106.264999,8.131,186.966995,,,31.691999,,,,,53.108002,,,,,,,386.162994,464.554993,986.862,-522.307007,0.0,,923.109985,,,,,,923.109985,1387.664978,,205.154007,205.154007,,,,50.240002,,,,,,98.695988,,,,98.695988,354.089996,0.0,,,,,285.932007,,,285.932007,285.932007,640.022003,0.0,44.462002,,,-702.299011,,1791.643005,1133.805996,0.0,1133.805996,1773.827999,
12/31/1995,1732.892944,159.657001,146.901001,12.756,200.697998,,,26.766001,,,,,19.448999,,,,,,,406.570007,457.359009,993.049988,-535.690979,0.0,,868.963989,,,,,,868.963989,1326.322998,,172.003998,172.003998,,,,50.222,,,,,,85.951004,,,,85.951004,308.177002,0.0,,,,,240.511993,,,240.511993,240.511993,548.688995,0.0,44.941002,,,-702.203979,,1841.466918,1184.203941,0.0,1184.203941,1732.892936,
03/31/1996,1753.33606,73.949997,73.949997,0.0,197.412994,,,30.601,,,,,27.784,,,,,,,329.747986,491.847992,1042.646973,-550.799011,0.0,,931.73999,,,,,,931.73999,1423.587982,,177.675003,177.675003,,,,0.0,,,,,,122.636002,,,,122.636002,300.311005,0.0,,,,,249.369995,,,249.369995,249.369995,549.681,11.947,45.097,,,-707.927002,,1854.537964,1203.654962,0.0,1203.654962,1753.335961,
06/30/1996,1785.668945,101.664001,101.664001,0.0,232.468002,,,24.531,,,,,22.221001,,,,,,,380.884003,470.118988,1037.036987,-566.91803,0.0,,934.666016,,,,,,934.666016,1404.785004,,191.981995,191.981995,,,,0.0,,,,,,84.494019,,,,84.494019,276.476013,0.0,,,,,250.962997,,,250.962997,250.962997,527.439011,11.947,45.382,,,-714.986023,,1915.887024,1258.23,0.0,1258.23,1785.669011,
09/30/1996,1855.329956,101.010002,101.010002,0.0,221.384995,,,23.207001,,,,,42.342999,,,,,,,387.945007,499.597992,1081.296021,-581.697998,0.0,,967.786987,,,,,,967.786987,1467.384979,,218.376999,218.376999,,,,0.0,,,,,,96.327011,,,,96.327011,314.70401,0.0,,,,,256.464996,,,256.464996,256.464996,571.169006,11.947,45.529999,,,-718.643982,,1945.327942,1284.160958,0.0,1284.160958,1855.329965,
12/29/1996,1870.411011,102.278,102.278,0.0,233.063004,,,24.427,,,,,22.863001,,,,,,,382.631012,511.363007,1105.557983,-594.195007,0.0,,976.416992,,,,,,976.416992,1487.779999,,194.186005,194.186005,,,,0.0,,,,,,87.449981,,,,87.449981,281.635986,0.0,,,,,254.024994,,,254.024994,254.024994,535.66098,11.947,46.455002,,,-733.828979,,2010.177001,1334.750024,0.0,1334.750024,1870.411004,
03/30/1997,1884.055054,104.804001,104.804001,0.0,209.488998,,,30.641001,,,,,17.844,,,,,,,362.778015,535.023987,1135.134033,-600.109985,0.0,,986.252991,,,,,,986.252991,1521.276978,,180.781998,180.781998,,,,0.0,,,,,,130.541,,,,130.541,311.322998,0.0,,,,,256.307007,,,256.307007,256.307007,567.630005,11.947,50.297001,,,-773.611023,,2027.792053,1316.425031,0.0,1316.425031,1884.055036,
06/29/1997,1886.869019,63.126999,63.126999,0.0,234.559998,,,26.795,,,,,18.464001,,,,,,,342.946014,563.22699,1176.275024,-613.047974,0.0,,980.695984,,,,,,980.695984,1543.922974,,194.350006,194.350006,,,,0.0,,,,,,95.945007,,,,95.945007,290.295013,0.0,,,,,257.428986,,,257.428986,257.428986,547.723999,11.947,51.080002,,,-807.585999,,2083.704041,1339.145043,0.0,1339.145043,1886.869042,
09/28/1997,1983.104004,34.202,34.202,0.0,243.789001,,,26.931,,,,,23.468,,,,,,,328.390015,592.630005,1220.146973,-627.517029,0.0,,1062.083984,,,,,,1062.083984,1654.713989,,229.403,229.403,,,,0.0,,,,,,100.947006,,,,100.947006,330.350006,0.0,,,,,267.093994,,,267.093994,267.093994,597.444,11.947,51.237999,,,-819.335999,,2141.810974,1385.659974,0.0,1385.659974,1983.103974,
12/29/1997,2077.316895,21.117001,21.117001,0.0,244.203003,,,19.212999,19.212999,,,,23.959,,,,,,,308.492004,653.75,1231.194946,-577.445007,0.0,,1115.074951,679.713989,,,,,435.360962,1768.824951,,213.824005,213.824005,,,,296.394012,,,,,,98.537964,,,,98.537964,608.755981,0.0,,,,,272.540009,,,272.540009,272.540009,881.29599,11.947,53.415001,,,-1100.249023,,2230.908081,1196.021059,0.0,1196.021059,2077.317049,
03/29/1998,2069.034912,39.231998,39.231998,0.0,234.416,,,23.569,23.569,,,,18.245001,,,,,,,315.462006,657.827026,1256.155029,-598.328003,0.0,,1095.745972,,,,,,1095.745972,1753.572998,,207.324005,207.324005,,,,0.0,,,,,,211.26001,,,,211.26001,418.584015,0.0,,,,,277.252991,,,277.252991,277.252991,695.837006,11.947,54.141998,,,-1105.432983,,2412.541992,1373.198007,0.0,1373.198007,2069.035013,
06/28/1998,2216.434082,21.677999,21.677999,0.0,267.342987,,,31.298,31.298,,,,34.077999,,,,,,,354.397003,714.132019,1321.204956,-607.072998,0.0,,1147.905029,756.679993,,,,,391.225036,1862.037048,,221.906006,221.906006,,,,156.983994,,,,,,128.237991,,,,128.237991,507.127991,0.0,,,,,282.437012,,,282.437012,282.437012,789.565003,11.873,56.431,,,-1105.875,,2464.439941,1426.868941,0.0,1426.868941,2216.433944,
09/27/1998,2505.426025,4.517,4.517,0.0,266.442993,,,26.525,26.525,,,,22.917999,,,,,,,320.403015,793.125977,1418.713013,-625.586975,0.0,,1391.896973,876.775024,,,,,515.121948,2185.022949,,248.529007,248.529007,,,,380.505005,,,,,,99.89299,,,,99.89299,728.927002,0.0,,,,,293.515015,,,293.515015,293.515015,1022.442017,11.873,57.292999,,,-1112.265015,,2526.083008,1482.983993,0.0,1482.983993,2505.426009,
01/03/1999,2729.660889,86.866002,15.19,71.676003,236.514008,,,20.153999,20.153999,,,,61.344002,,,,,,,404.877991,841.062012,1407.677979,-566.616028,184.440002,,1299.281006,883.231995,,,,,416.049011,2324.78302,,245.067993,245.067993,,,,58.362,,,,,,85.649017,,,,85.649017,389.07901,395.0,,,,,345.605988,,,345.605988,740.605988,1129.684998,11.873,66.198997,,,-1115.692993,,2637.597046,1599.97605,0.0,1599.97605,2729.661048,
04/04/1999,2743.96,83.101,18.006,65.095,226.563,226.563,,24.488,24.488,,,,34.816,,,,,,,368.968,847.839,1439.252,-591.413,196.557,196.557,1330.596,885.669,885.669,0.0,,66.645,378.282,2374.992,,238.306,238.306,,,,37.572,,,,,,95.829,,,,95.829,371.707,397.425,,,,,353.008,,,353.008,750.433,1122.14,11.873,66.977,,,-1115.703,2615.679,42.994,1621.82,0.0,1621.82,2743.96,
07/04/1999,2798.35,74.237,17.707,56.53,259.566,259.566,,21.27,21.27,,,,56.65,,,,,,,411.723,856.1,1458.158,-602.058,183.383,183.383,1347.144,81.941,,,,60.081,1205.122,2386.627,,265.56,265.56,,,,33.247,,,,,,95.043,,,,95.043,393.85,397.49,,,,,353.732,,,353.732,751.222,1145.072,11.873,67.942,,,-1122.66,2670.231,25.892,1653.278,0.0,1653.278,2798.35,
10/03/1999,2841.952,47.401,19.769,27.632,263.843,263.843,,22.35,,,,,45.499,,,,,,,379.093,849.521,1467.243,-617.722,164.0,,1449.338,858.713,,,,143.965,446.66,2462.859,,259.159,259.159,,,,65.492,,,,,,91.159,,,,91.159,415.81,397.555,,,,,337.994,,,337.994,735.549,1151.359,11.873,126.131,,,-1149.908,2708.678,-6.181,1690.593,,1690.593,2841.952,
01/02/2000,2986.944,112.707,75.479,37.228,270.264,,,13.89,13.89,,,,79.298,,,,,,,476.159,854.906,1481.805,-626.899,165.784,,1490.095,886.06,,,,,604.035,2510.785,,158.197,158.197,,,,487.677,,,,,,176.674,,,,176.674,822.548,397.62,,,,,387.113,,,387.113,784.733,1607.281,11.873,128.867,,,-1531.133,,2770.056,1379.663,0.0,1379.663,2986.944,
04/02/2000,2923.836,65.733,29.308,36.425,269.722,269.722,,25.189,25.189,,,,33.129,,,,,,,393.773,850.736,1506.628,-655.892,168.583,168.583,1510.744,876.974,,,,146.043,487.727,2530.063,,232.153,232.153,,,,395.352,,,,,,100.693,,,,100.693,728.198,397.685,,,,,408.777,,,408.777,806.462,1534.66,13.148,141.924,,,-1531.163,2767.804,-2.537,1389.176,0.0,1389.176,2923.836,
07/02/2000,2966.546,46.497,26.52,19.977,292.977,292.977,,26.468,26.468,,,,63.062,,,,,,,429.004,865.78,1544.264,-678.484,159.036,159.036,1512.726,869.181,869.181,0.0,,136.277,507.268,2537.542,,254.635,254.635,,,,125.0,,,,,,94.614,,,,94.614,474.249,672.852,,,,,415.263,,,415.263,1088.115,1562.364,13.148,143.673,,,-1530.35,2795.934,-18.223,1404.182,0.0,1404.182,2966.546,
10/01/2000,3225.614,49.2,29.759,19.441,315.449,315.449,,33.074,,,,,64.341,,,,,,,462.064,895.531,1611.981,-716.45,190.009,190.009,1678.01,1008.866,1008.866,0.0,,125.636,543.508,2763.55,,287.348,287.348,,,,125.0,,,,,,95.798,,,,95.798,508.146,811.018,,,,,463.879,,,463.879,1274.897,1783.043,13.148,144.883,,,-1529.943,2816.433,-1.95,1442.571,0.0,1442.571,3225.614,
12/31/2000,3200.743,31.293,20.345,10.948,306.016,,,15.178,15.178,,,,52.58,,,,,,,405.067,927.061,1663.842,-736.781,210.189,,1658.426,1007.72,,,,,650.706,2795.676,,163.197,163.197,,,,50.0,,,,,,195.6,,,,195.6,408.797,873.267,,,,,424.524,,,424.524,1297.791,1706.588,13.148,148.159,,,-1528.202,,2861.05,1494.155,0.0,1494.155,3200.743,
04/01/2001,3549.893,54.663,42.919,11.744,279.89,279.89,,28.256,,,,,47.59,,,,,,,410.399,1033.937,1733.486,-699.549,193.818,193.818,1911.739,1253.951,,,,121.139,536.649,3139.494,,259.434,259.434,,,,50.0,,,,,,105.664,,,,105.664,415.098,926.643,,,,,541.782,,,541.782,1468.425,1883.523,13.148,157.172,,,-1525.02,3026.146,-5.076,1666.37,0.0,1666.37,3549.893,
07/01/2001,3635.895,67.421,50.608,16.813,304.702,304.702,,24.289,,,,,42.258,,,,,,,438.67,1068.606,1803.456,-734.85,205.444,205.444,1923.175,1243.465,,,,121.337,558.373,3197.225,,282.618,282.618,,,,50.0,,,,,,105.25,,,,105.25,437.868,979.251,,,,,539.814,,,539.814,1519.065,1956.933,13.148,157.246,,,-1524.781,3027.057,6.292,1678.962,0.0,1678.962,3635.895,
09/30/2001,3592.033,35.339,23.848,11.491,306.923,306.923,,24.259,,,,,41.376,,,,,,,407.897,1080.65,1849.923,-769.273,207.319,207.319,1896.167,1227.085,,,,103.305,565.777,3184.136,,304.116,304.116,,,,50.0,,,,,,98.095,,,,98.095,452.211,921.108,,,,,552.994,,,552.994,1474.102,1926.313,13.132,157.755,,,-1524.033,3015.079,3.787,1665.72,0.0,1665.72,3592.033,
12/30/2001,3559.098,47.846,31.48,16.366,279.328,,,19.042,,,,,50.641,,,,,,,396.857,1098.211,1892.807,-794.596,219.039,,1844.991,1205.747,,,,,639.244,3162.241,,158.744,158.744,,,,50.0,,,,,,225.346,,,,225.346,434.09,883.078,,,,,545.313,,,545.313,1428.391,1862.481,13.132,162.814,,,-1523.527,,3044.198,1696.617,0.0,1696.617,3559.098,
03/31/2002,3508.341,28.246,25.523,2.723,246.97,246.97,,21.106,,,,,36.748,,,,,,,333.07,1112.956,1965.446,-852.49,210.6,210.6,1851.715,1230.73,777.424,453.306,,82.125,538.86,3175.271,,318.377,318.377,,,,464.811,,,,,,97.777,,,,97.777,880.965,403.628,,,,,535.887,,,535.887,939.515,1820.48,13.132,164.701,,,-1522.542,3026.192,6.378,1687.861,0.0,1687.861,3508.341,
06/30/2002,3516.429,25.046,22.717,2.329,272.845,272.845,,29.288,,,,,34.579,,,,,,,361.758,1107.567,1986.633,-879.066,197.945,197.945,1849.159,1224.697,771.391,453.306,,77.284,547.178,3154.671,,303.928,303.928,,,,400.457,,,,,,159.237,,,,159.237,863.622,405.779,,,,,537.131,,,537.131,942.91,1806.532,12.916,165.124,,,-1522.541,3051.672,2.726,1709.897,0.0,1709.897,3516.429,
09/29/2002,3576.774,39.877,35.28,4.597,291.098,291.098,,36.208,,,,,39.744,,,,,,,406.927,1097.165,2012.554,-915.389,218.921,218.921,1853.761,1226.454,771.053,455.401,,74.124,553.183,3169.847,,330.84,330.84,,,,362.714,,,,,,157.503,,,,157.503,851.057,405.267,,,,,564.582,,,564.582,969.849,1820.906,12.916,166.08,,,-1522.295,3085.882,13.285,1755.868,0.0,1755.868,3576.774,
12/29/2002,3583.894,30.524,28.771,1.753,285.374,,,27.629,,,,,39.428,,,,,,,382.955,1094.4,2020.785,-926.385,214.78,,1891.759,1255.433,,,,,636.326,3200.939,,336.582,336.582,,,,259.258,,,,,,140.272,,,,140.272,736.112,405.547,,,,,592.026,,,592.026,997.573,1733.685,12.916,169.09,,,-1521.806,,3190.009,1850.209,0.0,1850.209,3583.894,
03/30/2003,3653.168,37.742,36.311,1.431,278.511,278.511,,29.972,,,,,41.771,,,,,,,387.996,1080.98,2054.268,-973.288,193.384,193.384,1990.808,1401.835,856.274,545.561,,63.142,525.831,3265.172,,315.411,315.411,,,,217.436,,,,,,203.098,,,,203.098,735.945,431.029,,,,,591.253,,,591.253,1022.282,1758.227,12.916,177.976,,,-1519.506,3224.798,-1.243,1894.941,0.0,1894.941,3653.168,
06/29/2003,3715.066,32.716,30.796,1.92,300.982,300.982,,31.476,,,,,36.699,,,,,,,401.873,1068.979,2087.437,-1018.458,216.265,216.265,2027.949,1358.867,874.948,483.919,,61.295,607.787,3313.193,,351.674,351.674,,,,195.141,,,,,,174.372,,,,174.372,721.187,427.793,,,,,604.688,,,604.688,1032.481,1753.668,12.622,178.754,,,-1519.252,3271.174,18.1,1961.398,0.0,1961.398,3715.066,
09/28/2003,3814.541,49.158,47.097,2.061,318.41,318.41,,32.582,,,,,58.6,,,,,,,458.75,1056.213,2115.298,-1059.085,222.168,222.168,2077.41,1406.605,917.747,488.858,,60.378,610.427,3355.791,,429.996,429.996,,,,168.966,,,,,,191.422,,,,191.422,790.384,421.769,,,,,629.215,,,629.215,1050.984,1841.368,12.54,180.121,,,-1518.743,3276.9,22.355,1973.173,0.0,1973.173,3814.541,
12/28/2003,3901.558,90.06,87.437,2.623,328.816,328.816,,27.709,,,,,49.251,,,,,,,495.836,1051.373,2136.163,-1084.79,245.335,245.335,2109.014,1457.576,965.694,491.882,,61.312,590.126,3405.722,,339.239,339.239,,,,208.62,,,,,,164.014,,,,164.014,711.873,422.471,,,,,679.733,,,679.733,1102.204,1814.077,12.54,186.951,,,-1517.894,3364.407,41.477,2087.481,0.0,2087.481,3901.558,
03/28/2004,3951.825,66.143,63.867,2.276,319.29,319.29,,30.064,,,,,44.701,,,,,,,460.198,1052.678,2180.557,-1127.879,271.654,271.654,2167.295,1504.135,1011.879,492.256,,58.938,604.222,3491.627,,328.982,328.982,,,,133.963,,,,,,237.928,,,,237.928,700.873,427.907,,,,,684.768,,,684.768,1112.675,1813.548,12.54,194.093,,,-1515.34,3390.127,56.857,2138.277,0.0,2138.277,3951.825,
