Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1993,1309.44397,13.779,12.944,0.835,57.941002,,,0.0,,,,,9.094,,,,,80.814003,643.499023,1175.744995,-532.245972,1.971,,,583.159973,,,,,583.159973,1228.629996,,100.016998,100.016998,,,,0.0,,,,,169.414002,,,,169.414002,269.431,2143.879883,,,,399.377014,,,399.377014,2543.256897,2812.687897,0.001,-80.023003,,,-2.237,,-1420.985046,-1503.244049,0.0,-1503.244049,1309.443848,
03/31/1994,1447.531006,32.429,31.594,0.835,55.362999,,,0.0,,,,,9.971,,,,,97.763,704.148987,,,1.266,,,644.353027,,,,,644.353027,1349.768014,,99.283997,99.283997,,,,0.0,,,,,170.156006,,,,170.156006,269.440002,2229.571045,,,,408.959015,,,408.959015,2638.53006,2907.970062,0.002,20.35,,,-3.237,,-1477.554016,-1460.439015,0.0,-1460.439015,1447.531047,
06/30/1994,1481.371948,18.234,17.399,0.835,66.877998,,,0.0,,,,,9.253,,,,,94.364998,733.257996,,,1.353,,,652.395996,,,,,652.395996,1387.006992,,100.349998,100.349998,,,,0.0,,,,,168.816994,,,,168.816994,269.166992,2298.424072,,,,425.644012,,,425.644012,2724.068085,2993.235077,0.002,25.261999,,,-3.237,,-1533.889953,-1511.862954,0.0,-1511.862954,1481.372123,
09/30/1994,2192.445068,35.28,34.445,0.835,75.269997,,,,,,,,12.21,,,,,122.760002,846.906006,,,133.781998,,,1088.996948,,,,,1088.996948,2069.684952,,110.614998,110.614998,,,,0.0,,,,,203.306999,,,,203.306999,313.921997,2899.944092,,,,558.398987,,,558.398987,3458.343079,3772.265076,0.002,26.451,,,-3.237,,-1603.035949,-1579.819949,0.0,-1579.819949,2192.445127,
12/31/1994,2176.413086,11.35,11.35,0.0,89.304001,,,129.496002,,,,,18.950001,,,,,249.100006,886.028015,1558.296997,-672.268982,42.953999,,,998.330994,,,,,998.330994,1927.313008,,120.626999,120.626999,,,,0.0,,,,,200.905991,,,,200.905991,321.53299,2976.156982,,,,697.257996,,,697.257996,3673.414978,3994.947968,0.002,-73.778999,,,-2.237,,-1742.521057,-1818.535056,0.0,-1818.535056,2176.412912,
03/31/1995,2269.724121,21.533001,21.533001,0.0,84.567001,,,152.397995,,,,,15.066,,,,,273.563995,893.065002,,,0.0,,,1103.094971,,,,,1103.094971,1996.159973,,137.401993,137.401993,,,,0.0,,,,,190.094009,,,,190.094009,327.496002,3125.711914,,,,735.689026,,,735.689026,3861.40094,4188.896942,0.002,-73.292999,,,-3.237,,-1842.715026,-1919.243025,0.0,-1919.243025,2269.653917,
06/30/1995,2254.86792,23.487,23.487,0.0,89.278,,,151.113007,,,,,13.256,,,,,277.134003,916.312012,,,0.0,,,1061.421997,,,,,1061.421997,1977.734009,,117.203003,117.203003,,,,0.0,,,,,241.139008,,,,241.139008,358.34201,3345.941895,,,,567.346985,,,567.346985,3913.288879,4271.63089,0.002,-71.650002,,,-3.237,,-1941.87799,-2016.762992,0.0,-2016.762992,2254.867898,
09/30/1995,2342.444092,21.950001,21.950001,0.0,103.491997,,,144.218994,,,,,18.243999,,,,,287.904999,941.853027,,,0.0,,,1112.686035,,,,,1112.686035,2054.539062,,119.634003,119.634003,,,,0.0,,,,,243.100982,,,,243.100982,362.734985,3032.648926,,,,765.666016,,,765.666016,3798.314942,4161.049927,250.001999,-79.238998,,,-3.237,,-1986.132019,-1818.606018,0.0,-1818.606018,2342.443909,
12/31/1995,2502.304932,15.332,15.332,0.0,117.267998,,,143.916,,,,,19.353001,,,,,295.868988,1026.35498,1869.869995,-843.515015,,,,1180.081055,,,,,1180.081055,2206.436035,,156.470001,156.470001,,,,0.0,,,,,228.01001,,,,228.01001,384.480011,3157.106934,,,,594.643005,,,594.643005,3751.749939,4136.22995,257.765991,247.929001,,,-60.391998,,-2079.228119,-1633.925125,0.0,-1633.925125,2502.304825,
03/31/1996,2593.105957,28.017,28.017,0.0,102.303001,,,138.018997,,,,,25.075001,,,,,293.414001,1056.999023,,,0.0,,,1242.692993,,,,,1242.692993,2299.692016,,153.763,153.763,,,,0.0,,,,,217.25,,,,217.25,371.013,2696.580078,,,,615.83197,,,615.83197,3312.412048,3683.425048,924.588989,225.613007,,,-60.391998,,-2180.128998,-1090.319,0.0,-1090.319,2593.106048,
06/30/1996,2596.083984,17.136,17.136,0.0,117.013,,,132.570999,,,,,22.947001,,,,,289.666992,1105.187012,,,0.0,,,1201.22998,,,,,1201.22998,2306.416992,,153.632996,153.632996,,,,0.0,,,,,222.957,,,,222.957,376.589996,2591.238037,,,,810.062988,,,810.062988,3401.301025,3777.891021,950.809021,165.261002,,,0.0,,-2297.876953,-1181.80693,0.0,-1181.80693,2596.084091,
09/30/1996,2912.773926,26.179001,26.179001,0.0,115.066002,,,127.848999,,,,,20.461,,,,,289.554993,1283.631958,,,0.0,,,1339.587036,,,,,1339.587036,2623.218994,,173.177002,173.177002,,,,0.0,,,,,263.817993,,,,263.817993,436.994995,3118.349121,,,,620.010986,,,620.010986,3738.360107,4175.355102,977.677979,164.770004,,,0.0,,-2405.029053,-1262.58107,0.0,-1262.58107,2912.774032,
12/31/1996,3034.725098,11.612,11.612,0.0,124.774002,,,134.257996,,,,,23.052999,,,,,293.696991,1390.971069,2433.99707,-1043.026001,0.0,,,1350.057007,,,,,1350.057007,2741.028076,,186.408997,186.408997,,,,0.0,,,,,254.39801,,,,254.39801,440.807007,3334.700928,,,,628.237,,,628.237,3962.937928,4403.744935,1005.715027,164.787003,,,0.0,,-2539.521973,-1369.019943,0.0,-1369.019943,3034.724992,
03/03/1997,3245.056885,13.486,13.486,0.0,131.636002,,,128.931,,,,,63.728001,,,,,337.781006,1429.709961,,,0.0,,,1477.56604,,,,,1477.56604,2907.276001,,190.330994,190.330994,,,,0.0,,,,,256.097015,,,,256.097015,446.428009,3396.925049,,,,854.366028,,,854.366028,4251.291077,4697.719086,1033.687988,164.878998,,,0.0,,-2651.229004,-1452.662018,0.0,-1452.662018,3245.057068,
06/30/1997,4648.324219,34.459999,34.459999,0.0,224.695007,,,159.141998,,,,,61.402,,,,,479.699005,1698.709961,2924.270996,-1225.561035,0.0,,,2469.915039,,,,,2469.915039,4168.625,,215.960999,215.960999,,,,0.0,,,,,439.713989,,,,439.713989,655.674988,4572.291016,,,,837.934021,,,837.934021,5410.225037,6065.900025,1062.899048,165.199005,,,0.0,,-2779.783936,-1551.685883,134.110001,-1417.575882,4648.324143,
09/30/1997,4872.763184,32.134998,32.134998,0.0,267.074005,,,149.630005,,,,,64.424004,,,,,513.263,1720.052979,3078.540039,-1358.487061,0.0,,,2639.447021,,,,,2639.447021,4359.5,,227.578003,227.578003,,,,0.0,,,,,465.737976,,,,465.737976,693.315979,5111.512207,,,,416.312988,,,416.312988,5527.825195,6221.141174,1093.376953,167.5,,,0.0,,-2733.991943,-1473.11499,124.737,-1348.37799,4872.763184,
12/31/1997,5625.09082,410.140991,410.140991,0.0,313.47699,,,180.576004,,,180.576004,,55.324001,,,,,959.518005,1831.166992,3258.064941,-1426.897949,0.0,,,2834.406006,1999.155029,,,,835.250977,4665.572998,,270.652008,270.652008,,,,0.0,,,,,512.843964,,,,512.843964,783.495972,4694.062012,,,,580.716003,,,580.716003,5274.778015,6058.273987,1135.214966,172.403,,,0.0,,-2562.583008,-1254.965042,821.781982,-433.18306,5625.090927,
03/31/1998,6790.928223,446.971985,446.971985,0.0,314.848999,,,173.681,,,173.681,,155.912003,,,,,1091.41394,2333.937988,3788.284912,-1454.347046,0.0,,,3365.575928,,,,,3365.575928,5699.513916,,294.527008,294.527008,,,,0.0,,,,,610.657013,,,,610.657013,905.184021,5214.518066,,,,605.288025,,,605.288025,5819.806091,6724.990112,1478.897949,345.127991,,,0.0,,-2578.39502,-754.36908,820.307007,65.937927,6790.928039,
06/30/1998,6620.549805,172.973007,172.973007,0.0,331.075989,,,263.463013,,,263.463013,,194.792007,,,,,962.304016,2350.469971,3886.87793,-1536.407959,0.0,,,3307.775879,2630.133057,,,,677.642822,5658.24585,,350.546997,350.546997,,,,0.0,,,,,574.233032,,,,574.233032,924.780029,5122.042969,,,,665.236023,,,665.236023,5787.278992,6712.059021,1511.557007,351.220001,,,0.0,,-2701.345947,-838.568939,747.059998,-91.508941,6620.55008,
09/30/1998,6619.757812,149.766998,149.766998,0.0,324.557007,,,275.441986,,,275.441986,,233.863007,,,,,983.629028,2402.965088,4023.275879,-1620.311035,0.0,,,3233.164062,2564.398926,,,,668.765136,5636.12915,,371.18399,371.18399,,,,0.0,,,,,627.662995,,,,627.662995,998.846985,5054.12793,,,,752.655029,,,752.655029,5806.782959,6805.629944,1545.125,353.207001,,,0.0,,-2814.959961,-916.62796,730.744019,-185.883941,6619.746003,
12/31/1998,7061.062012,173.826004,173.826004,0.0,386.181,,,293.309998,,,293.309998,,206.072998,,,,,1059.390015,2506.833984,4242.975098,-1736.140991,0.0,,,3494.837891,2853.791016,,,,641.046875,6001.671875,,423.039001,423.039001,,,,0.0,,,,,885.460999,,,,885.460999,1308.5,5357.60791,,,,707.934998,,,707.934998,6065.542908,7374.042908,1579.670044,388.01001,,,0.0,,-2999.695068,-1032.015014,719.007019,-313.007995,7061.034913,
03/31/1999,7021.875,158.574005,158.574005,0.0,389.161987,,,288.537994,,,,,192.296997,,,,,1028.571045,2566.878906,4416.382812,-1849.504028,0.0,,,3426.506104,2793.762939,,,,632.743165,5993.38501,,398.854004,398.854004,,,,0.0,,,,,988.061035,,,,988.061035,1386.915039,5543.847168,,,,630.91803,,,630.91803,6174.765198,7561.680237,1615.177979,390.09201,,,-0.458,,-3238.342049,-1233.53006,693.80603,-539.72403,7021.956207,
06/30/1999,6981.678223,58.289001,58.289001,0.0,376.811005,,,289.738007,,,,,200.341995,,,,,925.179993,2689.362061,4654.376953,-1965.015015,0.0,,,3367.135986,2923.687988,,,,443.447998,6056.498047,,411.029999,411.029999,,,,0.0,,,,,948.658966,,,,948.658966,1359.688965,5795.729004,,,,559.56897,,,559.56897,6355.297974,7714.986939,1651.689941,396.722992,,,-0.498,,-3406.189012,-1358.274079,624.965027,-733.309052,6981.677887,
09/30/1999,7083.303223,65.443001,65.443001,0.0,204.834,,,298.016998,,,,,113.841003,,,,,682.13501,2800.716064,4875.175781,-2074.459961,0.0,,,3600.451904,2670.906982,,,,929.544922,6401.167968,,399.09201,399.09201,,,,0.0,,,,,1004.391999,,,,1004.391999,1403.484009,5881.602051,,,,680.973999,,,680.973999,6562.57605,7966.060059,1684.958008,403.312012,,,-0.499,,-3584.251977,-1496.480957,613.723999,-882.756958,7083.303101,
12/31/1999,7130.308105,62.665001,62.665001,0.0,226.304001,,,219.487,,,,,129.595993,,,,,638.052002,2752.495117,4764.312988,-2011.817993,0.0,,,3739.760986,1816.030029,,,,1923.730957,6492.256104,,411.803986,411.803986,,,,2254.487061,,,,,1693.791962,,,,1693.791962,4360.083008,2791.301025,,,,1048.512939,,,1048.512939,3839.813965,8199.896973,1404.510986,732.718018,,,0.0,,-3799.375,-1662.145996,592.583008,-1069.562988,7130.333984,
03/31/2000,7275.082031,51.341,51.341,0.0,250.957001,,,0.0,,,,,347.29599,,,,,649.593994,2830.531982,4970.277832,-2139.746094,0.0,,,3794.956055,9782.544922,,,,-5987.588867,6625.488037,,442.415985,442.415985,,,,0.0,,,,,1498.876984,,,,1498.876984,1941.292969,6462.393066,,,,0.0,,,0.0,6462.393066,8403.686035,1444.209961,738.161011,,,-0.499,,-3915.796898,-1733.924926,605.320984,-1128.603942,7275.082093,
06/30/2000,7410.555176,33.931,33.931,0.0,269.959991,,,264.299011,,,,,114.330002,,,,,682.52002,2859.022949,4976.15918,-2117.135986,0.0,,,3869.011963,2483.937012,,,,1385.074951,6728.034912,,433.252014,433.252014,,,,0.0,,,,,1462.778015,,,,1462.778015,1896.030029,6757.38623,,,,0.0,,,0.0,6757.38623,8653.416259,148.033005,743.796997,,,-0.499,,-2750.544945,-1859.213943,616.353027,-1242.860916,7410.555343,
09/30/2000,7749.308105,38.556999,38.556999,0.0,266.621002,,,286.391998,,,,,127.834,,,,,719.403992,3046.894043,5296.138184,-2249.243896,0.0,,,3983.01001,2409.525879,,,,1573.484131,7029.904053,,435.786987,435.786987,,,,0.0,,,,,1591.656983,,,,1591.656983,2027.44397,6990.700195,,,,0.0,,,0.0,6990.700195,9018.144165,1514.256958,746.85498,,,-0.499,,-4115.619164,-1855.006226,586.169983,-1268.836243,7749.307922,
12/31/2000,8273.290039,37.939999,37.939999,0.0,304.412994,,,276.769989,,,,,504.365997,,,,,1123.489014,3285.675049,5685.63623,-2399.960938,811.617981,,,3052.508057,2403.236084,,,,649.271973,7149.801086,,471.854004,471.854004,,,,84.816002,,,,,1094.767006,,,,1094.767006,1651.437012,6454.64502,,,,564.807983,,,564.807983,7019.453003,8670.890015,1544.293945,754.72998,,,0.0,,-3284.608887,-985.584961,587.984985,-397.599976,8273.290039,
03/31/2001,9605.856445,97.988998,97.988998,0.0,306.363007,,,351.105011,,,,,151.522995,,,,,906.97998,3515.611084,,,1658.655029,,,3524.610107,2748.014893,0.0,2748.014893,,776.595215,8698.876221,,436.864014,436.864014,,,,0.0,,,,,1021.553955,,,,1021.553955,1458.417969,6913.612793,,,,747.041016,,,747.041016,7660.653809,9119.071777,1544.293945,800.400024,,,0.0,,-2439.408936,-94.714966,581.499023,486.784058,9605.855835,
06/30/2001,9970.397461,243.274002,243.274002,0.0,335.869995,,,354.768005,,,,,137.360001,,,,,1071.271973,3672.772949,,,984.142029,,,4242.209961,2718.10498,,,,1524.104981,8899.124939,,439.414001,439.414001,,,,0.0,,,,,1810.885071,,,,1810.885071,2250.299072,6602.150879,,,,0.0,,,0.0,6602.150879,8852.449951,1544.293945,877.619019,,,0.0,,-2199.563965,222.348999,895.598022,1117.947021,9970.396972,
09/30/2001,10264.179688,300.962006,300.962006,0.0,345.079987,,,359.609009,,,,,153.570999,,,,,1159.222046,3832.014893,,,0.225,,,5272.720215,2653.217041,,,,2619.503174,9104.960108,,460.214996,460.214996,,,,0.0,,,,,1841.765961,,,,1841.765961,2301.980957,5119.73877,,,,1779.854004,,,1779.854004,6899.592774,9201.573731,1544.293945,941.567993,,,0.0,,-2281.74707,204.114868,858.492981,1062.607849,10264.18158,
12/31/2001,10220.120117,107.989998,107.989998,0.0,335.808014,,,223.858994,,,,,271.210999,,,,,938.867981,4014.583008,7032.10498,-3017.521973,0.158,,,5266.506836,2598.408936,,,,2668.0979,9281.247844,,441.86499,441.86499,,,,34.028,3.694,30.334,30.334,,1135.287064,,,,1135.287064,1611.180054,6972.078125,6898.173126,73.904999,73.904999,813.52002,,,813.52002,7785.598145,9396.778198,1544.293945,976.909973,,,0.0,,-2562.812988,-41.60907,864.947021,823.337952,10220.11615,
03/31/2002,10328.620117,201.598007,201.598007,0.0,339.903992,,,207.358994,,,,,155.382996,,,,,904.244019,4287.102051,,,1186.021973,,,3951.25,2607.625,0.0,2607.625,,1343.625,9424.374024,,407.286987,407.286987,,,,37.983002,9.562002,28.421,28.421,,957.652985,,,,957.652985,1402.922974,7434.459961,7363.368958,71.091003,71.091003,899.427002,,,899.427002,8333.886963,9736.809937,1544.293945,996.875,,,0.0,,-2812.946045,-271.7771,863.585022,591.807922,10328.617859,
06/30/2002,10106.146,224.91,224.91,0.0,404.31,342.18,,85.285,,,,,257.889,,,,,972.394,4386.287,,,105.713,,,4641.752,2463.627,0.0,2463.627,68.963,2109.162,9133.752,,416.705,416.705,,,,102.627,79.57,23.057,23.057,,892.837,,,,892.837,1412.169,7353.767,7273.371,80.396,80.396,774.27,,,774.27,8128.037,9540.206,1544.294,1078.582,,,0.0,-2911.099,0.0,-288.223,854.163,565.94,10106.146,
09/30/2002,10303.019531,306.135986,306.135986,0.0,309.092987,,,250.647003,,,,,166.292007,,,,,1032.167969,4364.53418,,,90.806,,,4815.509766,2469.386963,,,,2346.122803,9270.849946,,313.654999,313.654999,,,,66.804001,43.975001,22.829,22.829,,953.028061,,,,953.028061,1333.487061,7615.193848,7541.602845,73.591003,73.591003,841.379028,,,841.379028,8456.572876,9790.059937,1544.293945,1100.146973,,,0.0,,-2990.621094,-346.180176,859.138,512.957824,10303.017761,
12/31/2002,10597.459961,125.940002,125.940002,0.0,286.334991,,,66.616997,,,,,466.272003,,,,,945.164001,4665.825195,8348.978516,-3683.154053,992.72998,,,3993.739014,2574.312988,,,,1419.426026,9652.294189,,439.15799,439.15799,,,,20.745001,4.917001,15.828,15.828,,1170.482019,,,,1170.482019,1630.38501,7676.236816,7604.315818,71.920998,71.920998,842.33197,,,842.33197,8518.568786,10148.953796,1544.293945,1110.911987,,,-1.79,,-2831.482949,-178.067017,626.570984,448.503967,10597.457763,
03/31/2003,10421.290039,223.158005,223.158005,0.0,290.394012,,,128.028,,,,,305.022003,,,,,946.60199,4551.062988,,,1068.532959,,,3855.086914,2561.141113,0.0,2561.141113,,1293.945801,9474.682861,,336.424988,336.424988,,,,14.717,0.35,14.367,14.367,,963.087016,,,,963.087016,1314.229004,8002.795898,7933.760895,69.035004,69.035004,720.913025,,,720.913025,8723.708923,10037.937927,1620.439941,1112.296021,,,-359.75,,-2615.409912,-242.42395,625.770996,383.347046,10421.284973,
06/30/2003,10449.269531,293.022003,293.022003,0.0,301.222992,,,67.763,,,,,197.063995,,,,,859.072021,4616.844238,,,88.117996,,,4885.234863,2682.839111,,,,2202.395752,9590.197098,,344.153992,344.153992,,,,26.695999,11.892999,14.803,14.803,,944.901962,,,,944.901962,1315.751953,7686.827148,7618.333145,68.494003,68.494003,886.88501,,,886.88501,8573.712158,9889.464111,1622.343018,1113.602051,,,-359.75,-2451.560059,-1.790039,-77.155029,636.960022,559.804993,10449.269104,
09/30/2003,10823.969727,252.304001,252.304001,0.0,298.781006,,,172.350998,,,,,136.119995,,,,,859.55603,4606.856934,,,87.177002,,,5270.37793,2947.333984,,,,2323.043945,9964.411865,,314.75,314.75,,,,258.473999,242.849999,15.624,15.624,,1013.208984,,,,1013.208984,1586.432983,8005.883789,7937.973785,67.910004,67.910004,1392.240967,,,1392.240967,9398.124756,10984.557739,1624.295044,1130.213013,,,-359.75,-2553.558105,-1.789795,-160.589844,0.0,-160.589844,10823.967896,
12/31/2003,11189.200195,332.836006,326.962006,5.874,355.834991,,,92.362,,,,,280.78299,,,,,1061.81604,4593.209961,8986.405273,-4393.194824,1224.520996,,,4309.651855,3115.626953,0.0,3115.626953,,1194.024902,10127.382812,,334.28299,334.28299,,,,126.675003,111.039003,15.636,15.636,,1112.140029,,,,1112.140029,1573.098022,8374.742188,8305.522187,69.220001,69.220001,1026.099976,,,1026.099976,9400.842164,10973.940186,1624.295044,1139.871948,,,-0.952,-2768.971924,-359.750148,-365.50708,580.765991,215.258911,11189.199097,
