Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
01/31/1990,5109.474869,-2660.900024,0,0,745.000011,3193.574856,4417.500011,16.864743,0.233281,,,,,,,26.876288,,
04/30/1990,5648.462543,-1634.900024,0,0,742.800013,4756.362532,4428.700037,16.772416,0.15617,,,,,,,39.998003,,
07/31/1990,4698.643616,-1641.899963,0,0,849.300024,3906.043676,4631.000036,18.339452,0.217432,,,,,,,32.836865,,
10/31/1990,4078.364215,-1666.400025,0,0,733.799977,3145.764167,4562.999867,16.081525,0.233266,0.813069,2.578707,10.341105,11.58838,4173.47493,3240.874882,26.803713,,
01/31/1991,5057.573837,-1601.299988,0,0,732.200012,4188.473862,4547.200134,16.102217,0.174813,1.06808,3.377801,14.910907,12.689293,,,35.610825,,
04/30/1991,4336.758208,-1474.200012,0,0,733.799973,3596.358169,4481.200058,16.375077,0.20404,0.904039,3.088063,19.524203,10.219001,,,30.579456,,
07/31/1991,4565.292616,-1427.399963,0,0,729.699982,3867.592634,4557.19986,16.012025,0.18867,0.98999,3.449204,21.49857,15.793825,,,32.827954,,
10/31/1991,4724.999786,-1576.0,0,0,718.200027,3867.199813,4613.000015,15.569045,0.185716,0.992761,3.219179,24.50697,24.100336,4758.82492,3901.024947,32.840508,,
01/31/1992,5016.359901,-1727.900024,0,0,899.499985,4187.959862,4804.999985,18.720083,0.214782,1.029261,3.376842,19.717326,12.139152,,,35.481564,,
04/30/1992,5394.243903,-1585.700012,0,0,753.400012,4561.943903,4668.500049,16.137946,0.165149,1.104935,3.379718,13.075219,10.179729,,,38.585332,,
07/31/1992,5401.81767,-1267.600006,0,0,752.900012,4887.117676,4773.500049,15.772494,0.154058,1.155702,3.484327,13.7163,27.195566,,,41.277725,,
10/31/1992,4948.002458,-1236.299988,0,0,822.099976,4533.802446,4873.600037,16.868433,0.181327,1.06305,3.366102,11.446106,15.343112,4967.717042,4553.51703,38.598693,,
01/31/1993,5413.158296,-961.50003,0,0,818.300024,5269.95829,4842.300085,16.898994,0.155276,1.237602,3.617986,10.030374,83.275158,,,44.66142,,
04/30/1993,6146.368488,-942.300018,0,0,817.099991,6021.168461,4753.40004,17.189801,0.135705,1.405272,4.366646,12.996263,-260.348048,,,50.940773,,
07/31/1993,6106.396552,-961.50003,0,0,818.300024,5963.196546,4842.300085,16.898994,0.137225,1.431912,,19.348465,26.514741,,,50.53642,,
10/31/1993,9529.794133,-942.300018,0,0,817.099991,9404.594106,4719.200089,17.314375,0.086883,2.401336,,69.715292,-44.98837,9433.125081,9307.925054,79.565769,,
09/12/2020,,-371.60001373291,0,0,1237.80002403259,,5346.10007286072,23.1533268581379,,,,,,,,53.5541481637088,,
