Date,Price/T12M FFO per Share,Average,High,Low,Price/T12M Sales per Share,Price/T12M EBITDA per Share,P/Sales,P/Book,Price/Cash Flow per Share,Price/Free Cash Flow per Share,Source: Bloomberg
03/23/2012,16.039604,43.339648,43.339648,43.339648,2.264889,11.18987,2.264889,1.703351,16.219697,43.339648,
06/15/2012,15.27451,42.337512,45.640394,37.748298,2.186155,10.582105,2.186155,1.618156,15.606515,38.106233,
09/07/2012,15.825243,37.346734,39.573739,34.388552,2.288934,10.932686,2.288934,1.708452,16.546041,,
12/31/2012,13.991071,,,,2.204357,10.0972,2.204357,1.66366,14.450675,,
03/31/2013,14.948718,161.807765,161.807765,161.807765,2.349567,10.446715,2.349567,1.837303,14.302186,161.807765,
06/30/2013,13.496,190.73435,1914.026265,148.208141,2.256937,9.806628,2.256937,1.758202,13.127397,1914.026265,
09/30/2013,13.285714,1981.099365,2121.653299,24.297669,2.360368,10.064868,2.360368,1.845251,12.336099,24.297669,
12/31/2013,15.428571,25.407159,27.369158,23.500123,2.801701,11.875715,2.801701,2.030065,14.232592,27.369158,
03/31/2014,15.689922,27.339522,32.431813,25.341813,2.894824,12.03944,2.894824,2.090996,14.984742,32.431813,
06/30/2014,16.548872,34.313321,36.48579,24.251988,3.140337,12.982323,3.140337,2.263304,15.30356,24.251988,
09/30/2014,14.22,24.575402,25.689918,23.35948,3.002311,11.4976,3.002311,2.203565,14.831962,25.689918,
12/31/2014,15.172947,27.384105,29.303128,24.365075,3.353727,12.798408,3.353727,2.448932,15.752124,26.685093,
03/31/2015,12.639327,25.057711,27.100469,22.098023,2.851953,10.868907,2.851953,2.093858,13.458591,22.098023,
06/30/2015,12.420112,22.521701,49.830062,21.243887,2.796804,10.66674,2.796804,2.05678,12.864378,49.830062,
09/30/2015,10.424607,46.922924,53.498841,31.280594,2.227826,8.904612,2.227826,1.677541,10.082004,31.280594,
12/31/2015,10.331483,32.939963,35.3168,30.07369,2.157412,8.600972,2.157412,1.629332,9.923061,33.923806,
03/31/2016,10.810587,33.146002,37.528487,28.350925,2.32771,9.167461,2.32771,1.775148,10.301529,29.092639,
06/30/2016,10.10106,27.19414,29.528158,14.970145,2.243067,8.754733,2.243067,1.673414,9.90031,14.970145,
09/30/2016,9.524206,15.812216,16.964932,13.341152,2.145698,8.315498,2.145698,1.620676,9.132924,13.341152,
12/31/2016,11.203689,14.454483,16.43438,12.707083,2.578071,9.942734,2.578071,1.98744,10.757929,14.950187,
03/31/2017,10.90215,14.719905,28.509888,14.085235,2.539446,9.680643,2.539446,1.961611,10.685,28.509888,
06/30/2017,10.674292,27.964967,29.441884,23.57591,2.48977,9.425176,2.48977,1.900842,10.350579,23.57591,
09/30/2017,11.061331,23.495075,25.245091,22.427439,2.537468,9.688916,2.537468,1.92997,10.903831,25.245091,
12/31/2017,11.886228,26.68088,28.098646,22.064949,2.721576,10.274052,2.721576,2.103992,10.958791,22.064949,
03/31/2018,11.228916,23.148436,108.055024,19.986286,2.557665,9.719716,2.557665,1.941721,10.023844,108.055024,
06/30/2018,12.321637,118.4892,128.981989,105.736246,2.851501,10.861474,2.851501,2.183747,11.302664,128.729504,
09/30/2018,12.057143,129.188249,134.044865,122.803181,2.833208,10.599645,2.833208,2.132477,11.049392,128.182139,
12/31/2018,9.418079,112.406644,127.392391,13.679754,2.232443,8.366373,2.232443,1.64698,5.602188,13.679754,
03/31/2019,10.384615,15.065128,16.527309,10.627311,2.512253,9.136646,2.512253,1.86258,6.473427,10.627311,
06/30/2019,10.066298,10.597624,11.178356,10.00879,2.436664,8.703426,2.436664,1.781251,6.210788,10.258345,
09/30/2019,9.659218,9.614374,10.393472,8.783216,2.317295,8.382609,2.317295,1.656603,5.8674,9.570824,
12/31/2019,10.976331,9.899766,31.121274,9.028348,2.478227,8.918371,2.478227,1.808112,10.832089,31.121274,
03/31/2020,7.666667,25.171734,30.584411,8.241164,1.556245,6.277559,1.556245,1.101656,6.671818,8.241164,
06/30/2020,16.6,8.745215,18.945599,6.763129,2.061685,12.289971,2.061685,1.132813,12.74533,18.945599,
09/06/2020,18.3692301236666,,,,2.2814199073764,13.599837656003,2.2814199073764,1.25354886170706,14.1037288352622,20.9648238011651,
09/30/2020,,,,,3.7934886465764,,3.7934886465764,1.29501084598698,40.8904109589041,,
12/31/2020,,,,,3.04265835234503,,3.04265835234503,1.34459459459459,18.1735159817352,,
