Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/28/1997,108,69,24,61,,,61,-46,,,-46,,-152,-112,0,,,-112.0,,,0,0.0,0.0,,,,,-40,828,0,-2,,,,0,0.0,0.0,830.0,,784,,,
06/20/1997,153,84,29,13,,,13,27,,,27,,-804,-89,0,,,-89.0,,,0,0.0,0.0,,,,,-715,-49,0,2,,,,0,0.0,0.0,-51.0,,-700,,,
09/12/1997,204,74,32,44,,,44,54,,,54,,55,-127,0,,,-127.0,,,0,0.0,0.0,,,,,182,-243,0,1,,,,0,0.0,0.0,-244.0,,16,,,
12/31/1997,77,97,41,-84,,,-84,23,,,23,,-145,-192,0,,,-192.0,,,0,0.0,0.0,,,,,47,41,0,0,,,,0,0.0,0.0,41.0,,-27,,,
03/27/1998,72,89,30,35,,,35,-82,,,-82,,-165,-77,38,,,-115.0,,,4,8.0,-4.0,,,,,-92,226,0,330,,,,0,0.0,0.0,-104.0,,133,,,
06/19/1998,192,101,32,72,,,72,-13,,,-13,,-126,-196,58,,,-254.0,,,100,114.0,-14.0,,,,,-30,-225,-12,-89,,,,-114,2.0,-116.0,-10.0,,-159,,,
09/11/1998,185,86,31,38,,,38,30,,,30,,-179,-177,20,,,-197.0,,,37,43.0,-6.0,,,,,-39,-8,-12,177,,,,-170,5.0,-175.0,-3.0,,-2,,,
01/01/1999,97,114,47,-63,,,-63,-1,,,-1,,-269,-408,0,,,-408.0,,,0,0.0,0.0,,,,,139,308,-13,403,,,,-99,8.0,-107.0,17.0,,136,,,
03/26/1999,135,100,33,38,,,38,-36,,,-36,,-161,-19,186,,,-205.0,,,-53,5.0,-58.0,,,,,-89,-29,-12,-38,,,,21,26.0,-5.0,0.0,,-55,,,
06/18/1999,234,114,36,38,,,38,46,,,46,,-197,-140,49,,,-189.0,,,5,15.0,-10.0,,,,,-62,-132,-13,-100,,,,-19,8.0,-27.0,0.0,,-95,,,
09/10/1999,213,96,34,45,,,45,38,,,38,,-278,-238,35,,,-273.0,,,-23,20.0,-43.0,,,,,-17,149,-13,274,,,,-112,2.0,-114.0,0.0,,84,,,
12/31/1999,129,90,59,-117,,,-117,97,,,97,,-151,-96,166,,,-262.0,,,-19,14.0,-33.0,,,,,-36,187,-14,402,,,,-201,7.0,-208.0,0.0,,165,,,
03/24/2000,21,94,41,-15,,,-15,-99,,,-99,,-284,-244,3,,,-247.0,,,-21,4.0,-25.0,,,,,-19,146,-14,393,,,,-233,3.0,-236.0,0.0,,-117,,,
06/16/2000,254,126,46,45,,,45,37,,,37,,-47,83,291,,,-208.0,,,-46,17.0,-63.0,,,,,-84,-169,-13,-117,,,,-39,11.0,-50.0,0.0,,38,,,
09/08/2000,338,110,47,46,,,46,135,,,135,,-164,-85,87,,,-172.0,,,-22,8.0,-30.0,,,,,-57,-206,-14,-193,,,,1,16.0,-15.0,0.0,,-32,,,
12/29/2000,237,149,61,-90,,,-90,117,,,117,,-531,-107,361,,,-468.0,,,-207,64.0,-271.0,,,,,-217,250,-14,275,,,,-11,28.0,-39.0,0.0,,-44,,,
03/23/2001,26,121,46,-47,,60.0,-107,-94,,,-94,,36,116,241,,,-125.0,,,-28,7.0,-35.0,,,,,-52,-26,-15,-3,,,,-8,31.0,-39.0,0.0,,36,,,
06/15/2001,158,130,50,-1,,95.0,-96,-21,,,-21,,-119,-6,120,,,-126.0,,,-20,27.0,-47.0,,,,,-93,265,-14,288,,,,-9,26.0,-35.0,0.0,,304,,,
09/07/2001,264,101,51,-19,,151.0,-170,131,,,131,,-43,38,147,,,-109.0,,,-57,8.0,-65.0,,,,,-24,-21,-16,0,,,,-5,12.0,-17.0,0.0,,200,,,
12/28/2001,-45,-116,75,-13,,,-13,9,,,9,,-355,-154,46,,,-200.0,,,-191,29.0,-220.0,,,,,-10,346,-16,499,,,,-137,7.0,-144.0,0.0,,-54,,,
03/22/2002,57,82,39,23,,50.0,-27,-87,,,-87,,-50,12,99,,,-87.0,,,-26,7.0,-33.0,,,,,-36,-632,-16,-633,,,,17,17.0,0.0,0.0,,-625,,,
06/14/2002,235,129,47,-21,,63.0,-84,80,,,80,,72,98,183,,,-85.0,,,-9,22.0,-31.0,,,,,-17,-297,-15,-272,,,,-10,10.0,-20.0,0.0,,10,,,
09/06/2002,173,103,42,-14,,90.0,-104,42,,,42,,171,181,231,,,-50.0,,,2,32.0,-30.0,,,,,-12,-233,-18,-105,,,,-110,1.0,-111.0,0.0,,111,,,
01/03/2003,51,-37,59,172,,,172,-143,-31.0,,-112,,124,146,216,,,-70.0,,,-80,63.0,-143.0,,,,,58,-285,-16,-155,,,,-114,7.0,-121.0,0.0,,-110,107.0,71.0,
03/28/2003,-102,116,34,-152,,-37.0,-115,-100,,,-100,,229,200,263,,,-63.0,,,44,86.0,-42.0,,,,,-15,200,-17,367,,,,-150,4.0,-154.0,0.0,,327,,,
06/20/2003,122,125,34,-31,,-65.0,34,-6,,,-6,,37,45,98,,,-53.0,,,-3,25.0,-28.0,,,,,-5,-540,-16,-505,,,,-19,25.0,-44.0,0.0,,-381,,,
09/12/2003,81,92,37,-79,,-46.0,-33,31,,,31,,36,98,126,,,-28.0,,,-85,41.0,-126.0,,,,,23,-148,-17,-12,,,,-72,21.0,-93.0,-47.0,,-31,,,
01/02/2004,367,169,55,13,,,13,130,,,130,,-9,-59,7,,,-66.0,,,63,128.0,-65.0,,,,,-13,-242,-18,-211,,,,-30,52.0,-82.0,17.0,,116,,,
03/26/2004,-10,114,39,-80,,-11.0,-69,-83,,,-83,,24,-27,4,,,-31.0,,,72,97.0,-25.0,,,,,-21,-40,-17,257,,,,-280,17.0,-297.0,0.0,,-26,,,
06/18/2004,313,160,37,103,,-8.0,111,13,,,13,,-32,-31,19,,,-50.0,,,-5,24.0,-29.0,,,,,4,-320,-17,-296,,,,6,62.0,-56.0,-13.0,,-39,,,
09/10/2004,-135,133,0,-169,,19.0,-188,60,,0.0,60,,164,224,224,,,,,,-71,,-71.0,,,,,11,48,-3,243,,,,-218,,-218.0,26.0,,77,,,
12/31/2004,410,189,51,40,,,40,130,,0.0,130,,163,86,152,,,-66.0,,,156,156.0,,,,,,-79,-5,-19,-49,,,,28,106.0,-78.0,35.0,,568,,,
03/25/2005,-61,145,37,-107,,-23.0,-84,-136,,0.0,-136,,-37,-20,15,,,-35.0,,,-7,9.0,-16.0,,,,,-10,-295,-19,-1,,,,-269,51.0,-320.0,-6.0,,-393,,,
06/17/2005,394,138,36,139,,-75.0,214,81,,0.0,81,,81,-89,9,,,-98.0,,,214,448.0,-234.0,,,,,-44,-381,-19,54,,,,-397,36.0,-433.0,-19.0,,94,,,
09/09/2005,144,149,53,-76,,27.0,-103,18,,0.0,18,,-319,-480,13,,,-493.0,,,153,157.0,-4.0,,,,,8,-135,-23,372,,,,-496,17.0,-513.0,12.0,,-310,,,
12/30/2005,360,237,58,151,,71.0,80,-86,,0.0,-86,,145,107,261,,,-154.0,,,74,92.0,-18.0,,,,,-36,-463,-23,-93,,,,-357,21.0,-378.0,10.0,,42,,,
